"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Frangula"	"Fraxinus"	"Ilex"	"Juniperus"	"Lamiaceae"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Violaceae"
23793	41220	"Hornchurch marshes"	51.52028	0.17694	185	"AWI"	185	3775	4234	3979	184	0	1	0	0	0	11	0	0	0	0	20	9	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	68	0	0	0	0	0	0	3	0	8	2	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	189	"AWI"	189	3843	4308	4050	80	0	1	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	1	0	5	0	2	2	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	193	"AWI"	193	3881	4417	4121	156	0	2	1	2	0	12	2	0	0	0	15	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	1	0	8	0	10	3	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	197	"AWI"	197	3933	4513	4187	57	0	0	1	0	0	4	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	15	0	2	2	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	201	"AWI"	201	3980	4581	4258	160	0	2	0	0	0	1	0	0	0	0	10	4	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	67	1	0	1	0	1	0	2	0	5	2	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	205	"AWI"	205	4015	4695	4329	184	0	3	0	0	0	3	0	0	0	0	10	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	54	0	0	2	0	11	0	11	0	3	8	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	209	"AWI"	209	4093	4737	4399	180	1	3	0	0	0	9	0	0	0	0	7	2	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	67	2	0	0	0	0	0	11	0	8	4	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	213	"AWI"	213	4145	4809	4470	74	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	9	0	0	1	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	217	"AWI"	217	4212	4871	4539	67	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	6	0	0	0	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	221	"AWI"	221	4285	4924	4609	58	0	0	0	0	0	3	0	0	0	0	3	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	1	0	10	0	0	0	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	225	"AWI"	225	4328	5008	4683	147	0	8	1	0	0	2	0	0	0	0	7	3	0	0	0	0	5	1	1	0	0	0	0	2	0	0	0	2	17	59	0	22	0	0	3	0	10	0	1	4	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	229	"AWI"	229	4470	5058	4751	87	0	0	0	0	0	4	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	14	0	0	0	0	1	0	9	0	1	2	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	233	"AWI"	233	4556	5120	4821	239	0	7	0	0	0	8	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	35	2	3	0	0	1	0	21	0	6	4	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	237	"AWI"	237	4667	5184	4888	82	0	2	1	0	0	2	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	5	0	1	1	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	257	"AWI"	257	4994	5472	5218	169	0	18	0	0	0	7	0	0	0	0	17	1	0	1	0	0	5	0	0	0	0	0	2	0	0	0	0	0	1	100	3	0	0	0	2	0	2	0	5	1	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	265	"AWI"	265	5085	5573	5346	221	0	5	1	0	0	5	0	0	0	0	8	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	54	2	0	0	0	0	0	1	0	5	0	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	273	"AWI"	273	5276	5648	5470	242	0	1	0	0	0	8	0	0	0	0	7	4	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	41	1	0	0	0	0	0	0	0	0	1	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	281	"AWI"	281	5355	5748	5560	163	0	6	0	0	0	5	1	0	0	0	14	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	2	0	1	0	4	1	1	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	289	"AWI"	289	5411	5851	5640	204	1	4	4	0	0	9	0	0	0	0	20	8	0	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	47	0	0	1	0	1	0	1	0	5	3	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	293	"AWI"	293	5440	5895	5679	48	1	0	4	1	0	1	0	0	0	0	5	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	1	9	0	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	297	"AWI"	297	5482	5944	5716	127	0	6	1	0	0	0	0	0	0	0	6	8	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	54	1	0	0	0	4	0	1	0	5	2	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	301	"AWI"	301	5523	5978	5757	59	0	1	0	0	0	7	0	0	0	0	1	6	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	40	0	0	0	0	0	0	0	0	6	1	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	305	"AWI"	305	5552	6026	5796	148	1	7	1	0	0	6	0	0	0	0	12	4	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	94	1	0	0	0	5	0	6	0	18	2	1	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	309	"AWI"	309	5601	6049	5836	32	0	2	1	0	0	0	0	0	0	0	3	3	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	20	0	0	0	0	0	0	0	0	2	0	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	313	"AWI"	313	5642	6083	5876	134	0	2	0	0	0	3	0	0	0	0	15	5	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	56	0	0	0	0	2	0	4	1	2	13	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	317	"AWI"	317	5691	6119	5914	114	0	0	0	1	0	3	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	2	3	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	321	"AWI"	321	5745	6145	5952	121	0	1	2	0	0	3	0	0	0	0	9	2	0	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	89	1	0	0	0	2	0	3	0	6	0	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	325	"AWI"	325	5780	6187	5992	68	0	2	0	0	0	3	0	0	0	0	2	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	2	1	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	329	"AWI"	329	5849	6209	6033	233	1	4	0	0	0	3	0	0	0	0	8	1	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	0	34	0	0	0	0	1	0	2	1	6	1	0	0	1
23793	41220	"Hornchurch marshes"	51.52028	0.17694	333	"AWI"	333	5897	6238	6074	88	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	1	1	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	337	"AWI"	337	5947	6273	6117	173	0	3	1	0	0	9	0	0	0	0	11	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	61	0	0	1	0	0	0	2	0	7	3	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	346	"AWI"	346	6031	6401	6224	70	0	0	0	0	0	3	0	0	0	0	4	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	19	0	0	0	0	0	0	0	0	1	3	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	350	"AWI"	350	6095	6434	6274	62	0	1	0	0	0	4	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	20	0	0	0	0	0	0	0	0	0	1	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	354	"AWI"	354	6129	6490	6326	91	0	1	0	0	0	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	2	0	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	358	"AWI"	358	6219	6531	6373	85	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	1	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	362	"AWI"	362	6298	6575	6420	114	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	366	"AWI"	366	6340	6639	6472	54	0	0	1	0	0	3	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	28	0	0	0	0	1	0	0	0	2	1	0	0	0
23793	41220	"Hornchurch marshes"	51.52028	0.17694	374	"AWI"	374	6389	6877	6567	54	0	0	0	0	0	1	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	16	0	0	0	0	0	0	1	1	0	4	0	0	0
