"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juniperus"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
13390	20042	"Trettetjørn"	60.71667	7	38.5	"AWI"	38.5	1025	1347	1189.5	15	0	12	2	0	49	0	0	0	0	2	2	24	0	0	0	0	4	5	10	0	6	3	0	3	56	0	98	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
13390	20042	"Trettetjørn"	60.71667	7	42.5	"AWI"	42.5	1081.5	1398	1242.5	15	0	13	1	0	64	0	0	0	5	2	4	10	0	0	0	0	7	3	3	0	6	2	0	0	39	0	116	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0
13390	20042	"Trettetjørn"	60.71667	7	50.5	"AWI"	50.5	1182.5	1479	1354.5	27	1	14	0	0	0	0	0	0	0	1	3	16	0	0	0	0	3	2	8	0	8	1	0	1	59	0	112	0	0	0	1	0	0	0	0	0	1	1	1	1	1	3	1
13390	20042	"Trettetjørn"	60.71667	7	58.5	"AWI"	58.5	1379	1636	1497	9	0	6	3	0	0	0	0	0	0	1	3	32	0	0	0	0	1	4	6	0	0	5	0	1	70	0	52	0	0	0	7	0	0	0	19	0	0	1	0	0	1	0	0
13390	20042	"Trettetjørn"	60.71667	7	66.5	"AWI"	66.5	1472	2067.5	1725.5	16	0	11	1	0	119	0	0	0	5	4	1	39	0	0	0	0	1	3	8	0	2	1	0	2	96	0	58	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	2
13390	20042	"Trettetjørn"	60.71667	7	74.5	"AWI"	74.5	1616	2427.5	1988	13	0	5	0	0	0	0	0	1	4	1	3	21	0	0	0	0	3	4	6	0	1	0	0	1	105	0	74	0	0	0	4	0	0	0	0	0	0	1	0	0	1	0	1
13390	20042	"Trettetjørn"	60.71667	7	82.5	"AWI"	82.5	1903.5	2630	2297.5	21	0	8	2	0	0	0	0	0	0	3	1	38	0	0	0	0	3	1	12	0	4	3	0	0	118	0	51	0	0	0	8	0	0	0	0	0	0	2	1	1	1	0	0
13390	20042	"Trettetjørn"	60.71667	7	90.5	"AWI"	90.5	2329.5	2803.5	2633.5	18	0	6	2	0	0	0	0	0	0	2	2	26	0	0	1	0	1	5	7	0	1	4	0	0	89	0	45	0	0	0	7	0	0	0	0	0	0	1	0	0	7	4	0
13390	20042	"Trettetjørn"	60.71667	7	98.5	"AWI"	98.5	2612	3225.5	2889.5	19	0	14	2	0	0	0	0	0	0	2	3	45	0	0	0	0	3	3	2	0	2	0	0	0	77	0	43	0	0	0	0	0	0	0	0	0	1	1	0	0	4	1	0
13390	20042	"Trettetjørn"	60.71667	7	108.5	"AWI"	108.5	2827.5	3573	3183	15	0	8	2	0	150	0	0	0	0	4	0	27	0	0	0	0	2	5	12	0	1	5	0	0	94	0	47	0	0	0	5	0	0	0	0	0	0	2	0	1	3	1	0
13390	20042	"Trettetjørn"	60.71667	7	116.5	"AWI"	116.5	3055.5	3739.5	3419	16	0	10	0	0	0	0	0	0	5	3	2	27	0	0	0	0	1	9	6	0	0	0	0	0	104	0	50	0	0	0	3	0	0	0	0	0	0	1	1	1	1	0	0
13390	20042	"Trettetjørn"	60.71667	7	124.5	"AWI"	124.5	3365	3897	3651.5	22	0	5	0	0	0	0	0	0	0	2	0	27	0	0	0	0	1	5	6	0	1	0	0	0	110	0	46	0	0	0	11	0	0	0	0	0	0	3	0	0	3	0	0
13390	20042	"Trettetjørn"	60.71667	7	132.5	"AWI"	132.5	3717.5	4079.5	3899	18	1	5	1	0	0	0	0	0	0	1	2	27	0	0	0	0	1	6	7	0	2	4	0	0	105	0	29	0	0	0	9	0	0	0	0	0	0	1	0	0	8	0	0
13390	20042	"Trettetjørn"	60.71667	7	140.5	"AWI"	140.5	3905	4601.5	4173.5	36	0	7	1	0	0	0	0	1	0	1	0	24	0	0	0	0	1	6	6	0	2	1	0	0	106	0	28	0	0	1	16	0	0	0	0	0	0	2	0	3	2	0	0
13390	20042	"Trettetjørn"	60.71667	7	148.5	"AWI"	148.5	4052.5	4893	4444.5	28	0	9	0	0	265	0	0	0	0	7	0	21	0	0	0	0	1	3	6	0	4	0	0	0	100	0	27	0	0	1	8	0	0	1	0	0	0	2	0	2	3	1	0
13390	20042	"Trettetjørn"	60.71667	7	156.5	"AWI"	156.5	4281.5	5074.5	4730.5	25	1	7	1	0	0	0	0	0	0	2	1	22	0	0	0	0	0	2	6	0	0	2	0	0	122	0	26	0	0	0	17	0	0	0	0	0	0	1	1	0	2	0	0
13390	20042	"Trettetjørn"	60.71667	7	164.5	"AWI"	164.5	4724	5243.5	5005	43	0	10	1	0	158	0	0	0	0	6	0	32	0	0	0	1	2	6	2	0	3	5	0	0	131	0	24	0	0	0	13	0	0	0	0	0	0	3	0	1	4	1	0
13390	20042	"Trettetjørn"	60.71667	7	172.5	"AWI"	172.5	5061	5470	5256	41	0	0	0	0	168	0	0	0	0	8	1	24	0	0	0	0	0	2	10	0	0	1	0	0	115	0	26	0	1	0	7	0	0	0	0	0	1	0	0	1	10	4	0
13390	20042	"Trettetjørn"	60.71667	7	180.5	"AWI"	180.5	5159.5	5816.5	5442	54	0	8	0	0	0	0	0	0	0	7	1	31	0	0	0	0	1	3	6	0	1	2	0	0	61	0	30	0	0	0	6	0	0	0	0	0	0	1	0	0	6	2	0
13390	20042	"Trettetjørn"	60.71667	7	188.5	"AWI"	188.5	5284.5	5958.5	5646	52	0	6	0	0	163	0	0	0	0	4	0	18	0	0	0	0	0	1	6	0	0	3	0	0	100	0	20	0	0	1	9	0	0	0	0	0	0	2	0	1	10	1	0
13390	20042	"Trettetjørn"	60.71667	7	192.5	"AWI"	192.5	5449	6038	5750	111	0	10	0	0	0	0	0	0	0	8	0	25	0	0	0	0	1	3	6	0	0	2	0	0	110	0	34	0	0	1	13	0	0	0	0	0	0	1	0	0	9	4	1
13390	20042	"Trettetjørn"	60.71667	7	196.5	"AWI"	196.5	5632.5	6080.5	5859.5	58	0	3	0	0	189	0	0	0	0	6	0	12	0	0	0	1	1	1	1	0	1	1	0	0	99	0	23	0	0	0	8	0	0	0	0	0	1	3	1	1	9	0	0
13390	20042	"Trettetjørn"	60.71667	7	200.5	"AWI"	200.5	5764.5	6165.5	5972.5	81	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	5	1	0	0	8	0	0	141	0	36	0	0	0	1	0	0	0	0	0	0	7	0	0	5	0	0
13390	20042	"Trettetjørn"	60.71667	7	204.5	"AWI"	204.5	5944.5	6243.5	6087	72	0	8	1	0	342	0	0	1	0	2	0	12	0	0	0	1	0	5	2	0	1	6	0	0	73	0	38	0	0	0	6	0	0	0	0	0	0	5	2	0	18	0	0
13390	20042	"Trettetjørn"	60.71667	7	208.5	"AWI"	208.5	5986	6427.5	6193.5	67	1	24	0	0	0	0	0	1	0	5	0	12	0	0	0	0	1	4	10	0	0	2	0	0	98	0	30	0	0	0	8	0	0	0	0	0	0	6	0	1	13	2	0
13390	20042	"Trettetjørn"	60.71667	7	212.5	"AWI"	212.5	6079.5	6548.5	6297	63	0	11	0	0	210	0	0	0	0	3	3	16	0	0	0	0	1	3	4	0	1	2	0	0	76	0	19	0	0	0	6	0	0	0	0	0	0	5	1	1	7	0	0
13390	20042	"Trettetjørn"	60.71667	7	216.5	"AWI"	216.5	6154.5	6627.5	6411.5	82	0	10	1	0	213	0	1	0	0	10	2	19	0	0	0	1	0	3	9	0	1	0	0	0	46	0	7	0	0	0	3	0	0	0	0	0	0	4	0	0	14	1	0
13390	20042	"Trettetjørn"	60.71667	7	220.5	"AWI"	220.5	6241	6742	6527	63	0	15	0	0	234	0	0	0	0	7	1	19	0	0	0	0	0	8	9	1	1	0	0	0	70	0	20	0	0	0	5	0	0	0	0	0	0	7	0	0	11	1	1
13390	20042	"Trettetjørn"	60.71667	7	224.5	"AWI"	224.5	6511.5	6820.5	6663.5	95	0	4	0	0	232	0	0	1	0	8	0	13	0	0	0	0	0	1	8	0	0	1	0	0	66	0	15	0	0	0	3	0	0	0	0	0	0	4	0	1	22	0	0
13390	20042	"Trettetjørn"	60.71667	7	228.5	"AWI"	228.5	6616	7038	6808.5	162	0	6	0	0	267	0	0	0	0	10	0	12	0	0	0	0	1	2	3	0	0	1	0	0	58	0	22	0	0	1	12	0	0	0	0	0	0	2	0	1	13	0	0
13390	20042	"Trettetjørn"	60.71667	7	232.5	"AWI"	232.5	6752	7291.5	7014.5	115	0	5	0	0	207	0	0	0	0	6	2	9	0	0	0	0	1	6	4	0	1	3	0	0	87	0	23	0	0	0	1	0	0	0	0	0	0	0	0	1	14	0	0
13390	20042	"Trettetjørn"	60.71667	7	236.5	"AWI"	236.5	6830.5	7693	7240.5	174	0	0	1	0	231	0	0	0	0	8	0	20	0	0	0	0	0	3	11	0	0	1	0	0	107	0	29	0	0	0	6	0	0	0	0	0	1	4	0	1	18	1	0
13390	20042	"Trettetjørn"	60.71667	7	240.5	"AWI"	240.5	6930	8138	7459	137	0	3	4	0	268	0	0	0	0	7	0	9	0	0	0	0	1	6	14	0	0	4	0	0	139	0	37	0	0	0	2	0	0	0	0	0	0	1	0	0	17	0	0
13390	20042	"Trettetjørn"	60.71667	7	244.5	"AWI"	244.5	7302	8219	7705.5	94	0	4	0	0	327	0	0	0	0	2	0	16	0	0	0	0	0	4	21	0	0	2	0	0	133	0	42	0	0	0	2	0	0	0	0	0	1	2	0	0	16	0	0
13390	20042	"Trettetjørn"	60.71667	7	248.5	"AWI"	248.5	7510	8354	7962.5	31	0	0	0	0	307	0	0	0	0	3	0	17	0	0	0	0	0	6	25	0	0	5	0	0	164	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
13390	20042	"Trettetjørn"	60.71667	7	252.5	"AWI"	252.5	8400	8938.5	8636	13	0	3	0	0	251	0	0	0	0	11	1	15	0	0	0	0	0	4	22	0	2	3	0	0	162	0	36	0	0	0	2	0	0	0	0	0	0	1	0	0	5	0	0
13390	20042	"Trettetjørn"	60.71667	7	256.5	"AWI"	256.5	8595	10824.5	9573.5	3	1	2	0	0	193	0	0	0	0	19	2	16	0	0	0	0	0	10	9	0	0	1	0	0	212	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
13390	20042	"Trettetjørn"	60.71667	7	258.5	"AWI"	258.5	8667	11795.5	10045.5	0	1	0	2	0	186	0	0	1	0	25	0	16	0	0	0	0	0	1	7	0	0	1	0	0	240	0	27	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0
13390	20042	"Trettetjørn"	60.71667	7	260.5	"AWI"	260.5	8973	12578.5	10558.5	0	1	0	0	0	211	0	0	0	0	20	2	14	0	0	0	0	0	3	17	0	0	0	0	0	116	0	34	0	0	0	0	0	0	0	0	13	0	2	1	0	12	0	0
13390	20042	"Trettetjørn"	60.71667	7	262.5	"AWI"	262.5	9943.5	12794.5	11201	0	0	0	0	0	249	0	0	0	0	16	0	16	0	0	0	0	0	2	35	0	1	0	0	0	103	0	36	0	0	0	2	0	0	0	0	10	0	0	0	0	8	0	0
13390	20042	"Trettetjørn"	60.71667	7	264.5	"AWI"	264.5	10917.5	13007.5	11840	1	0	2	0	0	255	0	0	0	0	8	0	27	1	0	0	0	0	1	26	0	0	0	0	0	129	0	22	0	0	0	0	0	0	0	0	19	0	0	1	0	4	1	0
13390	20042	"Trettetjørn"	60.71667	7	266.5	"AWI"	266.5	11896.5	13219	12480	2	0	0	0	0	325	0	0	0	0	2	0	9	0	0	0	0	0	2	27	0	0	2	0	0	51	0	43	0	0	0	0	0	0	0	0	17	0	0	0	0	1	0	1
13390	20042	"Trettetjørn"	60.71667	7	268.5	"AWI"	268.5	12831	13456.5	13118	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	1	25	0	0	0	0	0	48	0	21	0	0	0	2	0	0	1	0	13	0	0	0	0	0	0	0
