"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Heliotropium"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prosopis"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Salix"	"Sambucus"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Verbenaceae"	"Vitaceae"	"Zygophyllaceae"
15737	24166	"Pinarbasi"	37.46667	30.05	170	"AWI"	170	2529	4714	3500	1	0	0	0	49	0	0	1	0	0	0	0	0	5	0	329	0	0	0	14	0	0	0	0	0	0	0	0	3	3	0	0	0	0	3	0	0	0	0	136	0	0	0	0	20	6	0	0	0	3	2	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	180	"AWI"	180	2759	5053	3802	1	0	0	0	0	0	0	2	0	0	0	0	0	8	0	116	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	201	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	190	"AWI"	190	3021	5398	4114	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	149	0	0	0	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	413	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	200	"AWI"	200	3277	5733	4417	1	0	0	0	0	0	0	0	0	0	0	1	0	5	0	43	0	0	0	27	0	0	0	0	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	665	0	0	0	0	21	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	2	0
15737	24166	"Pinarbasi"	37.46667	30.05	210	"AWI"	210	3527	6033	4720	1	0	0	0	0	0	0	1	0	0	0	0	0	11	0	86	0	0	0	53	0	0	0	0	0	1	0	0	2	2	0	0	2	0	3	0	1	0	0	519	0	0	0	0	19	6	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	220	"AWI"	220	3836	6332	5027	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	34	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0	0	0	10	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	230	"AWI"	230	4118	6659	5342	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	19	0	0	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	240	"AWI"	240	4406	6947	5648	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	250	"AWI"	250	4709	7234	5952	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	25	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	285	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	260	"AWI"	260	5018	7506	6255	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	25	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	360	"AWI"	360	7784	10865	9248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	370	"AWI"	370	8050	11183	9551	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	380	"AWI"	380	8287	11524	9845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	540	"AWI"	540	12876	16508	14712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	550	"AWI"	550	13169	16792	15019	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	0	0	0	17	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	560	"AWI"	560	13469	17107	15321	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	10	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	570	"AWI"	570	13813	17354	15631	0	0	0	0	122	0	0	2	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	580	"AWI"	580	14112	17630	15932	0	1	0	0	643	0	0	4	0	0	0	0	0	1	0	17	0	0	0	16	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	2	0	20	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	590	"AWI"	590	14414	17907	16237	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	12	0	0	0	3	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	34	0	0	0	2	13	7	0	0	0	2	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	600	"AWI"	600	14738	18183	16537	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	610	"AWI"	610	15059	18469	16842	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	620	"AWI"	620	15373	18750	17132	0	0	0	0	166	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	629	"AWI"	629	15645	18970	17397	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	2	0	3	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	640	"AWI"	640	15996	19262	17738	0	1	0	0	314	0	0	2	0	0	0	0	0	3	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	9	0	0	0	2	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	650	"AWI"	650	16322	19571	18044	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	660	"AWI"	660	16681	19819	18332	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	670	"AWI"	670	16992	20071	18646	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	3	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	1	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15737	24166	"Pinarbasi"	37.46667	30.05	690	"AWI"	690	17751	20626	19235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
