"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Iridaceae"	"Juniperus"	"Larix"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
16480	25776	"Wasenmoos"	47.30543	12.41723	155	"AWI"	155	6814	9161	8020	0	2	118	0	0	2	1	0	0	66	0	0	0	0	0	0	0	0	0	34	143	0	0	0	0	2	11	0	0	0	0	0	0	318	20	0	0	0	0	0	14	0	0	0	0	0	1	1	0	0	1	0	1	5	24	1
16480	25776	"Wasenmoos"	47.30543	12.41723	160	"AWI"	160	6995	9382	8257	0	1	65	0	0	1	0	1	0	95	0	0	0	0	0	0	0	0	0	26	188	0	0	0	0	1	18	1	0	0	1	0	0	163	31	0	0	0	0	0	20	0	0	0	0	0	0	1	0	0	0	0	0	6	55	0
16480	25776	"Wasenmoos"	47.30543	12.41723	165	"AWI"	165	7274	9516	8498	0	0	37	0	0	0	0	1	0	73	0	0	0	0	0	0	0	0	0	24	145	0	0	0	0	0	12	0	0	0	0	0	0	340	22	0	0	0	0	0	14	0	0	0	0	0	0	2	0	0	0	0	0	2	22	1
16480	25776	"Wasenmoos"	47.30543	12.41723	170	"AWI"	170	7462	9730	8727	0	0	64	0	0	4	0	2	0	450	0	0	0	0	0	0	0	0	0	17	109	0	0	0	0	0	2	0	0	0	0	0	0	196	27	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0	1	0	0	4	8	1
16480	25776	"Wasenmoos"	47.30543	12.41723	180	"AWI"	180	8015	10033	9200	0	0	91	0	0	3	0	1	0	124	0	1	0	0	0	0	0	1	0	48	92	0	0	0	0	0	10	0	0	0	0	0	0	328	65	0	0	0	1	0	33	0	0	0	0	0	1	3	0	0	0	0	0	4	35	2
16480	25776	"Wasenmoos"	47.30543	12.41723	190	"AWI"	190	8576	10309	9648	0	0	67	0	0	0	0	2	0	171	0	0	0	0	0	0	0	0	0	42	8	0	0	0	0	0	5	0	0	0	0	0	0	175	29	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	3	0	0	5	43	0
16480	25776	"Wasenmoos"	47.30543	12.41723	195	"AWI"	195	9033	10399	9857	0	5	157	0	1	6	0	4	0	81	0	0	0	0	0	0	0	0	0	154	100	0	0	0	0	0	0	0	0	0	0	0	0	82	207	0	0	0	0	0	11	0	0	0	0	0	0	3	0	0	1	0	0	10	83	0
16480	25776	"Wasenmoos"	47.30543	12.41723	200	"AWI"	200	9303	10541	10092	0	6	153	0	0	4	0	2	0	89	0	0	0	0	0	0	0	0	0	123	33	0	0	0	0	0	1	0	0	0	1	0	1	36	152	0	0	0	0	0	16	0	0	0	0	0	1	1	0	0	0	0	0	17	161	0
16480	25776	"Wasenmoos"	47.30543	12.41723	205	"AWI"	205	9675	10627	10263	0	3	103	0	0	2	0	4	0	72	0	0	0	0	0	0	0	0	0	85	11	0	0	0	0	0	0	0	0	0	0	0	0	29	206	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0	2	0	3	21	70	0
16480	25776	"Wasenmoos"	47.30543	12.41723	210	"AWI"	210	9889	10860	10458	0	0	131	0	0	2	0	4	0	140	0	1	0	0	0	0	0	0	0	128	130	0	0	0	0	0	0	0	0	0	0	0	1	23	201	0	0	0	0	0	11	0	0	0	0	1	6	3	0	0	1	0	0	14	119	0
16480	25776	"Wasenmoos"	47.30543	12.41723	220	"AWI"	220	10104	11403	10718	0	2	109	0	0	6	0	5	0	96	0	0	0	0	0	0	0	0	0	41	128	0	0	0	0	0	0	1	0	1	1	0	2	13	301	0	0	0	0	0	11	0	0	0	0	0	4	2	0	0	1	0	1	28	73	0
16480	25776	"Wasenmoos"	47.30543	12.41723	230	"AWI"	230	10333	11808	11004	0	0	52	0	0	6	0	3	0	51	0	0	0	0	0	0	0	0	0	7	397	0	0	0	0	0	1	0	0	0	0	0	0	8	158	0	0	0	0	0	3	0	0	0	0	0	3	3	0	0	4	0	1	5	11	0
16480	25776	"Wasenmoos"	47.30543	12.41723	235	"AWI"	235	10495	11941	11147	0	3	106	0	0	2	0	1	0	122	0	0	1	0	0	0	0	0	0	42	173	0	0	0	0	0	1	0	0	0	1	0	3	6	163	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	1	0	1	7	18	2
16480	25776	"Wasenmoos"	47.30543	12.41723	240	"AWI"	240	10588	12144	11284	3	0	39	0	0	2	0	0	0	82	0	0	1	0	0	0	0	0	0	3	236	0	0	0	0	1	0	0	0	0	2	0	0	0	222	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	3	0	0	5	7	9
16480	25776	"Wasenmoos"	47.30543	12.41723	245	"AWI"	245	10713	12293	11429	0	0	80	0	0	4	0	1	0	115	0	0	0	0	0	0	0	0	0	1	262	0	0	0	0	0	0	0	0	1	0	0	0	3	207	0	0	0	0	1	1	0	0	0	0	1	1	4	0	0	2	0	0	0	6	4
16480	25776	"Wasenmoos"	47.30543	12.41723	250	"AWI"	250	10798	12494	11568	0	0	24	0	0	6	0	0	0	159	0	0	0	0	0	0	1	0	0	4	208	0	0	0	0	0	0	0	0	5	0	0	0	5	329	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	2	4	1	0
16480	25776	"Wasenmoos"	47.30543	12.41723	255	"AWI"	255	10971	12663	11713	0	0	6	0	0	15	0	3	0	139	0	0	2	0	0	0	0	0	0	1	326	0	0	0	0	0	0	0	0	5	1	0	0	0	282	0	0	0	0	1	0	0	0	0	0	1	4	5	0	0	0	0	4	0	0	1
16480	25776	"Wasenmoos"	47.30543	12.41723	260	"AWI"	260	11064	12875	11858	0	0	5	0	0	11	0	20	0	66	0	0	0	0	0	0	0	3	0	2	177	0	0	0	0	0	1	1	0	31	0	0	0	2	475	0	0	0	0	0	2	0	0	0	0	1	5	1	0	0	1	0	6	0	0	0
16480	25776	"Wasenmoos"	47.30543	12.41723	265	"AWI"	265	11202	12994	12001	0	0	2	6	1	12	0	25	0	40	0	0	0	0	0	0	0	0	0	0	273	0	0	0	0	0	0	0	0	8	0	0	0	1	349	0	0	0	0	0	2	0	0	0	9	5	5	4	0	0	1	0	18	0	0	1
16480	25776	"Wasenmoos"	47.30543	12.41723	270	"AWI"	270	11307	13153	12143	0	0	0	4	0	7	0	15	0	53	0	0	0	0	0	0	0	0	0	0	320	1	0	0	0	0	0	0	0	39	0	0	0	0	334	1	0	0	0	0	0	0	0	1	0	3	15	4	0	0	3	0	8	0	0	0
16480	25776	"Wasenmoos"	47.30543	12.41723	275	"AWI"	275	11472	13288	12282	0	0	0	6	0	10	0	34	0	49	0	0	0	0	0	0	0	1	0	0	266	3	0	0	0	0	0	0	0	14	0	0	0	2	377	0	0	0	0	0	0	0	0	0	0	3	10	5	0	0	2	0	33	0	0	0
16480	25776	"Wasenmoos"	47.30543	12.41723	280	"AWI"	280	11595	13451	12427	0	0	1	2	0	13	0	13	0	155	0	0	0	0	0	0	0	0	0	0	272	4	0	0	0	0	0	0	0	11	0	0	0	0	545	0	0	0	0	0	0	0	0	0	0	1	3	5	0	0	3	0	25	0	0	0
16480	25776	"Wasenmoos"	47.30543	12.41723	285	"AWI"	285	11765	13624	12574	0	0	0	0	0	3	0	6	0	168	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	9	1	0	0	0	680	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	8	0	0	0
16480	25776	"Wasenmoos"	47.30543	12.41723	290	"AWI"	290	11896	13806	12714	0	0	0	0	0	1	0	17	0	53	0	0	0	0	0	0	0	0	0	0	89	0	2	0	0	0	0	0	0	17	0	0	0	0	504	1	0	0	0	1	0	0	0	0	0	0	5	3	0	0	1	0	10	0	1	0
16480	25776	"Wasenmoos"	47.30543	12.41723	295	"AWI"	295	12090	13952	12847	0	0	0	2	0	6	0	16	0	85	0	0	0	0	0	0	0	0	0	1	437	0	0	0	0	0	0	0	0	45	0	0	0	0	369	0	0	0	0	2	0	0	2	0	0	6	18	20	0	0	2	0	5	0	0	1
16480	25776	"Wasenmoos"	47.30543	12.41723	300	"AWI"	300	12238	14139	12989	0	0	1	11	0	5	0	105	0	24	0	0	0	0	0	0	0	18	0	0	2934	1	0	0	0	0	0	3	0	29	1	0	0	0	68	2	0	0	0	0	0	0	0	0	0	4	23	14	0	0	1	0	10	0	0	0
16480	25776	"Wasenmoos"	47.30543	12.41723	305	"AWI"	305	12446	14315	13135	0	0	0	6	1	3	0	47	0	17	0	0	0	0	0	0	0	20	0	1	1589	2	0	0	0	0	0	8	0	11	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	3	15	10	0	0	0	0	5	0	0	0
16480	25776	"Wasenmoos"	47.30543	12.41723	310	"AWI"	310	12570	14497	13282	0	0	0	5	0	4	0	21	0	39	0	0	0	0	0	0	0	2	0	0	1071	0	0	0	0	0	0	0	0	104	3	0	0	0	158	0	0	0	0	1	0	0	0	0	0	0	8	12	0	0	1	0	5	0	0	0
16480	25776	"Wasenmoos"	47.30543	12.41723	312.5	"AWI"	312.5	12644.5	14608	13375	0	0	0	10	0	5	0	58	0	12	0	0	0	0	0	0	0	4	0	0	2918	0	3	0	0	0	0	0	0	17	0	0	0	0	16	3	0	0	0	0	0	0	0	0	0	1	10	19	0	0	3	0	3	0	0	0
