"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26214	45710	"Flotatjønn"	59.669884	7.540184	848	"AWI"	848	1513	2118	1760	23	0	0	0	0	0	156	0	0	0	0	8	0	67	0	0	0	0	2	0	1	8	0	24	0	0	4	0	3	0	0	0	0	8	1	0	0	2	0	0	0	0	2	3	0
26214	45710	"Flotatjønn"	59.669884	7.540184	852	"AWI"	852	1651	2339	1948	25	1	0	0	0	0	151	0	0	0	0	7	0	63	0	0	0	0	0	0	0	5	0	33	0	0	0	1	1	167	0	0	0	18	0	0	0	2	0	0	0	0	2	5	0
26214	45710	"Flotatjønn"	59.669884	7.540184	856	"AWI"	856	1787	2582	2132	31	0	0	0	1	0	113	0	0	0	0	7	0	63	0	0	0	2	1	0	0	11	0	40	0	0	0	0	1	0	0	0	0	4	0	0	0	1	0	1	0	2	0	2	0
26214	45710	"Flotatjønn"	59.669884	7.540184	860	"AWI"	860	1931	2780	2315	22	0	0	0	0	0	0	0	0	0	0	15	0	64	0	0	0	1	0	0	0	6	0	22	0	0	0	0	2	160	4	0	0	16	1	0	0	2	0	0	0	1	2	1	0
26214	45710	"Flotatjønn"	59.669884	7.540184	864	"AWI"	864	2094	2968	2501	29	0	0	0	2	0	158	0	0	0	0	9	0	54	0	0	0	0	2	0	0	9	1	46	0	1	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	1	2	0
26214	45710	"Flotatjønn"	59.669884	7.540184	868	"AWI"	868	2242	3174	2692	33	1	0	0	0	0	0	0	0	0	0	10	0	58	0	0	0	1	0	0	0	8	0	28	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	0	0	2	6	0	0
26214	45710	"Flotatjønn"	59.669884	7.540184	872	"AWI"	872	2428	3330	2877	32	0	0	0	2	0	177	0	0	0	0	4	0	91	0	0	0	0	2	0	0	5	0	25	0	0	0	0	0	0	0	0	0	12	0	0	0	3	0	0	0	0	0	0	0
26214	45710	"Flotatjønn"	59.669884	7.540184	876	"AWI"	876	2604	3519	3068	14	0	0	0	1	0	0	0	0	0	0	12	0	47	0	0	0	0	1	0	0	6	1	27	0	0	0	1	1	0	0	0	0	11	0	0	0	0	0	1	0	0	7	4	0
26214	45710	"Flotatjønn"	59.669884	7.540184	880	"AWI"	880	2799	3691	3255	30	0	0	0	1	0	152	0	0	0	0	8	0	48	0	0	0	0	1	0	0	3	0	34	0	0	0	1	1	0	0	0	0	13	0	0	0	1	0	0	0	1	6	1	0
26214	45710	"Flotatjønn"	59.669884	7.540184	884	"AWI"	884	3007	3865	3438	20	0	0	0	0	0	0	0	0	0	0	5	0	45	0	0	0	0	2	0	0	6	0	21	0	0	0	1	2	238	0	0	0	10	0	0	0	2	0	1	0	0	5	4	0
26214	45710	"Flotatjønn"	59.669884	7.540184	888	"AWI"	888	3203	4031	3631	40	0	0	0	0	0	155	0	0	0	0	18	0	65	0	0	0	1	1	0	1	3	0	37	0	0	0	0	1	0	0	0	0	8	0	0	0	1	0	0	0	0	5	4	0
26214	45710	"Flotatjønn"	59.669884	7.540184	892	"AWI"	892	3443	4182	3812	31	0	0	0	1	0	0	0	0	0	0	10	0	52	0	0	0	0	0	0	0	3	0	31	0	0	0	0	0	319	0	0	0	15	0	0	0	1	0	1	0	3	2	3	0
26214	45710	"Flotatjønn"	59.669884	7.540184	896	"AWI"	896	3705	4324	3988	28	0	0	0	0	0	117	0	0	0	0	16	0	21	0	0	0	1	0	0	0	3	0	22	0	0	0	0	0	236	0	0	0	13	0	0	0	2	0	1	0	2	2	0	0
26214	45710	"Flotatjønn"	59.669884	7.540184	900	"AWI"	900	3958	4553	4198	42	0	0	0	1	0	0	0	0	0	0	15	1	38	0	0	0	0	2	0	0	12	0	33	0	0	0	0	2	277	0	0	0	21	0	0	0	1	0	1	0	1	5	2	0
26214	45710	"Flotatjønn"	59.669884	7.540184	904	"AWI"	904	4145	5006	4488	28	0	0	0	1	0	127	0	0	0	0	17	0	36	0	0	0	0	2	0	0	2	0	33	1	0	0	0	1	286	0	0	0	20	0	0	0	1	0	0	0	3	7	1	0
26214	45710	"Flotatjønn"	59.669884	7.540184	908	"AWI"	908	4333	5401	4784	40	0	0	0	0	0	157	0	0	0	0	18	0	21	0	0	0	0	0	0	0	7	0	35	0	0	0	0	0	282	0	0	0	20	0	0	0	0	0	1	0	0	6	1	0
26214	45710	"Flotatjønn"	59.669884	7.540184	912	"AWI"	912	4580	5710	5091	28	1	0	0	0	0	0	0	0	0	0	11	0	31	0	0	0	0	3	0	0	3	0	26	0	0	0	0	0	242	0	0	0	19	1	0	0	1	0	0	0	2	4	1	0
26214	45710	"Flotatjønn"	59.669884	7.540184	916	"AWI"	916	4823	6025	5391	34	0	0	0	3	0	146	0	0	0	0	30	0	28	0	0	0	0	0	0	0	3	1	32	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	5	7	0	0
26214	45710	"Flotatjønn"	59.669884	7.540184	920	"AWI"	920	5094	6297	5690	46	1	0	0	0	0	132	0	0	0	0	17	0	34	0	0	0	0	1	0	0	3	0	32	0	0	0	0	0	383	0	0	0	11	0	0	0	1	0	0	0	5	4	0	0
26214	45710	"Flotatjønn"	59.669884	7.540184	924	"AWI"	924	5352	6550	5983	32	0	0	0	0	0	112	0	0	0	0	12	0	21	0	0	0	0	1	0	0	1	0	26	0	0	0	0	0	231	0	0	1	12	0	0	0	0	0	0	0	2	8	2	0
26214	45710	"Flotatjønn"	59.669884	7.540184	928	"AWI"	928	5639	6806	6279	59	0	0	0	1	0	181	0	0	0	0	20	0	32	0	0	0	0	1	0	0	4	0	32	0	0	0	0	0	0	0	0	0	18	0	0	0	1	0	0	0	2	13	2	0
26214	45710	"Flotatjønn"	59.669884	7.540184	932	"AWI"	932	5987	7018	6567	55	0	0	0	0	0	0	0	0	0	0	18	0	24	0	0	0	0	1	0	0	4	0	17	0	0	0	0	0	245	0	0	0	12	0	0	0	0	0	1	0	2	13	0	0
26214	45710	"Flotatjønn"	59.669884	7.540184	936	"AWI"	936	6332	7234	6859	67	1	0	0	0	0	152	0	0	0	0	26	0	17	0	0	1	0	2	0	0	6	0	29	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	2	12	0	0
26214	45710	"Flotatjønn"	59.669884	7.540184	940	"AWI"	940	6755	7414	7150	64	0	0	0	1	0	146	0	0	0	0	21	0	17	0	0	0	0	2	0	0	2	0	40	0	0	0	0	0	220	0	0	0	12	0	0	0	4	0	1	0	2	18	2	0
26214	45710	"Flotatjønn"	59.669884	7.540184	944	"AWI"	944	7256	7604	7430	64	0	0	0	0	0	114	0	0	0	0	20	0	21	0	0	0	0	0	0	1	5	0	22	0	0	0	0	0	0	0	0	0	9	0	0	0	4	0	1	0	0	13	0	0
26214	45710	"Flotatjønn"	59.669884	7.540184	948	"AWI"	948	7454	8220	7770	50	0	0	0	0	0	147	0	0	0	0	15	0	11	0	0	0	0	4	0	0	5	0	37	0	0	0	0	0	323	0	0	0	7	0	0	0	4	0	1	0	0	11	0	0
26214	45710	"Flotatjønn"	59.669884	7.540184	950	"AWI"	950	7595	8391	7959	55	0	0	0	0	0	147	0	0	0	0	37	0	18	0	0	1	0	1	0	0	4	1	74	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	1	8	0	0
26214	45710	"Flotatjønn"	59.669884	7.540184	952	"AWI"	952	7750	8572	8154	28	0	0	0	0	0	130	0	0	0	0	17	0	17	0	0	1	0	0	0	0	3	0	35	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	10	0	0
26214	45710	"Flotatjønn"	59.669884	7.540184	954	"AWI"	954	7939	8731	8343	27	1	0	0	0	0	179	0	0	0	0	25	0	19	0	0	0	0	0	0	0	4	0	42	0	0	0	0	0	251	0	0	0	6	0	0	0	1	0	0	0	3	12	2	0
26214	45710	"Flotatjønn"	59.669884	7.540184	956	"AWI"	956	8148	8859	8521	35	0	0	0	0	0	0	0	0	0	0	25	0	10	0	0	1	0	0	0	0	3	0	39	0	0	0	0	0	270	0	0	0	4	0	0	0	3	0	0	0	0	12	1	0
26214	45710	"Flotatjønn"	59.669884	7.540184	958	"AWI"	958	8398	8972	8701	40	0	0	0	1	0	0	0	0	0	0	26	0	17	0	0	0	0	0	0	0	7	0	57	0	0	0	0	0	317	0	0	0	7	0	0	0	3	0	2	0	0	4	0	0
26214	45710	"Flotatjønn"	59.669884	7.540184	960	"AWI"	960	8621	9274	8927	21	0	0	0	0	0	112	0	0	0	0	50	0	13	0	0	0	0	0	0	0	6	0	47	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	2	0	0	8	0	0
26214	45710	"Flotatjønn"	59.669884	7.540184	962	"AWI"	962	8774	9614	9163	18	1	0	0	0	0	172	0	1	0	0	54	0	18	0	0	0	0	0	0	0	1	0	90	0	0	0	0	0	456	0	0	1	9	0	0	0	5	0	2	0	0	6	1	0
26214	45710	"Flotatjønn"	59.669884	7.540184	964	"AWI"	964	8950	9922	9412	5	0	0	1	0	0	117	0	0	0	0	32	0	19	1	0	0	0	0	0	0	7	0	72	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	11	1	0
26214	45710	"Flotatjønn"	59.669884	7.540184	966	"AWI"	966	9146	10126	9673	0	1	0	0	0	0	149	0	0	0	0	36	0	13	0	0	0	0	0	0	0	2	0	38	0	0	0	0	0	0	0	0	0	5	0	0	0	5	1	0	0	0	5	1	0
26214	45710	"Flotatjønn"	59.669884	7.540184	968	"AWI"	968	9355	10321	9941	0	0	2	0	0	0	99	0	0	0	0	53	0	22	0	0	0	0	0	0	0	3	0	43	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	1	0	0	7	0	0
26214	45710	"Flotatjønn"	59.669884	7.540184	970	"AWI"	970	9693	10423	10179	0	0	0	0	0	0	153	0	0	0	0	66	0	22	1	0	1	0	0	0	0	4	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0
26214	45710	"Flotatjønn"	59.669884	7.540184	972	"AWI"	972	9845	10657	10361	0	1	0	0	1	0	182	0	0	0	0	37	0	16	2	0	0	0	1	0	0	9	0	15	0	0	0	0	0	0	0	0	2	1	0	0	0	7	0	0	0	0	4	0	0
