"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Fabaceae"	"Juniperus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Ulmus"	"Urticaceae"	"Violaceae"
3171	4127	"Borkovická blata"	49.232262	14.621568	100	"AWI"	100	12467	13233	12854	0	0	0	0	0	2.9585798816568	0	0	0.29585798816568	0	0	31.9526627218935	0	0	0.591715976331361	0.29585798816568	58.2840236686391	0	4.14201183431953	0	0	0.591715976331361	0	0.591715976331361	0.29585798816568	0	0	0
3171	4127	"Borkovická blata"	49.232262	14.621568	110	"AWI"	110	12807	13498	13156	0.169204737732657	0	0	0.169204737732657	0	2.19966159052453	0	0	0.169204737732657	0	0	24.5346869712352	0	0.169204737732657	0.50761421319797	0	65.1438240270728	0	2.03045685279188	0	0	0.846023688663283	0	3.55329949238579	0.338409475465313	0	0.169204737732657	0
3171	4127	"Borkovická blata"	49.232262	14.621568	120	"AWI"	120	13180	13758	13449	0	0	0.235849056603774	0	0	4.71698113207547	0	0	0	0	0	17.9245283018868	0	0.235849056603774	0.707547169811321	0	69.1037735849057	0	3.06603773584906	0.235849056603774	0	0.235849056603774	0	3.30188679245283	0.235849056603774	0	0	0
3171	4127	"Borkovická blata"	49.232262	14.621568	125	"AWI"	125	13286	13971	13593	0	0	0	0.202839756592292	0	8.51926977687627	0.202839756592292	0	0.202839756592292	0	0	13.3874239350913	0	0	0.405679513184584	0.608519269776876	67.5456389452333	0	3.24543610547667	0	1.01419878296146	1.62271805273834	0	2.6369168356998	0.202839756592292	0	0	0.202839756592292
3171	4127	"Borkovická blata"	49.232262	14.621568	130	"AWI"	130	13405	14158	13742	0.166666666666667	0	0	0.166666666666667	0	10.3333333333333	0.166666666666667	0	0.166666666666667	0	0	12.8333333333333	0	0	0.5	0	70.3333333333333	0	3.83333333333333	0	0	0.666666666666667	0.166666666666667	0.666666666666667	0	0	0	0
3171	4127	"Borkovická blata"	49.232262	14.621568	135	"AWI"	135	13518	14346	13888	0	0	0	0.48661800486618	0	9.97566909975669	0	0	0	0	0	19.4647201946472	0.24330900243309	0	1.94647201946472	0	59.6107055961071	0	2.91970802919708	0	0	0.72992700729927	0	4.37956204379562	0.24330900243309	0	0	0
3171	4127	"Borkovická blata"	49.232262	14.621568	140	"AWI"	140	13644	14534	14040	0	0.258397932816538	0.258397932816538	0.258397932816538	0	5.16795865633075	0	0	0	0	0	29.9741602067183	0	0.258397932816538	1.29198966408269	0	52.1963824289406	0	6.97674418604651	0	0	0.258397932816538	0	2.84237726098191	0.258397932816538	0	0	0
3171	4127	"Borkovická blata"	49.232262	14.621568	145	"AWI"	145	13764	14718	14193	0	0.199203187250996	0.398406374501992	0.597609561752988	0	8.76494023904383	0	0	0.199203187250996	0	0	21.5139442231076	0	0	0.398406374501992	0	53.9840637450199	0	8.56573705179283	0	0	1.39442231075697	0	3.58565737051793	0.398406374501992	0	0	0
3171	4127	"Borkovická blata"	49.232262	14.621568	150	"AWI"	150	13889	14899	14346	0	0	0	0.711743772241993	0	14.2348754448399	0.711743772241993	0	0	0	0	14.2348754448399	0	0	0.711743772241993	0	62.9893238434164	0	1.06761565836299	0	0	2.13523131672598	0	2.49110320284698	0.711743772241993	0	0	0
3171	4127	"Borkovická blata"	49.232262	14.621568	155	"AWI"	155	14011	15073	14497	0	0	0.638977635782748	0.319488817891374	0	10.8626198083067	0.319488817891374	0	0	0.319488817891374	0	20.1277955271566	0	0	0.958466453674121	0	59.7444089456869	0	2.87539936102236	0.319488817891374	0	1.2779552715655	0	2.23642172523962	0	0	0	0
3171	4127	"Borkovická blata"	49.232262	14.621568	160	"AWI"	160	14144	15262	14646	0	0	0	0.436681222707424	0	14.6288209606987	0	0	0	0	0	20.9606986899563	0	0	0.436681222707424	0	55.4585152838428	0	3.49344978165939	0	0	2.40174672489083	0	2.18340611353712	0	0	0	0
3171	4127	"Borkovická blata"	49.232262	14.621568	165	"AWI"	165	14270	15439	14798	0	0.33112582781457	0.33112582781457	0	0	10.9271523178808	0	0	0	0	0	24.1721854304636	0	0	1.65562913907285	0	53.6423841059603	0	4.3046357615894	0.33112582781457	0	0.993377483443709	0	2.98013245033113	0.33112582781457	0	0	0
3171	4127	"Borkovická blata"	49.232262	14.621568	170	"AWI"	170	14395	15611	14949	0	0	0.269541778975741	0.269541778975741	0	11.8598382749326	0	0	0.269541778975741	0	0	28.3018867924528	0	0	0	0	50.1347708894879	0	5.92991913746631	0	0	1.07816711590297	0	1.61725067385445	0.269541778975741	0	0	0
3171	4127	"Borkovická blata"	49.232262	14.621568	175	"AWI"	175	14525	15780	15102	0	0	0.32258064516129	0.32258064516129	0	6.45161290322581	0	0	0	0	0	26.7741935483871	0	0	0	0	59.3548387096774	0	2.90322580645161	0	0	1.29032258064516	0.32258064516129	1.29032258064516	0.967741935483871	0	0	0
3171	4127	"Borkovická blata"	49.232262	14.621568	180	"AWI"	180	14648	15951	15251	0	0.266666666666667	1.06666666666667	0.8	0	12	0.266666666666667	0	0	0	0	39.2	0	0	1.33333333333333	0	36.8	0	2.66666666666667	0	0	0.266666666666667	0	5.06666666666667	0.266666666666667	0	0	0
3171	4127	"Borkovická blata"	49.232262	14.621568	185	"AWI"	185	14775	16138	15400	0	0	0.411522633744856	0.411522633744856	0	18.5185185185185	0.411522633744856	0	0.823045267489712	0	0	66.2551440329218	0	0	2.88065843621399	0	0	0	5.76131687242798	0	0	1.23456790123457	0	2.88065843621399	0.411522633744856	0	0	0
