"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
13468	20223	"Rynholec"	50.12944	13.92972	140	"AWI"	140	2119	4001	2935	3	1	13	2	0	3	0	0	21	0	16	0	0	0	0	0	33	55	0	0	0	1	0	5	0	0	0	0	0	0	147	270	0	0	0	2	0	66	0	3	0	0	3	0	0	0	0	12	8	0	0
13468	20223	"Rynholec"	50.12944	13.92972	150	"AWI"	150	2394	4386	3276	0	0	14	0	0	6	0	0	17	0	2	0	0	0	0	0	51	12	0	2	0	0	0	6	0	0	0	0	0	0	187	347	0	0	0	0	0	39	0	0	0	0	1	0	0	0	1	5	9	0	0
13468	20223	"Rynholec"	50.12944	13.92972	160	"AWI"	160	2699	4725	3640	3	0	6	0	0	5	0	0	22	0	11	0	0	0	0	0	16	48	0	0	0	0	0	4	0	0	0	0	0	1	144	368	0	0	0	3	0	29	0	0	0	0	5	0	0	0	0	11	7	0	0
13468	20223	"Rynholec"	50.12944	13.92972	170	"AWI"	170	2998	5107	4001	2	0	11	0	0	3	0	0	26	0	21	1	0	0	0	0	30	11	0	0	0	1	0	7	0	0	0	0	0	1	146	380	0	0	0	1	0	53	0	0	3	0	2	0	0	0	0	10	9	1	0
13468	20223	"Rynholec"	50.12944	13.92972	180	"AWI"	180	3297	5475	4355	1	0	15	0	0	2	0	0	28	0	22	2	0	0	0	0	52	36	0	0	0	1	0	10	0	0	0	0	0	0	113	298	0	0	0	0	0	82	0	0	1	0	1	0	1	0	1	12	13	0	0
13468	20223	"Rynholec"	50.12944	13.92972	190	"AWI"	190	3584	5838	4699	1	0	18	0	0	1	0	0	59	0	6	0	0	0	0	0	58	46	0	0	0	0	0	9	0	0	0	0	0	0	36	305	0	0	0	2	0	124	0	0	0	0	0	0	0	0	0	16	18	0	0
13468	20223	"Rynholec"	50.12944	13.92972	200	"AWI"	200	3940	6147	5061	0	0	17	0	0	3	0	0	58	0	2	1	0	0	0	0	69	78	0	0	0	0	0	11	0	0	0	0	0	1	23	172	0	0	0	1	0	132	0	4	1	0	3	0	1	0	0	15	29	0	0
13468	20223	"Rynholec"	50.12944	13.92972	210	"AWI"	210	4331	6440	5418	0	0	21	0	0	3	0	0	51	0	1	1	0	0	0	0	73	135	1	0	0	2	0	19	0	0	0	0	0	0	21	198	0	0	0	0	0	96	0	3	1	0	2	0	1	0	0	17	27	0	0
13468	20223	"Rynholec"	50.12944	13.92972	220	"AWI"	220	4690	6698	5750	1	1	10	0	0	2	0	0	41	0	6	1	0	0	0	0	66	127	0	1	0	1	1	5	0	4	0	0	0	0	83	367	0	0	0	2	0	39	0	0	2	0	1	0	0	0	0	11	3	0	0
13468	20223	"Rynholec"	50.12944	13.92972	230	"AWI"	230	5075	6973	6102	1	0	3	0	0	1	0	0	16	0	9	0	0	0	0	1	16	38	0	0	0	0	0	0	0	0	0	0	0	0	119	408	0	0	0	6	0	23	0	0	0	0	0	0	0	1	0	5	1	0	0
13468	20223	"Rynholec"	50.12944	13.92972	235	"AWI"	235	5244	7135	6278	0	1	8	1	0	3	0	0	11	0	11	1	0	0	0	1	13	79	0	0	0	0	0	1	0	2	0	0	0	0	79	431	0	0	0	1	0	46	0	0	2	0	1	0	0	0	0	12	3	0	0
13468	20223	"Rynholec"	50.12944	13.92972	240	"AWI"	240	5439	7235	6449	0	3	6	1	0	2	0	0	13	0	10	1	0	0	0	0	14	146	0	0	0	0	0	2	0	0	0	0	0	0	47	448	0	0	0	1	0	44	0	0	1	0	0	0	0	0	0	11	3	0	0
13468	20223	"Rynholec"	50.12944	13.92972	245	"AWI"	245	5631	7357	6615	0	1	9	2	0	3	0	0	21	0	18	2	0	0	0	0	52	115	1	1	0	0	0	7	0	2	0	1	0	1	48	412	0	0	0	1	0	72	0	2	2	0	1	0	0	0	1	13	1	1	0
13468	20223	"Rynholec"	50.12944	13.92972	250	"AWI"	250	5815	7479	6800	0	1	10	1	0	2	0	0	50	0	15	1	0	0	0	0	60	56	0	0	0	0	0	7	0	2	0	1	0	1	40	334	0	0	0	3	0	102	0	0	2	0	0	0	0	0	0	14	4	0	0
13468	20223	"Rynholec"	50.12944	13.92972	255	"AWI"	255	6090	7582	6975	0	2	16	1	0	5	0	0	72	0	7	1	0	0	0	0	125	63	0	0	0	1	0	18	0	0	0	2	0	0	35	212	0	0	0	1	0	106	0	0	2	2	2	0	0	0	1	18	21	0	0
13468	20223	"Rynholec"	50.12944	13.92972	260	"AWI"	260	6290	7709	7153	0	0	31	0	0	8	0	0	84	0	0	0	0	0	0	0	160	8	0	0	0	3	0	20	0	0	0	0	0	0	37	179	0	0	0	0	0	149	0	0	1	0	1	0	0	0	1	19	27	0	0
13468	20223	"Rynholec"	50.12944	13.92972	265	"AWI"	265	6558	7772	7323	0	1	18	1	0	3	0	0	75	0	7	0	0	0	0	1	54	30	0	0	0	2	0	11	0	2	0	0	0	0	29	352	0	0	0	1	0	116	0	0	2	0	1	0	0	0	3	13	14	0	0
13468	20223	"Rynholec"	50.12944	13.92972	270	"AWI"	270	6787	7874	7490	0	0	4	1	0	2	0	0	8	0	11	0	0	0	0	0	14	40	0	0	0	0	0	5	0	0	0	0	0	0	32	583	0	0	0	3	0	38	0	0	1	0	1	0	0	0	1	7	7	0	0
13468	20223	"Rynholec"	50.12944	13.92972	275	"AWI"	275	7087	7943	7657	0	0	3	1	0	0	0	0	16	0	9	1	0	0	0	2	17	22	0	0	0	0	0	2	0	4	0	0	0	0	28	606	0	0	0	0	0	41	0	4	1	4	0	0	0	0	0	6	7	0	0
13468	20223	"Rynholec"	50.12944	13.92972	280	"AWI"	280	7396	8035	7803	0	0	5	0	0	1	0	0	14	0	2	0	0	0	0	0	21	20	0	0	0	0	0	1	0	0	0	0	0	0	33	521	0	0	0	1	1	37	0	0	2	0	0	1	0	0	1	5	5	0	0
13468	20223	"Rynholec"	50.12944	13.92972	285	"AWI"	285	7708	8127	7946	0	1	8	1	0	1	0	0	21	0	1	0	0	0	0	0	19	63	0	0	0	0	0	2	0	2	0	0	0	0	29	568	0	0	0	1	0	42	0	0	1	0	0	0	0	0	2	11	4	0	1
13468	20223	"Rynholec"	50.12944	13.92972	290	"AWI"	290	7804	8235	8036	0	0	7	0	0	0	0	0	14	0	5	0	0	0	0	0	25	53	0	0	0	0	0	1	0	0	0	0	0	0	47	406	0	0	0	0	0	45	0	0	1	0	2	0	0	0	0	10	4	0	0
13468	20223	"Rynholec"	50.12944	13.92972	295	"AWI"	295	7857	8420	8107	0	0	4	0	0	3	1	0	31	0	1	0	0	0	0	0	32	51	0	0	0	1	0	0	0	0	0	0	0	0	33	415	0	0	0	1	0	59	0	0	1	0	0	0	0	0	1	12	6	0	0
13468	20223	"Rynholec"	50.12944	13.92972	300	"AWI"	300	7921	8522	8192	1	0	5	0	0	5	1	0	26	0	0	0	0	0	0	0	27	44	0	0	0	0	0	1	0	0	0	0	0	0	23	429	0	0	0	7	0	58	0	0	0	4	1	0	0	0	0	6	5	0	0
13468	20223	"Rynholec"	50.12944	13.92972	305	"AWI"	305	7976	8653	8274	0	0	5	0	0	3	0	0	18	0	2	0	0	0	0	0	37	31	0	0	0	0	0	0	0	0	0	0	0	0	18	411	0	0	0	1	0	61	0	0	1	0	2	0	0	0	0	5	5	0	0
13468	20223	"Rynholec"	50.12944	13.92972	310	"AWI"	310	8036	8764	8356	0	0	6	1	0	6	0	0	21	0	1	0	0	0	0	0	39	7	0	0	0	0	0	1	0	0	0	0	0	0	16	313	0	0	0	0	0	53	0	0	0	0	0	0	0	0	1	7	4	0	0
13468	20223	"Rynholec"	50.12944	13.92972	320	"AWI"	320	8155	8984	8522	0	0	3	0	0	0	0	0	16	0	2	0	0	0	0	0	49	42	0	0	0	0	0	1	0	0	0	0	0	0	22	453	0	0	0	0	0	40	0	0	0	0	1	0	0	0	2	1	3	0	0
13468	20223	"Rynholec"	50.12944	13.92972	330	"AWI"	330	8289	9157	8695	0	0	2	0	0	1	0	0	13	0	5	0	0	0	0	0	41	34	0	0	0	0	0	0	0	4	0	0	0	0	50	552	0	0	0	0	0	29	0	0	1	0	0	0	0	0	0	2	1	0	0
13468	20223	"Rynholec"	50.12944	13.92972	340	"AWI"	340	8425	9312	8867	0	0	1	0	0	1	0	0	20	0	1	0	0	0	0	0	36	68	0	0	0	0	0	0	0	0	0	0	0	0	11	486	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	3	1	0	0
13468	20223	"Rynholec"	50.12944	13.92972	350	"AWI"	350	8592	9465	9035	0	0	4	0	0	0	0	0	10	0	6	0	0	0	0	0	34	190	0	0	0	0	0	0	0	0	0	0	0	0	7	459	0	0	0	1	0	13	0	0	0	0	1	0	0	0	0	2	3	0	0
13468	20223	"Rynholec"	50.12944	13.92972	360	"AWI"	360	8760	9626	9203	0	1	2	0	0	2	0	0	11	0	5	0	0	0	0	0	30	113	0	0	0	0	0	0	0	0	0	0	0	0	9	511	0	0	0	2	0	11	0	0	0	0	2	0	0	0	1	2	5	0	0
13468	20223	"Rynholec"	50.12944	13.92972	370	"AWI"	370	8927	9768	9375	0	0	2	0	0	1	0	0	17	0	17	0	0	0	0	0	23	86	0	0	0	0	0	0	0	0	0	0	0	0	6	596	0	0	0	0	0	15	0	0	0	0	3	0	0	0	3	2	3	0	0
13468	20223	"Rynholec"	50.12944	13.92972	380	"AWI"	380	9111	9917	9551	0	0	2	1	0	1	1	0	18	0	12	0	0	0	0	0	16	52	0	0	0	0	0	0	0	0	0	0	0	0	3	504	0	0	0	0	0	13	0	0	1	0	4	0	0	0	0	1	2	0	0
13468	20223	"Rynholec"	50.12944	13.92972	390	"AWI"	390	9292	10042	9723	0	0	1	1	0	1	0	0	8	0	5	0	0	0	0	0	9	46	0	0	0	0	0	1	0	0	0	0	0	0	4	471	0	0	0	0	0	11	0	0	0	0	1	0	0	0	0	0	1	0	0
13468	20223	"Rynholec"	50.12944	13.92972	400	"AWI"	400	9526	10149	9884	0	0	0	0	0	1	0	0	35	0	2	0	0	0	0	0	11	59	0	0	0	0	0	0	0	0	0	0	0	0	2	480	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	6	0	0
13468	20223	"Rynholec"	50.12944	13.92972	410	"AWI"	410	9770	10245	10055	0	0	1	0	0	3	0	0	23	0	0	0	0	0	0	0	15	40	0	0	0	0	0	0	0	0	0	0	0	0	1	497	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0
13468	20223	"Rynholec"	50.12944	13.92972	420	"AWI"	420	9935	10580	10251	0	0	0	0	0	5	0	0	37	0	1	0	0	0	0	0	5	9	0	0	0	0	0	0	0	0	0	0	0	0	2	519	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
13468	20223	"Rynholec"	50.12944	13.92972	430	"AWI"	430	10084	10901	10445	0	0	0	0	0	4	0	0	26	0	3	0	0	0	0	0	7	11	0	0	0	0	0	0	0	0	0	0	0	0	2	680	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
13468	20223	"Rynholec"	50.12944	13.92972	440	"AWI"	440	10228	11169	10651	0	0	0	1	0	5	0	0	19	0	1	0	0	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	563	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
13468	20223	"Rynholec"	50.12944	13.92972	450	"AWI"	450	10390	11416	10868	0	0	0	0	0	2	0	0	19	0	2	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13468	20223	"Rynholec"	50.12944	13.92972	460	"AWI"	460	10560	11652	11074	0	0	0	2	0	1	0	0	13	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13468	20223	"Rynholec"	50.12944	13.92972	470	"AWI"	470	10766	11848	11282	0	0	0	2	0	4	0	0	6	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13468	20223	"Rynholec"	50.12944	13.92972	480	"AWI"	480	10981	12030	11495	0	0	0	3	0	4	1	0	20	0	1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	418	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
13468	20223	"Rynholec"	50.12944	13.92972	490	"AWI"	490	11201	12212	11704	0	0	0	1	0	3	0	0	32	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0
13468	20223	"Rynholec"	50.12944	13.92972	495	"AWI"	495	11306	12302	11805	0	0	0	2	0	2	0	0	34	0	1	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	0	0	1	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0
13468	20223	"Rynholec"	50.12944	13.92972	500	"AWI"	500	11448	12373	11907	0	0	0	0	0	2	0	0	25	0	4	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	714	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
13468	20223	"Rynholec"	50.12944	13.92972	505	"AWI"	505	11584	12453	12015	0	0	0	1	0	7	0	0	37	0	2	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	419	0	0	0	0	0	0	0	0	1	0	12	0	0	0	1	0	0	0	0
13468	20223	"Rynholec"	50.12944	13.92972	510	"AWI"	510	11703	12554	12121	0	0	0	2	0	9	0	0	80	0	1	0	0	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	1	367	0	0	0	4	0	1	0	3	2	0	51	0	0	0	1	0	0	0	0
13468	20223	"Rynholec"	50.12944	13.92972	515	"AWI"	515	11808	12688	12245	0	0	0	2	0	1	0	0	82	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0	0	0	2	0	0	0	0	3	0	46	0	0	0	0	0	0	0	0
13468	20223	"Rynholec"	50.12944	13.92972	520	"AWI"	520	11868	12974	12380	0	0	0	1	0	2	0	0	41	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
