"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Linaceae"	"Lythraceae"	"Myrica"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14478	22669	"Altes Moor"	53.436742	8.867332	37	"AWI"	37	310	898	650	1	0	176	3	0	0	5	0	75	0	0	0	1	0	0	0	0	0	24	0	115	0	0	0	0	66	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	38	0	2	19	0	0	97	0	0	0	129	0	0	0	0	1	25	7	0	0	0	0	0	0	0	4	7	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	41	"AWI"	41	385	964	721	0	0	209	6	0	0	7	0	117	0	0	0	2	0	0	0	0	0	39	0	234	0	0	0	0	55	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	19	0	0	19	0	0	107	0	0	0	106	0	0	0	0	0	35	5	0	0	0	0	0	0	0	2	2	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	45	"AWI"	45	499	992	793	0	0	71	4	2	0	2	0	169	0	2	0	3	0	0	0	0	0	44	0	327	0	0	0	0	81	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	52	0	2	27	0	0	0	0	0	0	119	0	0	0	0	0	32	10	0	0	0	0	0	0	0	3	8	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	49	"AWI"	49	578	1040	868	2	0	211	3	0	0	6	0	74	0	3	0	1	0	0	0	0	0	32	0	123	0	219	0	0	93	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	17	0	0	30	0	0	79	0	0	0	94	0	0	0	0	0	19	3	0	0	0	0	0	0	0	4	8	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	53	"AWI"	53	701	1085	925	0	0	237	5	0	0	1	0	46	0	2	0	0	0	0	0	0	0	25	0	48	0	0	0	0	85	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	20	0	2	14	0	0	0	0	0	0	109	0	0	0	0	0	11	1	0	0	0	0	0	0	1	2	3	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	57	"AWI"	57	799	1124	981	0	0	153	2	0	0	0	0	40	0	0	0	0	0	0	0	0	0	32	0	58	0	0	0	0	130	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	28	0	1	21	0	0	59	0	0	0	124	0	0	0	0	0	16	2	0	0	0	0	0	0	1	3	7	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	61	"AWI"	61	866	1175	1038	0	1	170	2	0	0	3	0	65	0	0	0	2	0	0	0	0	0	24	0	63	0	0	0	0	143	0	3	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	15	0	1	11	0	0	64	0	0	0	138	0	0	0	0	0	14	0	0	0	0	0	0	0	1	6	3	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	65	"AWI"	65	914	1206	1080	0	0	204	0	0	0	2	0	23	0	0	0	1	0	0	0	0	0	27	0	71	0	0	0	0	112	0	10	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	30	0	0	6	0	0	23	0	0	0	121	0	0	0	0	0	5	2	0	0	0	0	0	0	2	1	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	67	"AWI"	67	935	1230	1099	0	0	249	0	0	0	3	0	61	0	1	0	0	0	0	0	0	0	35	0	42	0	0	0	0	120	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	10	0	0	19	0	0	0	99	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	69	"AWI"	69	951	1260	1119	0	0	260	2	1	1	1	0	44	0	2	0	0	0	0	0	0	0	36	0	64	0	0	0	0	118	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	23	0	1	10	0	0	41	0	0	0	115	0	0	0	0	0	3	2	0	0	0	0	0	0	1	8	2	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	71	"AWI"	71	974	1282	1137	0	1	270	2	0	0	3	0	50	0	1	0	0	0	0	0	0	0	28	0	59	0	0	0	0	80	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20	0	0	8	0	0	23	0	0	0	80	0	0	0	0	0	5	1	0	0	0	0	0	0	0	1	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	73	"AWI"	73	1003	1291	1159	0	0	235	0	0	0	0	0	62	0	2	0	1	0	0	0	0	0	32	0	42	0	0	0	0	122	0	13	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	16	0	1	12	0	0	30	0	0	0	75	0	0	0	0	0	8	3	0	0	0	0	0	0	0	4	3	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	75	"AWI"	75	1028	1302	1181	0	0	249	1	0	0	0	0	61	0	0	0	0	0	0	0	0	0	34	0	51	0	0	0	0	114	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	2	20	0	0	21	0	0	0	112	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	1	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	77	"AWI"	77	1047	1315	1204	0	0	173	1	0	0	0	0	64	0	2	0	0	0	0	0	0	0	38	0	87	0	0	0	0	123	0	12	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	26	0	2	17	0	0	19	0	0	0	100	0	0	0	0	0	1	4	0	0	0	0	0	0	0	5	4	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	79	"AWI"	79	1059	1336	1225	0	0	168	1	0	1	3	0	66	0	2	0	0	0	0	0	0	0	48	0	424	0	0	0	0	111	0	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	43	0	0	17	0	0	0	0	0	0	121	0	0	0	0	0	9	2	0	0	0	0	1	0	1	5	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	81	"AWI"	81	1082	1351	1243	0	2	137	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	24	0	167	0	0	0	0	143	0	5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	46	0	1	8	0	0	0	0	0	0	122	0	0	0	0	0	4	1	0	0	0	0	0	0	2	5	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	83	"AWI"	83	1111	1361	1262	0	0	205	1	0	0	0	0	100	0	0	0	1	0	0	0	0	0	38	0	153	0	0	0	0	35	0	14	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	32	0	1	9	0	0	0	0	0	0	158	0	0	0	0	0	4	3	0	0	0	0	0	0	1	3	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	85	"AWI"	85	1136	1371	1281	0	0	167	1	0	0	0	0	104	0	2	0	2	0	0	0	0	0	27	0	96	0	0	0	0	122	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	17	0	1	12	0	0	0	0	1	0	94	0	0	0	0	0	5	1	0	0	0	0	0	0	1	4	1	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	87	"AWI"	87	1158	1384	1299	2	1	172	0	0	0	0	0	113	0	1	0	0	0	0	0	0	0	34	0	48	0	0	0	0	90	0	9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	25	0	1	12	0	0	0	0	0	0	100	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	2	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	89	"AWI"	89	1173	1406	1318	0	0	217	1	0	0	0	0	113	0	0	0	3	0	0	0	0	0	31	0	25	0	0	0	0	74	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	32	0	1	13	0	0	0	0	0	0	98	0	0	0	0	1	3	1	0	0	0	0	0	0	1	4	1	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	91	"AWI"	91	1188	1428	1333	0	1	240	1	1	0	2	0	135	0	0	0	1	0	0	0	0	0	33	0	58	0	0	0	0	49	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	43	0	2	9	0	0	0	0	0	0	82	0	0	0	0	0	3	3	0	0	0	0	1	0	1	3	1	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	93	"AWI"	93	1202	1443	1347	0	0	230	5	1	1	1	0	97	0	0	0	0	0	0	0	0	0	54	0	35	0	0	0	0	72	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	28	0	2	15	0	0	0	0	0	0	84	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	95	"AWI"	95	1214	1466	1360	0	1	249	4	0	0	2	0	73	0	0	0	0	0	0	0	0	0	41	0	46	0	0	0	0	54	0	8	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	22	0	1	14	0	0	0	0	0	0	73	0	0	0	0	2	7	4	0	0	0	0	0	1	0	3	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	97	"AWI"	97	1221	1493	1372	0	0	224	1	0	0	3	0	65	0	0	0	0	0	0	0	0	0	63	0	83	0	0	0	0	47	0	9	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	28	0	1	23	0	0	0	0	0	0	106	0	0	0	0	0	6	2	0	0	0	0	0	0	0	10	4	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	99	"AWI"	99	1229	1522	1383	0	0	163	0	0	0	4	0	87	0	2	0	0	0	0	0	0	0	23	0	37	0	0	0	0	45	0	14	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	28	0	0	22	0	0	0	0	0	0	147	0	0	0	0	0	5	4	0	0	0	0	0	0	1	3	1	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	101	"AWI"	101	1242	1543	1396	0	0	207	4	0	0	4	0	73	0	1	0	1	0	0	0	0	0	34	0	26	0	0	0	0	67	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	26	0	1	23	0	0	33	0	1	0	143	0	0	0	0	0	9	1	0	0	0	0	1	0	0	3	2	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	103	"AWI"	103	1259	1555	1410	0	0	236	2	1	0	4	0	76	0	2	0	0	0	0	0	0	0	42	0	7	0	0	0	0	41	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	14	0	1	15	0	0	0	0	0	0	109	0	0	0	0	0	4	0	0	0	0	0	2	0	1	6	2	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	105	"AWI"	105	1273	1571	1424	0	2	254	6	0	0	1	0	66	0	1	0	0	0	0	0	0	0	57	0	17	0	0	0	0	48	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	20	0	0	12	0	0	0	0	0	0	148	0	0	0	0	1	11	0	0	0	0	0	1	0	0	1	2	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	107	"AWI"	107	1285	1589	1438	0	0	270	5	0	0	3	0	93	0	1	0	0	0	0	0	0	0	40	0	16	0	0	0	0	37	0	12	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	29	0	2	7	0	0	37	0	0	0	154	0	0	0	0	0	7	1	0	0	0	1	0	0	1	5	1	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	109	"AWI"	109	1297	1616	1452	0	0	183	2	0	0	2	0	80	0	0	0	0	0	0	0	0	0	54	0	4	0	0	0	0	73	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	18	0	1	7	0	0	26	0	0	0	173	0	0	0	0	0	8	0	0	0	0	0	0	0	1	8	1	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	111	"AWI"	111	1311	1635	1465	0	0	226	1	0	0	2	0	61	0	2	0	0	0	0	0	0	0	60	0	11	0	0	0	0	38	0	11	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	22	0	1	20	0	0	26	0	0	0	151	0	0	0	0	0	4	3	0	0	0	0	0	0	0	4	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	113	"AWI"	113	1330	1646	1480	0	0	252	6	0	0	5	0	72	0	1	0	1	0	0	0	0	0	56	0	22	0	0	0	0	68	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	15	0	1	14	0	0	54	0	0	0	92	0	0	0	0	0	3	2	0	0	0	0	0	0	0	8	3	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	115	"AWI"	115	1345	1660	1493	1	0	201	4	1	0	3	0	98	0	1	0	0	0	0	0	0	0	71	0	19	0	0	0	0	55	0	5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	16	0	2	15	0	0	35	0	0	0	114	0	0	0	0	0	5	3	0	0	0	0	2	0	1	7	1	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	117	"AWI"	117	1356	1678	1507	0	0	255	3	0	0	1	0	85	0	1	0	0	0	0	0	0	0	68	0	22	0	0	0	0	38	0	6	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	11	0	0	6	0	0	41	0	0	0	110	0	0	0	0	0	5	0	0	0	0	0	0	0	1	2	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	121	"AWI"	121	1384	1716	1535	1	0	140	2	0	0	3	0	82	0	1	0	0	0	0	0	0	0	32	0	80	0	0	0	0	74	0	5	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	16	0	1	9	0	0	0	0	0	0	210	0	0	0	0	0	13	2	0	0	0	0	0	0	2	1	3	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	125	"AWI"	125	1420	1743	1564	0	0	182	2	2	0	1	0	81	0	1	0	0	0	0	0	0	0	51	0	200	0	0	0	0	41	0	8	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	18	0	2	18	0	0	0	0	0	0	152	0	0	0	0	0	4	1	0	0	0	0	0	0	0	6	2	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	129	"AWI"	129	1443	1776	1592	0	0	229	1	0	1	1	0	99	0	0	0	2	0	0	0	0	0	46	0	131	0	0	0	0	31	0	6	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	21	0	0	14	0	0	53	0	0	0	123	0	0	0	0	1	9	2	0	0	0	0	0	0	1	2	1	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	133	"AWI"	133	1480	1799	1619	0	0	219	2	0	0	4	0	84	0	0	0	0	0	0	0	0	0	42	0	93	0	0	0	0	30	0	9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	10	0	1	13	0	0	0	0	0	0	149	0	0	0	0	0	6	2	0	0	0	0	0	0	0	3	3	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	137	"AWI"	137	1511	1828	1645	0	0	215	4	1	0	8	0	68	0	1	0	1	0	0	0	0	0	40	0	91	0	0	0	0	50	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	16	0	0	0	0	0	0	141	0	0	0	0	0	15	1	0	0	0	0	0	0	0	6	2	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	141	"AWI"	141	1551	1860	1677	0	1	274	1	0	0	0	0	56	0	1	0	0	0	0	0	0	0	51	0	90	0	0	0	0	25	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	1	11	0	0	0	0	0	0	127	0	0	0	0	0	11	2	0	0	0	0	0	0	1	2	3	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	145	"AWI"	145	1605	1900	1719	0	1	190	3	0	0	1	0	80	0	2	0	0	0	0	0	0	0	69	0	134	0	0	0	0	15	0	11	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	7	0	0	16	0	0	77	0	0	0	169	0	0	0	0	1	10	5	0	0	0	0	0	0	1	9	4	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	149	"AWI"	149	1634	1963	1766	1	0	222	0	0	0	2	0	83	0	0	0	2	0	0	0	0	0	89	0	64	0	0	0	0	33	0	10	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	11	0	1	24	0	0	0	0	0	0	157	0	1	0	0	0	8	7	0	0	0	0	0	0	1	4	2	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	153	"AWI"	153	1691	2019	1825	0	1	247	3	0	0	1	0	106	0	0	0	0	0	0	0	0	0	50	0	42	0	0	0	0	20	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	23	0	0	0	0	0	0	129	0	0	0	0	0	7	1	0	0	0	0	0	0	2	7	4	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	157	"AWI"	157	1730	2098	1890	0	2	221	6	0	1	4	0	112	0	1	0	0	0	0	0	0	0	43	0	46	0	0	0	0	17	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	10	0	1	11	0	0	0	0	0	0	138	0	0	0	0	0	10	3	0	0	0	0	0	0	1	4	2	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	161	"AWI"	161	1783	2192	1953	0	1	300	1	1	0	7	0	94	0	0	0	0	0	0	0	0	0	56	0	110	0	0	0	0	13	0	5	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	2	0	1	23	0	0	0	0	0	0	147	0	0	0	0	0	17	6	0	0	0	0	0	0	0	6	5	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	165	"AWI"	165	1879	2265	2030	0	0	260	1	1	1	3	0	99	0	2	3	0	0	0	0	0	0	41	0	32	0	0	0	0	16	0	2	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	1	31	0	0	0	0	0	0	104	0	0	0	0	0	32	3	0	0	0	0	0	1	0	4	34	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	169	"AWI"	169	1924	2406	2109	0	0	279	1	1	0	2	0	114	0	1	0	0	0	0	0	0	0	20	0	11	0	800	0	0	20	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	22	0	0	0	0	0	0	113	0	0	0	0	0	26	3	0	0	0	0	0	0	1	3	22	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	173	"AWI"	173	1997	2549	2222	1	1	194	7	1	0	5	0	86	0	4	0	1	0	0	0	0	0	63	0	161	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	6	0	1	32	0	0	0	0	0	0	168	0	0	0	0	0	20	3	0	0	0	0	0	0	1	7	5	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	177	"AWI"	177	2044	2780	2345	0	0	282	2	0	0	7	0	116	0	0	0	0	0	0	0	0	0	39	0	83	0	0	0	0	13	0	4	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	1	16	0	0	0	0	0	0	102	0	0	0	0	0	15	3	0	0	0	0	0	0	2	2	3	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	181	"AWI"	181	2106	3016	2464	1	0	278	6	1	1	4	0	80	0	2	0	0	0	0	0	0	0	88	0	59	0	0	0	0	12	0	9	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	3	0	1	22	0	0	0	0	1	0	108	0	0	0	0	2	15	2	0	0	0	0	1	0	1	5	3	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	185	"AWI"	185	2206	3147	2614	2	2	251	1	0	0	3	0	97	0	2	0	0	0	0	0	0	0	82	0	102	0	0	0	0	10	0	9	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	4	0	2	20	0	0	0	0	0	0	126	0	0	0	0	0	15	4	0	0	0	0	0	0	3	10	4	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	189	"AWI"	189	2256	3358	2750	0	0	249	2	1	0	9	0	102	0	0	0	1	0	0	0	0	0	61	0	94	0	0	0	0	14	0	8	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	1	24	0	0	0	0	0	0	115	0	0	0	0	0	11	3	0	1	0	1	0	0	2	4	4	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	193	"AWI"	193	2376	3494	2890	0	0	287	1	0	0	2	0	116	0	2	0	0	0	0	0	0	0	84	0	113	0	462	0	0	11	0	8	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	5	0	1	24	0	0	0	0	0	0	121	0	0	0	0	1	8	4	0	0	0	0	0	0	1	5	2	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	197	"AWI"	197	2469	3612	3036	0	1	296	1	1	0	1	0	96	0	0	0	0	0	0	0	0	0	56	0	56	0	0	0	0	8	0	16	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	1	21	0	0	0	0	0	0	124	0	0	0	0	0	10	2	0	0	0	0	1	2	1	7	0	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	201	"AWI"	201	2575	3743	3167	2	1	333	2	0	0	6	0	68	0	0	0	1	0	0	0	0	0	124	0	2361	0	914	0	0	6	1	7	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	2	19	0	0	0	0	0	0	156	0	0	0	0	1	18	14	0	0	0	0	0	0	4	7	3	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	205	"AWI"	205	2718	3804	3297	2	1	251	2	1	2	3	0	89	0	0	0	1	0	0	0	0	0	111	0	45	0	0	0	0	10	0	19	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	1	12	0	0	0	0	0	0	140	0	0	0	0	0	6	2	0	0	0	1	1	0	1	8	5	0	0
14478	22669	"Altes Moor"	53.436742	8.867332	209	"AWI"	209	2833	3907	3438	0	2	278	0	2	0	1	0	102	0	0	0	0	0	0	0	0	0	120	0	92	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	2	14	0	0	0	0	0	0	137	0	0	0	0	1	3	1	0	0	0	0	0	0	2	2	3	0	0
