"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	90	"AWI"	90	1868	3459	2476	57	0	74	0	1	0	1	0	22	0	0	0	0	13	7	0	0	0	0	63	0	0	0	0	4	0	0	0	0	63	0	0	0	14	0	0	0	0	0	0	0	0	2	4	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	100	"AWI"	100	2072	3854	2797	41	0	65	0	0	0	2	0	35	0	0	0	0	9	6	0	0	0	0	49	0	0	0	0	13	0	0	0	955	49	0	0	0	14	0	0	0	1	0	0	0	0	1	2	2
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	110	"AWI"	110	2304	4182	3120	58	1	60	0	2	0	0	0	50	0	0	0	0	6	17	0	0	0	0	57	0	2	0	0	9	0	0	0	0	53	0	0	0	10	0	0	0	0	0	0	0	0	3	3	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	120	"AWI"	120	2539	4538	3442	68	3	65	0	0	0	1	0	27	0	0	0	0	58	4	0	0	0	0	65	0	1	0	0	9	0	0	0	0	22	0	0	0	14	0	0	0	0	0	0	0	0	1	4	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	130	"AWI"	130	2769	4872	3764	54	2	45	0	0	0	2	0	15	0	0	0	0	32	1	0	0	0	0	36	0	0	0	0	4	5	0	0	512	27	0	0	0	14	0	0	0	0	0	0	0	0	6	2	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	140	"AWI"	140	3070	5178	4076	42	0	64	0	1	0	1	0	29	0	0	0	0	15	6	0	0	0	0	36	0	0	0	0	0	0	0	0	965	56	0	0	0	14	0	0	0	0	0	0	0	0	4	5	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	150	"AWI"	150	3324	5484	4396	27	0	54	1	0	0	1	0	24	0	0	0	0	9	10	0	0	0	0	40	1	0	0	0	0	0	0	0	0	44	0	0	0	5	0	0	0	0	0	1	0	0	2	3	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	160	"AWI"	160	3607	5753	4691	21	0	46	1	1	0	0	0	38	0	0	0	0	18	17	0	0	0	0	56	3	0	0	0	0	0	0	2	0	34	0	0	0	6	0	0	0	0	0	0	0	0	5	2	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	170	"AWI"	170	3898	6032	5020	48	0	96	0	1	0	2	0	33	0	1	0	0	19	20	0	0	0	0	74	2	0	0	0	0	0	0	0	0	52	0	0	0	18	0	0	0	0	0	1	0	0	2	6	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	180	"AWI"	180	4225	6305	5344	28	0	47	0	0	0	2	0	44	0	0	0	2	29	10	0	0	0	0	89	2	0	0	0	0	0	0	0	0	48	1	0	0	9	5	0	0	0	0	0	0	0	4	6	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	190	"AWI"	190	4540	6562	5652	27	2	68	0	0	0	1	0	17	0	0	0	0	38	10	0	0	0	0	43	1	0	0	0	0	0	0	0	881	42	0	0	0	8	0	0	0	0	1	0	0	0	0	7	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	200	"AWI"	200	4856	6788	5972	35	0	52	0	0	0	1	0	22	0	0	0	1	12	7	0	0	0	0	48	3	0	0	0	0	0	0	0	0	43	0	0	0	14	0	0	0	0	0	0	0	0	8	9	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	210	"AWI"	210	5252	7054	6285	47	0	100	0	3	0	6	0	41	0	0	0	0	9	19	0	0	0	0	66	0	0	0	0	0	0	0	0	0	42	0	0	0	10	0	0	0	0	1	0	0	0	4	8	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	220	"AWI"	220	5614	7269	6603	18	0	54	0	1	0	1	0	35	0	0	0	0	11	47	0	0	0	0	79	0	2	0	0	0	0	0	0	958	34	1	0	0	13	0	0	4	0	0	0	0	0	3	7	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	230	"AWI"	230	5990	7465	6919	11	2	101	0	2	0	2	0	27	0	0	0	0	28	5	0	0	0	0	57	0	1	0	0	0	0	0	0	0	65	0	0	0	18	0	0	0	0	1	0	0	0	11	10	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	240	"AWI"	240	6423	7627	7234	37	1	42	0	0	0	0	0	20	0	0	0	0	16	4	0	0	0	0	52	0	0	0	0	0	0	0	1	0	37	0	0	0	15	0	0	0	0	0	0	0	0	4	4	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	250	"AWI"	250	6972	7771	7524	16	3	86	0	2	0	0	0	35	0	0	0	0	15	24	0	1	0	0	39	6	1	0	0	2	0	0	0	0	48	0	0	0	15	0	0	0	0	1	0	0	0	7	6	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	260	"AWI"	260	7171	7965	7699	3	1	122	0	2	0	1	0	87	0	0	0	0	20	17	0	0	0	0	20	5	0	0	0	2	0	0	0	0	82	0	0	0	10	0	0	0	0	3	0	0	1	9	21	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	270	"AWI"	270	7336	8173	7817	0	1	25	0	0	0	0	0	35	0	0	0	1	22	1	0	0	0	0	7	0	0	0	0	0	0	0	0	360	40	0	0	0	8	0	0	0	0	0	0	0	0	3	5	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	280	"AWI"	280	7482	8355	7939	1	0	41	0	0	0	3	0	10	1	0	0	0	38	0	0	0	0	0	7	2	0	0	0	0	0	0	0	826	28	0	0	0	8	0	0	0	0	0	2	0	0	4	7	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	290	"AWI"	290	7610	8520	8068	2	0	53	0	1	0	0	0	31	1	0	0	0	48	6	0	0	0	0	9	1	0	0	0	0	0	0	0	978	50	0	0	0	15	0	0	0	0	0	0	0	0	11	14	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	300	"AWI"	300	7730	8666	8196	1	0	38	0	0	0	1	0	22	0	0	0	1	50	2	0	0	0	0	6	4	2	0	0	0	0	0	0	0	86	0	0	0	10	0	0	0	0	0	1	0	0	5	14	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	310	"AWI"	310	7871	8824	8322	3	1	109	0	0	0	1	0	94	0	0	0	0	75	4	1	0	0	0	11	5	0	0	0	0	0	0	0	600	76	0	0	0	17	0	0	0	0	0	1	0	0	3	19	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	320	"AWI"	320	7988	8968	8455	0	0	43	0	1	0	1	0	44	0	0	0	0	45	4	0	0	0	0	0	3	0	0	0	0	0	0	0	837	57	0	0	0	12	0	0	0	0	0	0	0	0	2	16	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	330	"AWI"	330	8121	9105	8581	1	0	48	0	1	0	1	0	29	0	0	0	0	17	12	0	0	0	0	0	0	1	0	0	0	3	0	0	772	74	0	0	1	6	0	0	0	0	0	0	0	0	7	8	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	340	"AWI"	340	8263	9246	8710	0	0	119	0	0	0	3	0	81	0	0	0	0	48	1	0	0	0	0	5	1	0	0	0	0	0	0	0	762	94	0	0	0	16	0	0	0	0	0	0	0	0	11	9	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	350	"AWI"	350	8400	9365	8837	0	0	70	0	0	0	2	0	41	0	0	0	1	91	2	0	0	0	0	0	0	0	0	0	0	0	0	0	716	88	0	0	0	6	0	0	0	0	0	1	0	0	4	3	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	360	"AWI"	360	8547	9500	8959	0	2	95	0	0	0	0	0	51	0	0	0	0	69	10	0	0	0	0	0	2	0	0	0	0	0	0	0	493	108	0	0	0	11	0	0	1	0	0	1	0	0	9	20	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	370	"AWI"	370	8710	9662	9084	1	1	71	0	1	0	2	0	94	0	0	0	1	63	12	0	0	0	0	0	0	0	0	0	1	1	0	0	555	157	0	0	1	10	0	0	0	0	0	0	0	0	15	10	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	380	"AWI"	380	8918	10087	9422	1	2	63	0	0	0	1	0	55	0	0	0	0	67	21	0	0	0	0	0	1	1	1	0	0	0	0	0	581	113	0	0	0	9	0	0	0	0	1	0	0	0	5	13	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	390	"AWI"	390	9161	10431	9755	0	1	77	0	1	2	3	0	95	0	0	0	0	60	18	0	0	0	0	1	0	1	0	0	1	0	0	0	645	155	0	0	0	15	0	0	1	0	0	0	0	0	6	14	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	400	"AWI"	400	9445	10703	10100	1	2	101	0	0	0	4	0	58	0	1	0	3	39	67	0	0	0	0	2	0	0	1	0	0	0	0	0	345	155	0	0	0	5	0	0	0	0	0	1	0	0	5	17	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	410	"AWI"	410	9795	10953	10449	0	1	25	0	0	0	1	0	81	0	9	0	2	56	75	0	0	0	0	0	1	0	1	0	0	0	0	0	318	154	0	0	0	4	0	0	0	0	1	0	0	1	2	13	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	420	"AWI"	420	10308	11141	10755	0	3	75	0	4	0	8	0	79	0	0	0	0	109	55	0	0	0	0	1	0	2	3	2	0	0	0	0	422	233	0	0	0	8	0	0	1	0	0	1	0	0	6	21	0
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	430	"AWI"	430	10495	11649	11005	0	0	40	0	1	0	5	0	257	0	1	0	2	34	21	0	0	0	0	0	0	1	2	0	2	0	0	0	200	266	0	0	0	4	0	0	0	1	0	0	0	1	4	16	1
3116	4058	"Fuchsschwanzmoos"	47.11667	13.9	440	"AWI"	440	10667	12061	11255	0	0	29	1	15	0	12	0	116	0	0	0	4	0	16	0	0	0	1	0	0	0	0	0	1	2	0	0	5	676	0	0	2	0	0	0	0	0	0	0	5	1	2	2	2
