"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Malvaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	45	"AWI"	45	2315	2967	2642	0	0	8.94308943089431	0	0	0	0	0	8.53658536585366	0	0	0	0	0	0	0.40650406504065	16.6666666666667	0	1.6260162601626	0	0	0	30.4878048780488	0.813008130081301	0	0	0	0	0	0	0	0.813008130081301	0	0	1.6260162601626	0	0	0	0	0.813008130081301	0	0	0	0	23.9837398373984	0	0	0	0	0	2.84552845528455	0	0	0	0	0	1.6260162601626	0.813008130081301	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	50	"AWI"	50	2500	3151	2826	0	0	6.55021834061135	0.436681222707424	0	0	0	0	17.0305676855895	0	0	0	0	0	0	0	10.4803493449782	0	5.67685589519651	2.62008733624454	0	0	25.3275109170306	2.62008733624454	0	0	0	0	0	0	0	0	0	0	0.873362445414847	0	0	0	0	0.873362445414847	0	0	0	0	24.8908296943231	0	0	0	0	0	0	0	0	0	0	0	1.74672489082969	0.873362445414847	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	55	"AWI"	55	2684	3326	3009	0	0.378787878787879	5.3030303030303	0	0	0	0	0	15.9090909090909	0	0	0	0	0	0	0	10.9848484848485	0	0	0	0	0	33.3333333333333	0.757575757575758	0	0	0	0	0	0	0	0	0	0	6.43939393939394	0	0	0	0	0.378787878787879	0	0	0	0	24.2424242424242	0	0	0	0	0	0	0	0	0	0	0	1.89393939393939	0.378787878787879	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	60	"AWI"	60	2876	3484	3201	0.480769230769231	0	3.36538461538462	0	0	0	0	0	22.5961538461538	0	0	0	0	0	0	0	11.0576923076923	0	1.44230769230769	0	0	0	18.75	0.480769230769231	0	0	0	0	0	0	0	0.480769230769231	0	0	15.8653846153846	0	0	0	0	0.480769230769231	0	0	0	0	22.5961538461538	0	0.480769230769231	0	0	0	0.961538461538462	0	0	0	0	0	0.961538461538462	0	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	65	"AWI"	65	3116	3628	3384	0	0	7.92079207920792	0	0	0	0	0	24.2574257425743	0	0	0.495049504950495	0	0	0	0	9.9009900990099	0	1.48514851485149	0	0	0	14.3564356435644	1.48514851485149	0	0	0	0	0	0	0	0.495049504950495	0	0	2.97029702970297	0	0	0	0	0.99009900990099	0	0	0	0	33.6633663366337	0	0.495049504950495	0	0	0	0	0	0	0.495049504950495	0	0	0.99009900990099	0	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	70	"AWI"	70	3362	3789	3557	0.33112582781457	0.33112582781457	6.95364238410596	0	0	0.33112582781457	0	0	41.7218543046358	0	0	0	0	0	0	0	11.2582781456954	0	1.98675496688742	0	0	0	5.62913907284768	0.662251655629139	0	0	0	0	0	0	0	0.33112582781457	0	0	1.98675496688742	0	0	0	0	0.662251655629139	0	0	0	0	23.1788079470199	0	1.65562913907285	0	0	0	0	0	0	0	0	0	2.64900662251656	0.33112582781457	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	75	"AWI"	75	3470	3996	3710	0.374531835205993	0	8.61423220973783	0.374531835205993	0.374531835205993	0.374531835205993	0.374531835205993	0	44.5692883895131	0	0	0	0	0	0	0	11.9850187265918	0	1.87265917602996	0	0	0	0.374531835205993	0.749063670411985	0	0	0	0	0	0	0	0.374531835205993	0	0	2.24719101123596	0	0	0	0.374531835205993	1.12359550561798	0	0	0	0.374531835205993	20.5992509363296	0	1.12359550561798	0	0	0	0.374531835205993	0	0	0.374531835205993	0.374531835205993	0	2.24719101123596	0.374531835205993	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	80	"AWI"	80	3589	4198	3864	0.284090909090909	0.284090909090909	9.65909090909091	0.284090909090909	0.284090909090909	0	0	0	28.125	0	0	0	0	0	0	0	14.7727272727273	0	2.55681818181818	0	0	0	0.852272727272727	0.852272727272727	0	0	0	0	0	0	0	0.568181818181818	0	0	9.65909090909091	0	0	0	0	0.568181818181818	0	0	0	0.568181818181818	25.8522727272727	0	0.852272727272727	0	0	0	0.568181818181818	0.284090909090909	0	0.284090909090909	0.284090909090909	0	1.98863636363636	0.568181818181818	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	85	"AWI"	85	3712	4396	4019	0	0	5.24781341107872	0	0	0	0	0	51.3119533527697	0	0	0	0	0	0	0	6.41399416909621	0	1.16618075801749	0	0	0	0	0.291545189504373	0	0	0	0	0	0	0	0.291545189504373	0	0	6.41399416909621	0	0	0	0	1.16618075801749	0	0	0	0	22.7405247813411	0	0.291545189504373	0	0	0	0.87463556851312	0	0	0	0	0	3.79008746355685	0	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	90	"AWI"	90	3845	4569	4181	0	0	3.48258706467662	0.497512437810945	0	0	0.497512437810945	0	36.318407960199	0	0	0.497512437810945	0	0	0	0	9.95024875621891	0	0.995024875621891	0	0	0	0.995024875621891	0	0	0	0	0	0	0	0	0.497512437810945	0	0	8.45771144278607	0	0.497512437810945	0	0	0.497512437810945	0	0	0	0	31.8407960199005	0	0	0	0	0	0	0	0	0	0	0	3.98009950248756	0.995024875621891	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	95	"AWI"	95	3980	4735	4342	0	0	3.08988764044944	0	0.280898876404494	0	0.280898876404494	0	48.314606741573	0	0	0	0	0	0	0	7.02247191011236	0	4.49438202247191	0	0	0	0	0.561797752808989	0	0	0	0	0	0	0	0.280898876404494	0	0	7.86516853932584	0	0	0	0	0.280898876404494	0	0	0	0	24.1573033707865	0	0.842696629213483	0	0	0	0	0	0	0	0	0	2.52808988764045	0	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	100	"AWI"	100	4117	4903	4503	0.396825396825397	0	1.98412698412698	0	0	0	0	0	20.6349206349206	0	0	0	0	0	0	0	10.7142857142857	0	2.38095238095238	0	0	0	0.396825396825397	0.396825396825397	0	0	0	0	0	0	0	0	0	0.396825396825397	28.1746031746032	0	0	0	0	0.793650793650794	0	0	0	0	30.1587301587302	0	0	0	0	0	0.793650793650794	0	0	0	0	0	2.38095238095238	0.396825396825397	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	105	"AWI"	105	4269	5066	4659	0	0	2.44897959183673	0	0	0	0.408163265306122	0	24.4897959183673	0	0	0	0	0	0	0	11.0204081632653	0	1.63265306122449	0	0	0	0.408163265306122	1.63265306122449	0	0	0	0	0	0	0	0.816326530612245	0	0	20	0	0	0	0	2.04081632653061	0	0	0	0	29.3877551020408	0	0	0	0	0.408163265306122	0.408163265306122	0	0	0	0	0	4.48979591836735	0.408163265306122	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	110	"AWI"	110	4413	5207	4818	0	0	2.5	0	0	0.416666666666667	0.416666666666667	0	29.1666666666667	0	0	0	0	0	0	0	11.6666666666667	0	6.25	0	0	0	0	2.08333333333333	0	0	0	0	0	0	0	0.833333333333333	0	0	10	0	0	0	0	1.66666666666667	0	0	0	0	27.5	0	0.833333333333333	0	0	0	0	0	0	0	0	0	6.25	0.416666666666667	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	115	"AWI"	115	4580	5364	4976	0	0.401606425702811	3.21285140562249	0	0	0	0	0	24.4979919678715	0	0	0	0	0	0	0	12.85140562249	0	2.00803212851406	0	0	0	0	2.81124497991968	0	0	0	0	0	0	0	0.803212851405622	0	0	8.03212851405623	0	0	0	0	2.00803212851406	0	0	0	0.803212851405622	29.718875502008	0	0	0	0	0	0.401606425702811	0	0.401606425702811	0	0	0	11.6465863453815	0.401606425702811	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	120	"AWI"	120	4741	5509	5127	0.342465753424658	0	3.08219178082192	0	0	0	0	0	36.3013698630137	0	0	0	0	0	0	0	11.6438356164384	0	1.71232876712329	0	0	0	0.342465753424658	0	0	0	0	0	0	0	0	0.684931506849315	0	0	8.56164383561644	0	0	0.342465753424658	0	0.342465753424658	0	0	0	0.684931506849315	25	0	0.342465753424658	0	0	0.684931506849315	0.684931506849315	0	0	0	0	0	7.53424657534247	1.71232876712329	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	125	"AWI"	125	4904	5659	5285	0.321543408360129	0	1.60771704180064	0	0.321543408360129	0	0	0	43.0868167202572	0	0	0	0	0	0	0	10.2893890675241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.643086816720257	0	0	6.7524115755627	0	0	0	0	3.85852090032154	0	0	0	0.643086816720257	23.7942122186495	0	0	0	0	0	0.964630225080386	0	0	0	0	0	7.07395498392283	0.643086816720257	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	130	"AWI"	130	5084	5798	5442	0.367647058823529	0.367647058823529	2.57352941176471	0	0	0	0.735294117647059	0	55.1470588235294	0	0	0	0	0	0	0	6.98529411764706	0	0.735294117647059	0	0	0	0	1.47058823529412	0	0	0	0	0	0	0	0	0	0	5.51470588235294	0	0	0	0	0.367647058823529	0	0	0	1.10294117647059	19.8529411764706	0	0	0	0	0	0.367647058823529	0	0	0	0	0	4.04411764705882	0.367647058823529	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	135	"AWI"	135	5237	5966	5602	0	0	1.49253731343284	0	0	0.373134328358209	0	0	42.5373134328358	0	0	0	0	0	0	0	11.5671641791045	0	0.373134328358209	0	0	0	0.373134328358209	0.746268656716418	0	0	0	0	0	0	0	0.373134328358209	0	0	10.0746268656716	0.373134328358209	0	0	0	0.746268656716418	0	0	0	0.373134328358209	20.1492537313433	0	0.373134328358209	0	0	0	1.11940298507463	0	0	0	0.373134328358209	0	7.46268656716418	0.746268656716418	0.373134328358209	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	140	"AWI"	140	5375	6207	5760	0	0	2	1	0	0	0	0	26	0	0.5	0	0	0	0	0	10.5	0	2.5	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	15.5	0	0	0	0	1.5	0	0	0	0	26	0	0.5	0	0	0	4	0	0	0	0	0	8	1	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	145	"AWI"	145	5510	6425	5923	0	0	1.03626943005181	0	0	0.518134715025907	0	0	36.7875647668394	0	0	0	0	0	0	0	12.4352331606218	0	1.55440414507772	0	0	0	0	0.518134715025907	0	0	0	0	0	0	0	0	0	0	4.66321243523316	0	0	0	0	3.10880829015544	0	0	0	0.518134715025907	26.4248704663212	0	0	0	0	0	4.14507772020725	0	0	0	0	0.518134715025907	5.18134715025907	2.59067357512953	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	150	"AWI"	150	5642	6639	6088	0	0	0.925925925925926	0	0.462962962962963	0	0.462962962962963	0	46.2962962962963	0	0	0	0	0	0	0	13.4259259259259	0	0.925925925925926	0	0	0	0	1.38888888888889	0.462962962962963	0	0	0	0	0	0	1.85185185185185	0.462962962962963	0.462962962962963	4.62962962962963	0	0	0	0	0.462962962962963	0	0	0	0.925925925925926	17.5925925925926	0	0.462962962962963	0	0	0	0.462962962962963	0	0.462962962962963	0.462962962962963	0	0	6.48148148148148	0.925925925925926	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	155	"AWI"	155	5764	6858	6252	0	0	1.79372197309417	0	0	0	0	0	55.6053811659193	0	0	0	0	0	0	0	11.2107623318386	0	0.896860986547085	0	0	0	0	0.896860986547085	0	0	0	0	0	0	0	0.448430493273543	0	0	1.34529147982063	0	0.448430493273543	0	0	1.79372197309417	0	0	0	1.79372197309417	17.4887892376682	0	0	0	0	0	0.448430493273543	0	0	0	0	0	5.38116591928251	0.448430493273543	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	160	"AWI"	160	5898	7066	6420	0	0	0.383141762452107	0	0.383141762452107	0	0	0	25.2873563218391	0	0	0.383141762452107	0	0	0	0	31.8007662835249	0	3.06513409961686	0	0	0	0	0	0	0	0	0	0	0	0	0.383141762452107	0	0	3.06513409961686	0	0	0	0	1.91570881226054	0	0	0	0	25.6704980842912	0	0	0	0	0	1.91570881226054	0	0	0.383141762452107	0	0	4.98084291187739	0.383141762452107	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	165	"AWI"	165	6031	7250	6580	0	0.348432055749129	0.348432055749129	0	0.348432055749129	0	0	0	26.1324041811847	0	0	0.348432055749129	0	0	0	0	31.7073170731707	0	1.74216027874564	0	0	0	0	0.348432055749129	0	0	0	0	0	0	0	0.348432055749129	0	0	3.13588850174216	0	0	0	0	1.04529616724739	0	0	0	0	26.8292682926829	0	0	0	0	0	0.348432055749129	0	0.348432055749129	0	0	0	3.48432055749129	2.78745644599303	0	0	0.348432055749129
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	170	"AWI"	170	6158	7447	6742	0	0.425531914893617	0	0	0.851063829787234	0.425531914893617	0	0	31.4893617021277	0	0	0.425531914893617	0	0	0	0	23.8297872340426	0	2.97872340425532	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425531914893617	0.425531914893617	2.5531914893617	0	0	0	0	2.12765957446809	0	0	0	0.425531914893617	22.9787234042553	0	0.425531914893617	0	0	0	1.27659574468085	0.425531914893617	0	0.425531914893617	0	0	6.38297872340426	1.70212765957447	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	175	"AWI"	175	6293	7645	6903	0	0	0.4149377593361	0	0.4149377593361	0.4149377593361	0.4149377593361	0	30.2904564315353	0.4149377593361	0	0.4149377593361	0	0	0	0	27.8008298755187	0	2.9045643153527	0	0	0	0	0.4149377593361	0	0	0	0	0	0	0	0	0	0	4.9792531120332	0	0	0	0	2.4896265560166	0	0	0	0.4149377593361	20.3319502074689	0	0.4149377593361	0	0	0	1.2448132780083	0.4149377593361	0	0	0	0	3.3195020746888	2.0746887966805	0	0	0.4149377593361
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	180	"AWI"	180	6431	7836	7072	0	0	0.273224043715847	0	0.546448087431694	0.273224043715847	0.273224043715847	0	20.2185792349727	0.273224043715847	0	0.273224043715847	0	0	0	0	45.0819672131148	0	0.819672131147541	0	0	0	0	0	0	0.273224043715847	0	0	0	0.273224043715847	0	0	0	0	4.6448087431694	0	0	0	0	0.546448087431694	0	0	0	0	23.224043715847	0	0.273224043715847	0	0	0.273224043715847	0.273224043715847	0.273224043715847	0	0.546448087431694	0	0	0.273224043715847	1.09289617486339	0	0	0
16276	25230	"Tourbière de Chabannes"	45.64917	2.31056	182	"AWI"	182	6483	7914	7133	0	0	0.33003300330033	0	0.66006600660066	0	0	0	18.8118811881188	0	0	0	0	0	0	0	53.4653465346535	0	1.65016501650165	0	0	0	0	0.33003300330033	0	0	0	0	0	0	0	0	0	0	2.97029702970297	0	0	0	0	0.99009900990099	0	0	0	0	19.1419141914191	0	0	0	0	0	0.99009900990099	0	0	0	0	0	0.33003300330033	0.33003300330033	0	0	0
