"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Betula"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Rumex"	"Salix"	"Tilia"	"Ulmus"
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	365	"AWI"	365	6050	6493	6271	40	0	0	0	5	4	0	0	1	0	0	48	222	7	0	3	0	0	7	18
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	375	"AWI"	375	6131	6610	6370	46	0	0	0	14	10	0	0	2	0	0	39	213	16	0	0	0	0	6	17
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	385	"AWI"	385	6195	6719	6454	70	0	0	0	17	2	0	0	0	0	0	89	270	11	0	1	0	3	12	26
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	395	"AWI"	395	6238	6898	6524	34	0	1	0	17	6	0	0	0	0	0	99	226	13	0	4	0	1	7	15
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	405	"AWI"	405	6332	7073	6618	60	0	0	0	29	3	0	0	0	0	1	146	270	26	0	7	0	0	12	29
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	415	"AWI"	415	6531	7137	6780	47	0	1	0	27	13	0	0	0	0	0	61	224	20	0	3	0	0	3	28
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	425	"AWI"	425	6656	7230	6948	39	0	0	0	16	4	0	0	0	0	0	86	307	11	0	3	0	1	7	16
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	435	"AWI"	435	6744	7415	7101	54	0	1	0	19	2	0	0	0	0	0	39	228	14	0	4	0	0	5	23
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	445	"AWI"	445	6977	7529	7270	34	0	1	0	13	6	0	0	1	0	1	70	292	10	0	1	0	0	9	17
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	455	"AWI"	455	7122	7705	7440	33	0	0	0	14	1	0	0	1	0	0	63	240	12	0	2	0	0	4	26
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	465	"AWI"	465	7226	7965	7602	50	0	1	0	27	7	0	0	0	0	0	58	309	30	0	4	0	0	7	39
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	475	"AWI"	475	7359	8141	7744	40	0	0	0	22	2	0	0	2	0	0	30	233	10	0	3	0	1	7	34
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	485	"AWI"	485	7486	8252	7876	42	0	0	0	20	3	0	0	1	0	0	45	310	16	0	2	0	1	13	44
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	495	"AWI"	495	7566	8434	8002	56	0	0	0	27	2	0	0	1	0	0	8	220	22	1	2	0	1	5	40
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	505	"AWI"	505	7659	8632	8121	46	0	0	0	10	4	0	0	1	0	0	18	316	19	0	1	0	0	7	30
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	515	"AWI"	515	7852	8686	8234	54	0	0	0	19	2	0	0	0	0	0	14	211	22	0	2	0	0	15	35
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	525	"AWI"	525	7981	8766	8352	53	0	0	0	16	3	0	0	0	0	0	21	310	31	1	4	0	0	9	49
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	535	"AWI"	535	8052	8912	8470	75	0	1	0	21	2	0	0	0	0	0	6	240	25	0	1	0	1	10	32
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	545	"AWI"	545	8175	8976	8577	83	0	0	0	24	4	0	0	0	0	0	12	244	25	0	1	0	4	9	29
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	555	"AWI"	555	8265	9058	8680	70	0	0	0	13	3	0	0	1	0	1	8	215	24	0	1	0	0	9	18
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	565	"AWI"	565	8333	9187	8783	15	0	15	0	5	1	0	0	0	0	0	17	280	4	0	0	0	0	3	3
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	575	"AWI"	575	8452	9287	8880	55	0	0	0	7	2	0	0	0	0	0	3	180	15	0	1	0	1	8	11
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	585	"AWI"	585	8590	9338	8981	80	0	1	0	14	5	0	0	0	0	0	5	290	32	0	1	0	4	5	20
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	595	"AWI"	595	8673	9411	9084	46	0	1	0	7	4	0	0	0	0	0	7	212	24	0	1	0	1	3	8
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	605	"AWI"	605	8765	9511	9184	22	0	0	79	7	2	0	0	0	0	0	16	330	17	0	1	0	0	2	4
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	625	"AWI"	625	8979	9700	9373	49	0	0	0	6	2	0	0	1	0	0	4	210	27	0	2	0	1	3	12
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	635	"AWI"	635	9036	9860	9461	58	0	1	0	8	3	0	0	1	0	0	5	207	38	1	0	0	2	2	15
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	645	"AWI"	645	9167	9936	9557	38	0	1	0	8	3	0	0	0	0	0	4	220	24	0	1	0	3	0	6
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	655	"AWI"	655	9264	10003	9656	64	0	0	0	11	2	0	0	0	0	0	3	311	26	0	1	0	3	1	17
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	665	"AWI"	665	9337	10106	9754	50	0	0	0	9	1	0	0	0	0	0	1	210	25	0	1	0	1	1	10
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	675	"AWI"	675	9484	10203	9862	80	1	1	0	12	3	0	0	0	0	0	3	290	45	0	0	0	2	0	20
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	685	"AWI"	685	9654	10286	9984	34	0	0	0	13	3	0	0	1	0	0	1	270	26	0	0	0	2	1	6
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	695	"AWI"	695	9763	10408	10116	30	0	0	0	4	4	0	0	1	0	0	2	253	23	0	1	0	1	1	5
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	705	"AWI"	705	9879	10587	10246	32	1	4	0	14	5	0	0	0	0	0	1	130	60	0	1	0	9	0	12
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	715	"AWI"	715	10152	10726	10438	15	1	3	279	5	0	0	0	1	0	1	1	187	62	0	1	1	2	0	7
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	725	"AWI"	725	10304	10985	10632	14	0	1	0	7	2	0	0	1	0	0	0	345	40	0	0	0	1	0	5
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	735	"AWI"	735	10382	11317	10825	2	0	1	148	5	6	0	0	1	0	1	1	110	48	0	1	0	4	0	3
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	745	"AWI"	745	10639	11502	11036	8	2	1	241	8	3	0	0	0	0	0	0	193	60	0	0	0	6	0	8
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	755	"AWI"	755	10828	11731	11249	4	0	1	194	6	9	0	0	0	0	0	1	133	75	0	0	0	2	0	7
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	765	"AWI"	765	10916	12025	11438	0	1	4	281	6	3	0	0	1	0	0	0	79	80	0	0	0	8	0	3
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	775	"AWI"	775	11037	12250	11588	1	1	1	286	12	10	0	0	1	0	0	0	167	69	0	1	0	5	1	11
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	785	"AWI"	785	11158	12307	11689	0	1	2	244	7	2	0	0	1	0	0	1	260	66	0	0	0	2	0	13
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	805	"AWI"	805	11314	12474	11886	2	0	4	282	3	7	0	0	0	0	0	0	131	78	0	0	0	4	0	6
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	815	"AWI"	815	11406	12546	11973	0	1	5	269	2	5	0	0	0	0	0	0	140	90	0	0	0	2	0	2
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	845	"AWI"	845	11601	12875	12233	0	0	3	231	0	9	0	0	0	0	1	0	106	103	0	0	0	1	0	0
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	855	"AWI"	855	11672	13008	12323	3	0	5	0	1	0	0	0	1	0	0	1	114	89	0	0	0	0	0	0
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	865	"AWI"	865	11719	13162	12404	2	2	6	182	1	9	0	0	2	0	0	5	116	105	1	0	0	6	0	1
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	875	"AWI"	875	11777	13301	12486	2	1	6	227	1	2	0	1	2	0	0	7	91	98	0	0	1	6	0	1
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	885	"AWI"	885	11861	13406	12573	6	5	6	229	0	10	1	1	7	0	0	6	106	137	0	0	1	6	0	2
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	895	"AWI"	895	11922	13548	12653	8	6	9	161	2	10	0	1	1	0	0	2	50	58	0	0	0	6	0	1
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	905	"AWI"	905	11978	13700	12736	29	9	25	200	3	14	0	0	9	0	1	1	35	77	0	0	1	11	0	3
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	915	"AWI"	915	12064	13817	12818	32	11	29	152	6	28	0	0	5	0	0	5	78	27	2	0	0	12	1	1
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	925	"AWI"	925	12131	13944	12889	51	19	42	204	10	17	0	0	17	0	2	3	31	19	0	0	0	12	0	1
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	935	"AWI"	935	12184	14116	12970	23	10	18	121	7	15	0	2	2	0	2	8	34	12	0	0	0	3	0	0
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	945	"AWI"	945	12269	14243	13051	52	24	31	185	8	21	0	0	5	0	4	8	66	16	0	0	0	5	0	0
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	955	"AWI"	955	12349	14322	13128	44	18	36	184	11	28	0	0	5	0	5	7	50	10	0	1	0	2	0	1
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	965	"AWI"	965	12419	14456	13208	37	6	17	112	6	10	0	1	8	0	0	12	42	14	0	0	0	3	0	0
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	975	"AWI"	975	12484	14602	13288	63	8	23	157	20	13	0	1	11	0	1	12	51	22	0	0	0	1	0	0
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	985	"AWI"	985	12592	14694	13367	41	13	36	129	14	17	0	0	9	0	3	15	46	16	0	1	0	3	1	2
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	995	"AWI"	995	12646	14812	13444	67	10	36	171	22	16	0	0	7	0	2	10	47	18	0	2	1	4	1	0
3494	46514	"Vishnevskoe Lake"	60.50222	29.51694	1005	"AWI"	1005	12707	14959	13523	53	5	20	127	14	8	0	0	3	0	2	6	26	24	0	2	0	2	0	0
