"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Geraniaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Staphylea"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16151	24964	"Watten"	50.83361	2.21333	1965	"AWI"	1965	8194	9021	8655	0	14	26	6	2	4	0	8	0	0	1	0	0	0	153	19	0	0	0	0	0	0	0	0	0	0	0	0	1	28	0	0	0	0	0	0	35	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	22	0	0	0
16151	24964	"Watten"	50.83361	2.21333	1991	"AWI"	1991	8227	9054	8697	0	8	32	1	1	1	0	19	0	0	0	0	0	0	149	28	0	0	0	0	1	0	0	0	0	1	0	0	0	18	0	0	0	0	0	0	35	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	13	0	1	0
16151	24964	"Watten"	50.83361	2.21333	2016	"AWI"	2016	8258	9091	8736	0	5	41	3	1	1	0	12	0	0	0	0	0	0	166	21	0	0	0	0	1	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	46	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	25	0	1	0
16151	24964	"Watten"	50.83361	2.21333	2042	"AWI"	2042	8324	9131	8787	1	10	34	1	1	1	0	26	0	0	0	1	0	0	172	32	0	0	0	0	2	0	0	0	0	0	0	0	1	19	0	1	0	0	0	0	49	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	34	1	1	0
16151	24964	"Watten"	50.83361	2.21333	2067	"AWI"	2067	8384	9166	8844	0	5	24	1	1	1	0	12	0	0	0	0	0	0	164	37	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	1	0	0	0	0	26	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	16	0	1	0
16151	24964	"Watten"	50.83361	2.21333	2113	"AWI"	2113	8489	9258	8953	0	3	19	1	2	1	0	16	0	0	0	0	0	0	122	29	0	0	0	0	0	0	0	0	0	1	0	0	0	10	0	1	0	0	0	1	23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	26	0	1	0
16151	24964	"Watten"	50.83361	2.21333	2138	"AWI"	2138	8615	9287	9009	0	5	12	2	1	1	0	18	0	0	0	0	0	0	188	44	0	0	0	0	0	0	1	0	0	1	0	0	0	25	0	1	0	0	0	0	26	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	21	0	0	0
16151	24964	"Watten"	50.83361	2.21333	2164	"AWI"	2164	8699	9321	9067	0	3	10	1	1	1	0	22	0	0	0	0	0	0	247	25	0	0	0	0	1	1	1	0	0	0	0	0	0	18	0	1	0	0	0	0	32	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	2	0	16	0	0	0
16151	24964	"Watten"	50.83361	2.21333	2189	"AWI"	2189	8780	9374	9130	0	6	27	1	4	1	0	11	0	0	0	0	0	0	212	35	0	0	0	0	1	0	1	0	0	0	0	0	0	14	0	1	0	0	0	0	71	1	2	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	0	25	0	0	0
16151	24964	"Watten"	50.83361	2.21333	2224	"AWI"	2224	9064	9472	9277	0	4	2	9	3	1	0	14	0	2	1	1	0	0	246	102	0	0	0	0	0	0	0	0	1	1	0	1	0	47	0	0	0	0	0	0	67	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	3	0	38	0	0	0
16151	24964	"Watten"	50.83361	2.21333	2251	"AWI"	2251	9131	9734	9396	0	1	1	3	3	1	0	7	0	0	8	0	0	0	228	66	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	62	1	0	0	0	0	0	2	0	3	0	0	0	0	0	0	1	1	0	58	0	5	0
16151	24964	"Watten"	50.83361	2.21333	2278	"AWI"	2278	9251	9995	9541	0	1	1	1	1	1	0	3	0	0	0	0	0	0	122	38	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	27	0	1	0
16151	24964	"Watten"	50.83361	2.21333	2304	"AWI"	2304	9397	10135	9789	0	0	0	5	1	1	0	5	0	0	0	0	0	0	141	55	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	27	0	0	0
16151	24964	"Watten"	50.83361	2.21333	2331	"AWI"	2331	9503	10334	10077	0	0	0	2	0	7	0	9	0	0	0	0	0	0	171	33	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	1	0
