"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3381	4383	"Rotsee"	47.07556	8.32556	730	"AWI"	730	10709	11625	11103	0	0	2	0	3	0	26	0	203	0	0	0	0	0	0	0	0	1	21	2	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	367	0	0	0	0	0	2	0	0	4	2	4	0	0	0	1	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	732.5	"AWI"	732.5	10717.5	11644.5	11112.5	0	0	0	0	7	0	9	0	123	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	279	0	0	0	1	1	5	0	0	3	3	5	0	0	0	4	0	0	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	735	"AWI"	735	10727	11663	11122	0	0	0	5	5	0	15	0	194	0	0	1	0	0	0	0	1	0	11	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	346	0	0	0	0	1	1	0	0	2	5	1	0	0	0	0	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	737.5	"AWI"	737.5	10735	11675.5	11131	0	0	0	1	7	0	11	0	64	0	0	1	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	416	0	0	0	0	1	2	0	0	1	6	2	0	0	0	2	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	740	"AWI"	740	10744	11696	11139	0	0	2	3	7	0	32	0	170	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	475	0	0	0	0	0	3	0	0	1	0	3	0	0	0	2	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	742.5	"AWI"	742.5	10750.5	11723.5	11146.5	0	0	1	1	1	0	16	0	48	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	745	"AWI"	745	10756	11742	11155	0	0	1	1	10	0	25	0	94	1	0	1	0	0	0	0	3	0	21	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	566	0	0	0	0	0	3	0	0	1	6	0	0	0	0	0	0	0	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	747.5	"AWI"	747.5	10762.5	11756	11165	0	0	0	2	3	0	12	0	81	0	0	0	0	0	0	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	351	0	0	0	1	1	2	0	0	0	1	4	0	0	0	3	0	0	2	0	0
3381	4383	"Rotsee"	47.07556	8.32556	750	"AWI"	750	10766	11774	11173	0	0	0	3	3	0	23	0	163	0	0	0	0	0	0	0	0	0	15	1	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	422	0	0	0	0	1	4	0	0	3	5	5	0	0	1	1	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	752.5	"AWI"	752.5	10769.5	11789	11182.5	0	0	0	0	6	0	21	0	110	0	0	0	0	0	0	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	388	0	0	0	1	1	5	0	0	2	2	2	0	0	0	4	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	755	"AWI"	755	10774	11806	11193	0	0	1	3	6	0	22	0	155	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	328	0	0	0	0	0	3	0	0	0	7	1	0	0	0	2	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	757.5	"AWI"	757.5	10779.5	11820.5	11202	0	0	0	2	8	0	10	0	78	1	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	416	0	0	0	0	0	1	0	0	1	2	4	0	0	0	1	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	760	"AWI"	760	10791	11828	11210	0	0	0	1	12	0	17	0	103	0	0	0	0	0	0	0	0	1	23	0	0	0	0	0	0	0	0	1	0	0	10	0	0	1	0	0	0	440	0	0	0	0	0	2	0	0	1	3	1	0	0	0	2	0	0	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	762.5	"AWI"	762.5	10799.5	11835.5	11217.5	0	0	0	2	7	0	17	0	193	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	339	0	0	0	1	0	2	0	0	1	3	2	0	0	0	2	0	0	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	765	"AWI"	765	10807	11849	11226	0	0	0	1	11	0	14	0	74	0	0	0	0	0	0	0	0	0	17	1	0	1	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	465	0	0	0	0	0	2	0	0	1	7	6	0	0	0	2	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	767.5	"AWI"	767.5	10815	11866	11235	0	0	0	0	4	0	2	0	55	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	462	0	0	0	4	0	0	0	0	3	1	1	0	0	0	2	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	770	"AWI"	770	10825	11885	11245	0	0	1	0	1	0	10	0	243	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	542	0	0	0	0	0	1	0	0	0	7	2	0	0	0	0	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	772.5	"AWI"	772.5	10833	11900.5	11253.5	0	0	0	0	1	0	5	0	253	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	235	0	0	0	1	0	1	0	0	2	2	8	0	0	0	0	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	775	"AWI"	775	10839	11912	11262	0	0	0	0	4	0	5	0	307	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	356	0	0	0	0	0	0	0	0	2	5	9	0	0	0	1	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	776.5	"AWI"	776.5	10843.5	11920.5	11268	0	0	0	0	4	0	3	0	240	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	295	0	0	0	0	0	3	0	0	1	4	5	0	0	0	0	0	0	3	0	0
3381	4383	"Rotsee"	47.07556	8.32556	777.5	"AWI"	777.5	10846.5	11926	11272	0	0	0	1	2	0	5	0	263	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	332	0	0	0	1	0	2	0	0	2	0	2	0	0	0	2	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	780	"AWI"	780	10851	11943	11281	0	0	0	1	0	0	6	0	210	0	0	0	0	0	0	0	1	0	10	2	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	429	0	0	0	0	0	0	0	0	2	6	4	0	0	0	0	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	782.5	"AWI"	782.5	10855.5	11967.5	11288.5	0	0	0	0	2	0	0	0	210	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	384	0	0	0	1	0	2	0	0	0	0	2	0	0	0	1	0	0	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	785	"AWI"	785	10862	11979	11297	0	0	0	0	2	0	5	0	384	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	327	0	0	0	1	0	1	0	0	1	1	5	0	0	0	2	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	787.5	"AWI"	787.5	10867.5	11993.5	11306	0	0	0	0	5	0	5	0	281	0	0	0	0	0	0	0	2	0	13	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	349	0	0	0	0	0	1	0	0	0	3	8	0	0	0	0	0	0	4	0	0
3381	4383	"Rotsee"	47.07556	8.32556	790	"AWI"	790	10874	12005	11315	0	0	0	0	2	0	3	0	396	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0	5	0	1	0	0	0	0	239	0	0	0	0	0	1	0	0	1	3	6	0	0	0	0	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	800	"AWI"	800	10893	12078	11348	0	0	0	0	4	0	9	0	410	0	0	0	0	0	0	0	0	0	23	3	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	116	0	0	0	0	2	2	0	0	1	3	19	0	0	0	0	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	812	"AWI"	812	10937	12171	11393	0	0	0	0	8	0	27	0	539	0	0	0	0	0	0	0	1	0	24	1	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	2	8	36	0	0	0	4	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	814.5	"AWI"	814.5	10943	12186	11404	0	0	0	0	6	0	17	0	425	0	0	0	0	0	0	0	3	0	25	16	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	3	4	30	0	0	0	8	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	817.5	"AWI"	817.5	10952.5	12216	11414	0	0	0	0	3	0	14	0	65	0	0	1	0	0	0	0	6	0	21	13	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	2	2	27	0	0	0	8	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	820	"AWI"	820	10958	12229	11424	0	0	0	2	4	0	35	0	112	2	0	0	0	0	0	0	11	0	61	1	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	7	0	0	0	0	0	6	0	0	7	9	43	0	0	0	12	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	825	"AWI"	825	10971	12271	11441	0	0	0	6	10	0	69	0	145	3	0	0	0	0	0	0	24	0	68	0	0	0	0	0	0	0	1	0	0	0	36	0	0	0	0	0	0	15	0	0	0	0	0	1	0	0	3	8	6	0	0	2	18	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	830	"AWI"	830	10982	12308	11462	0	0	0	4	3	0	77	0	118	1	0	0	0	0	0	0	30	0	84	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	3	5	13	0	0	1	13	0	0	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	840	"AWI"	840	11000	12384	11497	0	0	0	10	3	0	63	0	108	2	0	0	0	0	0	0	31	0	67	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	3	3	7	0	0	1	18	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	850	"AWI"	850	11034	12453	11529	0	0	0	9	3	0	112	0	59	1	0	1	0	0	3	0	53	0	107	0	3	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	10	0	0	4	4	12	0	0	6	12	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	860	"AWI"	860	11068	12506	11563	0	0	0	13	2	0	108	0	9	1	0	0	0	0	0	0	38	0	92	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	3	0	0	3	7	9	0	0	2	8	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	870	"AWI"	870	11097	12588	11600	1	0	0	11	1	0	45	0	11	1	0	0	0	0	5	0	14	0	48	0	3	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	1	19	0	0	0	0	0	5	0	0	4	6	7	0	0	0	2	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	880	"AWI"	880	11118	12660	11635	1	0	1	3	0	0	10	0	7	0	0	0	0	0	0	0	5	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	3	0	0	2	1	1	0	0	0	3	0	0	1	0	0
3381	4383	"Rotsee"	47.07556	8.32556	900	"AWI"	900	11193	12791	11703	1	0	0	1	0	0	6	0	2	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	3	1	0	0	0	0	1	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	920	"AWI"	920	11250	12908	11778	0	0	0	2	0	0	5	0	3	0	0	0	0	0	0	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	940	"AWI"	940	11325	13010	11847	1	0	1	9	0	0	21	0	5	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	4	0	0	5	2	1	0	0	0	3	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	960	"AWI"	960	11384	13117	11918	0	0	0	9	0	0	16	0	5	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	1	4	1	0	0	1	1	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	980	"AWI"	980	11467	13239	11985	0	0	3	7	0	0	43	0	15	0	0	0	0	0	0	0	2	0	23	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	6	0	0	4	2	3	0	0	0	2	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	1000	"AWI"	1000	11525	13410	12060	2	0	0	9	0	0	57	0	8	0	0	0	0	0	0	0	4	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	16	0	0	0	0	0	12	0	0	1	3	1	0	0	0	4	1	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	1020	"AWI"	1020	11598	13529	12122	1	0	0	14	0	0	55	0	7	1	0	0	0	0	0	0	3	0	30	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	0	0	0	0	0	13	0	0	2	0	0	0	0	0	4	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	1040	"AWI"	1040	11664	13702	12192	1	0	0	11	0	0	38	0	8	0	0	0	0	0	0	0	3	0	20	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	41	0	0	0	0	0	11	0	0	0	4	2	0	0	0	3	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	1060	"AWI"	1060	11737	13844	12261	1	0	0	12	0	0	28	0	4	2	0	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	9	0	0	1	0	1	0	0	0	1	0	0	0	0	0
3381	4383	"Rotsee"	47.07556	8.32556	1080	"AWI"	1080	11814	13942	12333	2	0	0	5	1	0	13	0	4	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	1	1	1
