"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acacia"	"Acer"	"Alnus"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Calceolariaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Indeterminable"	"Iridaceae"	"Juglans"	"Juncaceae"	"Juniperus"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Portulacaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Taxus"	"Thymelaeaceae"	"Ulmus"	"Urticaceae"	"Viburnum"
11581	17342	"Cuckoo"	52.0025	-9.5425	285	"AWI"	285	1587	2361	1948	0	2	0	12	0	0	0	0	0	0	57	0	0	0	0	0	2	24	0	3	0	0	0	2	0	0	0	5	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	22	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	289	"AWI"	289	1599	2373	1961	0	2	2	15	0	0	0	0	0	0	31	0	0	0	0	0	0	35	0	0	27	0	0	3	0	0	0	3	0	0	1	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	17	1	0	0	0	0	0	0	0	7	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	293	"AWI"	293	1623	2397	1979	0	0	0	13	0	0	2	0	0	0	53	0	0	0	0	0	0	20	0	0	0	0	0	0	3	0	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	5	0	2	0	0	4	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	297	"AWI"	297	1657	2413	1995	0	0	0	9	0	0	0	0	0	0	54	0	0	0	0	0	0	22	0	0	0	0	0	0	2	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	2	0	1	0	0	0	0	4	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	301	"AWI"	301	1685	2428	2010	0	0	0	7	0	0	0	0	0	0	41	0	0	0	0	0	0	28	0	0	0	0	0	0	3	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	15	0	0	0	3	0	0	0	0	9	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	350	"AWI"	350	2022	2632	2208	0	0	1	10	1	0	2	0	0	0	62	0	1	0	0	0	0	18	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	13	0	0	0	2	0	0	0	0	1	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	351	"AWI"	351	2032	2637	2212	1	0	0	5	0	0	2	0	0	0	46	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	19	0	0	0	5	0	0	0	0	4	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	352	"AWI"	352	2039	2640	2216	1	0	0	6	0	0	1	0	0	0	46	0	0	0	0	0	0	15	5	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	23	0	0	0	4	0	0	0	0	3	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	353	"AWI"	353	2048	2644	2220	1	0	0	8	0	0	0	0	0	0	43	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	28	0	0	0	1	0	0	0	0	2	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	354	"AWI"	354	2053	2646	2224	0	0	0	8	0	0	2	0	0	0	60	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	22	1	0	0	4	0	0	0	0	2	1	0
11581	17342	"Cuckoo"	52.0025	-9.5425	356	"AWI"	356	2066	2654	2233	1	0	0	12	1	0	0	0	0	0	49	0	0	0	0	0	0	23	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	20	1	0	0	2	0	0	0	0	6	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	360	"AWI"	360	2096	2667	2253	1	0	0	11	0	0	1	0	0	0	34	1	0	0	0	0	0	27	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	14	1	0	0	3	0	0	0	0	8	1	0
11581	17342	"Cuckoo"	52.0025	-9.5425	364	"AWI"	364	2118	2684	2274	0	0	0	10	0	0	0	0	0	0	55	1	0	0	0	0	0	27	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	17	0	0	0	4	0	0	0	0	6	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	368	"AWI"	368	2137	2706	2293	0	0	0	12	0	0	1	0	0	0	53	0	0	0	0	0	0	27	0	0	0	0	0	0	4	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	40	0	0	0	4	0	0	0	0	2	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	372	"AWI"	372	2268	2827	2420	0	0	1	6	0	0	0	0	0	0	54	0	0	0	0	0	0	32	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	44	0	0	0	2	0	0	0	0	2	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	376	"AWI"	376	2523	3056	2670	0	0	0	13	0	0	0	0	0	0	38	0	0	0	0	0	0	19	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	33	0	0	0	5	0	0	0	0	5	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	380	"AWI"	380	2778	3289	2923	0	0	0	11	0	0	0	0	0	0	37	0	0	0	0	0	0	21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	42	0	0	0	4	0	0	0	0	7	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	384	"AWI"	384	3018	3519	3178	1	0	0	5	0	0	0	0	0	0	37	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	52	0	0	0	3	0	1	0	1	5	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	388	"AWI"	388	3249	3751	3433	1	0	0	11	0	0	0	0	0	0	29	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	59	0	0	0	4	0	0	0	0	4	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	392	"AWI"	392	3479	3982	3687	0	0	1	9	0	0	0	0	0	0	53	0	0	0	0	0	0	24	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	58	0	0	0	3	0	0	0	0	5	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	396	"AWI"	396	3708	4223	3939	0	0	0	7	0	0	0	0	0	0	43	0	0	0	0	0	0	19	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	62	0	0	0	1	0	0	0	0	2	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	400	"AWI"	400	3928	4494	4192	0	0	0	9	0	0	0	0	0	0	44	0	0	0	0	0	0	30	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	66	0	0	0	3	0	0	0	0	3	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	404	"AWI"	404	4157	4780	4442	0	0	0	12	0	0	0	0	0	0	54	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	4	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	408	"AWI"	408	4374	5065	4692	0	0	0	8	0	0	1	0	0	0	50	0	0	0	0	0	0	24	0	0	0	0	0	0	5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	61	1	0	0	2	0	0	0	0	6	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	412	"AWI"	412	4595	5191	4861	0	0	0	4	0	0	0	0	0	0	38	0	0	0	0	0	0	18	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	46	0	0	0	0	0	0	55	0	0	0	1	0	0	0	0	8	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	414	"AWI"	414	4704	5211	4920	3	0	0	7	0	0	0	0	0	0	38	0	0	0	0	0	0	20	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	41	0	0	0	1	0	0	0	0	11	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	415	"AWI"	415	4757	5222	4950	3	0	0	16	0	0	0	0	0	0	31	0	0	0	0	0	0	17	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	10	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	416	"AWI"	416	4810	5239	4982	2	0	0	16	0	0	0	0	0	0	39	0	0	0	0	0	0	31	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	5	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	417	"AWI"	417	4859	5261	5014	0	0	0	20	0	0	0	0	0	0	33	0	0	0	0	0	0	32	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	36	0	0	0	2	0	0	1	0	7	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	418	"AWI"	418	4896	5288	5047	0	0	0	6	0	0	0	0	0	0	43	0	0	0	0	0	0	24	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	9	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	419	"AWI"	419	4925	5322	5082	0	0	0	12	0	0	0	0	0	0	45	0	0	0	0	0	0	29	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	3	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	420	"AWI"	420	4947	5363	5120	0	0	0	4	0	0	0	0	0	0	40	1	0	0	0	0	0	24	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	4	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	424	"AWI"	424	5016	5548	5273	0	0	0	10	0	0	0	0	0	0	38	0	0	0	0	0	0	21	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	6	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	428	"AWI"	428	5070	5733	5409	0	0	0	4	0	0	0	0	0	0	33	0	0	0	0	0	0	24	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	45	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	5	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	432	"AWI"	432	5113	5929	5545	0	0	0	2	0	0	0	0	0	0	38	0	0	0	0	0	0	14	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	5	0	2
11581	17342	"Cuckoo"	52.0025	-9.5425	437	"AWI"	437	5155	6210	5718	0	0	0	12	0	0	0	0	0	0	28	0	0	0	0	0	0	17	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	44	0	0	0	0	1	0	0	0	20	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	438	"AWI"	438	5163	6262	5754	0	0	0	14	0	0	0	0	0	0	19	0	0	0	0	0	0	31	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	11	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	439	"AWI"	439	5170	6320	5789	0	0	0	7	0	0	0	0	0	0	19	0	0	0	0	0	0	26	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	12	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	440	"AWI"	440	5175	6378	5825	0	0	0	6	0	0	0	0	0	0	28	0	0	1	0	0	0	27	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	14	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	441	"AWI"	441	5182	6437	5859	0	0	0	10	0	0	0	0	0	0	25	0	0	0	0	0	0	27	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	9	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	442	"AWI"	442	5189	6492	5893	0	0	0	4	0	0	1	0	0	0	23	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	31	0	0	0	1	0	0	44	0	0	0	0	0	0	0	0	9	0	1
11581	17342	"Cuckoo"	52.0025	-9.5425	443	"AWI"	443	5197	6549	5928	0	0	0	4	0	0	0	0	0	0	27	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	30	0	0	0	1	0	0	0	0	15	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	446	"AWI"	446	5223	6729	6030	0	0	0	8	0	0	0	0	0	0	24	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	32	0	0	0	2	0	0	35	0	0	0	0	0	0	0	0	6	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	452	"AWI"	452	5522	6903	6259	0	0	0	8	0	0	0	0	0	0	29	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	57	0	0	0	1	0	0	0	0	9	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	456	"AWI"	456	5862	6931	6433	0	0	0	5	0	0	0	0	0	0	28	0	0	0	0	0	0	32	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	52	0	0	0	2	0	0	0	0	10	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	460	"AWI"	460	6196	6978	6596	0	0	0	9	0	0	0	0	0	0	30	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	1	0	0	37	0	0	0	1	0	0	0	0	3	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	464	"AWI"	464	6510	7050	6766	0	0	0	8	0	0	0	0	0	0	33	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	8	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	468	"AWI"	468	6754	7148	6935	0	0	0	6	0	0	1	0	0	0	31	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	45	0	0	0	0	1	0	32	0	0	0	0	0	0	0	0	12	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	472	"AWI"	472	6865	7383	7118	0	0	0	3	0	0	0	0	0	0	20	0	0	0	0	0	0	26	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	30	0	0	0	1	0	0	0	0	4	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	476	"AWI"	476	6933	7693	7291	1	0	0	4	0	0	0	0	0	0	30	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	11	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	480	"AWI"	480	6967	8032	7460	0	0	0	5	0	0	0	0	0	0	38	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	1	0	0	29	0	0	0	2	0	0	0	0	4	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	484	"AWI"	484	6990	8375	7631	0	0	0	3	0	0	0	0	0	0	21	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	1	0	0	46	0	0	0	0	0	0	0	0	9	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	488	"AWI"	488	7019	8707	7805	0	0	0	3	0	0	0	0	0	0	22	0	0	0	0	0	0	41	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	4	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	492	"AWI"	492	7245	8730	7932	0	0	0	2	0	1	1	0	0	0	19	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	1	0	0	24	0	0	0	0	0	0	0	0	5	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	496	"AWI"	496	7456	8752	8057	0	0	0	2	0	0	0	0	0	0	15	0	0	1	0	0	0	28	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	56	0	0	0	2	0	0	40	0	0	0	0	0	0	0	0	5	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	500	"AWI"	500	7667	8772	8189	0	0	0	5	0	0	1	0	0	0	24	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	51	0	0	0	3	0	0	20	0	0	0	0	0	0	1	0	11	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	504	"AWI"	504	7882	8805	8323	0	0	0	2	0	0	0	0	0	0	24	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	1	3	0	0	0	2	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	25	0	0	0	1	0	0	0	0	7	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	508	"AWI"	508	8087	8857	8450	0	0	0	1	0	0	0	0	0	0	41	0	0	0	0	0	0	43	0	0	0	0	0	0	1	0	1	1	0	0	0	6	0	0	0	0	0	0	0	0	0	43	0	0	0	1	0	0	41	0	0	0	1	0	0	0	0	7	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	512	"AWI"	512	8287	8912	8577	0	0	0	1	0	0	0	0	0	0	24	0	0	0	0	0	0	35	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	35	0	0	0	2	0	0	42	0	0	0	1	0	0	0	0	5	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	516	"AWI"	516	8471	8988	8708	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	40	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	33	0	0	0	1	0	0	0	0	7	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	520	"AWI"	520	8606	9109	8833	0	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	41	0	0	0	0	0	0	2	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	37	0	0	0	1	0	0	42	1	0	0	0	0	0	0	0	10	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	524	"AWI"	524	8701	9269	8964	0	0	0	1	0	0	0	0	0	0	18	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	2	0	0	39	0	0	0	2	0	0	0	0	7	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	528	"AWI"	528	8797	9442	9102	0	0	0	1	0	0	0	0	0	0	18	0	0	0	0	0	0	43	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	1	0	0	47	0	0	0	2	0	0	0	0	11	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	532	"AWI"	532	8988	9575	9271	0	0	0	1	0	0	0	0	0	0	26	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	4	0	0	42	0	0	0	1	0	0	0	0	3	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	536	"AWI"	536	9159	9724	9439	0	0	0	1	0	0	0	0	0	0	23	0	0	0	0	0	0	50	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	5	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	540	"AWI"	540	9317	9899	9605	0	0	0	3	0	0	0	0	0	0	20	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	44	0	0	0	2	0	0	0	0	5	0	0
11581	17342	"Cuckoo"	52.0025	-9.5425	544	"AWI"	544	9451	10098	9773	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	38	0	0	0	1	0	0	0	0	5	0	0
