x,y,species cloglog values
180.0,180.0,0.72965544
181.0,181.0,0.2758423
182.0,182.0,0.30162033
183.0,183.0,0.003523842
184.0,184.0,0.010318368
185.0,185.0,0.39225525
186.0,186.0,0.33237487
187.0,187.0,0.74476
188.0,188.0,0.33361128
189.0,189.0,0.009799126
190.0,190.0,0.4281603
191.0,191.0,0.603832
192.0,192.0,0.0022332321
193.0,193.0,0.6422815
194.0,194.0,6.034002E-4
195.0,195.0,0.73229575
196.0,196.0,0.9003043
197.0,197.0,0.055384506
198.0,198.0,0.0025015068
199.0,199.0,0.0011151263
200.0,200.0,0.021492029
201.0,201.0,0.106703356
202.0,202.0,0.0711097
203.0,203.0,0.8364702
204.0,204.0,0.19486044
205.0,205.0,0.44319856
206.0,206.0,0.5903342
207.0,207.0,0.8824303
208.0,208.0,0.3645077
209.0,209.0,0.01176761
210.0,210.0,0.65701455
211.0,211.0,0.6127346
212.0,212.0,0.65498006
213.0,213.0,0.26271862
214.0,214.0,0.006055014
215.0,215.0,0.03515644
216.0,216.0,0.0044805
217.0,217.0,0.01024392
218.0,218.0,0.07547808
219.0,219.0,0.6807142
220.0,220.0,0.010331016
221.0,221.0,0.33999392
222.0,222.0,0.24093284
223.0,223.0,0.03315015
224.0,224.0,0.3112497
225.0,225.0,0.43918514
226.0,226.0,0.03867837
227.0,227.0,0.022608643
228.0,228.0,0.06053634
229.0,229.0,0.0089043155
230.0,230.0,0.078838594
231.0,231.0,0.79809785
232.0,232.0,0.82946545
233.0,233.0,0.14904557
234.0,234.0,0.0055263382
235.0,235.0,0.37230456
236.0,236.0,0.49413076
237.0,237.0,0.02934716
238.0,238.0,0.7696751
239.0,239.0,0.11043151
240.0,240.0,0.10200842
241.0,241.0,3.0535308E-4
242.0,242.0,0.3721151
243.0,243.0,0.11493677
244.0,244.0,0.50050074
245.0,245.0,0.68741757
246.0,246.0,0.7638445
247.0,247.0,0.8902084
248.0,248.0,0.05485016
249.0,249.0,0.0044145472
250.0,250.0,0.6010541
251.0,251.0,0.027710747
252.0,252.0,4.5308383E-4
253.0,253.0,0.14787072
254.0,254.0,0.7539894
255.0,255.0,0.36368316
256.0,256.0,0.7281771
257.0,257.0,0.45573068
258.0,258.0,0.7319568
259.0,259.0,0.81513244
260.0,260.0,0.14034617
261.0,261.0,0.79179037
262.0,262.0,0.07035334
263.0,263.0,0.008156311
264.0,264.0,0.08248973
265.0,265.0,0.12030609
266.0,266.0,0.07914204
267.0,267.0,0.08656446
268.0,268.0,0.47386324
269.0,269.0,0.1815646
270.0,270.0,0.6315971
271.0,271.0,0.005667644
272.0,272.0,0.21851857
273.0,273.0,0.6906709
274.0,274.0,0.021278271
275.0,275.0,0.030297725
276.0,276.0,0.024858585
277.0,277.0,0.75895727
278.0,278.0,0.006279384
279.0,279.0,0.093192406
280.0,280.0,0.8471094
281.0,281.0,0.09475502
282.0,282.0,0.012583845
283.0,283.0,0.22904658
284.0,284.0,0.5688107
285.0,285.0,0.2167987
286.0,286.0,0.008832635
287.0,287.0,0.19144855
288.0,288.0,0.15275517
289.0,289.0,0.19044577
290.0,290.0,0.286323
291.0,291.0,0.0016596733
292.0,292.0,0.8019851
293.0,293.0,0.0050209896
294.0,294.0,0.023882743
295.0,295.0,0.17605916
296.0,296.0,0.04148698
297.0,297.0,0.0057636565
298.0,298.0,0.5118033
299.0,299.0,0.028076807
300.0,300.0,0.4799847
301.0,301.0,0.65913963
302.0,302.0,0.7647866
303.0,303.0,0.7725597
304.0,304.0,0.60893416
305.0,305.0,0.7065723
306.0,306.0,0.8504862
307.0,307.0,0.06578228
308.0,308.0,0.45988613
309.0,309.0,0.13142492
310.0,310.0,0.79969347
311.0,311.0,0.51296014
312.0,312.0,0.5406993
313.0,313.0,0.022251196
314.0,314.0,0.71209
315.0,315.0,0.037107807
316.0,316.0,0.06970511
317.0,317.0,0.31388766
318.0,318.0,0.36231944
319.0,319.0,0.78876024
320.0,320.0,0.5267857
321.0,321.0,0.010537995
322.0,322.0,0.5748385
323.0,323.0,0.25091678
324.0,324.0,0.031903233
325.0,325.0,7.168806E-4
326.0,326.0,0.7009297
327.0,327.0,0.3137637
328.0,328.0,0.4513857
329.0,329.0,0.34951213
330.0,330.0,0.12498528
331.0,331.0,0.01228301
332.0,332.0,0.54572165
333.0,333.0,0.468614
334.0,334.0,0.41215986
335.0,335.0,0.32030302
336.0,336.0,0.0049272473
337.0,337.0,0.0067551606
338.0,338.0,0.0256724
339.0,339.0,0.75113446
340.0,340.0,0.7413906
341.0,341.0,0.7544392
342.0,342.0,0.2038129
343.0,343.0,0.11413509
344.0,344.0,0.6596267
345.0,345.0,0.07314625
346.0,346.0,0.023055635
347.0,347.0,0.030775145
348.0,348.0,0.7993414
349.0,349.0,0.705911
350.0,350.0,0.011306717
351.0,351.0,0.122279406
352.0,352.0,0.28426072
353.0,353.0,0.28363848
354.0,354.0,0.8268112
355.0,355.0,0.64981496
356.0,356.0,0.054313473
357.0,357.0,0.6671573
358.0,358.0,0.051328648
359.0,359.0,0.1707923
360.0,360.0,0.59249866
361.0,361.0,0.013822813
362.0,362.0,0.008492551
363.0,363.0,0.13262184
364.0,364.0,0.8214675
365.0,365.0,0.028269755
366.0,366.0,0.6065631
367.0,367.0,0.0036448452
368.0,368.0,0.26952773
369.0,369.0,0.4508627
370.0,370.0,0.04328781
371.0,371.0,0.55952114
372.0,372.0,6.725198E-4
373.0,373.0,0.08137443
374.0,374.0,0.008889454
375.0,375.0,0.003323736
376.0,376.0,0.41116533
377.0,377.0,0.00881697
378.0,378.0,0.37403625
379.0,379.0,0.23318885
380.0,380.0,0.20497857
381.0,381.0,0.3130457
382.0,382.0,0.0906621
383.0,383.0,0.80041015
384.0,384.0,0.002920259
385.0,385.0,0.011926931
386.0,386.0,0.8795091
387.0,387.0,0.022947483
388.0,388.0,0.0026487734
389.0,389.0,0.8435372
390.0,390.0,0.002242191
391.0,391.0,0.019657563
392.0,392.0,0.0028557428
393.0,393.0,0.23921229
394.0,394.0,0.016667794
395.0,395.0,0.16896714
396.0,396.0,0.5406525
397.0,397.0,0.3843554
398.0,398.0,0.013159468
399.0,399.0,0.07054862
400.0,400.0,0.018335177
401.0,401.0,0.7829883
402.0,402.0,0.014432584
403.0,403.0,0.021601003
404.0,404.0,0.84411126
405.0,405.0,4.421505E-4
406.0,406.0,9.022458E-4
407.0,407.0,0.3902556
408.0,408.0,0.14517869
409.0,409.0,0.016723737
410.0,410.0,0.47208184
411.0,411.0,6.0029305E-4
412.0,412.0,0.02015547
413.0,413.0,0.5460276
414.0,414.0,0.8813979
415.0,415.0,0.01914442
416.0,416.0,0.6432216
417.0,417.0,0.0023569888
418.0,418.0,0.0020723778
419.0,419.0,0.81545717
420.0,420.0,0.01988575
421.0,421.0,0.0015831932
422.0,422.0,0.7172122
423.0,423.0,0.012849939
424.0,424.0,0.6551813
425.0,425.0,0.25680262
426.0,426.0,0.7312833
427.0,427.0,0.008495181
428.0,428.0,0.06388849
429.0,429.0,0.35106727
430.0,430.0,0.014858572
431.0,431.0,0.011315409
432.0,432.0,0.7276373
433.0,433.0,0.0063632573
434.0,434.0,0.75085294
435.0,435.0,0.021756353
436.0,436.0,0.74256533
437.0,437.0,0.41240695
438.0,438.0,0.0013787053
439.0,439.0,0.055471934
440.0,440.0,0.8833478
441.0,441.0,0.038306706
442.0,442.0,0.09410073
443.0,443.0,0.01059996
444.0,444.0,0.77488023
445.0,445.0,0.84898573
446.0,446.0,0.06813187
447.0,447.0,0.4750476
448.0,448.0,0.016584372
449.0,449.0,0.6653456
450.0,450.0,0.36563995
451.0,451.0,0.0020994747
452.0,452.0,0.0020797271
453.0,453.0,0.20382161
454.0,454.0,0.010018467
455.0,455.0,0.0025658535
456.0,456.0,0.0012209247
457.0,457.0,0.029938657
458.0,458.0,0.71574235
459.0,459.0,0.25007886
460.0,460.0,0.15577759
461.0,461.0,0.050402127
462.0,462.0,0.59761655
463.0,463.0,0.8447701
464.0,464.0,0.0010616515
465.0,465.0,0.054976087
466.0,466.0,0.07613141
467.0,467.0,0.21777354
468.0,468.0,0.557508
469.0,469.0,0.08244487
470.0,470.0,0.8510255
471.0,471.0,0.34666628
472.0,472.0,0.026741521
473.0,473.0,0.3821335
474.0,474.0,0.036495022
475.0,475.0,0.008764125
476.0,476.0,0.08261299
477.0,477.0,0.0018760156
478.0,478.0,0.40831771
479.0,479.0,0.0049943314
480.0,480.0,0.031079557
481.0,481.0,0.0020998248
482.0,482.0,0.7787307
483.0,483.0,0.40782854
484.0,484.0,0.31042743
485.0,485.0,0.3188313
486.0,486.0,0.3554213
487.0,487.0,0.8766241
488.0,488.0,0.80624884
489.0,489.0,0.29994678
490.0,490.0,0.48880234
491.0,491.0,0.127135
492.0,492.0,0.041323137
493.0,493.0,0.738561
494.0,494.0,0.051718872
495.0,495.0,0.12591256
496.0,496.0,0.26105374
497.0,497.0,0.22777128
498.0,498.0,6.681453E-4
499.0,499.0,0.22492981
500.0,500.0,0.20999761
501.0,501.0,0.73292035
502.0,502.0,0.10685664
503.0,503.0,0.6245866
504.0,504.0,0.7576846
505.0,505.0,0.77577955
506.0,506.0,0.016702449
507.0,507.0,0.10089905
508.0,508.0,0.048198454
509.0,509.0,0.009991462
510.0,510.0,0.14438955
511.0,511.0,0.107913636
512.0,512.0,0.4666582
513.0,513.0,0.6010186
514.0,514.0,0.5170935
515.0,515.0,0.43875426
516.0,516.0,0.26075602
517.0,517.0,0.71545935
518.0,518.0,0.5733125
519.0,519.0,0.01948726
520.0,520.0,0.08352509
521.0,521.0,0.22949049
522.0,522.0,0.0039200797
523.0,523.0,0.0023987745
524.0,524.0,4.7521584E-4
525.0,525.0,0.066897266
526.0,526.0,0.13953437
527.0,527.0,0.5884603
528.0,528.0,0.71543396
529.0,529.0,0.011109717
530.0,530.0,0.4106387
531.0,531.0,8.238455E-4
532.0,532.0,0.4617949
533.0,533.0,0.048131954
534.0,534.0,0.59061664
535.0,535.0,0.811197
536.0,536.0,0.80872977
537.0,537.0,0.19495098
538.0,538.0,0.043851387
539.0,539.0,0.037508924
540.0,540.0,5.090544E-4
541.0,541.0,0.0017573931
542.0,542.0,0.74205905
543.0,543.0,0.45217088
544.0,544.0,0.040706858
545.0,545.0,0.34169066
546.0,546.0,0.049025904
547.0,547.0,0.31478417
548.0,548.0,0.20655207
549.0,549.0,0.0012288354
550.0,550.0,0.6008907
551.0,551.0,0.84138334
552.0,552.0,0.13995834
553.0,553.0,7.5655786E-4
554.0,554.0,0.61447024
555.0,555.0,0.8343543
556.0,556.0,0.8220681
557.0,557.0,0.25764862
558.0,558.0,0.8644011
559.0,559.0,0.19116615
560.0,560.0,0.08873315
561.0,561.0,0.35400724
562.0,562.0,0.36309868
563.0,563.0,0.047801364
564.0,564.0,0.38043007
565.0,565.0,0.43829364
566.0,566.0,0.039988607
567.0,567.0,0.030949833
568.0,568.0,0.036556996
569.0,569.0,0.15789668
570.0,570.0,0.013548545
571.0,571.0,0.81483436
572.0,572.0,0.7702092
573.0,573.0,0.050663833
574.0,574.0,0.01345504
575.0,575.0,0.0028488543
576.0,576.0,0.8381364
577.0,577.0,0.4748409
578.0,578.0,0.14687656
579.0,579.0,0.80976284
580.0,580.0,0.87517715
581.0,581.0,0.6865297
582.0,582.0,0.7720918
583.0,583.0,0.015898792
584.0,584.0,0.057466805
585.0,585.0,0.14132808
586.0,586.0,0.067599475
587.0,587.0,0.10249836
588.0,588.0,0.5810077
589.0,589.0,0.7809223
590.0,590.0,0.02967422
591.0,591.0,0.109081395
592.0,592.0,0.013478241
593.0,593.0,0.386528
594.0,594.0,0.8579595
595.0,595.0,0.37426174
596.0,596.0,0.0010893272
597.0,597.0,0.050715715
598.0,598.0,0.031062325
599.0,599.0,0.45787886
600.0,600.0,0.10401121
601.0,601.0,0.03264843
602.0,602.0,0.016637173
603.0,603.0,0.7630961
604.0,604.0,0.8400157
605.0,605.0,0.01671234
606.0,606.0,0.0053856038
607.0,607.0,0.43916836
608.0,608.0,0.79778254
609.0,609.0,0.86627054
610.0,610.0,0.006894157
611.0,611.0,0.48529208
612.0,612.0,0.24677767
613.0,613.0,0.05083232
614.0,614.0,0.77377146
615.0,615.0,0.00222
616.0,616.0,0.80863553
617.0,617.0,0.021234058
618.0,618.0,0.09291821
619.0,619.0,0.3169123
620.0,620.0,0.012764265
621.0,621.0,0.019368554
622.0,622.0,0.4881704
623.0,623.0,0.10787724
624.0,624.0,0.041641463
625.0,625.0,0.20200723
626.0,626.0,0.035414692
627.0,627.0,0.8429475
628.0,628.0,0.24669187
629.0,629.0,0.60486025
630.0,630.0,0.032202564
631.0,631.0,0.86439884
632.0,632.0,0.010866601
633.0,633.0,0.10947208
634.0,634.0,0.0051226094
635.0,635.0,0.1906019
636.0,636.0,0.0084346915
637.0,637.0,0.1919639
638.0,638.0,0.008344716
639.0,639.0,0.25004378
640.0,640.0,0.08043555
641.0,641.0,0.0071037626
642.0,642.0,0.47307745
643.0,643.0,0.74050194
644.0,644.0,0.09518514
645.0,645.0,0.28949162
646.0,646.0,0.43746823
647.0,647.0,0.062487237
648.0,648.0,0.07356921
649.0,649.0,0.27506948
650.0,650.0,0.035269324
651.0,651.0,0.6024743
652.0,652.0,0.14429471
653.0,653.0,0.10729023
654.0,654.0,0.020431185
655.0,655.0,0.57650757
656.0,656.0,0.7698702
657.0,657.0,0.0061590946
658.0,658.0,0.5615483
659.0,659.0,0.31307784
660.0,660.0,0.74987483
661.0,661.0,0.72619927
662.0,662.0,0.21472605
663.0,663.0,0.84528893
664.0,664.0,0.4947464
665.0,665.0,0.3971199
666.0,666.0,0.018986829
667.0,667.0,0.69163495
668.0,668.0,0.20278528
669.0,669.0,0.0019388989
670.0,670.0,0.8056846
671.0,671.0,0.76630837
672.0,672.0,0.22440302
673.0,673.0,0.004769564
674.0,674.0,0.7539999
675.0,675.0,0.11033212
676.0,676.0,0.85988414
677.0,677.0,0.42925125
678.0,678.0,0.35336086
679.0,679.0,0.62167466
680.0,680.0,0.488512
681.0,681.0,0.016223282
682.0,682.0,0.47444808
683.0,683.0,0.0035561107
684.0,684.0,0.5224321
685.0,685.0,0.25938144
686.0,686.0,0.008667573
687.0,687.0,0.24434489
688.0,688.0,0.7343931
689.0,689.0,0.02445946
690.0,690.0,0.0042661414
691.0,691.0,0.3657914
692.0,692.0,0.0029339478
693.0,693.0,0.7379185
694.0,694.0,0.2402754
695.0,695.0,0.0020566857
696.0,696.0,0.32147083
697.0,697.0,0.001045616
698.0,698.0,0.3382797
699.0,699.0,0.43039912
700.0,700.0,0.53610045
701.0,701.0,0.35197905
702.0,702.0,0.21304277
703.0,703.0,0.29728925
704.0,704.0,0.02178572
705.0,705.0,0.644826
706.0,706.0,0.23495133
707.0,707.0,0.021020403
708.0,708.0,0.1412459
709.0,709.0,0.036536075
710.0,710.0,0.21698077
711.0,711.0,0.5641194
712.0,712.0,0.007014914
713.0,713.0,0.036654588
714.0,714.0,0.6527056
715.0,715.0,0.28338802
716.0,716.0,0.529882
717.0,717.0,0.05060982
718.0,718.0,0.5935293
719.0,719.0,0.3005498
720.0,720.0,0.812884
721.0,721.0,0.80169076
722.0,722.0,0.75074804
723.0,723.0,0.5265773
724.0,724.0,0.65184706
725.0,725.0,0.0014808043
726.0,726.0,0.0010189663
727.0,727.0,0.26195824
728.0,728.0,9.914017E-4
729.0,729.0,0.7432356
730.0,730.0,0.83146185
731.0,731.0,0.5021144
732.0,732.0,0.7426644
733.0,733.0,0.21517871
734.0,734.0,0.002063246
735.0,735.0,0.09688801
736.0,736.0,0.00814088
737.0,737.0,0.14642169
738.0,738.0,0.30184388
739.0,739.0,0.64085615
740.0,740.0,0.0062440285
741.0,741.0,0.003145903
742.0,742.0,0.09788152
743.0,743.0,0.42738438
744.0,744.0,0.6633608
745.0,745.0,0.8170601
746.0,746.0,0.001109076
747.0,747.0,0.2353449
748.0,748.0,0.7013808
749.0,749.0,0.65521276
750.0,750.0,0.35084292
751.0,751.0,0.30945462
752.0,752.0,0.040450785
753.0,753.0,0.33692732
754.0,754.0,0.014239569
755.0,755.0,0.798166
756.0,756.0,0.7017312
757.0,757.0,0.067740284
758.0,758.0,0.33192942
759.0,759.0,0.0015892586
760.0,760.0,0.55088925
761.0,761.0,0.07660866
762.0,762.0,0.477208
763.0,763.0,0.9322125
764.0,764.0,0.045991972
765.0,765.0,0.06420447
766.0,766.0,0.015424388
767.0,767.0,0.33532855
768.0,768.0,0.84131396
769.0,769.0,0.16680591
770.0,770.0,0.005658613
771.0,771.0,0.6892105
772.0,772.0,0.04298988
773.0,773.0,0.015107616
774.0,774.0,0.7522327
775.0,775.0,0.03182696
776.0,776.0,0.21384797
777.0,777.0,0.04762842
778.0,778.0,0.8330361
779.0,779.0,0.6079982
780.0,780.0,0.2754944
781.0,781.0,0.14762922
782.0,782.0,0.010904743
783.0,783.0,0.10780097
784.0,784.0,0.17857914
785.0,785.0,0.13007563
786.0,786.0,0.33698606
787.0,787.0,0.028118799
788.0,788.0,0.15064324
789.0,789.0,0.034457844
790.0,790.0,0.4627985
791.0,791.0,0.7829384
792.0,792.0,0.015863748
793.0,793.0,0.11707503
794.0,794.0,0.0045837453
795.0,795.0,0.81283647
796.0,796.0,0.81370515
797.0,797.0,0.015019341
798.0,798.0,0.10660337
799.0,799.0,0.0054761358
800.0,800.0,0.08393905
801.0,801.0,0.1842088
802.0,802.0,0.40641698
803.0,803.0,0.07770592
804.0,804.0,0.88868076
805.0,805.0,0.1918444
806.0,806.0,0.71464026
807.0,807.0,0.11504512
808.0,808.0,0.016038304
809.0,809.0,0.016431415
810.0,810.0,0.001140934
811.0,811.0,0.3397769
812.0,812.0,0.02640054
813.0,813.0,0.6126097
814.0,814.0,0.03262621
815.0,815.0,0.21850494
816.0,816.0,0.77398294
817.0,817.0,0.15592948
818.0,818.0,0.6128383
819.0,819.0,0.5001799
820.0,820.0,0.13652195
821.0,821.0,0.12545381
822.0,822.0,0.45754725
823.0,823.0,0.034548853
824.0,824.0,0.14681216
825.0,825.0,0.003087345
826.0,826.0,0.033037256
827.0,827.0,0.33569372
828.0,828.0,0.20322989
829.0,829.0,0.09314717
830.0,830.0,0.48653728
831.0,831.0,0.5541815
832.0,832.0,0.39112526
833.0,833.0,0.03745573
834.0,834.0,0.23876433
835.0,835.0,0.0024073515
836.0,836.0,0.045074232
837.0,837.0,0.018816879
838.0,838.0,0.530717
839.0,839.0,0.0048862374
840.0,840.0,0.2658436
841.0,841.0,0.0035853114
842.0,842.0,0.7597204
843.0,843.0,0.08033521
844.0,844.0,0.06406362
845.0,845.0,0.005646455
846.0,846.0,0.8416373
847.0,847.0,0.12358489
848.0,848.0,0.024774307
849.0,849.0,0.04691244
850.0,850.0,0.02033406
851.0,851.0,0.7131783
852.0,852.0,0.8504771
853.0,853.0,0.542625
854.0,854.0,0.0032359683
855.0,855.0,0.21613914
856.0,856.0,0.19923304
857.0,857.0,0.06896156
858.0,858.0,0.53405887
859.0,859.0,0.0922026
860.0,860.0,0.0011124121
861.0,861.0,0.014582341
862.0,862.0,0.75982755
863.0,863.0,0.038010757
864.0,864.0,0.82577723
865.0,865.0,0.029523216
866.0,866.0,0.0027114619
867.0,867.0,0.15714216
868.0,868.0,0.5180579
869.0,869.0,0.005120223
870.0,870.0,0.45451477
871.0,871.0,0.3964882
872.0,872.0,0.028125402
873.0,873.0,0.009013995
874.0,874.0,6.4027595E-4
875.0,875.0,0.0048212474
876.0,876.0,0.040158883
877.0,877.0,0.10196417
878.0,878.0,0.0012091614
879.0,879.0,0.0027896476
880.0,880.0,0.0071129757
881.0,881.0,0.30718887
882.0,882.0,0.11161062
883.0,883.0,0.46716884
884.0,884.0,0.8463669
885.0,885.0,0.20543927
886.0,886.0,0.5377887
887.0,887.0,0.6814026
888.0,888.0,0.7001605
889.0,889.0,0.011060575
890.0,890.0,0.021768637
891.0,891.0,0.0019420182
892.0,892.0,0.24182336
893.0,893.0,0.09057281
894.0,894.0,0.009765343
895.0,895.0,0.3617061
896.0,896.0,0.9136245
897.0,897.0,0.7586348
898.0,898.0,0.0024747737
899.0,899.0,0.001156442
900.0,900.0,0.0062902304
901.0,901.0,0.7298203
902.0,902.0,0.0031726956
903.0,903.0,0.039273508
904.0,904.0,0.007826543
905.0,905.0,0.1869425
906.0,906.0,5.6574953E-4
907.0,907.0,0.0055448925
908.0,908.0,0.014301366
909.0,909.0,0.6822039
910.0,910.0,0.0034938282
911.0,911.0,0.41019055
912.0,912.0,0.0033787352
913.0,913.0,0.3060481
914.0,914.0,0.04369556
915.0,915.0,0.007759701
916.0,916.0,0.19732757
917.0,917.0,0.5693336
918.0,918.0,0.72606915
919.0,919.0,0.023076821
920.0,920.0,0.07736323
921.0,921.0,0.68029153
922.0,922.0,0.04326292
923.0,923.0,0.0031384765
924.0,924.0,0.117461294
925.0,925.0,0.01106623
926.0,926.0,0.8151487
927.0,927.0,0.47547582
928.0,928.0,0.41972587
929.0,929.0,0.0047463686
930.0,930.0,0.649213
931.0,931.0,5.4002076E-4
932.0,932.0,0.021367516
933.0,933.0,0.042585455
934.0,934.0,0.7798707
935.0,935.0,0.7047912
936.0,936.0,0.050592907
937.0,937.0,0.002265189
938.0,938.0,0.26855543
939.0,939.0,0.847339
940.0,940.0,0.0015597867
941.0,941.0,0.5946982
942.0,942.0,0.42593074
943.0,943.0,0.14734656
944.0,944.0,0.0052870107
945.0,945.0,0.015663996
946.0,946.0,0.009570228
947.0,947.0,0.025175342
948.0,948.0,0.16108374
949.0,949.0,0.55292076
950.0,950.0,0.49851876
951.0,951.0,0.79284316
952.0,952.0,0.635207
953.0,953.0,5.548252E-4
954.0,954.0,0.816499
955.0,955.0,0.7027528
956.0,956.0,0.7192566
957.0,957.0,0.7500014
958.0,958.0,0.032181397
959.0,959.0,0.0047818436
960.0,960.0,0.6128457
961.0,961.0,7.015982E-4
962.0,962.0,0.012217671
963.0,963.0,0.76704127
964.0,964.0,0.123145565
965.0,965.0,0.016198695
966.0,966.0,0.0038861588
967.0,967.0,0.5993909
968.0,968.0,0.39726973
969.0,969.0,0.024170471
970.0,970.0,0.6207476
971.0,971.0,0.41153935
972.0,972.0,0.005902515
973.0,973.0,0.5796994
974.0,974.0,0.0015612547
975.0,975.0,0.2863047
976.0,976.0,8.9782604E-4
977.0,977.0,0.10081744
978.0,978.0,3.593649E-4
979.0,979.0,0.7886447
980.0,980.0,0.7035933
981.0,981.0,0.06289467
982.0,982.0,0.16446424
983.0,983.0,0.4370829
984.0,984.0,0.43188342
985.0,985.0,2.1149937E-4
986.0,986.0,0.046589192
987.0,987.0,0.6338982
988.0,988.0,0.53959554
989.0,989.0,0.20566551
