Raw value,Corresponding cumulative value,Corresponding Cloglog value,Fractional area,Training omission,Test omission
9.50752E-6,5.750240066,0.213302312,0.480941971,0.025,0
9.84751E-6,6.000742632,0.220022808,0.475794913,0.027,0
1.01578E-5,6.250601806,0.226105942,0.470826709,0.032,0
1.04772E-5,6.500440551,0.232317818,0.466017488,0.036,0
1.07777E-5,6.750273294,0.238117162,0.461347377,0.038,0
1.10918E-5,7.000553906,0.244131525,0.456796502,0.044,0
1.13958E-5,7.250153033,0.249908489,0.452384738,0.044,0
1.17154E-5,7.500814781,0.255933708,0.448072337,0.046,0
1.20113E-5,7.751106985,0.261467915,0.443879173,0.047,0
1.23234E-5,8.000550857,0.267261413,0.439805246,0.049,0
1.26356E-5,8.250244847,0.273011455,0.435830684,0.05,0
1.2978E-5,8.500031671,0.279266222,0.431955485,0.054,0
1.32674E-5,8.750821752,0.284510209,0.428159777,0.056,0
1.3568E-5,9.000624641,0.289916033,0.424463434,0.06,0
1.38982E-5,9.25047533,0.295808045,0.420846582,0.062,0
1.41954E-5,9.500502343,0.301069184,0.417309221,0.064,0
1.44878E-5,9.750234897,0.306207747,0.413851351,0.066,0
1.47978E-5,10.000662459,0.311613595,0.4104531,0.07,0
1.51234E-5,10.25060903,0.317246913,0.40713434,0.073,0
1.5469E-5,10.501320907,0.323174258,0.403875199,0.078,0
1.57289E-5,10.75090596,0.327598367,0.400695548,0.082,0
1.60522E-5,11.000346536,0.333061958,0.397575517,0.084,0
1.63313E-5,11.251393616,0.337743236,0.394495231,0.085,0
1.65925E-5,11.501550495,0.342092719,0.391474563,0.089,0
1.68957E-5,11.751086929,0.347107939,0.388513514,0.09,0
1.71838E-5,12.001525716,0.351837777,0.38559221,0.091,0
1.74945E-5,12.251223049,0.3568986,0.382730525,0.095,0
1.78222E-5,12.500237525,0.362195622,0.379928458,0.097,0
1.80635E-5,12.751491612,0.366066249,0.377146264,0.099,0
1.83852E-5,13.001276914,0.371192041,0.374423688,0.102,0
1.86773E-5,13.251389853,0.375810219,0.371740859,0.104,0
1.89836E-5,13.500150666,0.380615365,0.369117647,0.108,0
1.92474E-5,13.750596045,0.384724189,0.366514308,0.109,0
1.9519E-5,14.000619539,0.388926575,0.363950715,0.114,0
1.98129E-5,14.250353926,0.393442073,0.361426868,0.117,0
2.00753E-5,14.50175826,0.397444879,0.358922893,0.119,0
2.03895E-5,14.750720677,0.402204475,0.356478537,0.121,0
2.06649E-5,15.001190926,0.406343663,0.354054054,0.124,0
2.09141E-5,15.250651395,0.410064647,0.351669316,0.126,0
2.11593E-5,15.500907046,0.413703318,0.349304452,0.129,0
2.14139E-5,15.752055291,0.417458088,0.346959459,0.129,0
2.16574E-5,16.001868459,0.421026392,0.344654213,0.131,0
2.18782E-5,16.252144893,0.424244336,0.342368839,0.134,0
2.21234E-5,16.500782528,0.427795562,0.340123211,0.137,0
2.23598E-5,16.752046618,0.431198275,0.337877583,0.137,0
2.26205E-5,17.001853203,0.434927665,0.335671701,0.139,0
2.28568E-5,17.251942008,0.438287041,0.333485692,0.143,0
2.30903E-5,17.500036612,0.441587479,0.331339428,0.145,0
2.32964E-5,17.750551572,0.44448385,0.329193164,0.15,0
2.35665E-5,18.001192117,0.448256877,0.327066773,0.155,0
2.38008E-5,18.252164919,0.45150972,0.324960254,0.157,0
2.40209E-5,18.500865526,0.454547007,0.322893482,0.159,0
2.42379E-5,18.751839174,0.457526472,0.320826709,0.163,0
2.44403E-5,19.002442867,0.460290141,0.318779809,0.166,0
2.46769E-5,19.250414167,0.46350197,0.316772655,0.172,0
2.48934E-5,19.500766594,0.466424743,0.314765501,0.174,0
2.51335E-5,19.750942204,0.46964868,0.312778219,0.175,0
2.53056E-5,20.000673664,0.471946864,0.310810811,0.176,0
2.55259E-5,20.252441383,0.474873939,0.308843402,0.178,0
2.57101E-5,20.500903198,0.477309211,0.306915739,0.18,0
2.59432E-5,20.751485335,0.480374847,0.304988076,0.181,0
2.62007E-5,21.001719748,0.483739753,0.303080286,0.183,0
2.64363E-5,21.251731152,0.486799308,0.301192369,0.189,0
2.66208E-5,21.501212935,0.489182979,0.299324324,0.191,0
2.68269E-5,21.752460844,0.491833079,0.29745628,0.194,0
2.70273E-5,22.000135513,0.494396957,0.295627981,0.197,0
2.72778E-5,22.252598038,0.497581823,0.293779809,0.201,0
2.74832E-5,22.501776956,0.500179916,0.291971383,0.207,0
2.76813E-5,22.750127396,0.502672498,0.29018283,0.209,0
2.7878E-5,23.000190061,0.505134575,0.288394277,0.213,0
2.81162E-5,23.252184885,0.508100132,0.286605723,0.214,0
2.83181E-5,23.500463343,0.510599981,0.284856916,0.215,0
2.85357E-5,23.750630241,0.513279262,0.283108108,0.217,0
2.87862E-5,24.002874178,0.516346952,0.2813593,0.221,0
2.9003E-5,24.251373574,0.518984549,0.279650238,0.225,0
2.92008E-5,24.501628221,0.521379748,0.277941176,0.227,0
2.94309E-5,24.750896299,0.524151546,0.276251987,0.229,0
2.96669E-5,25.002083745,0.526976832,0.274562798,0.232,0
2.9902E-5,25.252290523,0.529774521,0.272893482,0.235,0
3.01588E-5,25.50154835,0.53281129,0.271244038,0.235,0
3.03602E-5,25.752705769,0.53518004,0.269594595,0.235,0
3.05607E-5,26.002421243,0.537525817,0.267965024,0.239,0
3.07679E-5,26.250822551,0.539937724,0.266355326,0.241,0
3.09984E-5,26.501077664,0.542604779,0.264745628,0.246,0
3.1232E-5,26.753122337,0.545293493,0.26313593,0.248,0
3.14771E-5,27.000782552,0.548097555,0.261565978,0.249,0
3.17385E-5,27.250544872,0.551068599,0.259996025,0.252,0
3.19559E-5,27.502126831,0.553524118,0.258426073,0.255,0
3.22021E-5,27.75232595,0.556288893,0.256875994,0.257,0
3.24092E-5,28.001114596,0.558602637,0.255345787,0.261,0
3.26746E-5,28.251695895,0.561548288,0.25381558,0.263,0
3.2868E-5,28.500702323,0.563683348,0.252305246,0.264,0
3.30979E-5,28.751396175,0.566206502,0.250794913,0.268,0
3.33163E-5,29.000517659,0.56859074,0.249304452,0.271,0
3.35358E-5,29.251265797,0.570973148,0.24781399,0.277,0
3.37902E-5,29.500493961,0.573719495,0.246343402,0.283,0
3.39859E-5,29.751258342,0.575818426,0.244872814,0.287,0
3.42272E-5,30.000252842,0.578393892,0.243422099,0.29,0
3.44788E-5,30.25103737,0.581061888,0.241971383,0.291,0
3.47116E-5,30.500140388,0.583516184,0.240540541,0.295,0
3.49413E-5,30.750829151,0.585922954,0.239109698,0.297,0
3.51339E-5,31.003075719,0.587930508,0.237678855,0.299,0
3.53139E-5,31.253150029,0.589797656,0.236267886,0.301,0
3.55192E-5,31.501036251,0.591917255,0.234876789,0.304,0
3.57392E-5,31.750305734,0.59417705,0.233485692,0.305,0
3.60019E-5,32.001394517,0.596858378,0.232094595,0.311,0
3.62502E-5,32.250685647,0.599375443,0.23072337,0.314,0
3.64173E-5,32.501443938,0.601061322,0.229352146,0.318,0
3.66247E-5,32.753478631,0.6031442,0.227980922,0.321,0
3.68367E-5,33.003279722,0.605261564,0.226629571,0.323,0
3.70757E-5,33.250904208,0.607635304,0.225298092,0.325,0
3.72944E-5,33.50001596,0.609794003,0.223966614,0.329,0
3.75225E-5,33.750675596,0.612033872,0.222635135,0.329,0
3.78393E-5,34.003147116,0.615122773,0.221303657,0.33,0
3.80742E-5,34.253653083,0.617397204,0.219992051,0.332,0
3.8276E-5,34.501746214,0.619340608,0.218700318,0.341,0
3.84913E-5,34.751210398,0.621402986,0.217408585,0.344,0
3.87136E-5,35.002186048,0.623520913,0.216116852,0.347,0
3.88886E-5,35.250559709,0.625179497,0.214844992,0.349,0
3.91214E-5,35.500219391,0.627375345,0.213573132,0.354,0
3.93441E-5,35.751355938,0.629462876,0.212301272,0.356,0
3.95854E-5,36.000074156,0.631712442,0.211049285,0.356,0
3.97874E-5,36.250127084,0.633584803,0.209797297,0.357,0
4.00301E-5,36.501584129,0.635822077,0.20854531,0.36,0
4.02541E-5,36.750475275,0.637874483,0.207313196,0.361,0
4.04488E-5,37.000638487,0.639649293,0.206081081,0.362,0
4.06646E-5,37.2520306,0.641606852,0.204848967,0.366,0
4.08607E-5,37.500662346,0.643376047,0.203636725,0.368,0
4.10451E-5,37.750493555,0.645031365,0.202424483,0.373,0
4.13002E-5,38.001746146,0.647308529,0.201212242,0.375,0
4.14866E-5,38.250150669,0.648963972,0.200019873,0.377,0
4.16945E-5,38.503918155,0.650800335,0.198807631,0.381,0
4.18441E-5,38.750354238,0.652116573,0.197635135,0.382,0
4.2084E-5,39.002186776,0.654215725,0.196442766,0.384,0
4.2249E-5,39.251017763,0.655652466,0.19527027,0.388,0
4.24935E-5,39.500997685,0.657770408,0.194097774,0.389,0
4.27053E-5,39.752336952,0.659594887,0.192925278,0.393,0
4.28958E-5,40.00052719,0.661227101,0.191772655,0.395,0
4.31462E-5,40.254303754,0.663360856,0.190600159,0.399,0
4.33651E-5,40.500850385,0.665215459,0.189467409,0.403,0
4.35269E-5,40.752843574,0.666579208,0.188314785,0.404,0
4.37412E-5,41.001595941,0.668377324,0.187182035,0.408,0
4.39416E-5,41.25147338,0.670050187,0.186049285,0.414,0
4.41725E-5,41.502542516,0.671967309,0.184916534,0.415,0
4.43597E-5,41.750447194,0.673512781,0.183803657,0.421,0
4.45543E-5,42.003873572,0.67511244,0.182670906,0.423,0
4.47872E-5,42.25404606,0.67701634,0.181558029,0.429,0
4.49665E-5,42.500897833,0.678474434,0.180465024,0.432,0
4.52367E-5,42.753443962,0.680658785,0.179352146,0.434,0
4.54724E-5,43.002928327,0.682552748,0.178259141,0.435,0
4.56875E-5,43.253601956,0.684270951,0.177166137,0.437,0
4.59156E-5,43.500942693,0.686083022,0.176093005,0.441,0
4.6138E-5,43.754050335,0.687840225,0.175,0.442,0
4.63645E-5,44.003901589,0.689619004,0.173926868,0.448,0
4.65384E-5,44.25018899,0.690978277,0.172873609,0.452,0
4.67526E-5,44.502021608,0.692644071,0.171800477,0.453,0
4.69691E-5,44.750468375,0.694318052,0.170747218,0.454,0
4.71693E-5,45.004635662,0.695858982,0.169674086,0.457,0
4.73355E-5,45.250418655,0.697131555,0.1686407,0.461,0
4.76099E-5,45.502021622,0.699221219,0.16758744,0.464,0
4.78171E-5,45.75015699,0.700790057,0.166554054,0.47,0
4.80576E-5,46.004213834,0.70260032,0.165500795,0.471,0
4.82614E-5,46.25466796,0.704125802,0.164467409,0.474,0
4.84696E-5,46.501326888,0.70567595,0.163453895,0.479,0
4.86532E-5,46.753843776,0.707036525,0.162420509,0.48,0
4.8888E-5,47.002510572,0.708766872,0.161406995,0.483,0
4.91039E-5,47.252475224,0.710349054,0.160393482,0.487,0
4.92688E-5,47.503371976,0.711552421,0.159379968,0.49,0
4.94485E-5,47.750197048,0.712857343,0.158386328,0.49,0
4.95877E-5,48.002749237,0.713863835,0.157372814,0.493,0
4.9808E-5,48.251190081,0.715450026,0.156379173,0.496,0
5.00234E-5,48.500789394,0.716992536,0.155385533,0.501,0
5.01895E-5,48.751338423,0.718176158,0.154391892,0.503,0
5.03814E-5,49.002902584,0.719537539,0.153398251,0.508,0
5.06147E-5,49.250343957,0.721183826,0.152424483,0.511,0
5.08167E-5,49.503871981,0.722601487,0.151430843,0.512,0
5.10033E-5,49.753365635,0.723904905,0.150457075,0.517,0
5.11962E-5,50.003807038,0.725245023,0.149483307,0.519,0
5.1388E-5,50.250035567,0.726571574,0.148529412,0.52,0
5.16158E-5,50.50245037,0.728139154,0.147555644,0.524,0
5.17831E-5,50.750575054,0.729284697,0.146601749,0.525,0
5.19973E-5,51.004821479,0.730743835,0.145627981,0.529,0
5.21622E-5,51.254801352,0.731861601,0.144674086,0.53,0
5.23227E-5,51.500301284,0.732945656,0.143740064,0.533,0
5.25063E-5,51.75189748,0.734179872,0.142786169,0.534,0
5.26774E-5,52.004357292,0.735325331,0.141832273,0.537,0
5.29002E-5,52.252483705,0.736809095,0.140898251,0.539,0
5.30667E-5,52.501453173,0.737912493,0.139964229,0.542,0
5.32582E-5,52.751310422,0.739176096,0.139030207,0.545,0
5.34093E-5,53.001996076,0.740168572,0.138096184,0.548,0
5.35594E-5,53.253336712,0.741150803,0.137162162,0.552,0
5.37672E-5,53.500130379,0.742504548,0.136248013,0.555,0
5.39276E-5,53.753214663,0.743544535,0.13531399,0.556,0
5.41252E-5,54.001833089,0.744820272,0.134399841,0.558,0
5.43001E-5,54.25121591,0.745943781,0.133485692,0.56,0
5.44514E-5,54.501354557,0.746911994,0.132571542,0.562,0
5.46271E-5,54.752216054,0.74803171,0.131657393,0.564,0
5.48372E-5,55.003947261,0.749364036,0.130743243,0.565,0
5.50273E-5,55.251199758,0.750563579,0.129848967,0.568,0
5.51971E-5,55.504669483,0.751629892,0.128934817,0.57,0
5.53785E-5,55.753386075,0.752764219,0.128040541,0.573,0
5.55774E-5,56.003064847,0.754001666,0.127146264,0.575,0
5.57182E-5,56.253506683,0.754874564,0.126251987,0.577,0
5.58815E-5,56.504577368,0.755882075,0.125357711,0.578,0
5.60491E-5,56.75081304,0.756912248,0.124483307,0.58,0
5.61928E-5,57.003383508,0.757792301,0.12358903,0.584,0
5.63586E-5,57.251005313,0.758803574,0.122714626,0.588,0
5.65272E-5,57.504985578,0.759827535,0.12182035,0.59,0
5.67305E-5,57.75422388,0.761056513,0.120945946,0.592,0
5.69328E-5,58.004303259,0.762273368,0.120071542,0.593,0
5.71379E-5,58.255275515,0.763500527,0.119197138,0.595,0
5.73091E-5,58.501404762,0.764519693,0.118342607,0.598,0
5.74839E-5,58.753958781,0.765556081,0.117468203,0.6,0
5.76196E-5,59.001424888,0.766357496,0.116613672,0.606,0
5.77593E-5,59.255253374,0.767180043,0.115739269,0.61,0
5.79121E-5,59.503970098,0.768075818,0.114884738,0.612,0
5.81105E-5,59.753484366,0.769234081,0.114030207,0.616,0
5.82468E-5,60.003647595,0.770026609,0.113175676,0.621,0
5.84229E-5,60.254454522,0.771046173,0.112321145,0.625,0
5.85564E-5,60.500104533,0.771816193,0.111486486,0.627,0
5.87021E-5,60.752211955,0.772653496,0.110631955,0.629,0
5.88431E-5,61.004954058,0.773461024,0.109777424,0.63,0
5.89667E-5,61.252366301,0.774166192,0.108942766,0.635,0
5.91056E-5,61.500355147,0.774956454,0.108108108,0.639,0
5.9251E-5,61.754803027,0.775780856,0.107253577,0.642,0
5.94352E-5,62.004034023,0.776820181,0.106418919,0.642,0
5.96719E-5,62.254208936,0.778149594,0.105584261,0.645,0
5.9819E-5,62.505097661,0.778971347,0.104749603,0.646,0
5.99806E-5,62.750711068,0.779870653,0.103934817,0.65,0
6.01203E-5,63.002970188,0.780645416,0.103100159,0.656,0
6.02446E-5,63.255719546,0.781332607,0.102265501,0.66,0
6.03782E-5,63.502988371,0.782068547,0.101450715,0.665,0
6.05458E-5,63.750897502,0.782988289,0.10063593,0.668,0
6.07335E-5,64.005588055,0.784013483,0.099801272,0.671,0
6.09164E-5,64.254969308,0.785008192,0.098986486,0.673,0
6.10568E-5,64.505006351,0.785768147,0.098171701,0.675,0
6.11791E-5,64.75561229,0.786428379,0.097356916,0.678,0
6.13201E-5,65.000639789,0.787187138,0.096562003,0.68,0
6.14772E-5,65.252336922,0.788028898,0.095747218,0.683,0
6.16376E-5,65.504745003,0.788885418,0.094932432,0.685,0
6.17635E-5,65.751598988,0.789554713,0.09413752,0.687,0
6.19362E-5,66.005181156,0.790470182,0.093322734,0.692,0
6.20871E-5,66.253263078,0.791266547,0.092527822,0.697,0
6.22415E-5,66.501961003,0.792077802,0.091732909,0.698,0
6.23816E-5,66.751186615,0.792811933,0.090937997,0.699,0
6.25367E-5,67.001053878,0.793621202,0.090143084,0.703,0
6.273E-5,67.251583762,0.794625371,0.089348172,0.704,0
6.28292E-5,67.502683862,0.795138634,0.088553259,0.705,0
6.29666E-5,67.754255747,0.79584779,0.087758347,0.705,0
6.30622E-5,68.000018654,0.796339707,0.086983307,0.706,0
6.31809E-5,68.252471473,0.796948847,0.086188394,0.711,0
6.3321E-5,68.505505151,0.797665381,0.085393482,0.712,0
6.34387E-5,68.752694202,0.798265265,0.084618442,0.714,0
6.3565E-5,69.000314303,0.798907252,0.083843402,0.717,0
6.36929E-5,69.254834889,0.799555082,0.08304849,0.718,0
6.38595E-5,69.503569582,0.800396314,0.08227345,0.721,0
6.39866E-5,69.752872748,0.801035326,0.08149841,0.725,0
6.41034E-5,70.00264299,0.801620722,0.08072337,0.729,0
6.42272E-5,70.252864969,0.802239585,0.079948331,0.732,0
6.43739E-5,70.503592279,0.802970041,0.079173291,0.734,0
6.44954E-5,70.754894832,0.803573403,0.078398251,0.737,0
6.46492E-5,71.000268294,0.804334188,0.077643084,0.738,0
6.47763E-5,71.252634119,0.804960665,0.076868045,0.739,0
6.49097E-5,71.505535772,0.805616203,0.076093005,0.739,0
6.50302E-5,71.752439265,0.806206283,0.075337838,0.741,0
6.51929E-5,72.006358513,0.80700038,0.074562798,0.742,0
6.53585E-5,72.254416122,0.807805039,0.073807631,0.742,0
6.5524E-5,72.503084715,0.808606092,0.073052464,0.744,0
6.56621E-5,72.752331495,0.809271793,0.072297297,0.746,0
6.57909E-5,73.002129783,0.809890974,0.07154213,0.747,0
6.592E-5,73.252349638,0.810509051,0.070786963,0.754,0
6.60479E-5,73.503088433,0.811119955,0.070031797,0.756,0
6.61886E-5,73.75430958,0.811789068,0.06927663,0.76,0
6.63177E-5,74.006059031,0.812401245,0.068521463,0.763,0
6.64386E-5,74.251657034,0.812972846,0.067786169,0.766,0
6.65953E-5,74.504474049,0.813711002,0.067031002,0.767,0
6.67178E-5,74.751130206,0.814285668,0.066295707,0.77,0
6.68263E-5,75.004900514,0.814793707,0.065540541,0.773,0
6.69616E-5,75.252429959,0.815424599,0.064805246,0.774,0
6.70917E-5,75.500458672,0.816029755,0.064069952,0.78,0
6.72042E-5,75.755630844,0.816551493,0.063314785,0.784,0
6.7324E-5,76.00452847,0.817104994,0.062579491,0.785,0
6.74223E-5,76.253828791,0.817558113,0.061844197,0.788,0
6.75704E-5,76.503577416,0.818238515,0.061108903,0.79,0
6.77312E-5,76.753876826,0.818974674,0.060373609,0.793,0
6.79153E-5,77.004861235,0.819813658,0.059638315,0.795,0
6.8079E-5,77.256457381,0.820556223,0.058903021,0.796,0
6.82166E-5,77.501809612,0.821178248,0.058187599,0.797,0
6.83576E-5,77.754425246,0.821813477,0.057452305,0.801,0
6.85213E-5,78.000815759,0.822547923,0.056736884,0.805,0
6.86373E-5,78.25457062,0.82306664,0.05600159,0.805,0
6.87871E-5,78.501917502,0.823734074,0.055286169,0.807,0
6.89318E-5,78.756742555,0.824376609,0.054550874,0.807,0
6.90785E-5,79.005144432,0.8250257,0.053835453,0.81,0
6.92314E-5,79.254113936,0.825699334,0.053120032,0.814,0
6.93764E-5,79.503626183,0.826336143,0.05240461,0.814,0
6.9497E-5,79.753599562,0.826863702,0.051689189,0.818,0
6.9677E-5,80.00413602,0.827648505,0.050973768,0.819,0
6.97819E-5,80.255171567,0.828103843,0.050258347,0.822,0
6.99001E-5,80.506600739,0.828615978,0.049542925,0.823,0
7.00201E-5,80.751463819,0.829134073,0.048847377,0.825,0
7.01518E-5,81.003809419,0.829700865,0.048131955,0.825,0
7.0282E-5,81.256595668,0.830259508,0.047416534,0.829,0
7.04978E-5,81.502980528,0.83118114,0.046720986,0.831,0
7.06062E-5,81.756977065,0.831642664,0.046005564,0.836,0
7.07699E-5,82.004393118,0.83233663,0.045310016,0.837,0
7.09404E-5,82.25237672,0.833056275,0.044614467,0.839,0
7.10998E-5,82.500925432,0.833726339,0.043918919,0.84,0
7.12185E-5,82.750021123,0.834223604,0.04322337,0.842,0
7.14025E-5,83.006737903,0.83499154,0.042507949,0.846,0
7.15779E-5,83.256970842,0.835720449,0.041812401,0.85,0
7.17414E-5,83.500632533,0.836396892,0.041136725,0.852,0
7.18931E-5,83.751980471,0.837021876,0.040441176,0.854,0
7.20236E-5,84.00384859,0.837557784,0.039745628,0.855,0
7.21801E-5,84.25616028,0.838197717,0.039050079,0.859,0
7.23063E-5,84.501752116,0.838712172,0.038374404,0.861,0
7.24529E-5,84.755092866,0.839307778,0.037678855,0.862,0
7.26161E-5,85.001682752,0.8399681,0.03700318,0.866,0
7.28136E-5,85.256211469,0.840763754,0.036307631,0.868,0
7.30316E-5,85.50417448,0.8416373,0.035631955,0.87,0
7.31353E-5,85.752656946,0.84205141,0.03495628,0.873,0
7.3327E-5,86.001646688,0.842813228,0.034280604,0.875,0
7.35099E-5,86.251241796,0.84353721,0.033604928,0.879,0
7.36745E-5,86.501516782,0.84418564,0.032929253,0.88,0
7.38682E-5,86.752286131,0.844945413,0.032253577,0.881,0
7.40448E-5,87.003738631,0.84563499,0.031577901,0.883,0
7.42149E-5,87.255803592,0.846296094,0.030902226,0.886,0
7.44012E-5,87.501025849,0.847016926,0.030246423,0.888,0
7.45725E-5,87.754265564,0.847676779,0.029570747,0.891,0
7.47969E-5,88.000751955,0.848536751,0.028914944,0.893,0
7.50076E-5,88.255439009,0.849340134,0.028239269,0.893,0
7.51724E-5,88.50325083,0.849965341,0.027583466,0.896,0
7.53464E-5,88.751596857,0.850622375,0.026927663,0.896,0
7.55495E-5,89.000611761,0.851386015,0.02627186,0.899,0
7.57895E-5,89.250346975,0.852283463,0.025616057,0.902,0
7.60179E-5,89.50074358,0.853132206,0.024960254,0.903,0
7.61683E-5,89.75184325,0.853688524,0.024304452,0.904,0
7.63357E-5,90.003489965,0.854305594,0.023648649,0.905,0
7.66046E-5,90.255844869,0.855290703,0.022992846,0.907,0
7.67911E-5,90.501300144,0.855970271,0.022356916,0.909,0
7.70389E-5,90.755174283,0.85686801,0.021701113,0.91,0
7.73564E-5,91.002319966,0.858010127,0.021065183,0.912,0
7.76737E-5,91.250317056,0.859142504,0.020429253,0.914,0
7.79223E-5,91.507107546,0.860023335,0.01977345,0.918,0
7.81639E-5,91.756888956,0.860874121,0.01913752,0.921,0
7.84169E-5,92.007443216,0.861759473,0.01850159,0.923,0
7.87338E-5,92.250949134,0.862860553,0.017885533,0.926,0
7.89747E-5,92.503284526,0.863691555,0.017249603,0.927,0
7.92349E-5,92.756379583,0.864583565,0.016613672,0.932,0
7.95914E-5,93.002573567,0.865796177,0.015997615,0.937,0
7.9865E-5,93.257823349,0.866719646,0.015361685,0.942,0
8.01195E-5,93.505802104,0.867572968,0.014745628,0.943,0
8.04632E-5,93.754719014,0.868716391,0.014129571,0.945,0
8.0773E-5,94.004722678,0.869738568,0.013513514,0.948,0
8.11643E-5,94.255781582,0.871018606,0.012897456,0.949,0
8.14567E-5,94.507827754,0.871966871,0.012281399,0.953,0
8.17508E-5,94.752613032,0.872913461,0.011685215,0.956,0
8.20942E-5,95.006577185,0.874010016,0.011069157,0.956,0
8.25461E-5,95.253485477,0.875438388,0.010472973,0.959,0
8.2854E-5,95.501569083,0.876402337,0.009876789,0.961,0
8.32767E-5,95.750693562,0.877713657,0.009280604,0.963,0
8.37231E-5,96.00129448,0.879083454,0.00868442,0.966,0
8.41775E-5,96.25320588,0.880462023,0.008088235,0.966,0
8.48354E-5,96.506650424,0.882430277,0.007492051,0.969,0
8.53748E-5,96.753555848,0.884019456,0.006915739,0.97,0
8.59943E-5,97.001978375,0.885818687,0.006339428,0.974,0
8.64583E-5,97.252039755,0.887147552,0.005763116,0.976,0
8.7131E-5,97.503691652,0.889047265,0.005186804,0.978,0
8.77613E-5,97.757410351,0.890797726,0.004610493,0.982,0
8.89532E-5,98.0047233,0.894033466,0.004054054,0.982,0
9.03119E-5,98.255896594,0.897604969,0.003497615,0.984,0
9.17639E-5,98.501835603,0.901288585,0.002961049,0.985,0
9.34382E-5,98.751811681,0.905372206,0.002424483,0.988,0
9.61144E-5,99.007793689,0.911551477,0.001887917,0.991,0
9.89489E-5,99.251495016,0.917656822,0.001391097,0.992,0
1.03611E-4,99.505321457,0.926796327,0.000894277,0.995,0
1.1195E-4,99.752469118,0.940687486,0.000437202,1,0
1.28919E-4,100,0.961346735,0.000019873,1,0
