"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Castanea"	"Celtis"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Larix"	"Liquidambar"	"Myrica"	"Nyssa"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Rhamnaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
1679	1735	"Lake Mendota"	43.1	-89.41667	365.5	"AWI"	365.5	3169.5	4766.5	3993	0	0	5	22	10	0	4	6	0	2	3	2	10	0	1	0	3	0	0	0	0	0	8	2	38	0	3	32	0	1	124	1	2	0	2	1	0	0	0	13
1679	1735	"Lake Mendota"	43.1	-89.41667	405.5	"AWI"	405.5	3620	5060.5	4428.5	0	0	0	4	0	0	4	1	0	0	0	1	4	0	0	0	5	0	0	0	0	0	3	2	44	0	4	29	0	0	145	1	0	0	2	0	0	1	0	16
1679	1735	"Lake Mendota"	43.1	-89.41667	445.5	"AWI"	445.5	4161	5342.5	4866	0	0	0	5	7	0	2	2	0	0	1	4	4	0	0	0	3	0	0	0	0	0	4	0	42	0	3	28	1	0	200	0	1	1	3	0	0	1	1	16
1679	1735	"Lake Mendota"	43.1	-89.41667	485.5	"AWI"	485.5	4897	5568	5306.5	1	0	0	22	4	0	7	0	0	0	0	2	8	0	5	0	6	0	0	0	0	0	8	2	41	0	5	28	0	0	130	1	0	0	1	0	0	4	0	12
1679	1735	"Lake Mendota"	43.1	-89.41667	505.5	"AWI"	505.5	5040	5852.5	5454	0	0	0	9	12	0	2	6	0	0	0	2	5	0	1	0	5	0	0	0	0	0	5	3	48	0	0	23	0	0	133	0	1	0	1	0	1	3	0	33
1679	1735	"Lake Mendota"	43.1	-89.41667	545.5	"AWI"	545.5	5243.5	6408.5	5762.5	0	0	0	8	5	0	5	9	0	0	1	2	1	0	3	0	2	0	0	0	1	0	24	3	78	0	13	27	2	3	135	2	2	1	1	0	0	5	0	34
1679	1735	"Lake Mendota"	43.1	-89.41667	565.5	"AWI"	565.5	5392	6618	5932	0	0	0	21	2	0	2	1	0	0	2	2	10	0	0	7	5	0	1	0	0	0	13	4	44	0	0	20	1	0	149	0	0	0	2	0	0	1	0	55
1679	1735	"Lake Mendota"	43.1	-89.41667	605.5	"AWI"	605.5	5655	7016.5	6284	0	0	2	13	4	0	2	6	0	0	1	0	3	0	2	0	1	0	0	0	0	0	10	2	57	0	4	11	0	0	156	1	0	0	3	0	0	2	0	30
1679	1735	"Lake Mendota"	43.1	-89.41667	645.5	"AWI"	645.5	5918	7403.5	6649.5	0	0	0	15	6	0	0	12	0	0	0	3	4	0	0	0	11	0	0	0	0	0	12	2	32	0	8	15	0	0	122	0	0	0	0	0	0	3	0	47
1679	1735	"Lake Mendota"	43.1	-89.41667	685.5	"AWI"	685.5	6244	7731.5	6991	0	0	0	8	9	0	6	25	0	3	0	2	8	0	2	0	6	0	1	0	0	0	28	1	42	0	10	33	0	1	222	3	2	0	3	2	0	11	0	46
1679	1735	"Lake Mendota"	43.1	-89.41667	745.5	"AWI"	745.5	6780	8185.5	7528	3	0	0	10	7	0	1	5	0	0	2	2	5	0	0	0	3	0	0	1	0	0	7	4	77	0	3	37	1	0	101	1	1	0	2	1	0	4	1	32
1679	1735	"Lake Mendota"	43.1	-89.41667	785.5	"AWI"	785.5	7220	8491	7863	1	9	0	13	6	0	5	8	0	0	1	0	19	0	0	0	6	0	1	0	0	2	14	8	85	0	5	22	1	3	101	3	0	1	0	1	3	3	0	45
1679	1735	"Lake Mendota"	43.1	-89.41667	825.5	"AWI"	825.5	7957	8867.5	8226	1	0	0	12	6	0	6	7	0	0	0	1	6	0	0	0	5	0	0	0	0	0	19	9	91	0	3	17	1	1	98	0	0	0	3	0	0	4	0	52
1679	1735	"Lake Mendota"	43.1	-89.41667	845.5	"AWI"	845.5	8158.5	9191	8484.5	3	0	5	11	12	0	18	7	0	0	0	2	22	1	0	0	6	0	0	1	0	0	18	17	146	0	2	26	0	1	95	1	0	0	6	1	0	4	0	32
1679	1735	"Lake Mendota"	43.1	-89.41667	865.5	"AWI"	865.5	8425	10575.5	9243.5	5	0	0	2	3	0	8	2	1	0	0	2	3	0	1	0	7	0	1	0	0	0	9	10	75	0	2	10	0	0	58	0	1	0	1	0	0	3	0	33
1679	1735	"Lake Mendota"	43.1	-89.41667	885.5	"AWI"	885.5	8824	11859.5	10008.5	5	0	0	3	5	0	10	2	0	0	1	0	3	0	0	0	1	0	0	0	0	0	7	24	62	0	2	11	0	0	52	0	0	0	1	0	0	5	0	35
1679	1735	"Lake Mendota"	43.1	-89.41667	905.5	"AWI"	905.5	9237.5	12607.5	10935	4	0	0	5	6	0	9	6	0	0	0	1	1	0	0	0	5	0	1	0	1	0	20	37	60	0	0	19	0	1	77	0	0	0	2	1	0	4	0	38
1679	1735	"Lake Mendota"	43.1	-89.41667	925.5	"AWI"	925.5	9997.5	13094.5	11728	3	0	0	2	3	0	6	6	0	0	0	0	2	0	1	0	4	0	1	0	0	0	15	17	48	0	2	7	0	0	53	0	1	0	0	0	1	3	0	35
1679	1735	"Lake Mendota"	43.1	-89.41667	945.5	"AWI"	945.5	10681.5	13547.5	12558	3	0	0	5	4	0	8	5	0	0	0	1	1	0	0	0	3	0	1	0	0	0	18	23	35	0	3	5	0	0	56	0	0	0	1	0	0	5	0	44
1679	1735	"Lake Mendota"	43.1	-89.41667	955.5	"AWI"	955.5	11633	13619.5	12900	1	0	0	3	6	0	1	2	0	0	3	0	5	0	1	0	0	0	0	0	0	0	17	19	51	0	0	9	0	0	57	0	0	0	1	0	0	2	0	29
1679	1735	"Lake Mendota"	43.1	-89.41667	965.5	"AWI"	965.5	12542	13735.5	13235	1	0	0	0	7	0	3	1	0	0	0	0	5	0	0	0	4	0	0	0	0	0	11	22	17	0	0	12	1	0	22	0	1	1	2	0	0	1	0	13
