"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Liquidambar"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
249	254	"Belmont Bog"	42.25	-77.91667	90	"AWI"	90	1150	2592	1861	0	23	1	0	0	1	0	17	0	0	0	8	0	2	0	0	0	0	0	0	13	89	0	0	0	42	0	0	0	0	3	0	16	0	0	0	3	1	0	2	34	0	0	0	0	0	0	0	0	0	2	62	16	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	100	"AWI"	100	1419	2935	2198	0	47	1	0	0	0	0	32	0	0	0	4	0	5	0	0	0	4	0	0	9	62	0	0	0	27	4	0	0	0	0	0	24	0	0	0	1	1	0	0	61	0	0	0	0	0	1	0	0	0	5	28	7	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	110	"AWI"	110	1767	3187	2525	0	43	2	0	0	1	0	34	0	0	0	3	0	5	0	0	1	0	0	0	9	55	0	0	0	63	0	0	0	0	3	0	26	0	0	0	4	0	0	2	41	0	0	0	0	0	0	0	0	0	3	34	6	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	120	"AWI"	120	2240	3415	2909	0	38	2	0	0	0	0	52	0	0	0	3	0	5	0	0	0	1	0	0	9	46	0	0	0	82	0	0	0	0	2	0	20	0	0	0	2	0	0	2	52	0	0	0	0	0	1	0	0	0	4	30	14	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	130	"AWI"	130	2621	3582	3215	0	29	5	1	0	1	0	31	0	0	0	3	0	5	0	0	2	2	0	0	18	49	0	0	0	99	0	0	0	0	3	0	25	0	0	0	7	0	0	0	41	0	0	0	0	1	0	0	0	0	1	16	13	0	1	0
249	254	"Belmont Bog"	42.25	-77.91667	140	"AWI"	140	3175	3728	3483	0	31	1	0	0	0	0	32	0	0	0	5	0	2	0	0	1	2	0	0	25	63	0	0	0	96	0	0	0	0	2	0	29	0	0	0	6	0	0	2	69	0	0	0	0	0	0	0	0	0	1	9	11	0	6	0
249	254	"Belmont Bog"	42.25	-77.91667	150	"AWI"	150	3486	3989	3704	0	40	1	0	0	2	0	39	0	0	0	2	0	1	0	0	3	1	0	0	18	64	0	0	0	46	4	0	0	6	0	0	14	0	0	0	6	0	0	0	58	0	1	0	0	0	2	0	0	0	2	16	8	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	170	"AWI"	170	3705	4512	4054	0	34	0	0	0	0	0	40	0	0	0	3	0	2	0	0	5	4	1	0	9	73	0	0	0	48	3	0	0	0	3	0	16	2	0	0	4	1	0	2	52	0	0	0	0	0	0	0	0	1	1	15	12	0	4	0
249	254	"Belmont Bog"	42.25	-77.91667	190	"AWI"	190	3967	4868	4409	0	32	2	0	0	1	0	41	0	0	0	6	0	4	0	0	6	2	1	0	20	60	0	0	0	52	2	0	0	0	1	0	16	2	0	0	4	0	0	3	60	0	0	0	0	0	0	0	0	0	2	26	8	0	11	0
249	254	"Belmont Bog"	42.25	-77.91667	200	"AWI"	200	4122	5032	4588	0	42	3	0	0	0	0	63	0	0	0	5	0	5	0	0	0	1	0	0	3	112	0	0	0	37	0	1	0	0	5	0	8	0	0	0	6	2	0	7	47	0	0	0	0	0	0	1	0	0	1	44	19	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	210	"AWI"	210	4322	5190	4778	0	24	7	0	0	0	0	70	0	0	0	6	0	4	0	0	0	1	1	0	0	88	0	0	0	19	3	0	0	0	1	0	5	0	0	0	5	0	0	1	31	0	0	0	0	0	0	0	0	0	2	31	9	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	230	"AWI"	230	4684	5434	5132	0	26	2	1	0	1	0	22	0	0	0	2	0	0	0	0	5	0	11	0	2	48	0	0	0	45	4	0	0	0	2	0	12	0	0	0	3	1	0	2	52	0	0	0	0	0	1	0	0	0	2	105	12	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	250	"AWI"	250	5291	5582	5466	0	11	0	0	0	0	0	8	0	0	0	1	0	4	0	0	3	0	3	0	1	16	0	0	0	53	0	0	0	0	0	0	6	1	0	0	3	0	0	0	17	0	0	0	1	0	1	0	0	0	7	210	5	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	270	"AWI"	270	5715	8243	6584	0	21	3	0	0	1	0	17	0	0	0	2	0	0	0	0	0	2	1	0	3	29	0	0	0	43	3	0	0	0	1	0	9	0	0	0	4	1	0	1	31	0	0	0	0	0	1	0	0	0	1	144	7	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	290	"AWI"	290	6577	9623	7989	0	18	6	1	0	0	0	22	0	0	0	1	0	0	0	1	2	1	2	0	1	24	0	0	0	59	0	0	0	0	2	0	13	1	0	0	7	1	0	0	36	1	0	0	0	0	1	0	0	0	2	133	6	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	310	"AWI"	310	7752	10737	9385	1	7	95	0	0	1	0	5	0	0	0	1	0	0	0	0	0	0	12	0	1	3	0	0	0	41	0	0	0	0	0	0	16	0	0	0	2	2	0	0	48	0	0	0	0	0	2	0	0	1	3	81	14	0	7	0
249	254	"Belmont Bog"	42.25	-77.91667	330	"AWI"	330	9272	11595	10648	4	9	23	0	0	0	0	17	0	0	0	2	0	1	0	0	1	3	9	0	3	7	0	0	0	62	0	0	1	0	0	0	10	1	0	0	3	0	1	0	36	0	0	0	0	0	1	0	0	0	1	70	7	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	350	"AWI"	350	11362	12390	11830	18	5	32	0	0	0	0	13	0	0	0	2	1	0	0	0	0	2	4	0	1	1	0	0	0	112	0	0	0	0	0	0	5	5	222	0	2	0	1	0	31	0	0	0	0	1	1	0	0	0	0	19	6	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	370	"AWI"	370	12561	13009	12782	21	0	18	0	2	2	0	13	0	0	0	1	0	0	0	1	0	2	24	0	0	3	0	1	0	122	4	2	0	0	1	0	22	11	129	0	3	19	0	1	45	0	0	0	0	0	22	0	0	0	0	35	7	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	390	"AWI"	390	12879	13700	13194	8	0	0	0	0	6	0	9	0	0	0	0	0	0	0	0	3	4	35	3	0	2	0	0	0	143	0	0	0	2	0	0	39	87	71	0	2	51	0	0	53	6	0	0	0	1	46	0	0	2	0	2	6	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	400	"AWI"	400	12997	13953	13397	18	0	3	2	0	9	0	15	0	0	0	1	0	0	2	0	0	2	100	0	0	1	0	1	0	180	2	1	0	1	0	0	74	174	100	0	0	40	7	0	86	19	0	15	0	3	82	0	0	3	0	0	4	3	0	0
249	254	"Belmont Bog"	42.25	-77.91667	420	"AWI"	420	13288	14388	13794	5	0	1	0	0	9	0	4	1	0	0	2	0	0	0	0	0	2	30	0	0	0	0	0	0	109	0	0	0	0	0	0	24	132	75	0	0	28	0	0	48	0	0	0	0	1	29	0	0	0	0	0	0	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	440	"AWI"	440	13622	14783	14192	5	0	12	0	2	6	0	8	0	0	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	77	0	0	0	0	0	0	21	164	0	0	0	30	0	0	54	0	0	0	0	3	27	0	0	2	0	0	2	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	460	"AWI"	460	14018	15116	14596	1	0	6	1	1	9	0	11	0	0	0	1	2	0	1	0	0	3	48	0	0	0	0	0	0	124	0	1	0	0	0	3	17	196	37	0	0	31	0	0	21	4	0	0	0	0	25	0	0	1	0	0	1	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	480	"AWI"	480	14386	15585	14996	2	0	18	0	0	23	20	20	0	0	0	2	0	1	0	0	0	1	118	1	0	0	0	0	0	106	0	0	0	0	0	0	16	142	64	0	0	92	0	0	45	13	0	0	0	0	26	0	1	9	0	0	4	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	500	"AWI"	500	14681	16132	15388	2	0	14	1	0	23	0	3	0	0	1	0	0	0	0	0	0	1	102	1	0	0	0	0	0	17	0	0	0	0	0	0	9	87	0	0	0	66	0	0	25	38	0	0	0	3	15	0	0	20	0	0	1	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	520	"AWI"	520	14983	16704	15794	2	0	33	1	0	44	0	17	0	0	0	6	1	0	0	0	0	0	218	1	0	0	0	0	0	55	0	0	0	0	0	0	7	118	104	0	0	84	2	0	29	73	0	0	0	0	36	0	0	16	0	1	0	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	540	"AWI"	540	15332	17185	16202	1	0	16	0	0	24	19	10	0	0	0	1	1	0	0	0	0	3	165	0	0	0	0	0	0	11	0	1	0	0	0	0	12	69	55	0	0	75	0	0	26	32	0	0	0	2	23	0	0	14	0	0	1	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	560	"AWI"	560	15688	17626	16597	3	0	14	0	0	18	0	6	1	0	0	2	1	0	0	0	0	1	154	0	0	0	0	0	0	38	0	0	0	0	0	0	7	79	78	0	0	38	1	0	18	7	0	0	0	0	12	0	1	5	0	0	0	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	580	"AWI"	580	16030	18061	17012	2	0	6	2	0	17	0	6	0	0	0	0	0	0	0	0	0	3	95	0	0	1	0	0	0	14	0	0	0	0	0	1	10	70	77	0	0	43	0	0	18	5	0	0	0	0	7	0	0	7	0	5	0	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	600	"AWI"	600	16414	18544	17436	4	0	8	0	0	42	28	16	1	0	0	1	4	1	0	0	0	2	116	1	0	0	0	0	0	62	0	0	0	0	0	0	14	109	72	0	2	62	0	0	63	1	0	0	0	0	30	0	0	8	0	6	3	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	620	"AWI"	620	16813	18969	17845	0	0	6	1	0	15	0	5	0	0	0	1	3	0	0	0	0	1	172	0	0	0	0	0	0	18	0	0	0	0	0	0	5	47	0	0	0	42	0	0	18	1	0	0	0	0	5	0	0	5	0	0	2	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	640	"AWI"	640	17197	19405	18262	0	0	7	0	1	16	13	7	0	0	0	1	1	0	0	0	0	5	174	0	0	0	0	0	0	63	0	0	0	0	0	0	2	88	0	0	0	69	0	0	19	0	0	0	0	1	7	0	0	19	0	0	2	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	660	"AWI"	660	17555	19820	18665	1	0	6	1	0	16	0	4	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	12	0	0	0	0	0	0	1	63	0	0	0	39	0	0	10	0	0	0	0	0	10	0	0	13	0	0	2	0	0	0
249	254	"Belmont Bog"	42.25	-77.91667	680	"AWI"	680	17990	20270	19081	2	6	18	0	0	8	0	8	0	0	0	0	2	0	0	0	0	0	89	0	1	7	0	0	0	45	0	0	0	0	0	0	10	43	68	0	0	19	0	0	30	1	0	0	1	0	8	0	0	5	1	17	5	0	1	0
249	254	"Belmont Bog"	42.25	-77.91667	710	"AWI"	710	18649	20880	19692	0	0	12	0	0	9	0	8	0	0	0	0	0	0	0	0	0	0	276	0	0	4	0	0	0	57	0	0	0	1	0	0	5	72	89	0	0	29	0	0	19	0	0	0	1	1	3	0	0	11	0	4	3	0	0	0
