"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cephalanthus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Myrica"	"Nyssa"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
826	852	"Fresh Pond"	41.15833	-71.575	265	"AWI"	265	6577	7316	7003	0	0	65	0	0	0	0	16	0	0	3	1	1	0	1	1	2	0	0	12	3	0	0	10	87	1	0	12	2	1	0.5	0	0	0	0	161	0	0	0	1	1	0	0	1	6	4
826	852	"Fresh Pond"	41.15833	-71.575	275	"AWI"	275	7172	8163	7622	0	4	67	1	0	1	0	24	0	0	0	0	0	0	11	0	6	1	0	6	2	0	0	9	17	0	0	21	2	0	2	18	0	1	0	198	0	0	0	0	0	0	0	0	3	4
826	852	"Fresh Pond"	41.15833	-71.575	285	"AWI"	285	7586	9130	8337	0	0	77	0	0	0	0	16	0	0	1	0	0	0	9	0	2	0	0	3	3	0	0	3	22	0	0	13	2	0	1	0	0	0	0	176	0	0	0	0	0	1	0	0	4	3
826	852	"Fresh Pond"	41.15833	-71.575	295	"AWI"	295	8383	9598	9068	0	0	77	0	0	1	0	22	0	0	0	0	0	0	6	0	1	1	0	0	0	0	0	2	14	0	0	14	0	1	6.5	63	0	0	0	148	0	0	0	0	0	0	0	1	8	2
826	852	"Fresh Pond"	41.15833	-71.575	305	"AWI"	305	8826	9959	9564	1	0	53	0	0	1	0	22	0	1	2	0	0	0	18	2	3	0	0	0	0	0	0	5	42	0	0	17	1	3	11.5	81.5	0	0	0	118	0	0	0	0	0	0	0	0	6	4
826	852	"Fresh Pond"	41.15833	-71.575	315	"AWI"	315	9096	10337	9778	0.5	0	28	0	0	0	0	25	0	0	0	0	0	0	13	1	2	0	0	0	4	0	0	12	117	1	0	35	1	2	0	80	0	0	0	155	0	0	0	1	0	0	0	0	2	3
826	852	"Fresh Pond"	41.15833	-71.575	325	"AWI"	325	9354	10630	10015	0	0	11	1	1	0	0	23	0	0	0	0	0	0	8	0	3	1	0	0	0	0	0	10	187	1	0	24	0	0	2	54	0	0	0	173	1	0	0	1	0	0	0	1	7	3
826	852	"Fresh Pond"	41.15833	-71.575	335	"AWI"	335	9619	10910	10258	1	0	10	0	0	1	0	27	0	0	2	0	0	0	9	0	4	0	0	0	0	0	0	7	176	0	0	36	0	2	3.5	71.5	0	0	0	127	0	0	0	0	0	1	0	0	3	5
826	852	"Fresh Pond"	41.15833	-71.575	345	"AWI"	345	9902	11229	10502	0	0	8	0	0	0	0	22	0	0	0	0	1	0	20	2	1	0	0	0	3	0	0	14	113	0	0	30	1	3	1.5	107	0	0	0	157	0	0	0	2	0	1	0	0	13	2
826	852	"Fresh Pond"	41.15833	-71.575	355	"AWI"	355	10211	11500	10736	0	2	5	2	0	1	0	30	0	0	0	0	1	0	15	0	6	2	0	1	4	0	0	3	6	0	0	67	1	0	3	113	0	0	0	179	0	0	0	1	0	2	0	0	6	2
826	852	"Fresh Pond"	41.15833	-71.575	365	"AWI"	365	10635	11797	11008	0	0	5	0	0	0	0	76	0	0	0	0	1	0	7	0	1	2	0	0	3	0	1	3	8	1	0	27	0	2	2.5	170	0	0	0	177	0	0	0	0	0	2	0	0	1	5
826	852	"Fresh Pond"	41.15833	-71.575	375	"AWI"	375	11027	12516	11582	8	2	32	0	0	0	0	30	0	1	0	0	0	0	12	0	2	5	0	1	0	0	0	16	1	0	0	20	0	8	63.5	112.5	0	0	0	46	0	0	0	1	0	0	0	0	5	1
826	852	"Fresh Pond"	41.15833	-71.575	385	"AWI"	385	11525	13633	12464	3	0	53	0	0	1	0	92	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	4	55	0	0	11	0	1	61.5	116.5	0	0	0	16	0	0	0	2	0	0	0	0	3	1
826	852	"Fresh Pond"	41.15833	-71.575	395	"AWI"	395	12278	14315	13387	3.5	0	5	0	0	0	0	48	0	0	0	0	0	0	12	0	4	3	0	2	0	0	2	8	1	0	0	4	0	11	94.5	0	0	0	0	33	0	0	0	0	0	0	0	0	0	2
826	852	"Fresh Pond"	41.15833	-71.575	405	"AWI"	405	13597	14819	14208	3	0	6	0	0	1	0	24	0	4	0	0	0	0	11	1	10	2	0	1	4	0	0	0	45	1	0	7	0	12	87.5	0	0	0	0	30	0	0	0	0	0	4	0	0	0	0
826	852	"Fresh Pond"	41.15833	-71.575	411	"AWI"	411	14096	15320	14655	1	0	2	0	0	1	0	21	4	0	1	0	0	0	5	6	7	0	0	0	0	0	0	3	18	0	0	10	0	4	104	114.5	0	0	0	19	0	0	0	2	0	0	0	0	0	0
826	852	"Fresh Pond"	41.15833	-71.575	417	"AWI"	417	14258	16023	14970	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	184	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
