"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Indeterminable"	"Lamiaceae"	"Larix"	"Malvaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Phrymaceae"	"Picea"	"Pinaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rhododendron"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Thuja"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viscaceae"
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	725	"AWI"	725	4697	6672	5808	14	0	0	1	2	0	0	0	1	0	0	0	0	5	1	0	0	0	0	0	0	0	4	0	82	0	0	0	0	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	176	75	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	765	"AWI"	765	5094	6930	6122	17	0	0	0	0	1	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	2	0	128	82	0	1	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	805	"AWI"	805	5436	7177	6454	9	0	30	0	2	0	1	0	3	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	69	0	0	0	0	0	2	4	0	0	2	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	250	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	825	"AWI"	825	5648	7286	6612	18	0	129	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	4	0	77	0	0	0	0	0	2	8	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	865	"AWI"	865	6049	7497	6936	7	0	48	0	1	0	0	0	1	0	0	0	1	7	0	0	0	0	0	0	0	0	2	0	48	0	0	0	0	0	1	2	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	925	"AWI"	925	6784	7803	7386	36	0	0	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	6	1	164	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	29	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	965	"AWI"	965	7192	8012	7671	64	0	147	0	1	1	1	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	2	0	157	0	0	0	0	0	1	6	24	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	91	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1005	"AWI"	1005	7397	8438	7916	33	0	115	0	0	0	0	0	3	0	0	0	1	6	0	0	0	0	0	0	1	0	3	0	138	0	0	0	3	0	7	7	16	0	2	0	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	6	103	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1045	"AWI"	1045	7595	8830	8150	17	0	167	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	106	0	0	0	0	0	2	3	0	0	6	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	6	59	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1065	"AWI"	1065	7702	8984	8278	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	64	0	0	0	0	0	1	5	0	0	0	0	5	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	4	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1085	"AWI"	1085	7790	9149	8401	11	0	133	0	0	1	1	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	102	0	0	0	0	0	3	6	17	0	3	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	36	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1125	"AWI"	1125	8005	9441	8651	16	0	111	0	1	0	0	0	1	0	0	0	1	6	0	0	0	0	0	0	0	0	1	0	107	0	0	0	0	0	1	3	6	0	1	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1165	"AWI"	1165	8211	9720	8895	21	0	102	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	2	0	188	0	0	0	1	0	4	4	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	39	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1205	"AWI"	1205	8388	10000	9147	19	0	0	0	1	3	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	11	0	139	0	0	0	0	1	2	2	0	0	1	0	5	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	5	27	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1245	"AWI"	1245	8609	10271	9391	15	0	177	0	2	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	79	0	0	0	1	0	4	5	0	0	1	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	1	5	39	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1285	"AWI"	1285	8819	10547	9652	14	0	301	0	0	1	1	0	1	0	0	0	1	8	0	0	1	0	0	0	0	0	2	0	118	0	0	0	0	0	2	3	0	0	1	0	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1325	"AWI"	1325	9034	10785	9901	12	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	101	0	0	0	0	0	4	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	18	1	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1365	"AWI"	1365	9264	11071	10149	1	0	148	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	140	0	0	0	0	0	8	1	0	0	2	0	4	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	5	19	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1385	"AWI"	1385	9368	11211	10273	3	0	279	0	0	1	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	3	0	61	0	0	0	1	0	3	2	0	0	2	0	10	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	9	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1405	"AWI"	1405	9502	11312	10407	2	0	227	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	63	0	0	0	0	1	8	1	0	0	1	0	7	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	1	6	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1425	"AWI"	1425	9613	11435	10532	1	0	306	0	1	0	3	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	84	0	0	0	1	1	6	0	26	0	4	0	7	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1445	"AWI"	1445	9731	11561	10660	7	0	205	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	2	0	65	0	0	0	0	0	6	3	0	0	3	0	3	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	3	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1485	"AWI"	1485	9978	11822	10911	4	0	105	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	137	0	0	0	1	0	8	2	0	0	2	0	5	0	0	1	1	0	0	2	0	0	3	1	0	0	0	0	0	5	11	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1525	"AWI"	1525	10239	12035	11156	3	0	0	0	0	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	4	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1565	"AWI"	1565	10501	12237	11406	9	0	98	0	0	0	2	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	3	0	126	0	0	0	0	0	8	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	13	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1605	"AWI"	1605	10774	12459	11662	9	0	189	0	0	1	2	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	88	0	0	0	1	0	6	4	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	41	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1625	"AWI"	1625	10911	12584	11789	22	0	218	0	0	2	1	0	2	1	0	0	0	2	1	0	0	1	0	0	0	0	4	0	111	0	0	0	1	0	6	6	0	0	2	0	7	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1665	"AWI"	1665	11190	12795	12039	4	0	268	0	1	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	49	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	1	0	0	0	0	11	0	3	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1705	"AWI"	1705	11482	12983	12286	8	0	0	0	0	3	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	67	0	0	0	0	0	6	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1725	"AWI"	1725	11602	13094	12415	15	0	0	1	1	1	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	182	0	0	0	0	0	13	0	0	0	2	0	1	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1765	"AWI"	1765	11917	13282	12658	11	0	326	1	0	3	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	164	0	0	0	0	0	16	3	73	0	1	0	5	0	0	0	2	0	0	0	0	0	2	1	1	0	0	1	0	1	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1805	"AWI"	1805	12253	13458	12902	11	0	149	0	0	0	3	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	10	0	193	0	0	0	0	0	9	5	0	0	1	0	1	0	0	0	5	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1815	"AWI"	1815	12332	13496	12963	12	0	347	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	214	0	0	0	0	0	15	2	61	0	2	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	6	14	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1825	"AWI"	1825	12402	13550	13021	22	0	326	0	1	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	9	0	244	0	0	0	0	0	21	2	63	0	1	0	5	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	18	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1845	"AWI"	1845	12588	13632	13140	10	0	198	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	150	0	0	0	0	0	22	9	0	1	2	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	26	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1865	"AWI"	1865	12791	13730	13254	13	0	345	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	156	0	0	0	0	0	32	5	0	0	3	0	10	0	0	1	3	0	0	0	0	1	4	0	1	0	1	0	0	3	18	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1875	"AWI"	1875	12911	13778	13308	9	0	340	0	2	0	2	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	6	0	186	0	0	0	0	0	14	5	66	0	4	0	0	0	1	0	0	0	0	0	0	1	4	0	0	0	0	0	0	3	9	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1885	"AWI"	1885	12998	13831	13366	21	0	102	1	1	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	136	0	0	0	0	0	40	9	75	0	1	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	1	1	202	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1905	"AWI"	1905	13209	13939	13477	13	0	134	0	0	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	5	0	60	0	0	0	0	0	105	6	0	0	2	0	7	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	281	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1910	"AWI"	1910	13252	13968	13508	52	0	471	0	1	0	5	0	1	0	0	0	0	17	1	0	0	0	1	0	0	0	8	0	7	0	0	0	5	2	116	29	209	0	5	0	8	0	1	1	1	0	0	0	1	0	4	0	0	0	0	0	0	6	56	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1915	"AWI"	1915	13287	13995	13535	36	0	127	0	0	0	2	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	2	0	329	10	0	0	2	0	8	0	0	0	1	0	0	0	0	0	15	0	0	0	0	0	0	0	38	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1925	"AWI"	1925	13379	14109	13635	36	0	160	0	0	0	4	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	94	9	401	0	5	0	7	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	6	12	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1945	"AWI"	1945	13654	15516	14556	10	0	182	0	0	1	4	0	0	0	0	0	0	5	3	0	0	0	0	1	0	0	9	0	0	0	0	0	1	0	80	10	250	0	2	0	8	0	4	0	0	0	0	3	0	0	57	0	0	0	0	0	0	11	9	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1965	"AWI"	1965	14329	16633	15438	6	0	103	0	1	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	60	10	182	0	0	0	6	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1985	"AWI"	1985	15488	16925	16376	2	0	76	0	0	1	3	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	1	34	13	221	0	0	0	1	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	1995	"AWI"	1995	15761	17244	16733	8	0	199	0	0	0	3	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	9	0	3	0	0	0	0	1	29	5	422	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	4	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	2005	"AWI"	2005	15910	17497	16885	4	0	311	0	0	0	3	0	0	0	0	1	0	5	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	6	0	379	0	2	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	2015	"AWI"	2015	16002	17897	17009	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
1715	1772	"Mosquito Lake Bog"	48.76917	-122.11778	2025	"AWI"	2025	16077	18365	17122	0	0	0	0	0	0	0	0	0	0	1	0	0	1	7	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	2	6	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
