"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Salix"	"Tilia"	"Ulmus"
1484	1522	"Kirikumae"	57.68291	27.25128	320	"AWI"	320	3625	4275	3951	56	2	2	1	75	0	32	7	0	2	34	36	5	8	0	0	7	9
1484	1522	"Kirikumae"	57.68291	27.25128	330	"AWI"	330	3759	4370	4067	58	0	0	1	72	0	23	7	0	0	10	16	4	12	0	0	24	20
1484	1522	"Kirikumae"	57.68291	27.25128	340	"AWI"	340	3921	4469	4183	49	2	0	0	54	0	25	4	0	0	9	24	3	6	0	0	12	16
1484	1522	"Kirikumae"	57.68291	27.25128	350	"AWI"	350	4053	4635	4324	62	1	0	0	65	0	33	9	0	0	16	31	4	10	0	0	14	26
1484	1522	"Kirikumae"	57.68291	27.25128	360	"AWI"	360	4173	4950	4489	44	1	1	0	57	0	24	5	1	1	36	26	3	11	0	0	11	15
1484	1522	"Kirikumae"	57.68291	27.25128	370	"AWI"	370	4287	5189	4661	67	0	2	0	67	0	41	5	0	0	21	32	3	7	0	0	15	17
1484	1522	"Kirikumae"	57.68291	27.25128	380	"AWI"	380	4424	5387	4844	52	0	1	0	44	0	30	6	0	0	16	20	3	7	0	0	17	17
1484	1522	"Kirikumae"	57.68291	27.25128	390	"AWI"	390	4565	5584	5021	54	1	1	0	42	0	35	7	0	0	9	25	4	3	0	0	9	21
1484	1522	"Kirikumae"	57.68291	27.25128	400	"AWI"	400	4698	5771	5197	86	0	2	0	73	0	64	11	0	0	8	31	6	1	0	0	16	32
1484	1522	"Kirikumae"	57.68291	27.25128	410	"AWI"	410	4850	5966	5383	41	1	0	0	39	0	26	4	0	0	6	11	3	4	0	0	12	14
1484	1522	"Kirikumae"	57.68291	27.25128	420	"AWI"	420	5007	6135	5560	87	0	1	1	64	0	37	8	0	0	2	20	4	3	0	0	22	38
1484	1522	"Kirikumae"	57.68291	27.25128	430	"AWI"	430	5169	6312	5744	85	0	1	1	65	0	45	6	0	0	0	53	6	8	0	0	29	41
1484	1522	"Kirikumae"	57.68291	27.25128	440	"AWI"	440	5328	6452	5924	55	0	0	0	43	0	29	19	0	0	0	26	11	6	0	0	11	29
1484	1522	"Kirikumae"	57.68291	27.25128	450	"AWI"	450	5512	6585	6107	66	0	2	0	49	0	34	19	0	0	5	20	13	7	0	0	13	34
1484	1522	"Kirikumae"	57.68291	27.25128	460	"AWI"	460	5732	6714	6281	96	1	1	1	74	0	54	21	0	0	6	18	12	6	0	0	18	54
1484	1522	"Kirikumae"	57.68291	27.25128	470	"AWI"	470	5957	6837	6461	56	0	0	0	50	0	24	9	0	0	6	16	7	4	0	0	6	30
1484	1522	"Kirikumae"	57.68291	27.25128	480	"AWI"	480	6220	6966	6630	75	2	1	1	69	0	45	19	0	0	9	48	15	15	0	0	18	18
1484	1522	"Kirikumae"	57.68291	27.25128	490	"AWI"	490	6493	7089	6794	54	0	0	1	42	0	51	8	0	0	4	20	5	2	0	0	20	24
1484	1522	"Kirikumae"	57.68291	27.25128	500	"AWI"	500	6696	7242	6958	57	0	0	0	42	0	41	5	0	0	7	26	3	3	0	0	12	18
1484	1522	"Kirikumae"	57.68291	27.25128	510	"AWI"	510	6793	7502	7098	43	0	0	0	38	0	31	7	0	0	6	24	3	4	0	0	11	17
1484	1522	"Kirikumae"	57.68291	27.25128	520	"AWI"	520	6887	7742	7254	61	0	1	0	49	0	35	13	0	0	8	23	7	1	0	0	14	26
1484	1522	"Kirikumae"	57.68291	27.25128	530	"AWI"	530	7007	7921	7405	57	0	0	0	57	0	45	12	0	0	6	25	9	2	0	0	18	16
1484	1522	"Kirikumae"	57.68291	27.25128	540	"AWI"	540	7120	8105	7559	46	0	0	0	52	0	36	3	0	0	7	22	3	7	0	0	15	21
1484	1522	"Kirikumae"	57.68291	27.25128	550	"AWI"	550	7254	8264	7712	80	0	2	0	102	0	67	23	0	0	8	54	19	20	0	0	30	34
1484	1522	"Kirikumae"	57.68291	27.25128	560	"AWI"	560	7390	8422	7871	84	0	2	1	114	0	62	27	0	0	16	58	21	2	0	0	22	34
1484	1522	"Kirikumae"	57.68291	27.25128	570	"AWI"	570	7544	8577	8025	77	0	0	0	85	0	40	28	0	0	14	108	18	6	0	0	20	32
1484	1522	"Kirikumae"	57.68291	27.25128	580	"AWI"	580	7690	8718	8174	48	0	0	0	66	0	27	11	0	0	10	25	6	6	0	0	22	18
1484	1522	"Kirikumae"	57.68291	27.25128	590	"AWI"	590	7862	8896	8328	45	0	0	0	61	0	23	14	0	0	8	28	5	5	0	0	17	20
1484	1522	"Kirikumae"	57.68291	27.25128	600	"AWI"	600	8034	9064	8476	72	0	1	1	79	0	45	12	0	0	22	41	7	4	0	0	9	23
1484	1522	"Kirikumae"	57.68291	27.25128	610	"AWI"	610	8223	9222	8627	14	1	1	0	32	0	11	4	0	0	10	30	4	1	0	0	3	6
1484	1522	"Kirikumae"	57.68291	27.25128	615	"AWI"	615	8395	9326	8746	26	1	2	0	45	0	12	2	0	0	7	33	3	1	0	0	4	9
1484	1522	"Kirikumae"	57.68291	27.25128	620	"AWI"	620	8463	9465	8871	37	1	1	0	51	0	20	5	1	0	4	39	3	2	0	0	8	16
1484	1522	"Kirikumae"	57.68291	27.25128	625	"AWI"	625	8577	9616	9030	50	3	1	0	77	2	32	7	1	0	8	75	4	2	0	0	5	18
1484	1522	"Kirikumae"	57.68291	27.25128	630	"AWI"	630	8653	9824	9207	32	1	1	0	73	0	33	11	0	0	6	84	8	2	0	0	7	22
1484	1522	"Kirikumae"	57.68291	27.25128	635	"AWI"	635	8773	10081	9383	32	1	1	0	81	0	44	11	0	0	13	73	7	1	0	0	4	19
1484	1522	"Kirikumae"	57.68291	27.25128	640	"AWI"	640	8915	10213	9567	12	2	0	0	93	0	41	12	0	0	5	94	6	1	0	0	1	10
1484	1522	"Kirikumae"	57.68291	27.25128	645	"AWI"	645	9020	10407	9746	12	0	1	0	95	0	25	8	1	0	5	83	4	1	6	0	1	19
1484	1522	"Kirikumae"	57.68291	27.25128	650	"AWI"	650	9264	10494	9928	1	0	1	0	93	0	8	5	0	0	2	82	4	0	3	0	0	8
1484	1522	"Kirikumae"	57.68291	27.25128	655	"AWI"	655	9409	10657	10121	2	1	1	0	72	0	0	5	1	0	0	42	3	0	0	0	0	8
1484	1522	"Kirikumae"	57.68291	27.25128	660	"AWI"	660	9772	10784	10281	2	1	2	0	104	0	0	6	0	0	2	87	4	0	9	0	0	6
1484	1522	"Kirikumae"	57.68291	27.25128	665	"AWI"	665	10105	10909	10448	0	0	1	0	112	0	0	9	0	0	0	41	3	0	0	0	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	670	"AWI"	670	10320	11052	10624	0	0	0	0	117	0	0	7	0	0	0	34	8	0	0	0	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	675	"AWI"	675	10449	11275	10794	0	2	2	0	124	0	0	3	1	0	3	34	7	0	8	0	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	680	"AWI"	680	10546	11593	10956	0	2	3	0	51	0	0	4	0	0	49	102	13	0	7	0	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	685	"AWI"	685	10664	11774	11135	0	3	5	0	65	0	3	6	0	0	29	99	13	0	10	0	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	690	"AWI"	690	10732	12083	11296	0	12	22	0	81	0	0	12	0	0	22	72	8	0	4	0	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	695	"AWI"	695	10855	12247	11455	0	5	22	0	101	4	0	21	0	0	27	81	13	0	7	0	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	700	"AWI"	700	10934	12509	11609	0	12	16	0	103	2	0	12	0	0	24	84	10	0	0	0	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	705	"AWI"	705	11051	12698	11768	0	14	17	2	101	5	0	23	0	0	29	74	13	0	5	0	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	710	"AWI"	710	11146	12921	11919	3	11	19	0	92	3	1	24	0	0	13	57	17	0	5	0	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	715	"AWI"	715	11248	13138	12064	3	13	39	0	111	5	1	17	0	0	9	75	15	0	0	0	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	720	"AWI"	720	11363	13333	12224	2	10	23	0	67	3	2	12	0	0	7	49	10	0	0	0	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	725	"AWI"	725	11473	13554	12373	1	12	12	0	66	5	0	11	0	0	7	42	8	0	0	0	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	730	"AWI"	730	11597	13705	12537	1	9	25	0	62	5	1	12	0	0	8	68	19	0	4	0	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	735	"AWI"	735	11688	13916	12695	2	22	34	0	116	7	0	19	0	0	32	68	15	0	0	0	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	740	"AWI"	740	11841	14056	12854	0	13	26	0	79	4	0	22	0	0	11	52	15	0	0	0	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	745	"AWI"	745	11961	14257	13006	2	18	28	0	87	5	1	15	0	0	16	60	11	0	0	3	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	750	"AWI"	750	12088	14404	13160	1	36	62	1	112	3	1	24	1	0	21	71	39	0	0	0	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	755	"AWI"	755	12198	14563	13318	8	32	23	0	127	4	4	41	0	0	6	300	21	0	4	0	0	4
1484	1522	"Kirikumae"	57.68291	27.25128	760	"AWI"	760	12319	14731	13478	4	24	26	0	91	5	4	28	0	0	8	185	17	0	0	2	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	765	"AWI"	765	12446	14866	13637	4	18	22	0	90	0	6	44	0	0	6	260	18	0	0	2	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	770	"AWI"	770	12564	15046	13802	6	32	29	0	169	0	6	29	0	0	6	267	21	0	0	3	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	775	"AWI"	775	12744	15177	13965	15	29	23	3	116	4	7	47	0	0	4	234	18	0	0	10	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	780	"AWI"	780	12860	15346	14126	9	21	15	3	88	0	4	29	0	0	3	188	13	0	0	11	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	785	"AWI"	785	13012	15493	14278	26	19	29	1	114	0	7	14	0	0	4	217	11	0	4	14	0	5
1484	1522	"Kirikumae"	57.68291	27.25128	790	"AWI"	790	13142	15652	14431	20	20	23	4	109	0	2	21	0	0	5	156	15	0	0	10	0	0
1484	1522	"Kirikumae"	57.68291	27.25128	795	"AWI"	795	13291	15791	14592	24	38	20	3	176	0	13	28	0	0	6	245	22	0	0	12	0	4
1484	1522	"Kirikumae"	57.68291	27.25128	800	"AWI"	800	13433	15933	14747	21	27	21	0	244	0	7	27	2	0	3	183	29	0	0	14	0	6
1484	1522	"Kirikumae"	57.68291	27.25128	810	"AWI"	810	13726	16226	15049	6	27	8	1	95	0	3	23	0	0	8	227	7	0	0	13	0	2
1484	1522	"Kirikumae"	57.68291	27.25128	820	"AWI"	820	14022	16487	15372	9	25	7	2	82	0	2	23	1	0	8	199	19	2	0	17	0	2
1484	1522	"Kirikumae"	57.68291	27.25128	830	"AWI"	830	14376	16723	15691	14	5	7	5	49	0	3	14	0	0	10	226	18	4	0	11	0	2
1484	1522	"Kirikumae"	57.68291	27.25128	840	"AWI"	840	14702	16990	16004	11	7	9	3	124	0	0	18	0	0	8	123	10	2	0	13	0	2
1484	1522	"Kirikumae"	57.68291	27.25128	850	"AWI"	850	15041	17218	16318	24	12	22	3	200	0	10	10	3	0	6	110	8	0	8	24	0	4
1484	1522	"Kirikumae"	57.68291	27.25128	855	"AWI"	855	15238	17314	16470	2	2	2	0	88	0	0	3	0	0	4	34	2	0	0	3	1	1
1484	1522	"Kirikumae"	57.68291	27.25128	860	"AWI"	860	15377	17453	16623	4	2	2	0	92	0	0	6	0	0	4	60	9	0	0	3	0	2
