"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Liliaceae"	"Morus"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Prunus"	"Quercus"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
1659	1715	"Wapizagonke"	46.72639	-73.03056	310	"AWI"	310	4655	6272	5513	5	0	5	0	2	0	239	0	0	0	0	1	1	2	0	1	0	14	0	0	0	0	1	0	2	0	1	0	2	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	10	2	0
1659	1715	"Wapizagonke"	46.72639	-73.03056	325	"AWI"	325	4984	6475	5790	3	0	0	0	1	0	203	0	0	0	0	0	0	2	0	1	0	10	4	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	2	2	0	42	5	0
1659	1715	"Wapizagonke"	46.72639	-73.03056	340	"AWI"	340	5300	6697	6061	3	0	0	0	1	0	203	1	0	0	0	0	3	8	0	9	0	5	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0	3	0	0	14	0	1	0	0	1	0	5	0	0	56	6	0
1659	1715	"Wapizagonke"	46.72639	-73.03056	350	"AWI"	350	5512	6840	6233	4	0	17	0	1	0	218	0	0	0	0	0	0	4	0	0	0	7	5	1	0	0	3	0	1	16	0	0	2	0	0	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	123	9	0
1659	1715	"Wapizagonke"	46.72639	-73.03056	360	"AWI"	360	5732	6969	6409	3	0	7	1	0	0	144	0	0	1	0	0	0	5	0	7	0	10	8	3	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	16	0	0	0	0	0	0	3	0	0	28	4	0
1659	1715	"Wapizagonke"	46.72639	-73.03056	375	"AWI"	375	6113	7159	6671	3	0	9	0	1	0	158	0	0	0	0	0	0	15	0	2	0	5	0	2	0	0	1	0	1	0	0	1	1	0	0	0	0	4	0	0	14	0	0	0	0	0	0	2	0	0	63	3	0
1659	1715	"Wapizagonke"	46.72639	-73.03056	390	"AWI"	390	6485	7365	6930	8	0	25	0	1	0	183	3	0	0	0	0	7	85	0	4	0	0	2	17	2	2	1	0	0	0	0	5	2	0	0	0	0	35	0	0	21	0	1	0	0	3	0	6	1	1	4	3	0
1659	1715	"Wapizagonke"	46.72639	-73.03056	400	"AWI"	400	6718	7582	7133	10	0	27	0	1	0	175	0	0	0	0	0	3	135	0	1	0	1	3	0	1	17	0	0	1	0	0	15	4	0	0	0	0	107	0	0	16	0	0	0	0	1	0	2	0	0	3	11	0
1659	1715	"Wapizagonke"	46.72639	-73.03056	425	"AWI"	425	7153	8432	7712	6	0	46	0	1	5	205	0	0	0	0	0	0	76	0	3	0	1	0	3	1	107	0	0	4	0	0	33	2	0	0	0	0	14	0	0	27	0	1	0	0	5	0	3	1	0	12	5	0
1659	1715	"Wapizagonke"	46.72639	-73.03056	450	"AWI"	450	7592	9176	8311	5	0	45	0	3	0	234	0	0	0	0	0	1	63	0	0	0	0	4	0	4	166	0	0	1	0	0	60	5	0	54	0	0	8	0	0	16	0	0	0	0	2	0	0	0	0	1	6	0
1659	1715	"Wapizagonke"	46.72639	-73.03056	475	"AWI"	475	8138	9771	8922	3	0	46	0	3	0	172	0	0	0	0	0	1	33	0	0	1	2	9	0	0	210	0	0	1	0	0	41	3	40	0	0	0	5	11	0	13	1	0	1	0	8	0	1	1	0	1	2	0
1659	1715	"Wapizagonke"	46.72639	-73.03056	500	"AWI"	500	8670	10361	9530	1	0	55	0	3	3	255	0	0	0	0	0	3	51	0	0	0	0	5	0	1	180	1	0	2	0	1	60	3	36	0	0	0	10	0	0	15	0	1	0	0	6	0	1	0	0	0	8	0
1659	1715	"Wapizagonke"	46.72639	-73.03056	525	"AWI"	525	9340	10894	10126	0	0	44	0	2	0	175	0	0	0	0	1	1	29	0	0	0	1	2	0	1	218	0	0	0	0	0	133	1	21	0	0	0	7	14	0	15	0	0	0	0	6	0	2	0	0	1	4	0
1659	1715	"Wapizagonke"	46.72639	-73.03056	540	"AWI"	540	9735	11232	10487	1	0	56	0	9	4	139	0	0	1	0	0	0	18	1	1	1	0	7	0	1	293	0	0	1	0	0	114	6	15	0	0	0	6	0	0	23	0	0	0	0	9	0	0	0	0	4	1	0
1659	1715	"Wapizagonke"	46.72639	-73.03056	550	"AWI"	550	10044	11442	10722	1	0	55	1	8	0	194	0	1	3	0	0	2	49	1	2	0	0	14	0	0	870	0	0	0	0	0	80	7	0	0	7	0	10	0	0	48	0	3	0	0	16	0	4	0	0	1	9	0
1659	1715	"Wapizagonke"	46.72639	-73.03056	555	"AWI"	555	10264	11534	10830	1	0	0	1	7	4	198	0	0	1	0	1	2	39	1	0	0	1	11	0	1	97	1	0	1	0	0	266	7	0	0	0	0	7	99	0	31	0	0	0	0	22	0	0	0	0	2	8	0
1659	1715	"Wapizagonke"	46.72639	-73.03056	560	"AWI"	560	10396	11650	10952	0	0	0	2	2	3	109	0	0	2	0	0	1	12	2	0	0	0	0	0	2	243	0	0	0	0	1	243	8	0	0	0	0	3	94	0	14	0	0	0	0	14	0	0	0	0	1	5	0
1659	1715	"Wapizagonke"	46.72639	-73.03056	565	"AWI"	565	10566	11746	11086	1	0	7	0	13	0	94	0	0	1	0	0	0	29	0	1	0	0	0	0	2	16	1	0	0	0	0	237	3	0	0	0	2	5	30	0	21	0	0	0	0	21	0	0	0	0	1	1	0
