"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula (<20 µm)"	"Betula (>25 µm)"	"Betula (20-25 µm)"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Salix"	"Thalictrum"	"Tsuga"	"Ulmus"
957	987	"Grey Islands"	50.76889	-55.51667	300	"AWI"	300	5530	7180	6342	19	0	93	0	3	0	3	2	0	94	0	0	0	5	0	0	1	0	4	0	1	20	0	0	53	13	1	0	0	0	0	0	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	310	"AWI"	310	5679	7338	6513	27	0	46	1	1	0	0	4	3	108	0	0	0	3	0	1	0	0	0	0	1	17	0	1	73	17	1	0	0	0	0	0	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	320	"AWI"	320	5824	7448	6680	13	0	51	0	0	1	4	2	0	96	0	0	0	6	1	0	3	0	0	0	0	24	0	0	88	9	0	0	0	0	0	1	0	0	1
957	987	"Grey Islands"	50.76889	-55.51667	330	"AWI"	330	5967	7629	6857	19	0	44	0	2	1	0	3	4	134	0	0	1	12	0	1	2	0	0	0	3	10	0	0	75	19	0	3	0	0	0	0	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	340	"AWI"	340	6183	7721	7017	15	0	74	0	1	0	0	6	0	137	0	0	4	7	1	0	1	0	8	0	0	13	0	0	53	10	0	1	1	0	0	0	0	1	0
957	987	"Grey Islands"	50.76889	-55.51667	350	"AWI"	350	6344	7835	7188	34	1	62	0	1	0	5	2	0	120	0	0	1	5	0	0	0	0	11	0	0	5	0	0	74	13	0	2	0	0	0	0	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	360	"AWI"	360	6566	7936	7347	41	0	56	0	0	0	0	3	1	121	0	0	1	7	0	0	1	0	3	0	1	9	0	0	47	17	1	1	0	0	0	1	0	2	0
957	987	"Grey Islands"	50.76889	-55.51667	370	"AWI"	370	6755	8024	7513	51	0	92	0	0	1	0	6	0	121	0	0	0	5	1	1	3	3	17	1	1	2	0	0	66	16	1	0	0	0	0	1	0	1	0
957	987	"Grey Islands"	50.76889	-55.51667	380	"AWI"	380	6971	8139	7670	29	0	99	0	0	1	0	12	0	121	0	0	0	0	0	1	1	0	26	0	2	4	0	0	30	19	1	0	0	0	0	1	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	390	"AWI"	390	7328	8201	7812	29	0	121	0	0	1	4	8	3	107	0	0	1	5	1	0	0	0	77	0	2	4	0	0	37	11	0	1	0	0	0	1	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	395	"AWI"	395	7461	8250	7888	29	0	142	0	1	0	0	1	0	80	0	0	1	2	0	0	0	4	69	0	0	13	0	1	26	13	2	0	2	0	0	0	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	400	"AWI"	400	7545	8315	7970	15	0	122	0	0	0	0	8	1	80	0	0	1	4	0	0	0	0	37	1	0	12	0	1	37	10	15	0	1	0	0	6	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	405	"AWI"	405	7621	8355	8028	11	1	105	1	0	2	0	4	0	75	0	2	5	2	1	0	2	2	46	0	0	19	0	0	31	16	13	1	0	0	0	3	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	410	"AWI"	410	7684	8413	8088	25	0	84	0	0	0	0	4	4	78	0	0	4	7	4	0	1	1	66	0	5	15	0	0	48	19	9	0	0	0	0	4	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	415	"AWI"	415	7728	8499	8143	34	0	68	0	1	1	0	2	0	88	0	0	3	2	5	0	0	0	40	1	1	19	0	1	56	19	0	0	1	0	0	2	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	420	"AWI"	420	7760	8603	8194	51	0	62	0	1	2	2	3	3	77	0	0	1	2	2	0	1	1	49	0	2	21	0	0	47	23	2	0	0	0	0	5	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	430	"AWI"	430	7849	8767	8297	51	0	74	0	1	0	0	5	0	85	0	0	4	11	0	0	1	0	75	0	0	18	0	0	37	13	5	0	1	0	0	5	0	0	1
957	987	"Grey Islands"	50.76889	-55.51667	440	"AWI"	440	7925	8907	8397	41	0	30	0	0	2	0	5	0	102	0	0	0	4	3	0	2	1	51	0	0	12	0	0	66	25	0	0	1	0	0	7	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	450	"AWI"	450	7994	9076	8495	24	0	43	1	0	1	0	15	1	123	0	0	7	0	2	1	2	0	61	0	2	22	0	0	31	13	2	1	2	0	0	11	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	460	"AWI"	460	8099	9185	8603	7	0	44	0	0	0	0	8	7	109	0	0	1	8	5	0	0	0	215	2	1	21	0	0	59	24	7	0	2	0	0	7	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	470	"AWI"	470	8154	9344	8704	4	0	40	0	0	0	3	15	4	115	0	0	6	5	7	0	3	1	146	1	1	44	0	0	36	20	4	1	1	0	0	9	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	480	"AWI"	480	8257	9443	8806	11	2	60	0	1	0	0	5	5	95	0	0	0	8	3	0	2	0	131	0	0	27	0	1	22	23	20	3	1	0	0	16	1	0	0
957	987	"Grey Islands"	50.76889	-55.51667	490	"AWI"	490	8334	9561	8909	7	0	42	1	1	1	0	7	5	110	0	0	4	3	11	0	0	1	202	0	2	29	0	1	23	14	7	1	0	0	0	22	1	1	0
957	987	"Grey Islands"	50.76889	-55.51667	500	"AWI"	500	8436	9683	9012	3	0	26	1	1	1	0	10	2	115	0	0	8	11	10	0	0	0	86	0	0	41	0	0	31	10	15	2	1	0	0	9	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	510	"AWI"	510	8518	9772	9111	5	0	37	0	3	0	0	8	3	80	1	1	4	12	11	0	0	1	133	1	1	61	1	0	17	13	18	3	1	0	0	21	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	520	"AWI"	520	8593	9885	9213	6	0	35	0	2	1	0	5	4	87	0	0	2	9	15	0	0	0	125	0	0	37	0	2	24	30	13	2	2	0	2	19	1	0	0
957	987	"Grey Islands"	50.76889	-55.51667	530	"AWI"	530	8713	9966	9313	3	0	29	0	5	0	0	4	5	110	1	1	3	8	12	1	2	0	103	0	0	42	1	0	15	16	7	2	0	0	5	19	1	0	0
957	987	"Grey Islands"	50.76889	-55.51667	540	"AWI"	540	8785	10081	9412	11	0	30	0	0	0	0	4	4	114	0	0	2	14	9	0	0	0	92	0	0	45	0	0	12	24	5	3	2	0	2	17	0	0	1
957	987	"Grey Islands"	50.76889	-55.51667	550	"AWI"	550	8921	10163	9513	6	1	27	1	0	4	0	1	0	155	0	0	3	14	10	0	0	1	56	0	1	12	0	0	15	25	2	3	2	0	3	20	2	0	0
957	987	"Grey Islands"	50.76889	-55.51667	560	"AWI"	560	9023	10261	9616	6	0	19	0	2	1	0	3	0	94	1	0	5	5	11	0	1	0	46	0	0	10	0	0	12	14	2	3	0	0	0	14	1	0	0
957	987	"Grey Islands"	50.76889	-55.51667	570	"AWI"	570	9140	10350	9715	1	0	27	0	0	1	0	2	0	112	1	0	1	8	10	0	1	0	48	0	0	2	1	0	11	7	1	2	0	0	1	11	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	580	"AWI"	580	9286	10429	9820	6	0	27	0	0	0	0	13	1	163	0	0	8	18	13	0	2	0	32	0	0	5	0	0	15	17	4	2	2	0	0	10	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	590	"AWI"	590	9376	10528	9919	1	0	16	0	0	1	0	8	0	95	0	0	2	10	9	1	1	0	3	0	1	3	0	0	16	21	1	1	0	0	0	13	1	0	0
957	987	"Grey Islands"	50.76889	-55.51667	600	"AWI"	600	9535	10614	10022	3	0	16	0	0	0	0	11	0	130	0	1	6	14	8	0	1	0	0	0	0	21	0	0	37	31	2	3	1	0	1	14	0	1	1
957	987	"Grey Islands"	50.76889	-55.51667	610	"AWI"	610	9638	10728	10135	0	0	9	0	0	3	0	13	0	95	1	0	5	16	4	0	0	0	0	0	0	3	0	1	17	12	3	5	0	0	0	16	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	620	"AWI"	620	9764	10853	10262	0	0	7	0	0	1	0	2	0	30	0	0	1	4	4	0	0	0	0	0	0	6	0	0	12	19	2	0	0	0	0	7	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	630	"AWI"	630	9852	11028	10393	0	0	2	1	0	0	0	4	0	13	0	0	0	7	0	0	0	0	0	0	0	1	0	0	3	1	0	0	2	0	0	6	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	640	"AWI"	640	9952	11218	10521	0	0	5	0	0	0	0	2	0	26	0	0	1	5	0	0	0	1	0	0	0	3	0	0	3	5	2	2	0	0	0	7	0	1	0
957	987	"Grey Islands"	50.76889	-55.51667	650	"AWI"	650	10077	11331	10661	0	0	3	1	0	1	0	8	0	21	1	0	0	7	0	0	0	0	0	0	0	3	0	0	2	5	0	1	0	2	0	11	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	660	"AWI"	660	10156	11514	10798	0	0	4	0	0	0	0	5	0	16	1	0	2	6	0	0	0	0	0	0	0	5	1	0	1	1	2	0	0	0	0	8	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	670	"AWI"	670	10323	11605	10933	0	0	2	0	0	1	0	6	0	19	0	0	1	7	1	1	0	0	0	0	0	4	0	0	1	1	2	0	0	0	0	13	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	680	"AWI"	680	10420	11749	11066	0	0	0	0	0	0	0	2	0	7	1	1	0	5	1	0	0	0	1	0	1	4	0	0	2	2	3	3	0	0	0	4	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	690	"AWI"	690	10586	11881	11190	0	0	0	0	0	0	0	2	0	13	0	0	1	3	1	0	0	0	0	0	0	4	0	0	1	1	1	0	0	0	0	14	0	0	0
957	987	"Grey Islands"	50.76889	-55.51667	705	"AWI"	705	10771	12093	11384	0	0	1	0	0	2	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	1	0	0	0	7	0	0	0
