"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Liquidambar"	"Morus"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rhamnaceae"	"Rhus"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"
666	684	"Devils Lake"	43.4159	-89.73334	130.5	"AWI"	130.5	1352	2136	1772	0	6	5	0	1	6	0	32	0	0	23	0	0	0	0	10	19	0	0	0	3	9	0	3	135	4	0	0	0	5	1	77	0	3	19	1	271	0	0	0	0	3	0	0	1	3	16	1
666	684	"Devils Lake"	43.4159	-89.73334	137	"AWI"	137	1459	2205	1875	0	3	9	7	0	14	0	25	0	0	5	1	0	0	0	2	25	0	0	0	3	4	0	9	122	3	0	0	2	8	1	80	0	5	24	1	243	0	0	0	0	6	0	0	1	5	11	0
666	684	"Devils Lake"	43.4159	-89.73334	143	"AWI"	143	1637	2240	1951	0	15	12	11	1	12	45	65	1	0	25	0	0	0	5	14	32	0	0	0	8	16	0	16	472	9	1	0	2	20	0	163	0	19	45	1	537	7	0	0	0	5	2	6	6	5	37	0
666	684	"Devils Lake"	43.4159	-89.73334	149	"AWI"	149	1788	2295	2042	1	2	9	2	1	9	18	23	0	0	11	0	1	0	0	4	13	0	0	0	2	12	0	4	218	5	0	0	0	14	0	76	0	7	27	6	252	2	0	0	0	1	0	0	3	2	14	0
666	684	"Devils Lake"	43.4159	-89.73334	154	"AWI"	154	1940	2383	2157	0	2	8	1	0	12	16	30	0	0	7	0	0	0	3	6	16	0	0	0	3	12	0	9	136	2	0	0	0	7	1	66	0	8	13	2	321	0	0	1	0	2	0	2	0	1	15	0
666	684	"Devils Lake"	43.4159	-89.73334	160	"AWI"	160	2073	2575	2307	1	6	13	6	0	11	19	24	0	0	10	0	0	0	1	8	23	0	0	0	0	12	0	5	95	3	0	0	0	3	0	74	0	1	31	0	273	0	0	0	0	2	0	0	0	0	9	0
666	684	"Devils Lake"	43.4159	-89.73334	164	"AWI"	164	2202	2630	2402	0	2	4	9	1	13	0	32	0	0	5	0	0	0	0	5	16	0	0	0	1	8	0	4	72	2	0	1	0	3	2	78	0	3	35	1	247	1	0	1	0	7	0	0	0	2	8	0
666	684	"Devils Lake"	43.4159	-89.73334	169	"AWI"	169	2264	2801	2532	0	3	5	5	0	7	0	26	0	0	4	0	0	0	1	4	23	0	0	0	2	16	0	6	70	3	0	0	0	2	1	59	0	3	36	0	257	1	0	0	0	4	1	1	2	2	10	2
666	684	"Devils Lake"	43.4159	-89.73334	174	"AWI"	174	2387	2960	2643	0	3	8	3	0	7	0	25	1	0	12	0	0	0	1	5	15	0	0	0	0	5	0	8	57	1	0	0	0	3	0	80	0	3	29	6	260	0	0	1	0	4	0	2	1	2	12	0
666	684	"Devils Lake"	43.4159	-89.73334	179	"AWI"	179	2440	3213	2749	0	11	12	5	1	20	44	53	0	0	18	0	2	0	1	14	42	1	1	0	1	16	0	9	199	6	0	0	0	24	2	155	0	12	62	4	483	7	0	0	0	3	0	1	1	1	20	2
666	684	"Devils Lake"	43.4159	-89.73334	184	"AWI"	184	2523	3326	2866	0	0	11	3	1	11	27	22	0	0	8	0	0	0	0	6	17	0	0	0	0	14	0	4	76	0	0	0	0	6	2	79	0	5	33	0	251	0	0	1	0	4	0	1	1	0	10	1
666	684	"Devils Lake"	43.4159	-89.73334	189	"AWI"	189	2579	3545	2989	0	2	6	4	0	7	0	20	1	0	14	0	1	0	2	6	27	0	0	0	0	16	0	4	150	4	1	0	0	10	1	72	0	3	36	7	231	1	0	0	0	3	0	0	2	1	11	0
666	684	"Devils Lake"	43.4159	-89.73334	194	"AWI"	194	2690	3653	3099	0	8	7	6	0	14	17	14	0	0	9	0	0	0	1	6	21	0	0	0	0	11	0	6	193	3	0	0	1	13	0	81	0	2	22	0	265	0	0	0	0	4	0	1	0	0	17	0
666	684	"Devils Lake"	43.4159	-89.73334	199	"AWI"	199	2772	3758	3208	0	3	9	2	0	7	27	25	0	0	8	0	0	0	1	14	32	0	0	0	1	11	0	1	103	1	1	0	0	8	1	79	0	4	32	2	219	0	0	0	0	2	1	0	0	0	14	0
666	684	"Devils Lake"	43.4159	-89.73334	204	"AWI"	204	2880	3873	3322	0	4	7	4	1	11	0	24	0	1	8	0	1	0	1	3	20	0	0	0	2	8	0	9	115	8	0	0	0	9	1	74	0	6	25	2	247	1	0	0	0	5	0	0	2	0	11	1
666	684	"Devils Lake"	43.4159	-89.73334	209	"AWI"	209	2944	4012	3440	0	7	9	4	0	8	0	18	0	0	7	0	0	0	2	31	12	0	0	0	1	16	0	22	73	6	1	1	0	9	2	64	0	8	25	1	240	0	0	0	0	6	0	0	5	0	15	3
666	684	"Devils Lake"	43.4159	-89.73334	214	"AWI"	214	3036	4116	3554	0	5	7	4	0	12	0	19	1	0	8	0	0	0	0	8	20	0	0	0	0	20	0	9	82	5	0	0	1	15	1	72	0	9	18	6	238	1	0	0	0	4	0	0	4	0	15	0
666	684	"Devils Lake"	43.4159	-89.73334	219	"AWI"	219	3110	4201	3670	1	3	5	4	0	6	17	15	0	0	20	0	1	0	0	7	17	0	0	0	1	21	0	2	42	4	0	0	0	4	1	52	0	4	21	0	324	0	0	0	0	2	0	0	1	0	17	1
666	684	"Devils Lake"	43.4159	-89.73334	224	"AWI"	224	3188	4278	3783	0	2	4	5	1	4	21	11	0	0	12	0	0	0	2	8	23	0	0	0	1	7	0	3	53	9	0	0	1	3	1	59	0	7	19	3	330	0	0	2	0	3	0	0	0	0	9	0
666	684	"Devils Lake"	43.4159	-89.73334	229	"AWI"	229	3271	4352	3892	0	5	9	4	0	6	20	13	0	0	8	0	0	0	3	8	36	0	0	0	0	7	0	5	74	5	0	0	0	5	0	71	0	5	27	3	306	0	0	0	0	6	0	0	2	0	19	3
666	684	"Devils Lake"	43.4159	-89.73334	234	"AWI"	234	3385	4457	3989	0	1	6	4	2	19	19	12	0	0	10	0	0	0	3	3	20	0	0	0	2	14	0	6	93	2	1	0	0	18	0	75	0	6	39	0	225	0	0	1	0	6	2	0	0	0	17	0
666	684	"Devils Lake"	43.4159	-89.73334	239	"AWI"	239	3516	4522	4097	0	11	10	5	0	23	0	40	0	4	14	2	0	0	3	31	47	0	0	0	1	16	0	16	173	6	1	0	0	13	2	147	0	10	82	5	470	3	0	0	0	9	0	1	2	1	29	1
666	684	"Devils Lake"	43.4159	-89.73334	244	"AWI"	244	3640	4604	4205	0	1	5	9	0	11	35	11	0	0	3	0	0	0	2	5	19	0	0	0	2	15	0	12	88	9	0	0	1	7	2	88	0	6	43	1	230	2	0	0	0	6	0	0	1	0	12	0
666	684	"Devils Lake"	43.4159	-89.73334	249	"AWI"	249	3806	4653	4314	0	3	7	3	0	10	36	17	0	0	6	0	1	0	0	6	23	0	0	0	0	13	0	7	68	2	0	0	0	7	1	75	0	5	41	1	233	1	0	0	0	3	1	0	2	0	11	2
666	684	"Devils Lake"	43.4159	-89.73334	259	"AWI"	259	4200	4760	4512	0	2	9	6	0	12	42	9	0	0	4	0	0	0	0	19	13	0	0	0	2	13	1	15	168	5	0	0	0	6	0	80	0	1	37	3	226	2	0	0	0	3	1	1	2	0	13	3
666	684	"Devils Lake"	43.4159	-89.73334	263	"AWI"	263	4354	4799	4593	0	3	12	4	1	8	0	15	0	0	2	0	0	0	0	6	18	0	0	0	1	12	0	10	195	2	2	0	0	6	1	89	0	4	44	0	252	1	0	0	0	2	0	0	2	0	13	0
666	684	"Devils Lake"	43.4159	-89.73334	268	"AWI"	268	4455	4920	4693	0	3	12	14	1	24	69	33	1	2	6	2	0	0	1	28	64	1	0	0	1	15	1	29	308	9	0	0	1	13	3	150	0	16	89	2	417	1	0	1	0	7	0	1	5	0	23	1
666	684	"Devils Lake"	43.4159	-89.73334	273	"AWI"	273	4506	5124	4783	0	5	7	4	0	12	25	9	0	0	4	0	1	0	2	15	32	0	1	0	0	14	0	13	150	3	0	0	0	6	0	85	0	9	44	0	253	1	0	0	0	2	1	1	0	0	8	0
666	684	"Devils Lake"	43.4159	-89.73334	278	"AWI"	278	4573	5242	4877	0	5	7	4	0	18	28	11	0	0	2	0	0	1	1	11	13	0	0	0	0	12	0	5	133	8	0	1	0	15	1	85	0	5	23	1	233	0	0	0	0	6	1	0	1	0	18	0
666	684	"Devils Lake"	43.4159	-89.73334	283	"AWI"	283	4622	5370	4976	0	2	8	9	0	20	39	16	0	0	1	0	0	0	1	15	21	0	0	0	0	9	0	6	159	6	0	0	0	4	1	74	0	1	31	0	227	1	0	0	0	6	0	1	0	0	17	0
666	684	"Devils Lake"	43.4159	-89.73334	288	"AWI"	288	4703	5477	5076	0	7	9	9	1	15	0	7	0	2	2	0	0	0	0	18	22	1	0	0	2	7	0	7	234	7	0	0	0	9	1	80	0	2	33	1	261	1	0	0	1	2	0	0	1	0	15	2
666	684	"Devils Lake"	43.4159	-89.73334	293	"AWI"	293	4747	5606	5187	0	10	9	5	1	8	0	9	0	0	4	0	0	0	1	26	17	0	0	0	1	12	0	6	112	6	0	0	1	12	2	94	0	11	27	5	207	2	0	0	0	1	0	0	2	1	20	0
666	684	"Devils Lake"	43.4159	-89.73334	298	"AWI"	298	4856	5716	5291	0	4	7	8	0	7	21	10	0	0	1	0	0	0	2	4	18	0	0	0	0	12	0	7	131	5	1	0	0	17	1	105	0	3	34	2	251	0	0	0	1	1	0	0	0	2	10	2
666	684	"Devils Lake"	43.4159	-89.73334	303	"AWI"	303	4935	5804	5401	0	10	1	6	1	8	37	6	0	0	1	0	1	0	1	18	13	0	0	0	1	15	0	7	88	5	0	0	1	13	1	80	0	4	36	2	255	0	0	0	0	4	0	1	1	0	22	1
666	684	"Devils Lake"	43.4159	-89.73334	308	"AWI"	308	5021	5905	5495	0	15	11	7	2	15	47	14	0	1	9	0	0	0	2	24	27	0	0	0	2	22	0	10	217	10	2	0	2	19	2	145	0	22	71	3	522	1	0	1	0	5	0	0	3	1	40	1
666	684	"Devils Lake"	43.4159	-89.73334	313	"AWI"	313	5112	5959	5585	1	8	5	7	0	11	28	8	0	0	4	0	0	0	1	13	15	0	0	0	0	6	0	1	226	4	0	0	0	16	1	65	0	6	37	7	266	1	0	0	0	1	2	0	1	0	21	0
666	684	"Devils Lake"	43.4159	-89.73334	318	"AWI"	318	5212	6037	5687	1	11	5	6	0	10	0	4	0	0	5	0	1	0	1	9	10	0	0	0	1	12	1	5	159	3	0	0	0	10	0	65	0	5	24	0	265	0	0	0	0	5	1	0	2	1	21	0
666	684	"Devils Lake"	43.4159	-89.73334	330	"AWI"	330	5624	6182	5932	0	14	6	16	0	13	37	3	0	0	4	0	2	0	0	5	11	0	0	0	1	10	0	3	159	4	1	0	0	28	0	68	0	5	28	2	228	0	0	0	0	3	2	0	4	0	34	3
666	684	"Devils Lake"	43.4159	-89.73334	334	"AWI"	334	5777	6229	6019	0	18	4	8	1	6	20	4	0	0	13	0	2	0	4	17	10	0	0	0	0	13	0	4	114	11	0	0	0	38	0	81	0	4	19	1	214	0	0	1	0	2	1	1	5	0	41	0
666	684	"Devils Lake"	43.4159	-89.73334	339	"AWI"	339	5879	6350	6137	0	33	6	7	0	9	0	4	0	0	12	0	0	0	2	5	10	0	0	0	2	5	1	6	122	9	0	0	0	51	0	68	0	1	24	3	206	0	0	0	0	0	1	0	9	1	65	0
666	684	"Devils Lake"	43.4159	-89.73334	344	"AWI"	344	5978	6629	6259	0	24	4	2	0	7	16	9	0	0	13	0	0	1	0	8	9	0	0	0	1	11	0	2	72	6	1	0	0	35	0	76	0	8	14	6	210	0	0	0	0	2	0	0	7	0	77	0
666	684	"Devils Lake"	43.4159	-89.73334	349	"AWI"	349	6037	6945	6370	1	49	9	19	0	18	29	7	0	1	19	0	0	0	3	15	24	0	0	0	1	22	0	7	213	6	1	0	0	91	2	122	0	12	46	12	414	0	0	0	0	2	2	0	11	0	144	1
666	684	"Devils Lake"	43.4159	-89.73334	354	"AWI"	354	6127	7043	6526	0	29	4	5	0	5	15	4	0	0	8	0	0	0	1	4	16	0	0	0	2	17	2	3	59	6	0	0	1	34	0	55	0	7	31	5	187	0	0	0	0	0	0	0	6	0	81	0
666	684	"Devils Lake"	43.4159	-89.73334	359	"AWI"	359	6197	7242	6665	0	30	6	8	1	5	0	7	0	0	7	0	0	0	2	2	9	0	0	0	1	8	0	5	45	2	1	0	0	48	0	61	0	3	14	3	220	0	0	1	0	1	1	0	8	0	72	0
666	684	"Devils Lake"	43.4159	-89.73334	364	"AWI"	364	6359	7328	6799	0	35	5	6	1	8	0	5	0	0	18	0	3	0	1	5	8	0	0	0	2	6	2	4	24	12	1	0	0	91	1	80	0	4	15	1	265	0	0	0	0	2	0	0	12	0	80	1
666	684	"Devils Lake"	43.4159	-89.73334	369	"AWI"	369	6440	7476	6948	0	31	2	6	0	3	0	4	0	0	13	0	2	0	3	7	8	0	0	0	0	10	0	4	40	6	0	1	1	66	0	46	0	6	11	6	173	1	0	0	0	4	0	0	4	0	78	0
666	684	"Devils Lake"	43.4159	-89.73334	374	"AWI"	374	6617	7549	7094	0	21	3	5	0	6	0	2	1	0	19	0	0	1	1	6	4	0	0	0	1	16	0	1	27	6	0	1	0	60	0	54	0	2	10	6	182	1	0	0	0	0	0	1	8	0	109	0
666	684	"Devils Lake"	43.4159	-89.73334	379	"AWI"	379	6706	7641	7261	0	29	2	7	1	8	0	4	0	0	13	0	1	0	2	16	6	0	0	0	1	10	0	1	41	3	0	0	0	80	0	56	0	2	12	4	171	0	0	2	0	5	0	0	5	0	72	4
666	684	"Devils Lake"	43.4159	-89.73334	384	"AWI"	384	6925	7714	7391	0	25	4	1	1	9	29	3	0	0	15	0	2	0	3	5	7	0	0	0	0	8	0	3	45	6	0	0	0	63	1	53	0	5	11	5	190	2	0	0	0	1	0	0	4	0	73	1
666	684	"Devils Lake"	43.4159	-89.73334	389	"AWI"	389	7044	7813	7537	0	25	5	5	2	11	20	2	0	0	13	0	0	0	2	3	8	1	0	0	0	12	0	4	45	6	1	0	3	57	3	56	0	7	14	11	243	1	0	0	0	4	0	0	4	0	65	0
666	684	"Devils Lake"	43.4159	-89.73334	394	"AWI"	394	7398	7900	7672	0	11	5	8	0	5	0	4	0	0	10	0	7	0	4	9	6	0	0	0	0	16	0	5	59	7	1	0	0	34	2	78	0	6	15	4	241	0	0	0	0	1	0	0	9	0	55	0
666	684	"Devils Lake"	43.4159	-89.73334	399	"AWI"	399	7624	8069	7827	0	25	3	8	0	7	31	4	0	0	8	0	0	0	4	2	17	0	0	0	0	7	0	4	69	5	0	0	0	39	2	71	0	3	11	7	193	3	0	0	0	6	0	0	5	0	52	0
666	684	"Devils Lake"	43.4159	-89.73334	404	"AWI"	404	7723	8296	7973	0	12	0	8	0	8	39	3	0	0	19	0	0	0	1	3	8	1	0	0	0	10	0	6	82	2	0	0	0	38	1	59	0	4	8	4	213	0	0	1	0	7	1	1	4	0	49	1
666	684	"Devils Lake"	43.4159	-89.73334	409	"AWI"	409	7778	8617	8095	1	39	8	23	2	25	73	16	0	2	13	0	1	0	8	17	29	0	0	0	0	20	0	11	188	8	0	0	0	59	1	199	0	6	42	12	325	2	0	0	0	9	1	3	15	0	92	1
666	684	"Devils Lake"	43.4159	-89.73334	414	"AWI"	414	7855	8833	8235	1	17	0	5	0	10	36	6	0	0	27	0	3	0	3	3	10	0	0	0	0	12	0	2	119	3	1	1	1	44	1	97	0	4	9	10	176	0	0	0	0	3	0	0	2	0	58	1
666	684	"Devils Lake"	43.4159	-89.73334	419	"AWI"	419	7919	8946	8392	0	21	6	11	1	12	33	16	0	0	9	0	0	0	1	10	6	0	0	0	0	11	0	2	112	4	0	0	0	40	0	123	0	5	15	3	145	1	0	0	0	4	0	2	13	0	74	0
666	684	"Devils Lake"	43.4159	-89.73334	430	"AWI"	430	8190	9240	8739	0	23	1	6	1	4	25	5	0	0	17	0	0	0	4	3	17	3	0	0	0	11	0	1	79	7	1	0	0	43	0	88	0	3	10	3	158	1	0	0	0	7	0	0	4	0	69	0
666	684	"Devils Lake"	43.4159	-89.73334	434	"AWI"	434	8300	9368	8864	1	34	5	9	0	9	23	7	0	0	10	0	0	0	4	8	5	0	0	0	0	9	0	7	143	8	3	0	0	47	0	96	0	3	10	2	167	0	0	0	0	3	0	0	6	0	67	0
666	684	"Devils Lake"	43.4159	-89.73334	439	"AWI"	439	8461	9432	9019	0	25	4	7	0	3	22	7	0	0	16	0	0	0	1	6	7	0	0	0	1	7	0	2	109	3	0	0	0	56	0	108	0	2	8	14	161	0	0	0	0	2	1	0	4	0	61	0
666	684	"Devils Lake"	43.4159	-89.73334	444	"AWI"	444	8628	9560	9180	0	19	2	11	0	9	0	7	0	0	11	0	0	0	0	3	8	0	0	0	1	17	0	2	57	6	0	0	2	63	0	87	1	5	6	18	175	1	0	0	0	5	1	0	9	0	58	0
666	684	"Devils Lake"	43.4159	-89.73334	449	"AWI"	449	8924	9616	9338	0	40	7	9	0	15	32	17	0	1	27	0	1	0	9	6	19	0	0	0	0	32	0	7	122	10	1	0	0	75	1	206	0	13	20	19	453	3	1	0	0	5	1	1	18	0	129	1
666	684	"Devils Lake"	43.4159	-89.73334	454	"AWI"	454	9072	9732	9501	1	29	1	11	0	11	0	13	0	0	18	0	1	0	1	1	7	3	0	0	0	14	0	2	176	8	1	0	0	37	2	97	0	6	7	25	190	0	0	0	0	1	0	0	7	0	49	0
666	684	"Devils Lake"	43.4159	-89.73334	459	"AWI"	459	9228	9794	9568	1	17	5	3	0	6	0	6	1	0	10	0	2	0	2	1	1	0	0	0	0	11	0	1	128	3	3	0	0	44	0	130	0	3	11	7	178	0	0	0	0	5	0	0	18	0	83	1
666	684	"Devils Lake"	43.4159	-89.73334	464	"AWI"	464	9339	9939	9623	0	20	1	5	0	9	14	11	0	0	14	0	0	0	2	2	5	0	0	0	1	10	0	1	3	3	0	0	0	28	0	103	0	2	19	14	184	0	0	0	1	1	0	0	4	0	71	0
666	684	"Devils Lake"	43.4159	-89.73334	469	"AWI"	469	9441	10013	9674	1	32	3	5	0	8	33	10	0	0	20	0	2	0	1	2	10	1	0	0	0	25	0	2	0	3	1	0	0	54	0	180	0	4	12	6	174	1	0	1	0	3	0	0	15	1	97	0
666	684	"Devils Lake"	43.4159	-89.73334	474	"AWI"	474	9508	10116	9727	0	12	4	2	0	6	0	7	0	0	11	0	1	0	4	1	9	0	0	0	0	8	0	1	0	2	2	0	0	36	2	121	0	1	8	16	182	0	0	0	0	2	1	0	11	0	92	1
666	684	"Devils Lake"	43.4159	-89.73334	479	"AWI"	479	9607	10305	9895	0	34	3	5	1	7	0	13	0	0	15	0	3	0	4	3	11	0	0	0	2	18	0	1	0	7	0	0	0	87	0	205	0	2	12	4	271	0	0	0	1	1	0	0	20	0	136	2
666	684	"Devils Lake"	43.4159	-89.73334	484	"AWI"	484	9666	10712	10050	2	41	4	3	0	7	0	13	0	0	12	0	0	0	4	0	1	0	0	0	0	25	0	1	0	9	2	0	1	64	3	142	0	3	3	20	157	0	0	0	0	0	0	0	11	0	176	1
666	684	"Devils Lake"	43.4159	-89.73334	489	"AWI"	489	9794	10908	10225	1	19	5	2	0	4	0	30	0	0	22	0	3	0	2	2	4	0	0	0	0	27	0	9	1	11	3	0	1	79	2	144	0	8	4	20	271	0	0	0	0	1	0	0	5	0	175	0
666	684	"Devils Lake"	43.4159	-89.73334	494	"AWI"	494	9891	11077	10405	1	25	4	3	0	7	0	6	0	0	13	0	3	0	3	1	5	0	0	0	0	27	0	4	0	9	1	0	0	71	0	143	0	3	8	13	163	0	0	1	1	0	0	0	12	0	129	1
666	684	"Devils Lake"	43.4159	-89.73334	499	"AWI"	499	10071	11233	10581	0	27	4	2	0	6	0	19	0	0	7	0	4	0	5	1	6	0	0	0	0	13	0	0	1	7	1	0	3	51	3	109	0	2	4	10	184	1	0	0	0	0	0	1	9	0	72	0
666	684	"Devils Lake"	43.4159	-89.73334	504	"AWI"	504	10212	11338	10760	1	19	2	5	0	3	0	45	0	0	5	0	2	0	2	5	3	0	0	0	0	90	0	2	0	10	2	0	0	47	2	95	0	2	13	31	262	0	0	1	0	0	0	0	3	0	115	2
666	684	"Devils Lake"	43.4159	-89.73334	509	"AWI"	509	10391	11467	10927	24	82	10	5	2	13	0	289	0	0	18	0	3	0	14	21	22	0	0	0	0	535	0	8	0	24	4	0	6	78	35	279	0	1	32	113	586	0	0	2	0	1	0	1	7	0	408	2
