"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Indeterminable"	"Lamiaceae"	"Larix"	"Lithocarpus"	"Picea"	"Pinaceae"	"Pinus"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Thalictrum"	"Tsuga"
512	525	"Crowfoot Lake"	51.65	-116.41667	70	"AWI"	70	865	1414	1129	31	0	21	0	0	2	0	1	0	0	0	1	0	1	2	3	0	0	0	0	0	0	4	0	2	0	129	16	434	0	0	0	0	0	0	0	1	0	0	0	0	0	11
512	525	"Crowfoot Lake"	51.65	-116.41667	75	"AWI"	75	989	1661	1304	36	0	53	1	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	7	0	2	0	170	18	483	3	0	0	0	0	0	0	3	0	0	0	0	0	2
512	525	"Crowfoot Lake"	51.65	-116.41667	85	"AWI"	85	1207	2216	1647	41	0	27	1	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	5	0	3	0	169	18	498	1	0	0	0	0	0	0	2	0	0	0	0	0	14
512	525	"Crowfoot Lake"	51.65	-116.41667	95	"AWI"	95	1526	2576	2008	49	0	20	3	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	4	0	1	0	175	19	454	2	0	0	0	0	0	0	2	0	0	0	1	0	8
512	525	"Crowfoot Lake"	51.65	-116.41667	105	"AWI"	105	1985	2939	2409	47	0	27	1	0	0	0	2	0	0	0	0	0	0	1	6	0	0	0	0	0	0	7	0	2	0	166	14	460	5	0	0	0	0	0	0	0	0	1	1	0	0	11
512	525	"Crowfoot Lake"	51.65	-116.41667	115	"AWI"	115	2439	3457	2937	41	0	30	0	0	2	0	5	0	0	0	0	0	0	0	7	0	0	0	1	0	0	4	0	0	0	161	9	475	2	0	0	0	0	0	0	2	0	0	0	0	1	7
512	525	"Crowfoot Lake"	51.65	-116.41667	120	"AWI"	120	2584	3878	3227	32	0	30	1	0	3	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	1	0	135	23	0	3	0	0	0	0	0	0	0	0	0	0	1	1	3
512	525	"Crowfoot Lake"	51.65	-116.41667	125	"AWI"	125	3197	4031	3585	45	0	46	2	0	4	0	4	0	0	1	0	0	0	2	3	0	0	0	0	0	0	5	0	0	0	164	14	368	1	0	0	0	0	0	0	0	0	0	0	0	0	3
512	525	"Crowfoot Lake"	51.65	-116.41667	130	"AWI"	130	3497	4363	3954	28	0	43	0	0	2	0	3	2	0	0	0	0	0	1	3	0	0	0	0	0	0	3	0	0	0	94	11	0	2	0	0	0	1	0	0	2	0	0	1	0	3	2
512	525	"Crowfoot Lake"	51.65	-116.41667	135	"AWI"	135	4145	4763	4463	44	0	43	1	0	5	0	4	0	0	1	0	0	0	0	0	0	0	0	2	0	0	6	0	1	0	155	17	450	2	0	0	0	0	0	0	2	1	0	1	0	4	1
512	525	"Crowfoot Lake"	51.65	-116.41667	140	"AWI"	140	4312	5768	4960	33	0	54	0	0	4	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	4	0	1	0	86	13	0	2	0	0	0	0	0	0	1	0	0	1	0	3	0
512	525	"Crowfoot Lake"	51.65	-116.41667	145	"AWI"	145	4644	5951	5321	22	0	75	5	0	7	0	6	0	0	0	0	0	0	1	3	0	0	0	0	0	0	14	0	1	0	112	18	476	1	0	0	0	0	0	0	3	0	0	0	0	7	0
512	525	"Crowfoot Lake"	51.65	-116.41667	150	"AWI"	150	4855	6320	5686	33	0	49	2	0	4	0	3	0	0	1	0	0	0	0	4	0	0	0	0	0	0	21	0	0	0	109	31	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0
512	525	"Crowfoot Lake"	51.65	-116.41667	155	"AWI"	155	5551	6413	6003	19	0	60	3	0	4	0	5	0	0	1	0	0	0	0	7	0	0	0	0	0	0	6	0	2	0	97	13	328	0	0	0	0	0	0	1	5	2	0	0	0	4	0
512	525	"Crowfoot Lake"	51.65	-116.41667	165	"AWI"	165	6176	6960	6566	24	0	63	1	0	8	0	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	10	0	1	0	118	18	590	2	0	0	0	0	0	0	0	2	0	0	0	3	0
512	525	"Crowfoot Lake"	51.65	-116.41667	170	"AWI"	170	6261	7509	6774	31	0	63	2	0	10	0	3	0	0	0	0	0	0	2	2	0	0	0	0	0	0	8	0	1	0	93	11	650	1	0	0	0	0	0	0	2	0	0	0	1	3	0
512	525	"Crowfoot Lake"	51.65	-116.41667	175	"AWI"	175	6511	7661	7048	31	0	82	7	0	14	0	3	0	0	0	0	0	0	0	7	1	0	0	1	0	0	6	0	0	0	82	7	473	1	0	0	0	0	0	1	4	2	0	0	0	6	0
512	525	"Crowfoot Lake"	51.65	-116.41667	180	"AWI"	180	6619	7990	7309	25	0	78	4	0	18	0	4	0	0	0	0	0	1	4	3	0	0	0	0	0	0	8	0	0	0	68	11	580	4	1	0	0	0	0	0	0	0	0	0	0	5	0
512	525	"Crowfoot Lake"	51.65	-116.41667	183	"AWI"	183	6998	8080	7483	42	0	96	4	0	22	0	5	0	0	0	0	0	0	1	2	0	0	0	0	0	0	4	0	3	0	86	8	722	5	0	0	0	0	0	0	1	1	0	1	0	7	0
512	525	"Crowfoot Lake"	51.65	-116.41667	191	"AWI"	191	7509	8693	8048	52	0	64	2	0	13	0	4	1	0	0	0	0	0	2	6	0	0	0	0	0	0	5	0	0	0	84	6	800	6	1	0	0	0	0	0	1	0	0	2	0	7	0
512	525	"Crowfoot Lake"	51.65	-116.41667	195	"AWI"	195	7800	9250	8539	38	0	95	7	0	11	0	8	0	0	0	0	0	0	4	3	1	0	0	0	0	0	5	0	3	0	103	17	774	2	0	0	0	0	0	0	6	0	0	3	0	9	1
512	525	"Crowfoot Lake"	51.65	-116.41667	200	"AWI"	200	7981	10256	9103	23	1	62	2	0	14	0	8	1	0	0	0	0	1	4	4	0	0	0	0	0	0	17	0	0	0	41	16	758	1	0	0	0	0	0	0	4	0	1	0	0	2	0
512	525	"Crowfoot Lake"	51.65	-116.41667	205	"AWI"	205	8888	10429	9681	35	0	73	3	0	11	0	3	1	0	0	0	0	0	0	1	1	0	0	0	1	0	15	0	4	0	61	25	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0
512	525	"Crowfoot Lake"	51.65	-116.41667	210	"AWI"	210	9323	10865	10293	30	0	47	1	0	7	0	2	0	0	0	0	0	0	2	2	2	0	0	1	0	0	10	0	1	0	62	24	679	2	0	0	0	0	0	0	0	0	0	0	0	0	0
512	525	"Crowfoot Lake"	51.65	-116.41667	215	"AWI"	215	10149	10985	10597	27	0	49	3	0	14	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	9	0	2	0	52	16	870	8	0	0	0	0	2	0	1	0	1	0	0	0	0
512	525	"Crowfoot Lake"	51.65	-116.41667	220	"AWI"	220	10574	11354	10920	44	1	87	3	0	19	0	2	0	0	0	0	0	0	1	1	1	0	0	2	0	0	3	0	0	0	59	15	1005	4	0	0	0	0	0	0	1	0	0	0	0	1	0
512	525	"Crowfoot Lake"	51.65	-116.41667	222.5	"AWI"	222.5	10974	11529	11224	44	0	89	1	0	31	0	4	0	0	0	0	0	0	4	7	4	0	0	0	0	0	10	0	0	0	41	13	1643	7	1	0	0	0	0	1	0	0	0	2	1	0	0
512	525	"Crowfoot Lake"	51.65	-116.41667	225	"AWI"	225	11247	11818	11520	31	0	36	3	0	14	0	9	0	0	0	0	0	0	5	3	1	0	0	0	0	0	5	1	3	0	12	12	1415	5	0	0	0	0	0	0	2	0	0	1	0	0	0
512	525	"Crowfoot Lake"	51.65	-116.41667	226	"AWI"	226	11319	11990	11634	3	0	78	5	0	50	0	7	0	0	0	0	0	0	4	15	3	0	0	1	0	0	15	0	0	0	14	22	1365	9	0	0	0	0	0	1	12	0	0	2	0	0	0
512	525	"Crowfoot Lake"	51.65	-116.41667	228.5	"AWI"	228.5	11434.5	12451.5	11913.5	2	0	33	6	0	52	0	6	0	0	0	1	0	0	12	27	3	0	0	0	0	0	10	1	1	0	8	13	684	17	0	0	0	0	4	0	16	0	0	2	0	1	0
512	525	"Crowfoot Lake"	51.65	-116.41667	230	"AWI"	230	11494	12741	12077	2	0	27	9	0	76	0	0	0	0	0	2	0	0	5	15	1	0	0	0	0	0	18	0	0	0	9	4	394	17	2	0	0	0	0	0	13	0	0	0	0	0	0
512	525	"Crowfoot Lake"	51.65	-116.41667	232.5	"AWI"	232.5	11816	12937.5	12439	3	0	29	3	0	86	0	0	0	0	0	2	0	0	7	10	0	0	0	0	0	0	13	0	0	0	12	10	411	22	1	0	1	0	0	0	13	0	0	9	0	0	0
512	525	"Crowfoot Lake"	51.65	-116.41667	235	"AWI"	235	11932	13254	12802	2	0	26	9	0	110	0	1	0	0	0	1	0	0	1	9	2	1	1	0	0	0	11	0	1	0	3	12	464	32	1	0	0	0	0	0	14	0	1	5	0	0	0
512	525	"Crowfoot Lake"	51.65	-116.41667	237.5	"AWI"	237.5	12035.5	13748	13137.5	0	0	17	7	0	66	0	0	0	1	0	0	0	0	7	8	1	0	0	0	0	0	13	0	0	0	7	5	237	17	2	0	1	0	2	0	14	0	0	3	0	0	0
512	525	"Crowfoot Lake"	51.65	-116.41667	240	"AWI"	240	12125	14346	13479	1	0	23	7	0	159	0	0	0	0	0	1	0	0	2	3	0	0	0	0	0	0	14	0	0	0	2	4	0	22	0	0	0	0	3	0	33	0	0	4	1	0	0
512	525	"Crowfoot Lake"	51.65	-116.41667	241	"AWI"	241	12188	14419	13543	0	0	13	2	0	119	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	1	7	0	0	0	2	4	0	17	0	0	0	1	0	0	9	0	0	2	0	0	0
512	525	"Crowfoot Lake"	51.65	-116.41667	242	"AWI"	242	12249	14505	13607	2	0	17	1	0	135	0	1	0	0	0	1	0	0	4	4	0	0	0	0	0	0	14	0	0	1	0	6	154	4	0	0	0	0	3	0	1	1	0	2	1	0	0
