"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Gordonia"	"Isoëtes"	"Liquidambar"	"Morus"	"Myrica"	"Nyssa"	"Ostrya.Carpinus"	"Pinus"	"Platanus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Sabal"	"Salix"	"Serenoa"	"Taxodium"	"Ulmus"	"Vitaceae"
1597	1648	"Lake Annie"	27.206702	-81.351632	2230	"AWI"	2230	2070	2966	2558	0	0	34	0	0	10	0	2	3	16	4	0	1	9	0	0	1	25	2	0	184	0	12	0	34	0	0	2	6	0	5
1597	1648	"Lake Annie"	27.206702	-81.351632	2250	"AWI"	2250	2348	3060	2706	0	1	31	0	0	6	0	1	3	13	0	0	1	3	0	1	2	34	0	0	162	0	17	0	48	0	0	0	3	2	1
1597	1648	"Lake Annie"	27.206702	-81.351632	2260	"AWI"	2260	2419	3126	2777	0	2	34	1	0	13	0	3	1	10	0	0	1	7	0	0	1	50	0	1	141	0	10	0	48	0	0	2	0	1	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2270	"AWI"	2270	2464	3230	2839	0	2	57	0	0	16	0	3	1	14	0	0	1	10	0	0	0	43	0	1	172	0	24	0	71	0	1	0	0	2	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2280	"AWI"	2280	2499	3370	2897	0	1	47	0	0	7	0	2	2	14	4	0	2	12	0	0	0	24	0	1	116	0	15	0	45	0	0	1	1	2	1
1597	1648	"Lake Annie"	27.206702	-81.351632	2290	"AWI"	2290	2555	3498	2965	0	0	32	1	0	0	0	0	3	11	0	0	1	8	0	0	0	34	1	0	139	0	11	0	66	0	0	2	3	1	3
1597	1648	"Lake Annie"	27.206702	-81.351632	2300	"AWI"	2300	2617	3566	3046	0	0	35	0	0	0	0	2	6	13	6	0	1	7	0	0	0	28	0	1	163	0	15	0	57	0	0	1	7	0	2
1597	1648	"Lake Annie"	27.206702	-81.351632	2310	"AWI"	2310	2667	3662	3127	0	2	59	0	0	10	0	4	0	15	3	0	0	4	0	1	0	35	0	2	157	0	17	0	64	0	2	1	2	0	1
1597	1648	"Lake Annie"	27.206702	-81.351632	2320	"AWI"	2320	2704	3799	3202	0	0	21	0	0	9	0	0	2	15	0	0	2	7	0	0	1	22	2	1	141	0	15	0	51	0	0	2	6	0	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2330	"AWI"	2330	2735	3956	3274	0	0	41	0	0	11	0	1	1	22	3	0	1	7	0	0	0	26	1	2	145	0	31	0	37	0	0	4	0	1	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2350	"AWI"	2350	2806	4288	3418	0	0	54	0	0	4	0	3	0	12	3	0	0	9	0	0	1	34	0	1	134	0	16	0	45	0	0	0	1	0	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2370	"AWI"	2370	2944	4407	3582	0	0	52	1	0	16	0	2	2	6	2	0	0	12	0	1	0	35	0	0	117	0	15	0	54	0	1	2	2	1	2
1597	1648	"Lake Annie"	27.206702	-81.351632	2390	"AWI"	2390	3045	4601	3748	0	0	48	1	0	14	0	3	1	11	3	0	2	6	0	0	0	22	0	1	151	0	19	0	73	0	2	3	0	1	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2410	"AWI"	2410	3103	4869	3897	0	1	28	0	0	15	0	3	1	13	5	0	0	12	0	1	0	29	0	1	109	1	17	0	61	0	2	1	3	1	1
1597	1648	"Lake Annie"	27.206702	-81.351632	2420	"AWI"	2420	3202	4915	3979	0	0	35	0	0	0	0	4	1	10	12	0	0	11	0	0	2	27	0	1	163	0	25	0	55	0	1	2	0	0	2
1597	1648	"Lake Annie"	27.206702	-81.351632	2440	"AWI"	2440	3339	5017	4156	0	1	42	0	0	10	0	3	0	7	5	0	1	6	0	0	0	28	1	0	147	0	17	0	63	0	0	0	0	1	1
1597	1648	"Lake Annie"	27.206702	-81.351632	2460	"AWI"	2460	3428	5156	4338	0	1	46	0	0	10	0	3	1	9	14	0	2	12	0	2	2	33	0	0	121	0	14	0	88	0	1	0	1	1	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2480	"AWI"	2480	3577	5279	4503	0	1	30	1	0	11	0	0	3	12	4	0	0	7	0	0	2	28	1	0	209	0	19	0	50	0	0	1	0	2	1
1597	1648	"Lake Annie"	27.206702	-81.351632	2500	"AWI"	2500	3728	5358	4673	0	0	35	0	1	13	0	3	1	11	6	0	1	5	0	0	0	51	0	0	131	0	10	0	108	0	1	2	1	0	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2520	"AWI"	2520	3806	5465	4865	0	0	41	0	0	7	0	1	0	15	7	0	1	9	0	0	0	27	0	0	152	1	24	0	75	0	1	0	0	1	4
1597	1648	"Lake Annie"	27.206702	-81.351632	2540	"AWI"	2540	4286	5634	5124	0	0	17	0	0	0	1	4	1	16	4	0	0	1	0	0	0	50	0	0	141	0	18	0	73	0	0	2	0	0	1
1597	1648	"Lake Annie"	27.206702	-81.351632	2550	"AWI"	2550	4951	5787	5350	0	0	26	0	0	0	0	3	0	14	0	0	0	6	0	1	0	35	0	0	118	0	16	0	58	0	0	4	0	2	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2560	"AWI"	2560	5221	6097	5599	0	0	26	0	0	0	0	5	0	6	3	0	2	0	0	0	0	40	0	2	107	0	17	0	89	0	1	4	0	1	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2570	"AWI"	2570	5354	6780	5830	0	0	29	0	0	11	0	5	0	23	6	0	0	0	1	0	0	13	0	0	162	0	22	0	80	0	0	0	0	0	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2580	"AWI"	2580	5418	7562	6064	0	0	21	0	0	26	0	7	1	15	8	0	0	0	0	0	0	12	0	0	168	0	21	0	142	0	1	0	0	1	2
1597	1648	"Lake Annie"	27.206702	-81.351632	2600	"AWI"	2600	5931	9128	6817	1	0	8	0	1	14	0	3	0	44	2	0	1	0	0	0	0	1	0	0	123	0	31	0	88	0	0	0	0	0	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2610	"AWI"	2610	7221	9779	7949	0	2	12	0	0	23	0	9	0	23	7	0	1	0	0	0	0	2	0	0	69	0	46	0	142	0	0	0	1	2	1
1597	1648	"Lake Annie"	27.206702	-81.351632	2620	"AWI"	2620	8479	10414	9077	0	0	5	0	1	15	1	25	1	25	8	0	0	0	0	1	0	9	0	0	128	0	69	0	125	0	0	0	0	0	1
1597	1648	"Lake Annie"	27.206702	-81.351632	2640	"AWI"	2640	10801	11841	11350	0	1	2	0	0	31	0	3	0	31	0	0	0	0	1	0	0	0	0	0	35	0	69	0	218	0	0	0	0	0	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2650	"AWI"	2650	11833	12907	12453	0	1	12	1	0	50	0	3	0	19	0	0	0	0	1	1	0	2	0	0	65	0	51	0	177	0	0	0	0	0	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2660	"AWI"	2660	12680	14038	13453	1	0	13	1	0	84	0	3	1	14	2	0	0	0	0	0	0	4	0	0	29	0	17	0	119	0	0	0	0	0	1
1597	1648	"Lake Annie"	27.206702	-81.351632	2670	"AWI"	2670	12882	14107	13571	0	0	11	0	0	76	0	5	0	8	0	0	0	0	0	2	0	4	1	0	57	0	12	0	139	0	0	0	0	3	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2680	"AWI"	2680	13088	14196	13690	0	0	40	1	0	54	0	3	0	15	0	0	0	0	0	1	0	6	0	0	62	0	21	0	105	0	0	0	0	0	2
1597	1648	"Lake Annie"	27.206702	-81.351632	2700	"AWI"	2700	13393	14516	13920	0	0	2	2	0	59	0	10	0	11	0	0	0	0	0	0	0	6	0	2	98	0	17	0	123	0	0	0	0	1	1
1597	1648	"Lake Annie"	27.206702	-81.351632	2710	"AWI"	2710	13499	14732	14037	2	0	14	0	0	0	0	4	1	6	0	0	0	0	0	0	0	3	1	2	150	0	11	2	56	0	0	0	0	5	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2720	"AWI"	2720	13576	14961	14148	1	0	7	0	3	57	0	4	1	11	0	0	3	0	0	0	1	9	0	0	117	0	6	0	75	0	0	0	1	1	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2730	"AWI"	2730	16758	17986	17279	0	0	8	1	1	64	0	6	9	5	8	0	2	0	0	0	0	8	1	4	54	2	19	0	142	0	0	0	0	10	1
1597	1648	"Lake Annie"	27.206702	-81.351632	2740	"AWI"	2740	20073	21574	20796	0	1	20	1	0	104	0	12	5	18	18	0	0	0	0	1	0	7	1	1	33	0	24	6	72	0	0	0	0	4	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2750	"AWI"	2750	23292	25332	24302	0	0	15	2	0	49	0	5	2	15	12	0	1	0	0	1	0	3	0	2	23	0	49	0	146	0	0	2	0	0	1
1597	1648	"Lake Annie"	27.206702	-81.351632	2770	"AWI"	2770	29606	32975	31301	1	0	23	0	0	18	0	6	0	12	18	0	0	2	0	0	0	5	0	1	48	0	55	0	116	0	0	0	0	2	1
1597	1648	"Lake Annie"	27.206702	-81.351632	2780	"AWI"	2780	32751	36821	34810	0	2	20	0	0	31	0	11	1	17	36	0	0	0	0	1	0	5	0	1	39	1	72	0	90	1	0	0	0	1	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2800	"AWI"	2800	36670	39734	38212	0	0	31	4	1	42	0	7	9	25	16	0	2	1	0	0	0	9	0	0	28	1	72	0	74	0	0	0	0	1	2
1597	1648	"Lake Annie"	27.206702	-81.351632	2820	"AWI"	2820	39761	42025	40890	0	0	28	2	0	50	0	19	2	18	68	0	2	1	0	3	0	14	0	0	57	0	42	0	92	0	0	0	0	1	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2840	"AWI"	2840	42308	44971	43594	0	0	12	3	0	48	0	2	1	19	42	0	0	0	0	0	0	6	0	0	100	0	39	0	52	0	0	0	0	0	1
1597	1648	"Lake Annie"	27.206702	-81.351632	2860	"AWI"	2860	43769	46485	45022	0	0	15	2	0	53	0	12	0	19	70	0	1	0	0	1	0	10	0	0	88	0	39	0	83	1	0	0	0	0	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2870	"AWI"	2870	44169	47183	45493	0	0	10	5	0	57	0	4	0	14	38	0	1	0	1	0	0	11	0	2	79	0	47	0	61	0	0	0	0	1	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2890	"AWI"	2890	44729	48962	46389	0	0	10	2	0	59	0	5	0	16	52	0	2	1	1	2	1	15	0	3	37	0	25	0	95	0	0	3	0	2	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2900	"AWI"	2900	44942	49955	46849	0	0	6	2	0	89	0	8	1	18	40	0	0	0	0	0	0	8	0	0	25	0	36	0	82	0	0	1	0	1	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2920	"AWI"	2920	45598	51725	48052	2	0	9	3	1	55	0	9	0	15	22	0	2	1	0	3	0	13	0	4	62	0	27	0	86	0	0	2	0	1	2
1597	1648	"Lake Annie"	27.206702	-81.351632	2950	"AWI"	2950	46272	56706	49799	0	0	14	6	0	69	0	10	0	29	48	0	0	0	0	2	0	9	0	0	15	0	37	0	41	0	0	0	0	0	2
1597	1648	"Lake Annie"	27.206702	-81.351632	2960	"AWI"	2960	46418	58767	50327	2	0	19	4	0	51	0	15	1	26	146	0	2	0	0	0	0	13	0	2	20	0	41	0	46	2	0	0	0	1	0
1597	1648	"Lake Annie"	27.206702	-81.351632	2970	"AWI"	2970	46587	60818	50840	1	1	19	1	0	44	0	2	1	39	60	0	0	0	0	2	1	5	1	0	22	0	49	0	52	6	0	1	0	0	2
