"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Lamiaceae"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rhamnaceae"	"Rosaceae"	"Salix"	"Tilia"	"Tsuga"	"Ulmus"
360	369	"Chippewa Bog"	43.12389	-83.24111	396	"AWI"	396	2865	4043	3483	0	7	0	1	0	0	4	3	0	0	1	0	0	0	19	9	0	0	0	0	0	2	0	6	0	0	0	0	127	0	0	2	7	0	12
360	369	"Chippewa Bog"	43.12389	-83.24111	406	"AWI"	406	3000	4163	3622	0	8	0	0	1	0	7	4	0	1	1	1	0	1	36	10	1	1	0	1	3	3	0	10	0	0	3	2	96	0	0	2	3	1	14
360	369	"Chippewa Bog"	43.12389	-83.24111	416	"AWI"	416	3176	4269	3772	0	7	2	0	0	0	12	1	0	0	0	0	0	0	11	8	0	0	0	2	2	0	0	17	0	2	0	0	104	0	0	2	5	0	25
360	369	"Chippewa Bog"	43.12389	-83.24111	426	"AWI"	426	3357	4382	3915	0	18	1	2	0	3	11	4	0	0	0	0	0	0	24	10	0	0	0	2	0	0	0	13	0	1	0	2	84	0	0	2	2	3	19
360	369	"Chippewa Bog"	43.12389	-83.24111	436	"AWI"	436	3520	4480	4052	0	10	1	0	0	0	15	0	0	0	0	0	0	0	13	9	1	0	0	1	0	0	0	13	0	0	1	6	124	0	0	2	3	0	6
360	369	"Chippewa Bog"	43.12389	-83.24111	446	"AWI"	446	3691	4579	4184	0	28	1	0	0	0	6	7	0	0	1	0	0	0	27	2	1	0	0	0	0	0	0	6	0	0	2	0	118	0	1	2	5	0	16
360	369	"Chippewa Bog"	43.12389	-83.24111	456	"AWI"	456	3876	4680	4326	0	6	2	0	0	0	6	0	0	0	0	0	0	0	19	4	1	0	0	1	1	0	0	5	0	0	0	3	137	0	0	2	2	0	15
360	369	"Chippewa Bog"	43.12389	-83.24111	466	"AWI"	466	4061	4762	4468	0	17	1	3	0	2	15	8	0	0	3	0	0	0	18	8	0	0	0	4	2	0	0	5	0	2	2	0	94	0	0	2	2	0	13
360	369	"Chippewa Bog"	43.12389	-83.24111	476	"AWI"	476	4319	4844	4600	0	3	0	0	0	0	12	1	1	0	1	0	0	0	13	2	0	0	0	0	2	0	0	4	0	0	0	3	135	0	0	1	2	0	8
360	369	"Chippewa Bog"	43.12389	-83.24111	486	"AWI"	486	4491	5028	4761	0	12	0	1	0	0	10	5	0	0	0	0	0	0	33	2	0	0	0	2	2	2	0	9	0	1	2	1	78	0	0	3	2	0	35
360	369	"Chippewa Bog"	43.12389	-83.24111	496	"AWI"	496	4602	5333	4919	0	6	2	0	0	3	8	0	0	0	0	0	0	0	27	4	0	0	0	0	0	0	0	3	0	0	0	3	120	0	0	0	7	0	22
360	369	"Chippewa Bog"	43.12389	-83.24111	506	"AWI"	506	4711	5646	5085	0	9	3	1	0	5	5	6	0	0	0	1	0	0	42	1	1	0	0	1	1	0	0	4	0	2	2	3	76	0	0	3	7	3	33
360	369	"Chippewa Bog"	43.12389	-83.24111	516	"AWI"	516	4828	5901	5259	0	8	0	1	0	0	8	0	0	0	0	0	0	0	23	6	0	0	0	0	2	0	0	4	0	0	0	4	116	0	0	2	0	2	30
360	369	"Chippewa Bog"	43.12389	-83.24111	526	"AWI"	526	4945	6160	5439	0	9	1	2	1	0	6	4	1	0	0	0	0	0	23	5	0	0	0	1	2	0	0	14	1	1	1	5	88	0	1	5	5	0	25
360	369	"Chippewa Bog"	43.12389	-83.24111	536	"AWI"	536	5067	6373	5616	0	4	1	0	0	0	6	0	0	0	0	0	0	0	23	1	0	0	0	0	0	0	0	6	0	0	0	1	123	0	0	2	4	0	30
360	369	"Chippewa Bog"	43.12389	-83.24111	546	"AWI"	546	5211	6572	5801	0	14	2	2	0	0	4	7	0	0	0	0	0	0	31	2	1	1	0	4	0	0	0	7	0	3	1	2	90	0	0	3	2	0	26
360	369	"Chippewa Bog"	43.12389	-83.24111	556	"AWI"	556	5354	6770	5982	0	5	1	0	0	0	6	0	0	0	0	0	0	0	23	5	0	0	0	0	2	0	0	9	0	0	1	0	126	0	0	1	3	0	16
360	369	"Chippewa Bog"	43.12389	-83.24111	566	"AWI"	566	5507	6965	6164	0	20	0	0	0	0	10	1	0	0	0	0	0	0	22	6	0	0	1	2	0	0	0	17	0	1	3	1	79	0	0	6	0	0	33
360	369	"Chippewa Bog"	43.12389	-83.24111	576	"AWI"	576	5656	7158	6343	0	12	1	1	0	0	7	3	0	0	0	0	0	0	27	2	1	0	0	0	0	0	0	3	0	1	2	2	116	0	0	1	4	0	20
360	369	"Chippewa Bog"	43.12389	-83.24111	586	"AWI"	586	5798	7332	6521	0	19	0	1	1	0	7	6	0	1	1	1	0	0	13	2	0	0	0	1	2	1	0	19	0	0	3	2	78	0	1	0	5	0	38
360	369	"Chippewa Bog"	43.12389	-83.24111	596	"AWI"	596	5945	7513	6699	0	3	3	0	0	0	8	1	0	0	2	0	0	0	10	7	0	0	0	0	0	0	0	7	0	0	2	5	127	0	0	1	0	1	26
360	369	"Chippewa Bog"	43.12389	-83.24111	606	"AWI"	606	6119	7681	6869	0	14	2	1	0	0	13	2	0	0	0	0	0	0	15	7	1	0	0	2	2	0	0	10	0	0	3	4	62	0	0	5	10	2	47
360	369	"Chippewa Bog"	43.12389	-83.24111	616	"AWI"	616	6283	7828	7056	0	4	3	2	0	0	15	2	0	2	1	0	1	0	9	0	0	0	0	0	0	1	0	8	0	0	1	2	117	0	0	2	2	0	27
360	369	"Chippewa Bog"	43.12389	-83.24111	626	"AWI"	626	6451	7987	7227	0	21	0	0	0	0	20	8	0	0	0	1	0	0	15	6	0	0	0	0	0	0	0	23	0	0	2	0	73	0	0	6	6	1	23
360	369	"Chippewa Bog"	43.12389	-83.24111	636	"AWI"	636	6615	8154	7402	0	4	2	1	0	0	23	0	0	1	2	0	4	0	0	0	0	0	0	0	0	0	0	24	0	0	1	0	121	0	0	4	0	1	17
360	369	"Chippewa Bog"	43.12389	-83.24111	646	"AWI"	646	6809	8311	7583	0	27	0	0	0	0	11	7	0	0	1	0	0	0	16	2	1	0	0	0	1	0	1	39	0	0	1	2	60	0	1	5	3	3	27
360	369	"Chippewa Bog"	43.12389	-83.24111	656	"AWI"	656	6960	8488	7772	0	2	1	1	0	2	14	0	0	0	0	0	0	0	4	9	0	0	0	0	2	0	9	38	0	0	0	0	103	0	0	0	5	0	10
360	369	"Chippewa Bog"	43.12389	-83.24111	666	"AWI"	666	7166	8616	7950	0	13	0	1	0	0	6	1	0	0	0	0	0	1	4	5	1	0	0	0	3	0	0	40	0	0	1	3	90	0	0	1	9	1	25
360	369	"Chippewa Bog"	43.12389	-83.24111	676	"AWI"	676	7361	8746	8129	0	5	1	1	0	0	14	0	0	1	2	1	0	0	6	4	0	0	0	0	2	2	0	31	0	1	0	2	98	0	0	5	8	0	16
360	369	"Chippewa Bog"	43.12389	-83.24111	686	"AWI"	686	7568	8884	8303	0	21	0	2	1	0	12	3	0	1	2	0	0	0	2	4	0	0	0	0	2	0	0	21	0	0	2	3	85	0	2	5	5	0	28
360	369	"Chippewa Bog"	43.12389	-83.24111	696	"AWI"	696	7774	9018	8486	0	3	2	1	0	0	18	1	1	1	1	0	0	0	11	1	0	0	0	0	1	2	1	26	0	0	1	0	98	0	0	2	11	0	16
360	369	"Chippewa Bog"	43.12389	-83.24111	706	"AWI"	706	7973	9144	8664	0	16	0	0	0	2	20	0	0	1	3	0	0	0	5	8	0	0	0	1	1	2	3	24	0	0	0	1	86	0	1	5	2	0	23
360	369	"Chippewa Bog"	43.12389	-83.24111	716	"AWI"	716	8181	9257	8841	0	6	1	0	0	5	19	1	0	2	0	0	0	0	6	5	0	0	0	0	2	0	1	56	0	0	0	0	83	0	0	2	4	0	11
360	369	"Chippewa Bog"	43.12389	-83.24111	726	"AWI"	726	8455	9361	9021	0	5	0	2	0	0	11	1	0	1	2	1	0	0	4	4	1	1	0	1	2	3	19	101	0	0	2	4	48	0	1	6	0	2	18
360	369	"Chippewa Bog"	43.12389	-83.24111	731	"AWI"	731	8618	9403	9103	0	2	0	0	1	0	14	0	1	1	1	1	0	0	3	5	0	1	0	0	1	2	4	41	0	0	1	3	105	0	0	3	2	1	16
360	369	"Chippewa Bog"	43.12389	-83.24111	736	"AWI"	736	8761	9441	9187	0	0	0	1	0	3	11	0	0	0	0	0	0	0	3	9	0	0	0	0	1	0	8	29	0	0	3	1	113	0	0	2	4	0	12
360	369	"Chippewa Bog"	43.12389	-83.24111	741	"AWI"	741	8897	9491	9271	0	2	1	0	2	0	19	1	0	0	2	2	0	1	2	5	0	0	0	0	1	7	7	22	0	0	1	4	95	0	0	5	3	0	17
360	369	"Chippewa Bog"	43.12389	-83.24111	746	"AWI"	746	9031	9529	9350	0	12	0	2	0	0	13	0	0	1	7	0	0	0	0	10	0	0	0	1	1	0	2	82	0	0	2	2	50	0	0	8	0	1	19
360	369	"Chippewa Bog"	43.12389	-83.24111	756	"AWI"	756	9170	9752	9501	0	5	2	2	0	0	8	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	8	123	0	0	2	1	52	0	0	2	1	0	7
360	369	"Chippewa Bog"	43.12389	-83.24111	766	"AWI"	766	9264	9994	9625	0	6	0	0	0	0	7	1	0	0	3	0	0	0	1	8	1	0	0	0	0	5	20	95	0	0	1	2	38	0	1	7	1	0	23
360	369	"Chippewa Bog"	43.12389	-83.24111	776	"AWI"	776	9366	10181	9757	0	3	1	0	0	0	6	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	165	0	0	1	0	26	0	0	2	1	0	10
360	369	"Chippewa Bog"	43.12389	-83.24111	786	"AWI"	786	9487	10335	9897	3	0	0	1	1	0	9	1	0	0	0	1	0	0	1	9	0	0	0	0	1	2	20	145	0	0	1	1	16	0	0	13	0	1	4
360	369	"Chippewa Bog"	43.12389	-83.24111	796	"AWI"	796	9611	10481	10037	1	1	0	0	1	0	11	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	11	133	0	0	1	0	27	0	0	1	0	0	10
360	369	"Chippewa Bog"	43.12389	-83.24111	807	"AWI"	807	9755	10631	10196	0	3	0	0	1	0	8	2	0	3	0	1	0	0	0	8	0	2	0	1	2	2	13	138	0	0	1	0	10	0	1	3	0	1	11
360	369	"Chippewa Bog"	43.12389	-83.24111	818	"AWI"	818	9899	10768	10347	3	0	0	0	0	0	5	1	0	0	0	0	0	0	0	4	0	0	0	1	0	0	16	159	0	0	2	0	17	0	0	1	0	0	2
360	369	"Chippewa Bog"	43.12389	-83.24111	829	"AWI"	829	10066	10899	10501	1	5	0	0	3	0	6	1	0	0	2	0	4	0	0	3	1	0	0	0	0	3	30	164	0	0	1	2	9	0	0	0	0	3	8
360	369	"Chippewa Bog"	43.12389	-83.24111	840	"AWI"	840	10240	11023	10651	4	0	0	0	1	0	5	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	38	155	0	0	0	0	5	0	0	0	0	1	2
360	369	"Chippewa Bog"	43.12389	-83.24111	851	"AWI"	851	10433	11118	10801	4	7	1	0	9	3	4	0	0	0	0	3	0	0	0	0	0	0	0	9	0	0	97	67	0	0	2	0	3	0	0	3	0	0	6
360	369	"Chippewa Bog"	43.12389	-83.24111	862	"AWI"	862	10596	11263	10959	4	0	1	0	9	0	3	0	0	0	0	3	0	0	0	0	2	0	0	0	0	4	125	36	0	0	0	0	10	0	0	5	0	0	2
360	369	"Chippewa Bog"	43.12389	-83.24111	873	"AWI"	873	10691	11608	11117	17	0	3	0	4	4	7	0	0	0	2	0	0	0	0	4	0	0	0	1	0	2	108	29	0	0	2	0	14	0	0	5	0	0	1
360	369	"Chippewa Bog"	43.12389	-83.24111	884	"AWI"	884	10801	11885	11275	12	0	0	2	1	0	4	0	0	0	5	0	0	0	0	5	0	0	0	2	0	1	141	21	0	0	0	0	2	0	0	6	0	0	2
360	369	"Chippewa Bog"	43.12389	-83.24111	895	"AWI"	895	10911	12152	11435	9	0	0	0	0	4	4	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	148	43	0	0	0	0	7	0	0	8	0	0	0
360	369	"Chippewa Bog"	43.12389	-83.24111	906	"AWI"	906	11018	12395	11597	16	0	0	1	8	0	17	0	0	2	0	0	0	0	0	3	1	0	0	5	0	5	24	7	0	0	4	0	9	0	0	0	0	0	0
