"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Amaranthaceae"	"Apiaceae"	"Asteraceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Drimys"	"Embothrium"	"Ephedraceae"	"Ericales"	"Gentianaceae"	"Gunneraceae"	"Lomatia"	"Maytenus"	"Misodendraceae"	"Nothofagus"	"Poaceae"	"Podocarpus"	"Rosaceae"	"Schinus"
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	195	"AWI"	195	2397	3899	3139	98	0	98	0	0	1106	0	0	0	0	0	0	0	0	0	210	28	28	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	205	"AWI"	205	2590	4067	3326	70	0	70	0	10	530	0	0	0	0	0	0	0	0	0	0	30	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	215	"AWI"	215	2779	4239	3512	176	0	176	0	0	682	0	0	0	0	0	0	0	0	0	0	44	44	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	225	"AWI"	225	2961	4418	3704	116	0	116	0	10	534	0	0	0	0	0	0	0	0	0	175	19	19	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	245	"AWI"	245	3344	4724	4084	72	48	72	0	0	1824	0	0	0	0	0	0	0	0	0	0	72	24	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	255	"AWI"	255	3557	4889	4272	25	0	25	0	0	416	0	0	0	0	0	0	0	0	0	163	82	6	13	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	275	"AWI"	275	3999	5187	4639	23	15	129	0	15	1254	0	0	0	0	0	0	0	8	0	0	30	8	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	285	"AWI"	285	4208	5316	4824	0	0	106	14	0	838	0	0	0	0	0	13	0	13	0	0	40	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	295	"AWI"	295	4438	5462	5006	10	10	80	0	0	840	0	0	0	0	0	0	0	0	10	0	60	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	305	"AWI"	305	4714	5605	5193	27	0	153	0	0	144	0	0	9	0	0	0	0	0	0	0	9	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	315	"AWI"	315	4943	5777	5387	0	0	67	0	0	635	0	0	0	0	0	0	0	33	0	0	33	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	325	"AWI"	325	5115	6034	5581	15	0	240	0	0	465	0	0	0	0	0	0	0	0	0	0	15	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	335	"AWI"	335	5261	6346	5770	10	0	500	0	0	940	0	0	0	0	0	0	0	20	0	0	190	0	0	10
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	345	"AWI"	345	5417	6629	5973	26	0	26	0	0	206	0	0	0	0	0	0	0	0	0	0	17	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	355	"AWI"	355	5576	6919	6176	28	0	336	0	0	280	0	0	0	0	0	0	0	0	0	0	42	14	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	365	"AWI"	365	5744	7167	6387	20	0	440	0	0	340	40	0	0	20	0	0	0	0	0	0	40	20	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	375	"AWI"	375	5911	7410	6596	0	0	196	0	0	809	0	0	0	49	0	0	0	0	0	0	147	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	385	"AWI"	385	6085	7666	6805	0	9	144	0	9	261	0	9	0	0	0	0	0	0	0	0	54	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	395	"AWI"	395	6269	7901	7014	0	0	60	0	0	440	0	0	0	0	0	0	0	20	20	0	100	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	405	"AWI"	405	6456	8123	7224	0	0	306	51	0	1037	0	0	0	0	0	0	0	17	0	0	187	51	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	415	"AWI"	415	6637	8343	7438	0	0	253	0	0	234	0	0	0	0	0	0	0	39	0	0	59	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	420	"AWI"	420	6712	8463	7543	24	0	672	0	0	696	0	0	0	0	0	0	0	24	0	0	120	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	425	"AWI"	425	6823	8552	7654	22	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	435	"AWI"	435	7012	8779	7870	0	0	312	0	0	455	0	0	0	0	0	0	0	13	0	0	13	26	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	445	"AWI"	445	7214	8985	8079	95	0	779	19	0	1159	0	19	19	0	0	0	0	19	0	0	133	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	455	"AWI"	455	7415	9185	8290	0	0	54	0	0	272	0	0	0	0	0	0	0	14	0	0	41	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	465	"AWI"	465	7621	9378	8503	0	0	350	0	0	805	0	0	0	0	0	0	0	0	0	0	210	35	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	470	"AWI"	470	7714	9496	8607	0	0	11	0	0	56	0	0	0	0	0	0	0	0	0	0	28	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	475	"AWI"	475	7821	9576	8714	30	0	240	0	0	540	0	0	0	0	0	0	0	0	0	0	210	30	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	485	"AWI"	485	8046	9771	8931	15	15	300	0	0	570	0	0	0	0	0	0	0	0	0	0	315	15	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	495	"AWI"	495	8272	9946	9142	36	0	108	63	0	945	0	0	0	9	0	0	0	0	0	0	72	9	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	505	"AWI"	505	8489	10111	9347	0	0	196	140	0	672	0	0	0	0	28	28	0	0	0	0	252	0	28	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	515	"AWI"	515	8710	10303	9548	0	0	216	36	0	36	0	0	0	0	0	0	0	0	0	0	180	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	520	"AWI"	520	8815	10408	9650	0	0	396	74	18	368	0	0	0	9	0	9	0	0	0	0	156	37	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	525	"AWI"	525	8906	10513	9751	0	0	112	0	10	163	0	0	0	20	0	0	0	0	10	0	61	10	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	530	"AWI"	530	8978	10695	9843	0	9	72	0	0	243	0	0	0	9	9	72	0	0	0	0	54	45	0	9
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	535	"AWI"	535	9074	10825	9948	20	0	380	0	0	360	0	0	0	0	0	0	0	0	0	0	180	60	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	540	"AWI"	540	9154	10988	10044	0	0	316	0	0	586	0	0	9	28	0	9	0	0	0	0	65	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	543	"AWI"	543	9209	11052	10106	39	0	393	0	0	2980	0	0	7	23	23	0	8	0	31	0	123	15	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	545	"AWI"	545	9240	11093	10149	6	0	78	0	0	120	0	0	6	30	6	0	0	0	6	0	84	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	555	"AWI"	555	9405	11373	10344	0	0	14	42	14	672	0	0	0	0	14	0	0	0	0	0	28	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	565	"AWI"	565	9570	11648	10541	7	0	77	0	0	35	0	0	0	175	0	0	0	0	0	0	28	35	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	575	"AWI"	575	9732	11916	10744	14	0	131	0	0	628	0	0	0	263	0	0	0	0	0	0	117	15	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	585	"AWI"	585	9891	12159	10945	0	0	32	0	0	48	0	0	0	88	0	0	0	0	8	0	112	0	0	0
1655	1711	"Lago Mascardi-Gutierrez"	-41.25	-71.46667	595	"AWI"	595	10058	12408	11144	0	0	2	0	0	41	0	0	0	5	0	0	0	0	0	0	0	1	0	0
