"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Campanulaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cephalanthus"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Isoëtes"	"Juglans"	"Liriodendron"	"Magnolia"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
968	999	"Hack Pond"	37.98472	-78.99722	110	"AWI"	110	6248	9784	8158	0	1	2	0	0	0	21	4	0	7	0	3	2	0	4	9	0	2	0	0	0	0	0	0	0	0	1	16	34	0	11	0	1	178	0	0	1	0	1	11	2	0	0
968	999	"Hack Pond"	37.98472	-78.99722	115	"AWI"	115	6828	10183	8679	0	2	0	1	0	0	17	2	0	4	0	2	5	1	0	2	0	0	1	0	0	0	0	0	0	0	0	23	46	0	8	0	0	196	0	1	0	0	0	5	2	0	0
968	999	"Hack Pond"	37.98472	-78.99722	120	"AWI"	120	7438	10626	9194	0	0	2	0	0	0	0	3	0	5	0	6	1	0	6	2	0	6	0	0	1	1	0	0	0	0	0	36	42	0	3	0	0	163	0	0	0	0	0	14	1	0	0
968	999	"Hack Pond"	37.98472	-78.99722	125	"AWI"	125	8087	11018	9687	0	4	10	0	1	0	0	10	0	3	0	1	3	0	3	0	0	0	0	0	0	1	0	0	0	0	0	39	67	0	0	0	0	149	0	0	0	0	0	6	0	0	0
968	999	"Hack Pond"	37.98472	-78.99722	130	"AWI"	130	8808	11403	10189	0	0	2	0	0	0	0	7	0	7	0	0	4	0	2	4	2	0	0	0	0	2	0	0	0	0	0	38	66	0	2	0	1	155	0	0	0	0	0	12	2	0	0
968	999	"Hack Pond"	37.98472	-78.99722	135	"AWI"	135	9635	11807	10663	1	1	18	0	0	0	0	1	0	0	0	0	1	1	13	3	1	0	0	0	1	0	0	0	0	0	0	57	167	0	0	0	0	23	0	0	0	0	0	3	0	0	0
968	999	"Hack Pond"	37.98472	-78.99722	140	"AWI"	140	10481	12376	11215	1	0	8	0	2	0	0	5	0	0	0	0	0	0	9	11	1	1	0	0	3	0	0	0	0	0	0	68	162	0	2	0	0	22	0	0	2	0	0	0	0	0	0
968	999	"Hack Pond"	37.98472	-78.99722	145	"AWI"	145	10902	13437	11939	0	1	11	1	0	0	11	11	0	0	0	0	0	0	11	5	3	0	0	0	1	0	0	0	0	0	0	56	155	0	5	0	0	35	1	0	0	0	0	0	0	0	0
968	999	"Hack Pond"	37.98472	-78.99722	150	"AWI"	150	11427	14211	12722	2	0	5	0	1	0	0	11	0	2	0	0	0	0	2	5	0	0	1	0	3	0	0	0	0	0	2	89	166	0	3	0	0	13	0	0	0	0	0	0	0	0	0
968	999	"Hack Pond"	37.98472	-78.99722	155	"AWI"	155	12025	14850	13522	0	0	6	0	1	0	0	1	1	0	0	0	0	0	1	3	0	0	1	0	5	0	0	0	0	0	0	88	178	0	0	0	0	8	0	0	0	2	0	0	0	0	0
968	999	"Hack Pond"	37.98472	-78.99722	160	"AWI"	160	12885	15421	14299	3	0	9	0	2	1	0	1	0	1	1	0	1	0	3	4	0	0	0	0	4	0	0	0	0	0	7	92	147	0	2	0	0	12	0	1	0	1	0	0	0	1	0
968	999	"Hack Pond"	37.98472	-78.99722	165	"AWI"	165	14112	15893	15060	0	0	7	0	1	0	0	6	0	0	0	0	1	0	7	6	0	0	0	0	11	0	0	0	0	1	2	82	168	0	2	0	0	6	0	2	0	0	0	0	0	0	0
968	999	"Hack Pond"	37.98472	-78.99722	170	"AWI"	170	14527	17737	15729	2	0	3	0	0	0	0	4	0	0	0	0	0	1	0	9	0	0	0	0	11	0	0	0	0	0	1	116	157	0	1	0	0	1	0	2	0	0	0	0	0	0	0
968	999	"Hack Pond"	37.98472	-78.99722	175	"AWI"	175	14984	19048	16487	0	1	10	0	1	0	0	17	0	2	0	0	0	0	6	10	1	0	0	0	8	0	0	0	0	0	2	70	147	0	12	0	0	11	0	0	0	1	0	0	0	0	0
968	999	"Hack Pond"	37.98472	-78.99722	180	"AWI"	180	15456	20208	17259	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	0	44	0	0	0	0	0	0	85	175	2	5	0	0	2	0	5	0	0	0	0	0	0	0
968	999	"Hack Pond"	37.98472	-78.99722	185	"AWI"	185	15980	21266	18022	0	0	4	0	3	4	0	8	0	1	0	0	2	0	0	11	1	0	0	0	122	0	0	0	0	0	0	76	171	0	6	0	0	3	1	5	0	0	0	0	0	0	0
968	999	"Hack Pond"	37.98472	-78.99722	190	"AWI"	190	16498	22313	18822	0	0	8	1	0	0	0	5	0	0	0	0	3	1	1	14	0	0	0	0	293	0	0	0	0	0	1	117	128	1	3	0	0	5	1	6	0	0	0	0	0	0	0
968	999	"Hack Pond"	37.98472	-78.99722	195	"AWI"	195	17042	23373	19625	2	1	4	1	2	0	0	6	0	0	0	0	0	1	2	3	0	0	0	0	119	0	0	0	0	0	0	101	148	0	3	0	0	3	0	9	0	0	0	0	0	0	0
968	999	"Hack Pond"	37.98472	-78.99722	200	"AWI"	200	17581	24410	20427	1	0	1	0	0	2	0	2	0	0	0	0	0	0	1	19	0	0	0	0	219	0	0	0	0	0	0	116	147	0	6	0	0	1	1	6	1	0	0	0	0	0	0
968	999	"Hack Pond"	37.98472	-78.99722	205	"AWI"	205	18162	25466	21207	1	0	1	0	1	0	0	2	0	0	0	0	0	0	4	4	0	0	1	0	59	0	0	0	0	0	0	98	163	0	1	0	0	2	0	7	0	0	0	0	0	0	0
968	999	"Hack Pond"	37.98472	-78.99722	210	"AWI"	210	18754	26556	22013	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	15	0	0	0	0	11	0	0	0	0	0	0	114	137	0	2	1	0	1	0	15	0	0	0	0	0	0	0
