"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	110	"AWI"	110	2780	3721	3254	4	0	0	0	1	0	0	205	0	0	2	0	0	0	0	7	0	3	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	2	32	20	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	120	"AWI"	120	2886	4181	3437	5	0	0	1	0	0	0	186	0	0	0	0	0	0	0	19	0	29	0	52	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	22	0	0	1	0	0	0	0	0	1	2	27	9	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	125	"AWI"	125	3006	4250	3550	1	0	11	1	1	0	0	158	0	0	1	0	0	0	0	13	0	19	0	26	0	1	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	28	0	0	0	0	0	1	0	0	0	3	28	13	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	130	"AWI"	130	3084	4327	3673	4	0	0	0	4	0	0	194	0	0	3	0	0	0	0	31	0	1	0	42	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	2	4	17	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	140	"AWI"	140	3203	4618	3895	1	0	12	0	2	0	0	154	0	0	5	0	0	0	0	21	0	1	0	15	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	5	11	15	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	150	"AWI"	150	3434	4721	4107	1	0	10	0	0	0	0	187	0	0	0	0	0	0	0	48	0	2	0	55	0	0	0	0	2	0	5	0	0	0	0	143	0	0	0	0	0	15	0	0	1	0	0	1	0	0	0	0	9	12	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	160	"AWI"	160	3560	4910	4338	1	0	15	1	0	0	0	251	0	0	5	0	0	0	0	84	0	9	0	33	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	2	23	15	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	170	"AWI"	170	3907	4989	4550	3	0	0	0	0	0	0	185	0	0	1	0	0	0	0	65	0	3	0	9	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	1	2	87	19	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	175	"AWI"	175	4018	5045	4668	0	0	6	0	0	0	0	110	0	0	0	0	0	0	0	39	0	1	0	4	0	0	1	0	3	0	8	1	0	0	0	92	0	0	0	0	0	16	0	0	0	1	0	2	1	0	0	2	88	16	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	180	"AWI"	180	4094	5148	4783	2	0	11	0	1	0	0	199	0	0	4	0	0	0	0	38	0	7	0	13	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	23	0	0	0	1	0	1	1	0	0	5	79	15	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	190	"AWI"	190	4375	5217	4908	3	0	7	0	2	0	0	150	0	0	2	0	0	0	0	10	0	3	0	27	0	8	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	2	3	0	0	4	101	13	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	195	"AWI"	195	4463	5288	4982	0	0	0	0	0	0	0	223	2	3	2	0	0	0	1	19	0	0	1	8	0	8	0	0	5	0	3	0	0	1	0	80	0	0	0	0	0	18	0	0	0	0	5	3	11	0	0	5	92	20	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	200	"AWI"	200	4529	5381	5052	1	0	22	0	1	0	0	231	0	0	0	0	0	0	2	7	0	6	6	10	0	40	0	0	9	0	5	1	0	0	0	0	0	0	0	0	1	22	0	0	0	0	0	0	93	0	0	3	88	7	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	205	"AWI"	205	4594	5418	5087	1	0	0	0	1	0	3	67	0	0	0	0	0	0	0	33	0	1	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	11	0	0	2	0	0	1	8	0	0	3	129	11	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	210	"AWI"	210	4640	5452	5124	2	0	50	0	2	0	0	59	0	0	3	0	0	0	1	6	0	3	0	4	0	130	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	3	139	0	0	6	154	4	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	220	"AWI"	220	4729	5558	5186	0	0	13	1	0	0	0	88	0	0	0	0	0	1	2	23	0	2	3	4	0	43	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	1	112	1	0	1	78	14	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	225	"AWI"	225	4782	5591	5218	2	0	19	1	0	0	0	123	0	0	1	0	0	0	9	2	0	2	4	8	0	8	13	0	0	0	3	1	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	2	12	0	0	3	63	10	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	230	"AWI"	230	4828	5631	5253	2	0	10	1	0	0	0	23	0	0	1	0	0	0	0	0	0	4	0	1	0	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	7	18	0	0	3	54	4	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	240	"AWI"	240	4901	5748	5315	1	0	6	1	1	0	0	15	0	0	0	0	0	0	0	1	0	0	0	0	0	7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	4	16	0	0	7	51	2	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	245	"AWI"	245	4969	5774	5347	0	0	15	0	2	0	0	72	0	0	2	1	2	0	0	5	0	10	0	3	0	2	4	0	3	0	1	2	0	2	0	0	0	0	0	0	0	14	0	0	2	0	0	2	22	0	0	3	70	7	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	250	"AWI"	250	5025	5806	5381	2	0	15	0	1	0	0	93	0	0	0	0	0	0	1	9	0	36	0	10	0	3	1	0	1	3	0	0	0	1	0	0	0	0	1	0	0	25	0	1	2	0	0	0	9	0	0	2	29	6	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	255	"AWI"	255	5072	5843	5414	0	0	18	2	0	0	1	36	1	0	1	2	1	1	0	11	0	2	0	0	0	4	5	0	0	0	1	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	13	24	1	0	6	27	3	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	260	"AWI"	260	5104	5890	5449	1	0	0	2	1	0	0	40	0	0	0	0	0	0	0	5	0	2	0	6	0	6	0	0	3	0	2	0	0	0	9	0	0	0	0	0	0	6	0	0	0	0	4	1	0	0	0	4	79	6	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	270	"AWI"	270	5245	5959	5505	1	0	7	0	0	0	0	34	0	0	1	0	1	0	0	2	0	0	0	5	0	1	1	0	2	0	1	0	0	0	19	0	0	0	0	0	0	11	0	0	0	0	0	2	1	0	0	3	65	6	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	275	"AWI"	275	5293	6014	5533	1	0	6	1	0	0	0	23	0	0	0	0	0	0	0	6	0	2	0	0	0	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	3	0	0	0	1	37	4	0
1569	1615	"Tourbière de Lanoraie STJEAN"	46	-73.21694	280	"AWI"	280	5330	6065	5566	0	0	5	1	1	0	0	18	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	6	0	0	0	2	27	7	0
