"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
332	339	"Lac Caribou"	48.19778	-64.94	180	"AWI"	180	5427	6939	6272	0.634249471458774	0	3.80549682875264	0	0	0	75.2642706131078	0	0.211416490486258	0	0	0.422832980972516	0	0.211416490486258	0	0	0	0	0.211416490486258	0	0	0.845665961945032	0	0	1.05708245243129	0	0.422832980972516	0.211416490486258	0	12.8964059196617	0	0	0	0	0	2.11416490486258	0	0	0	0	0.211416490486258	0	0	1.05708245243129	0.422832980972516	0
332	339	"Lac Caribou"	48.19778	-64.94	190	"AWI"	190	5815	7133	6569	1.5015015015015	0	2.1021021021021	0	0	0	72.3723723723724	0	0	0	0	0	0	0	0	0	0	0	0.3003003003003	0	0	1.2012012012012	0	0	0	0	0.3003003003003	0	0	17.4174174174174	0	0	0	0	0	1.2012012012012	0	0	0	0	0.600600600600601	0	0	1.5015015015015	1.5015015015015	0
332	339	"Lac Caribou"	48.19778	-64.94	200	"AWI"	200	6376	7329	6864	1.13636363636364	0	2.27272727272727	0	0	0	55.6818181818182	0	0	0	0	0	0	0	0	0	0	0	0.568181818181818	0	0	2.27272727272727	0	0	0	0	0	0.284090909090909	3.40909090909091	31.5340909090909	0	0	0	0	0.284090909090909	1.13636363636364	0	0	0	0	0.284090909090909	0	0	0.852272727272727	0.284090909090909	0
332	339	"Lac Caribou"	48.19778	-64.94	210	"AWI"	210	6679	7660	7193	0.25062656641604	0	1.2531328320802	0.25062656641604	0	0	72.6817042606516	0	0	0	0	0	0	0	0	0	0	0	0	1.75438596491228	0	1.75438596491228	0	0	0.75187969924812	0.25062656641604	1.00250626566416	0	0	15.7894736842105	0	0	0	0	0	0.50125313283208	0	0	0	0	1.2531328320802	0	0	0.25062656641604	2.25563909774436	0
332	339	"Lac Caribou"	48.19778	-64.94	220	"AWI"	220	6893	8274	7496	1.47679324894515	0	6.32911392405063	0	0	0	73.4177215189873	0	0	0	0	0	0	0.210970464135021	0.210970464135021	0	0	0	0	0	0	1.26582278481013	0	0	0	0.421940928270042	0.421940928270042	0	0	13.2911392405063	0	0	0	0	0	0.843881856540084	0	0.210970464135021	0	0	0.632911392405063	0	0	0.632911392405063	0.632911392405063	0
332	339	"Lac Caribou"	48.19778	-64.94	230	"AWI"	230	7121	8620	7858	1.33779264214047	0	7.52508361204013	0.167224080267559	0	0	70.4013377926421	0	0	0.167224080267559	0.167224080267559	0	0	0.334448160535117	0.334448160535117	0	0	0.334448160535117	0.167224080267559	1.33779264214047	0	0.668896321070234	0	0	0	0.334448160535117	0	0	6.18729096989967	6.35451505016722	0	0.167224080267559	0	0	0	2.0066889632107	0	0	0	0	1.33779264214047	0	0	0.334448160535117	0.334448160535117	0
332	339	"Lac Caribou"	48.19778	-64.94	240	"AWI"	240	7446	8879	8218	1.66414523449319	0	11.1951588502269	0	0.302571860816944	0	74.7352496217852	0	0.151285930408472	0	0	0	0	0.453857791225416	0.151285930408472	0	0	0	0	0	0	0.302571860816944	0	0	0	0.151285930408472	0.605143721633888	0	0	5.29500756429652	0	1.0590015128593	0	0.907715582450832	0	1.51285930408472	0	0	0	0	0.907715582450832	0	0.151285930408472	0	0.453857791225416	0
332	339	"Lac Caribou"	48.19778	-64.94	250	"AWI"	250	7833	9124	8563	0.645994832041344	0	13.4366925064599	0	0.129198966408269	0	78.2945736434108	0	0	0	0	0	0	0	0.516795865633075	0	0	0	0	0	0	0.904392764857881	0	0	0	0	0	0	0	4.65116279069767	0	0.129198966408269	0	0	0	0.775193798449612	0	0.258397932816538	0	0	0	0.129198966408269	0	0.129198966408269	0	0
332	339	"Lac Caribou"	48.19778	-64.94	260	"AWI"	260	8302	9329	8915	0.930232558139535	0	7.13178294573643	0	0	0	83.8759689922481	0	0	0	0	0	0	0.155038759689922	0.310077519379845	0	0	0	0.155038759689922	0	0	0.930232558139535	0	0	0	0	0	0	0	4.03100775193798	0	0.155038759689922	0	1.24031007751938	0	0.62015503875969	0	0	0	0	0	0	0	0	0.465116279069767	0
332	339	"Lac Caribou"	48.19778	-64.94	270	"AWI"	270	8782	9540	9242	1.2	0	0	0	0	0	89.6	0	0.2	0	0	0	0	0	0.4	0	0	0	0.4	0.6	0	0.4	0	0	0	0	0.2	0	0	2.2	0	0.6	0	1.6	0	2.4	0	0	0	0	0	0	0	0	0.2	0
332	339	"Lac Caribou"	48.19778	-64.94	280	"AWI"	280	8997	10037	9489	0.50251256281407	0	18.7604690117253	0	0.50251256281407	0	67.3366834170854	0	0	0	0	0	0.16750418760469	0	0.50251256281407	0	0	0	0	0.33500837520938	0	0.50251256281407	0	0	0	0.16750418760469	0	0.16750418760469	5.86264656616415	3.51758793969849	0	0	0	0	0	1.50753768844221	0	0	0	0	0	0	0	0.16750418760469	0	0
332	339	"Lac Caribou"	48.19778	-64.94	290	"AWI"	290	9247	10398	9748	0.643086816720257	0	42.6580921757771	0	0.214362272240086	0	26.7952840300107	0	0	0	0.107181136120043	0	0	0.321543408360129	0.535905680600214	0.321543408360129	0	0	0	0	0	0.107181136120043	0	0	0	0.643086816720257	0	0	13.3976420150054	4.39442658092176	0	0.107181136120043	0	7.82422293676313	0	0.643086816720257	0	0	1.17899249732047	0	0	0	0	0	0.107181136120043	0
332	339	"Lac Caribou"	48.19778	-64.94	300	"AWI"	300	9526	10767	10033	0	0	23.5655737704918	0.204918032786885	0.204918032786885	0	27.8688524590164	0	0	0	0.204918032786885	0	0	0	1.02459016393443	0.204918032786885	0	0	0	0	0	0.819672131147541	0	0	0	0	0.819672131147541	0	35.8606557377049	6.35245901639344	0	0.204918032786885	0	0	0	2.25409836065574	0	0	0	0	0	0	0	0.204918032786885	0.204918032786885	0
332	339	"Lac Caribou"	48.19778	-64.94	310	"AWI"	310	9807	11182	10379	0.546448087431694	0	0	0	2.18579234972678	0	59.5628415300546	0	0	0	0	0	0	0.546448087431694	3.27868852459016	1.09289617486339	0	0	1.09289617486339	0	0	6.01092896174863	0	0	0	0.546448087431694	2.18579234972678	0	0	12.0218579234973	0	1.09289617486339	0	2.73224043715847	0	5.46448087431694	0	0	0	0	0	0.546448087431694	0	0.546448087431694	0.546448087431694	0
332	339	"Lac Caribou"	48.19778	-64.94	315	"AWI"	315	9980	11416	10615	0.245700245700246	0	0	0	0.737100737100737	0	12.5307125307125	0	0	0	0	0	0	0	1.71990171990172	0.245700245700246	0	0	0.245700245700246	0	0	0.245700245700246	0	0	0	0.245700245700246	0.491400491400491	0	74.4471744471744	5.40540540540541	0	0.491400491400491	0	1.96560196560197	0	0.737100737100737	0	0	0	0	0	0	0	0.245700245700246	0	0
