"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Ceanothus"	"Chrysolepis"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Grossulariaceae"	"Indeterminable"	"Isoëtes"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rumex"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tsuga"
231	234	"Barrett Lake"	37.59583	-119.00833	44	"AWI"	44	845	1357	1056	12	1	2	0	20	0	0	0	1	0	0	3	2	0	1	3	0	0	0	5	23	0	0	0	0	402	0	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	43
231	234	"Barrett Lake"	37.59583	-119.00833	48	"AWI"	48	989	1569	1231	12	3	4	0	20	0	0	0	0	0	0	1	0	0	1	1	1	0	0	3	17	0	0	0	0	310	0	1	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	41
231	234	"Barrett Lake"	37.59583	-119.00833	53	"AWI"	53	1150	2128	1549	20	0	2	0	22	0	0	0	1	0	0	2	0	0	1	2	0	0	0	6	29	0	0	0	0	485	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	31
231	234	"Barrett Lake"	37.59583	-119.00833	58	"AWI"	58	1373	2742	1952	12	1	4	0	23	0	0	0	1	0	0	0	1	0	3	2	0	1	0	5	39	0	0	0	0	383	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	37
231	234	"Barrett Lake"	37.59583	-119.00833	63	"AWI"	63	1658	3233	2372	15	2	0	0	29	0	0	0	0	0	0	1	1	0	2	1	0	0	0	8	27	0	0	0	0	444	0	1	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	21
231	234	"Barrett Lake"	37.59583	-119.00833	68	"AWI"	68	1979	3630	2799	12	1	6	0	22	0	0	0	0	0	0	2	1	0	2	1	0	1	0	4	45	0	0	0	0	362	0	2	0	0	0	1	0	1	0	0	0	1	2	0	0	0	1	25
231	234	"Barrett Lake"	37.59583	-119.00833	73	"AWI"	73	2343	3952	3209	13	0	4	0	19	0	0	0	0	0	0	2	1	0	3	1	0	0	0	6	17	0	0	0	0	418	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	35
231	234	"Barrett Lake"	37.59583	-119.00833	78	"AWI"	78	2801	4248	3614	14	1	5	0	18	0	0	0	0	0	0	2	3	0	0	0	0	0	0	2	31	1	0	0	0	437	0	1	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	41
231	234	"Barrett Lake"	37.59583	-119.00833	83	"AWI"	83	3412	4517	4003	6	3	3	0	14	0	0	0	0	0	0	1	1	1	2	4	0	1	0	7	40	0	0	0	0	446	0	2	0	0	0	3	0	1	0	0	0	2	0	2	0	1	2	29
231	234	"Barrett Lake"	37.59583	-119.00833	87	"AWI"	87	3984	4755	4334	7	1	6	1	27	0	0	0	0	0	0	2	0	0	1	1	0	0	0	3	21	0	0	0	0	337	0	4	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	24
231	234	"Barrett Lake"	37.59583	-119.00833	92	"AWI"	92	4332	5491	4811	9	0	6	0	25	0	0	0	1	0	0	1	0	0	0	0	0	1	0	8	17	0	0	0	0	352	1	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	17
231	234	"Barrett Lake"	37.59583	-119.00833	97	"AWI"	97	4604	6347	5320	11	1	4	1	31	0	0	0	0	0	0	1	1	0	0	2	0	0	1	10	19	0	0	0	0	466	0	1	0	0	0	5	0	1	0	0	0	0	0	0	1	0	0	3
231	234	"Barrett Lake"	37.59583	-119.00833	102	"AWI"	102	4949	7000	5864	11	3	7	0	22	0	0	0	1	0	0	2	2	0	0	1	0	0	0	7	27	0	0	0	0	335	0	0	0	0	0	7	0	0	0	0	0	1	0	1	0	0	0	12
231	234	"Barrett Lake"	37.59583	-119.00833	107	"AWI"	107	5346	7551	6418	3	1	13	1	44	0	0	0	0	0	0	2	4	0	4	1	0	1	0	8	22	0	0	0	0	356	0	1	0	0	0	3	0	0	0	17	1	3	1	3	0	0	0	5
231	234	"Barrett Lake"	37.59583	-119.00833	112	"AWI"	112	5761	8073	6956	4	3	11	1	33	0	2	0	0	1	0	1	2	0	6	4	1	1	0	7	15	0	0	0	0	269	0	3	0	0	2	3	0	0	1	0	0	1	0	0	0	0	0	5
231	234	"Barrett Lake"	37.59583	-119.00833	117	"AWI"	117	6311	8506	7496	4	2	5	0	35	0	0	0	2	0	0	2	4	0	3	2	0	1	0	6	14	0	0	0	0	281	0	2	0	0	0	3	0	0	0	0	0	2	0	2	0	0	0	5
231	234	"Barrett Lake"	37.59583	-119.00833	122	"AWI"	122	6964	8881	8035	3	0	5	0	41	0	0	0	1	0	0	2	6	0	1	4	0	1	0	9	18	0	0	0	0	316	0	1	0	0	0	4	0	0	0	0	0	1	1	3	0	0	1	2
231	234	"Barrett Lake"	37.59583	-119.00833	129	"AWI"	129	8173	9312	8725	2	5	5	0	35	0	0	0	0	0	0	0	4	0	0	0	0	2	0	7	80	0	0	0	0	342	0	0	0	0	0	4	0	0	0	0	0	1	0	5	1	0	0	0
231	234	"Barrett Lake"	37.59583	-119.00833	139	"AWI"	139	8763	10662	9563	3	1	7	0	33	0	0	0	0	0	0	0	8	0	2	1	0	1	0	6	33	0	0	0	0	437	0	0	0	0	0	4	0	0	0	0	0	2	0	5	0	0	0	4
231	234	"Barrett Lake"	37.59583	-119.00833	149	"AWI"	149	9359	11706	10402	4	1	8	1	49	0	0	0	0	0	0	0	3	0	2	1	0	1	0	5	30	0	0	0	0	374	0	1	0	0	0	0	0	0	0	0	0	9	1	1	0	0	0	1
231	234	"Barrett Lake"	37.59583	-119.00833	159	"AWI"	159	10038	12627	11233	9	2	1	2	34	0	0	1	0	0	0	1	2	1	0	14	0	0	0	9	0	0	1	0	0	704	0	7	0	0	0	3	0	0	0	0	1	0	0	3	0	0	1	2
231	234	"Barrett Lake"	37.59583	-119.00833	169	"AWI"	169	10806	13509	12077	6	0	4	1	42	0	0	0	1	0	0	0	4	0	2	1	0	4	0	7	0	0	0	0	0	404	0	1	0	0	0	0	0	0	0	0	2	1	0	4	0	0	0	0
231	234	"Barrett Lake"	37.59583	-119.00833	179	"AWI"	179	11682	14357	12922	7	1	12	0	39	0	0	1	1	0	0	1	0	0	3	3	0	1	0	12	0	0	1	1	0	509	0	2	0	0	0	1	0	0	0	0	0	1	0	5	0	0	0	0
231	234	"Barrett Lake"	37.59583	-119.00833	189	"AWI"	189	12675	15200	13727	8	1	9	0	34	0	0	0	1	0	0	2	1	0	4	3	0	0	0	6	0	0	0	0	0	443	0	3	0	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0
231	234	"Barrett Lake"	37.59583	-119.00833	194	"AWI"	194	12983	15776	14140	6	3	7	0	34	0	0	0	1	0	0	1	3	2	6	3	0	1	0	8	1	0	0	0	0	439	0	6	0	0	1	0	0	0	0	0	0	3	0	6	0	0	0	2
231	234	"Barrett Lake"	37.59583	-119.00833	199	"AWI"	199	13226	16373	14545	5	1	8	0	29	0	0	0	1	0	0	2	2	1	6	5	0	1	0	13	0	1	0	0	0	372	0	4	0	0	0	1	0	0	0	0	1	1	0	6	0	0	0	2
231	234	"Barrett Lake"	37.59583	-119.00833	204	"AWI"	204	13548	16926	14950	2	0	8	1	51	0	0	0	0	0	0	0	1	0	2	3	0	0	0	4	0	0	0	0	0	329	0	4	0	0	1	4	0	0	0	0	0	3	0	4	0	0	0	0
231	234	"Barrett Lake"	37.59583	-119.00833	208	"AWI"	208	13794	17348	15285	1	0	8	2	44	0	0	0	0	0	0	0	0	0	11	2	0	0	0	7	0	1	0	0	0	199	0	8	0	0	2	3	0	0	0	0	0	2	0	3	0	0	0	3
