"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Larix"	"Onagraceae"	"Pinus"	"Poaceae"	"Polygonaceae"	"Ranunculaceae"	"Rosaceae"	"Salix"
1504	1542	"Berelyekh River"	63.28333	147.75	240	"AWI"	240	14126	18181	15903	12.258064516129	15.4838709677419	2.58064516129032	18.7096774193548	0.645161290322581	0	3.87096774193548	12.9032258064516	1.29032258064516	0	0	4.51612903225806	24.5161290322581	0	0	3.2258064516129	0
1504	1542	"Berelyekh River"	63.28333	147.75	260	"AWI"	260	14496	18699	16341	7.84313725490196	21.078431372549	2.45098039215686	24.5098039215686	0.490196078431373	0	2.45098039215686	11.7647058823529	4.90196078431373	0	0	7.35294117647059	11.2745098039216	0	0	4.90196078431373	0.980392156862745
1504	1542	"Berelyekh River"	63.28333	147.75	280	"AWI"	280	14825	19309	16758	25.2873563218391	12.6436781609195	4.59770114942529	28.735632183908	0	0	1.14942528735632	12.6436781609195	4.59770114942529	0	0	1.14942528735632	8.04597701149425	0	0	0	1.14942528735632
1504	1542	"Berelyekh River"	63.28333	147.75	300	"AWI"	300	15108	19929	17202	22	4	0	42	0	0	0	4	0	0	0	12	16	0	0	0	0
1504	1542	"Berelyekh River"	63.28333	147.75	320	"AWI"	320	15491	20481	17626	31.5789473684211	7.01754385964912	0	24.5614035087719	0	0	7.01754385964912	17.5438596491228	1.75438596491228	0	0	1.75438596491228	8.7719298245614	0	0	0	0
1504	1542	"Berelyekh River"	63.28333	147.75	340	"AWI"	340	15822	21015	18042	17.6470588235294	14.7058823529412	0	35.2941176470588	0	0	0	5.88235294117647	0	0	0	5.88235294117647	17.6470588235294	0	2.94117647058824	0	0
1504	1542	"Berelyekh River"	63.28333	147.75	380	"AWI"	380	16512	21984	18919	12.1718377088305	0.238663484486874	0	52.2673031026253	2.14797136038186	0	0	4.77326968973747	12.6491646778043	0	0.238663484486874	8.83054892601432	3.81861575178998	0	1.19331742243437	1.19331742243437	0.477326968973747
1504	1542	"Berelyekh River"	63.28333	147.75	420	"AWI"	420	17217	22916	19782	12.3655913978495	3.49462365591398	0	52.4193548387097	0.268817204301075	0	0.268817204301075	6.98924731182796	7.52688172043011	0	0.268817204301075	6.45161290322581	8.87096774193548	0.268817204301075	0	0	0.806451612903226
1504	1542	"Berelyekh River"	63.28333	147.75	460	"AWI"	460	17939	23999	20641	13.6585365853659	0.24390243902439	0	39.2682926829268	0	0	0	2.92682926829268	13.9024390243902	0.24390243902439	0	20.4878048780488	5.60975609756098	0.24390243902439	0	1.21951219512195	2.19512195121951
1504	1542	"Berelyekh River"	63.28333	147.75	505	"AWI"	505	18766	25149	21611	11.214953271028	0.934579439252336	0	41.1214953271028	0	0	0	5.60747663551402	15.3271028037383	0.186915887850467	0.186915887850467	18.3177570093458	6.16822429906542	0.186915887850467	0	0	0.747663551401869
