"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Aquifoliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Cannabaceae"	"Carya"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Morus"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Sarcobataceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Vitaceae"
1562	1607	"Lake Six"	48.4	-81.31667	120	"AWI"	120	2639	3246	2958	8	0	27	0	0	2	0	108	0	0	0	0	19	14	0	1	0	10	1	0	5	0	1	0	1	78	196	0	0	7	2	5	0	0	0	1	0	0	0	0	1	3	0	0
1562	1607	"Lake Six"	48.4	-81.31667	130	"AWI"	130	2938	3457	3205	9	0	51	0	1	3	0	122	0	0	0	2	7	9	4	0	0	1	0	0	5	1	1	0	3	67	193	0	0	11	4	5	0	0	0	3	0	1	0	0	1	1	0	0
1562	1607	"Lake Six"	48.4	-81.31667	140	"AWI"	140	3271	3686	3453	13	2	30	1	0	2	0	117	0	1	0	1	13	9	0	1	0	10	0	0	14	0	1	0	1	54	204	0	0	2	1	8	0	0	1	0	0	0	0	0	0	2	0	0
1562	1607	"Lake Six"	48.4	-81.31667	150	"AWI"	150	3492	4047	3739	14	0	30	1	0	2	0	71	0	0	0	1	5	10	0	1	0	1	0	0	2	0	2	0	1	83	200	0	0	8	1	4	0	0	0	2	0	0	0	0	1	3	0	0
1562	1607	"Lake Six"	48.4	-81.31667	160	"AWI"	160	3728	4370	4027	10	2	44	2	0	4	0	160	0	0	0	2	19	8	0	1	0	16	0	0	9	0	3	0	1	47	226	0	0	12	6	5	0	0	0	2	1	0	0	0	0	5	0	0
1562	1607	"Lake Six"	48.4	-81.31667	170	"AWI"	170	3990	4678	4323	16	0	28	3	0	3	0	124	0	0	1	1	11	11	0	2	0	2	0	0	10	0	4	0	1	84	189	0	0	17	17	5	0	0	0	1	0	0	0	0	0	2	0	0
1562	1607	"Lake Six"	48.4	-81.31667	180	"AWI"	180	4265	4966	4611	5	1	16	1	0	2	0	107	0	0	0	1	24	4	0	2	0	4	0	0	6	0	1	0	1	36	200	1	0	8	5	4	0	0	1	1	0	0	0	0	0	4	0	0
1562	1607	"Lake Six"	48.4	-81.31667	190	"AWI"	190	4551	5243	4901	12	2	43	0	0	2	0	133	0	0	0	4	20	9	0	1	3	0	0	0	9	0	8	0	2	57	303	0	1	8	10	9	0	0	0	2	0	0	1	0	1	3	0	0
1562	1607	"Lake Six"	48.4	-81.31667	200	"AWI"	200	4858	5494	5188	7	2	38	0	0	2	0	124	0	0	0	2	63	12	0	0	0	11	0	0	7	0	3	0	0	51	209	1	1	10	10	2	0	0	0	1	1	0	0	0	0	5	0	0
1562	1607	"Lake Six"	48.4	-81.31667	210	"AWI"	210	5182	5734	5478	11	2	20	1	0	2	0	69	0	1	0	0	45	5	0	1	0	0	0	0	7	0	0	0	1	36	226	0	1	2	8	2	0	0	0	6	1	0	1	0	0	4	1	0
1562	1607	"Lake Six"	48.4	-81.31667	220	"AWI"	220	5583	5942	5760	8	0	28	0	0	4	0	79	0	0	0	0	46	3	0	1	0	8	0	0	7	0	1	0	1	34	219	0	0	3	6	3	0	0	0	0	0	0	0	0	0	2	0	1
1562	1607	"Lake Six"	48.4	-81.31667	230	"AWI"	230	5791	6314	6030	1	1	25	0	0	2	0	70	0	0	0	0	36	7	0	0	0	1	0	0	5	0	1	0	4	29	163	0	0	5	2	7	0	0	0	0	0	0	0	0	2	2	0	0
1562	1607	"Lake Six"	48.4	-81.31667	240	"AWI"	240	6020	6640	6309	2	1	37	1	0	2	0	128	0	0	0	1	62	13	0	2	0	3	0	0	4	0	3	0	2	37	205	0	0	2	13	6	0	0	0	0	0	0	0	0	1	2	0	0
1562	1607	"Lake Six"	48.4	-81.31667	250	"AWI"	250	6270	6933	6589	1	0	15	0	0	1	0	49	0	0	0	0	41	6	0	1	0	0	0	0	11	0	2	0	1	41	180	0	0	5	8	6	0	0	0	0	0	0	0	0	0	5	0	0
1562	1607	"Lake Six"	48.4	-81.31667	260	"AWI"	260	6534	7215	6868	4	2	25	1	0	8	0	67	0	0	0	1	37	2	0	0	0	2	0	0	17	0	8	0	2	29	293	0	0	8	6	6	0	0	0	2	0	0	0	0	0	5	0	0
1562	1607	"Lake Six"	48.4	-81.31667	270	"AWI"	270	6808	7477	7142	2	2	17	0	0	2	0	45	0	0	0	1	10	9	0	1	3	0	0	0	3	0	0	0	2	28	195	0	2	2	4	3	0	0	0	1	0	0	0	0	0	5	0	0
1562	1607	"Lake Six"	48.4	-81.31667	280	"AWI"	280	7108	7721	7422	5	1	11	0	0	6	0	56	0	0	0	1	6	19	0	1	0	7	0	0	12	0	0	0	6	52	289	0	3	9	19	10	0	0	0	1	0	0	0	0	0	9	0	0
1562	1607	"Lake Six"	48.4	-81.31667	290	"AWI"	290	7437	7967	7697	2	1	13	7	0	3	0	71	0	0	0	1	6	36	0	1	0	5	0	0	13	0	0	0	3	53	321	0	0	6	21	7	0	0	0	4	0	0	0	0	0	7	0	0
1562	1607	"Lake Six"	48.4	-81.31667	297	"AWI"	297	7660	8174	7887	9	0	6	3	0	7	0	73	1	0	2	2	5	25	0	1	2	4	0	0	14	0	0	0	8	61	287	0	1	8	41	5	0	0	0	4	0	0	0	0	0	1	0	0
1562	1607	"Lake Six"	48.4	-81.31667	309	"AWI"	309	7923	8628	8226	7	1	12	6	0	7	0	30	1	0	0	0	10	53	0	1	3	16	0	0	21	0	0	0	9	110	164	0	6	4	25	17	0	0	0	4	0	0	0	0	0	13	0	0
1562	1607	"Lake Six"	48.4	-81.31667	316	"AWI"	316	8077	8898	8426	3	3	13	13	0	12	0	29	0	0	0	1	14	24	0	0	0	11	0	2	6	0	0	0	10	67	171	0	1	9	6	20	0	0	0	5	0	0	0	0	0	8	0	0
1562	1607	"Lake Six"	48.4	-81.31667	324	"AWI"	324	8259	9171	8654	1	0	5	0	0	5	0	17	0	0	0	1	1	39	0	0	0	27	0	0	2	0	0	0	0	53	157	0	0	5	6	3	0	0	0	9	1	0	1	0	0	1	0	0
1562	1607	"Lake Six"	48.4	-81.31667	330	"AWI"	330	8397	9368	8827	1	1	8	6	0	8	0	15	2	0	0	4	0	12	4	0	0	12	0	0	3	0	0	0	2	61	0	0	0	4	4	7	0	0	0	5	0	0	0	0	0	0	0	0
1562	1607	"Lake Six"	48.4	-81.31667	340	"AWI"	340	8632	9731	9116	1	1	8	4	0	9	0	12	1	0	0	1	1	20	8	0	0	14	0	0	3	0	0	0	0	66	0	0	0	10	3	8	0	0	0	0	0	0	0	0	0	1	0	0
1562	1607	"Lake Six"	48.4	-81.31667	350	"AWI"	350	8873	10060	9406	2	1	5	3	0	0	0	10	0	0	0	1	2	23	0	0	0	7	0	0	2	0	0	0	0	82	0	0	0	6	0	1	0	0	0	1	0	0	1	1	1	0	0	0
1562	1607	"Lake Six"	48.4	-81.31667	370	"AWI"	370	9350	10720	9977	0	0	0	0	0	0	0	4	0	0	0	0	0	9	0	0	0	3	0	0	1	0	0	0	0	16	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1562	1607	"Lake Six"	48.4	-81.31667	380	"AWI"	380	9599	11041	10260	0	0	0	1	0	0	0	0	0	0	0	0	0	7	4	0	0	4	0	0	0	0	0	0	0	17	0	0	0	7	0	0	0	0	0	2	0	0	0	0	0	1	0	0
