"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Amaranthaceae"	"Apiaceae"	"Apocynaceae"	"Aristotelia"	"Asteraceae"	"Austrocedrus"	"Azara"	"Berberidaceae"	"Brassicaceae"	"Buddleja"	"Calyceraceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cyperaceae"	"Drimys"	"Elaeocarpaceae"	"Embothrium"	"Ephedraceae"	"Ericales"	"Escallonia"	"Eucryphia"	"Fabaceae"	"Geraniaceae"	"Gesneriaceae"	"Griselinia"	"Grossulariaceae"	"Gunneraceae"	"Hydrangea"	"Indeterminable"	"Lamiaceae"	"Laurelia"	"Liliaceae"	"Maytenus"	"Misodendraceae"	"Myrtaceae"	"Nothofagus"	"Nothofagus × alpina-type"	"Orchidaceae"	"Plantaginaceae"	"Poaceae"	"Podocarpus"	"Populus"	"Proteaceae"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Salix"	"Saxegothaea"	"Schinus"	"Scrophulariaceae"	"Solanaceae"	"Verbenaceae"	"Vitaceae"	"Weinmannia"
1639	1694	"Mallin Book"	-41.33333	-71.58333	320	"AWI"	320	4564	6084	5323	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	6	0	0	0	0	0	1	3	0	1	0	0	0	0	0	1	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	330	"AWI"	330	4765	6417	5538	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	8	5	0	1	0	0	0	0	0	1	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	360	"AWI"	360	5467	7079	6254	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	29	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	5	2	0	1	0	1	0	0	0	1	0	0	0	0	1
1639	1694	"Mallin Book"	-41.33333	-71.58333	370	"AWI"	370	5647	7299	6498	2	0	0	0	0	28	0	0	0	1	0	0	1	0	0	69	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	1	1	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	378	"AWI"	378	5800	7478	6677	0	0	1	0	0	10	3	0	0	0	0	0	0	0	0	36	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	2	0	1	1	0	0	0	0	9	4	0	1	0	0	0	1	0	0	0	0	0	0	2
1639	1694	"Mallin Book"	-41.33333	-71.58333	390	"AWI"	390	5999	7847	6908	1	0	0	1	0	14	0	0	0	1	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	0	0	0	0	3	0	0	0	0	0	7	1	0	1	0	0	0	0	0	0	0	0	0	0	3
1639	1694	"Mallin Book"	-41.33333	-71.58333	409	"AWI"	409	6288	8362	7287	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	43	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	419	"AWI"	419	6397	8679	7477	3	0	0	0	0	10	0	1	0	0	0	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	6	1	1	0	0	0	0	3	4	0	1	0	0	0	1	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	430	"AWI"	430	6627	8884	7689	3	0	0	0	0	22	0	0	0	1	0	0	0	0	0	49	1	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	3	5	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	438	"AWI"	438	6737	9082	7844	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	450	"AWI"	450	6967	9336	8072	10	0	0	0	0	24	0	0	0	1	0	0	0	0	0	105	0	0	1	0	3	0	0	0	0	0	0	0	2	4	1	0	0	0	0	5	0	0	0	0	0	30	5	0	0	0	2	0	0	1	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	470	"AWI"	470	7347	9804	8467	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	1	2	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	1	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	480	"AWI"	480	7558	9969	8671	2	0	0	1	0	17	0	0	0	4	0	0	0	0	0	131	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	14	2	0	1	0	0	35	9	0	0	0	0	0	0	2	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	490	"AWI"	490	7722	10200	8869	2	0	0	2	0	1	1	0	0	1	0	0	0	0	0	76	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	29	2	0	0	0	0	0	0	0	0	0	0	0	0	1
1639	1694	"Mallin Book"	-41.33333	-71.58333	500	"AWI"	500	7984	10383	9056	1	0	0	0	0	9	0	1	0	1	0	0	0	0	0	65	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	27	6	0	1	0	0	0	0	0	0	0	0	0	0	1
1639	1694	"Mallin Book"	-41.33333	-71.58333	510	"AWI"	510	8159	10618	9253	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	36	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	5	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	520	"AWI"	520	8465	10764	9426	7	0	0	0	0	29	0	0	0	0	0	0	0	0	0	117	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	5	1	0	0	0	0	16	2	0	0	0	0	0	0	0	0	2	0	0	0	1
1639	1694	"Mallin Book"	-41.33333	-71.58333	530	"AWI"	530	8709	11005	9620	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	45	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	540	"AWI"	540	9102	11239	9830	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	57	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	6	0	0	0	0	0	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	550	"AWI"	550	9557	11614	10093	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	82	0	0	0	1	1	0	0	0	0	0	2	0	0	1	1	0	0	0	1	3	0	0	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	1
1639	1694	"Mallin Book"	-41.33333	-71.58333	560	"AWI"	560	9870	11969	10474	1	0	0	1	0	12	0	0	0	0	0	0	0	0	0	162	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	2	0	0	1	0	13	0	0	1	0	0	0	1	2	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	567	"AWI"	567	10363	12320	11196	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	175	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	9	1	0	0	0	0	13	8	0	0	0	1	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	575	"AWI"	575	10646	13032	12028	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	64	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	577	"AWI"	577	10713	13266	12229	1	0	0	0	0	25	0	0	0	1	0	1	0	0	0	124	0	0	0	0	2	0	0	0	0	0	0	1	0	4	0	0	0	1	0	7	1	0	0	0	0	31	3	0	0	0	0	0	0	2	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	587	"AWI"	587	11541	14003	12982	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	126	0	0	0	1	4	0	0	0	0	0	2	2	1	0	0	0	0	0	0	12	1	0	0	0	0	49	4	0	0	0	0	0	0	1	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	590	"AWI"	590	11918	14089	13157	3	0	0	2	0	3	0	0	0	1	0	0	0	0	0	153	0	0	0	0	4	0	0	0	0	0	0	0	1	2	3	0	0	0	0	23	0	0	0	0	0	20	3	0	0	0	0	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	592	"AWI"	592	12161	14164	13270	2	0	0	2	0	16	0	0	0	0	0	0	0	0	0	147	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	18	0	0	0	0	0	8	1	0	2	0	0	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	595	"AWI"	595	12502	14291	13437	2	0	0	0	0	42	0	0	0	0	0	0	0	0	0	178	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	5	2	0	0	0	0	42	2	0	1	0	0	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	607	"AWI"	607	13337	15017	14093	5	0	0	0	0	9	0	0	0	4	0	0	0	0	0	72	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	20	3	0	1	0	0	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	615	"AWI"	615	13656	15214	14434	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	26	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	620	"AWI"	620	13775	15401	14656	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	203	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	0	27	5	0	1	0	0	0	0	0	0	0	0	0	0	1
1639	1694	"Mallin Book"	-41.33333	-71.58333	622	"AWI"	622	13814	15501	14741	0	0	0	0	0	9	0	0	0	1	1	0	0	0	0	151	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	1	0	0	17	1	0	0	0	0	0	0	0	0	0	1	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	630	"AWI"	630	13995	15879	15039	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	365	0	0	0	1	16	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	640	"AWI"	640	14281	16092	15294	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	632	1	0	0	1	11	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	9	0	1	1	0	63	0	0	1	0	0	0	0	3	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	650	"AWI"	650	14428	16503	15524	1	0	0	0	0	2	0	1	0	1	0	0	0	0	0	518	0	0	1	2	12	1	0	0	0	0	1	0	0	2	0	0	0	0	0	1	5	0	0	0	0	64	3	0	1	0	0	0	0	1	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	652	"AWI"	652	14467	16595	15571	3	0	0	0	0	5	0	0	1	2	0	0	0	1	0	390	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	126	0	0	0	0	0	0	0	6	0	0	0	0	0	1
1639	1694	"Mallin Book"	-41.33333	-71.58333	655	"AWI"	655	14560	16659	15645	2	0	0	3	0	42	0	1	0	1	0	0	0	0	0	750	0	0	0	1	9	1	0	0	0	0	0	0	1	3	0	0	0	0	4	0	6	0	1	0	0	66	3	0	3	0	0	0	0	1	0	0	0	0	0	3
1639	1694	"Mallin Book"	-41.33333	-71.58333	660	"AWI"	660	14674	16820	15766	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	500	0	0	0	0	18	0	0	0	0	0	4	0	2	1	1	0	0	0	0	0	6	0	0	0	0	91	0	0	3	0	0	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	665	"AWI"	665	14758	17042	15890	5	0	0	0	0	10	0	0	1	1	0	0	0	1	0	1012	1	0	0	1	5	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	2	0	0	0	2	55	1	0	0	0	0	0	0	1	0	0	0	0	0	1
1639	1694	"Mallin Book"	-41.33333	-71.58333	670	"AWI"	670	14841	17284	16006	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1045	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	672	"AWI"	672	14864	17394	16053	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	460	0	0	0	1	4	0	0	0	0	0	1	0	1	0	2	0	0	0	1	0	0	0	0	0	0	106	1	0	1	0	0	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	680	"AWI"	680	15048	17763	16273	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	87	1	0	0	1	4	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	1	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	685	"AWI"	685	15149	18010	16417	3	0	0	1	0	8	0	0	0	1	0	0	0	1	0	43	0	0	0	7	0	1	0	0	0	0	2	0	0	2	5	0	0	0	0	0	0	0	0	0	0	58	4	0	0	0	1	0	0	0	0	0	0	0	0	1
1639	1694	"Mallin Book"	-41.33333	-71.58333	692	"AWI"	692	15267	18448	16609	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1639	1694	"Mallin Book"	-41.33333	-71.58333	698	"AWI"	698	15357	18836	16763	10	0	0	0	0	4	0	0	0	1	0	0	0	0	0	12	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	42	0	0	0	1	0	0	0	0	1	0	0	1	0	0
