"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Castanea"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Larix"	"Liquidambar"	"Morus"	"Nyssa"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rumex"	"Salix"	"Sambucus"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"	"Vitaceae"
1535	1574	"Ladd Lake"	41.41667	-84.75	1811	"AWI"	1811	6229	6918	6493	0	0	0	0	0	1	0	1	15	0	1	0	0	1	4	0	0	0	21	13	0	1	14	0	0	0	0	0	12	0	0	14	0	0	142	1	0	0	0	0	0	2	0	96	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	1815	"AWI"	1815	6306	6996	6578	0	14	0	1	0	2	0	1	28	0	2	0	0	1	6	0	0	0	22	20	0	4	6	1	0	0	0	0	16	0	0	15	0	0	142	0	0	0	0	0	0	0	1	84	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	1823	"AWI"	1823	6390	7226	6740	0	23	0	2	0	1	0	3	36	0	3	0	0	0	2	0	0	0	7	32	0	5	6	0	0	0	1	1	26	0	0	28	0	0	154	0	0	0	0	2	0	2	1	74	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	1835	"AWI"	1835	6455	7732	6967	0	19	0	3	0	0	0	2	17	0	0	0	0	2	1	0	0	0	5	34	0	10	5	0	0	0	0	0	27	1	0	28	0	2	167	0	1	4	0	0	0	0	0	98	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	1851	"AWI"	1851	6527	8444	7267	0	3	0	0	0	4	0	1	22	0	1	0	0	1	5	0	0	0	5	0	0	0	4	0	0	0	0	0	17	1	0	10	0	1	166	1	0	0	0	0	0	6	0	46	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	1867	"AWI"	1867	6591	9201	7570	0	11	0	4	0	3	0	0	28	0	0	0	0	1	5	0	0	0	3	23	0	0	5	0	0	0	0	0	24	0	7	6	0	1	148	0	0	0	0	2	0	2	0	79	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	1883	"AWI"	1883	6642	9933	7875	0	0	0	2	1	1	0	1	11	0	1	0	0	3	15	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	9	0	1	215	0	0	0	0	0	0	0	0	44	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	1899	"AWI"	1899	7179	10112	8255	0	0	1	2	0	1	0	1	14	0	1	0	0	2	9	0	0	0	0	22	0	3	2	0	0	0	0	0	14	0	0	14	0	0	188	0	0	0	0	0	0	2	0	49	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	1907	"AWI"	1907	7435	10173	8441	0	11	0	1	0	0	0	0	14	0	0	0	0	5	8	0	0	0	0	18	0	0	0	0	0	0	0	0	10	0	0	16	0	0	244	0	0	0	0	0	0	2	0	38	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	1923	"AWI"	1923	7863	10376	8828	0	3	3	0	0	1	0	1	21	0	1	0	0	5	5	0	0	0	0	22	0	2	0	0	0	0	0	0	26	0	17	11	0	2	271	0	0	0	0	1	0	4	0	59	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	1951	"AWI"	1951	8441	11053	9491	0	16	0	2	0	1	0	4	23	0	0	0	0	3	7	0	0	0	5	23	0	1	0	0	0	0	0	0	45	1	22	5	0	1	205	0	0	0	0	0	0	5	0	71	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	1975	"AWI"	1975	9361	11726	10277	1	12	1	1	0	1	0	7	17	1	0	0	0	1	7	0	0	0	0	19	0	4	0	0	1	0	0	0	63	2	108	4	0	2	150	1	0	0	0	1	0	2	0	79	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	1984	"AWI"	1984	9910	11909	10661	2	0	0	0	0	2	0	7	11	1	2	0	0	5	6	0	0	0	0	21	0	3	0	0	0	0	1	0	70	1	185	1	0	0	157	0	0	0	0	2	0	3	1	58	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	2008	"AWI"	2008	11296	12410	11686	7	0	7	0	0	1	0	19	4	0	0	0	0	2	13	0	0	0	0	37	0	1	0	1	1	0	0	0	14	15	131	1	0	3	52	0	0	0	0	2	0	0	0	28	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	2024	"AWI"	2024	12009	12846	12367	16	0	7	5	0	11	0	3	2	0	0	0	0	3	38	0	0	0	0	22	0	3	0	1	3	0	0	0	13	98	104	0	0	8	51	0	0	0	0	3	0	0	1	11	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	2028	"AWI"	2028	12162	13000	12536	12	0	6	1	0	15	0	12	5	0	0	0	0	5	26	0	0	0	0	18	0	6	0	0	6	0	0	0	15	105	49	0	0	5	35	0	0	0	0	8	0	0	0	17	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	2036	"AWI"	2036	12448	13391	12870	17	0	10	1	0	14	0	11	3	0	0	0	0	2	37	0	0	0	0	0	0	2	0	1	9	0	0	0	39	146	0	1	0	11	58	0	0	0	0	8	0	0	0	20	1	0
1535	1574	"Ladd Lake"	41.41667	-84.75	2040	"AWI"	2040	12572	13610	13037	13	0	2	1	0	15	0	6	3	0	0	0	0	12	59	1	0	0	0	0	0	4	0	0	4	0	0	0	17	107	11	0	0	17	50	0	0	3	0	8	0	1	1	21	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	2048	"AWI"	2048	13079	14071	13524	7	0	1	1	0	4	0	8	7	0	2	0	0	20	44	0	0	0	1	91	0	4	2	2	0	0	0	0	67	73	0	0	0	10	55	0	0	0	0	9	0	0	0	15	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	2060	"AWI"	2060	13856	14861	14366	0	0	2	2	0	8	9	7	4	0	4	0	0	7	58	1	0	0	0	86	0	0	0	0	0	0	0	0	41	49	0	4	0	14	51	1	0	0	0	3	0	0	0	15	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	2068	"AWI"	2068	14227	15453	14943	2	0	2	0	0	11	0	6	4	0	1	0	0	4	97	1	0	0	0	0	0	7	0	1	0	0	0	0	43	60	0	1	0	19	43	0	0	0	0	15	0	0	0	3	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	2084	"AWI"	2084	14900	16758	16094	2	0	4	0	0	2	0	6	0	0	3	0	1	1	99	1	0	0	0	0	0	5	0	2	2	0	0	0	30	94	0	0	0	33	36	0	0	0	0	6	0	0	0	1	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	2092	"AWI"	2092	15207	17446	16664	0	0	4	1	1	6	0	5	2	0	0	0	0	2	19	1	0	0	0	52	0	0	0	2	0	0	1	0	8	86	0	1	0	9	35	0	0	0	0	10	0	0	0	3	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	2111	"AWI"	2111	15955	19105	18012	0	0	7	0	0	12	0	4	1	0	1	0	0	0	23	0	0	0	0	0	0	4	0	0	6	0	0	0	8	289	0	0	0	0	25	0	0	0	0	5	0	0	0	2	0	1
1535	1574	"Ladd Lake"	41.41667	-84.75	2118	"AWI"	2118	16237	19718	18506	3	0	19	2	1	6	0	5	2	2	0	0	0	0	19	0	0	0	0	0	0	2	0	1	20	0	0	0	5	223	0	0	0	3	34	0	0	0	0	2	0	0	0	6	0	0
1535	1574	"Ladd Lake"	41.41667	-84.75	2122	"AWI"	2122	16399	20069	18792	0	0	1	1	0	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	2	0	0	1	0	0	0	1	46	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0
