"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caryophyllaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Geraniaceae"	"Isoëtes"	"Liliaceae"	"Myrica"	"Onagraceae"	"Picea"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"
975	1006	"Harding Lake"	64.44444	-146.9075	205	"AWI"	205	10549	11554	11073	4	0	0	4	0	181	0	0	0	10	0	1	0	0	7	1	0	0	20	0	44	0	0	29	0	0	2	26	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	225	"AWI"	225	11123	12264	11693	1	0	0	5	0	186	0	0	0	12	1	1	0	0	3	0	0	0	2	0	56	0	0	45	0	0	1	34	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	233	"AWI"	233	11341	12545	11926	1	0	0	2	0	192	1	0	0	28	0	0	0	0	0	0	0	1	0	0	37	0	0	44	0	0	2	41	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	246	"AWI"	246	11695	12866	12316	1	0	0	2	0	224	0	0	0	9	0	1	0	0	0	0	0	0	1	0	40	0	0	45	0	0	0	33	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	261	"AWI"	261	12198	13231	12767	1	0	0	7	0	193	0	0	0	17	0	5	0	0	0	0	0	0	0	0	44	0	0	69	0	0	2	37	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	274	"AWI"	274	12774	13491	13143	0	0	1	11	0	238	0	0	0	6	0	0	0	0	0	0	0	0	0	0	20	0	0	7	0	0	0	36	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	287	"AWI"	287	13022	14077	13494	0	0	0	2	0	236	0	0	0	31	0	1	0	0	0	0	0	0	1	0	23	0	0	0	0	0	0	16	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	301	"AWI"	301	13251	14692	13849	0	0	0	13	0	164	0	0	0	62	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	44	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	314	"AWI"	314	13522	15123	14208	4	2	0	14	0	181	0	0	1	40	0	0	0	0	0	0	0	0	3	0	44	0	0	0	0	0	1	21	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	327	"AWI"	327	13778	15599	14571	0	0	0	6	0	237	0	0	1	36	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	3	15	0	2
975	1006	"Harding Lake"	64.44444	-146.9075	343	"AWI"	343	14151	16124	15010	0	0	0	5	0	238	0	0	0	37	0	0	0	0	0	0	0	0	2	0	13	0	0	0	0	0	0	10	0	1
975	1006	"Harding Lake"	64.44444	-146.9075	359	"AWI"	359	14493	16653	15442	1	0	1	7	0	187	0	0	0	57	0	1	0	1	0	0	0	1	0	0	16	0	0	0	0	0	0	27	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	381	"AWI"	381	14993	17290	16050	2	0	0	6	0	165	0	0	1	86	0	1	0	0	0	0	0	0	3	0	11	0	0	0	0	0	1	21	1	0
975	1006	"Harding Lake"	64.44444	-146.9075	399	"AWI"	399	15477	17785	16530	1	1	0	2	0	167	0	0	0	91	0	1	0	0	0	0	0	0	4	0	17	0	0	0	0	0	0	17	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	419	"AWI"	419	15948	18480	17109	1	2	0	26	0	83	0	0	2	108	0	0	0	0	0	1	0	0	1	1	32	0	0	0	1	0	3	41	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	437	"AWI"	437	16368	19221	17642	1	0	1	10	24	8	0	0	0	116	0	0	0	0	0	0	0	0	0	1	74	0	0	0	0	0	1	60	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	456	"AWI"	456	16828	19952	18192	7	2	0	8	0	38	0	0	0	151	0	0	0	0	0	2	0	0	13	0	22	0	0	0	0	0	0	41	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	465	"AWI"	465	17030	20297	18461	2	1	3	1	0	67	0	0	2	56	1	5	1	0	0	0	0	0	93	0	40	0	0	0	1	0	0	42	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	477	"AWI"	477	17278	20721	18809	2	0	0	2	0	65	0	0	0	59	2	6	0	0	0	0	0	0	106	0	47	0	0	0	0	0	0	13	0	1
975	1006	"Harding Lake"	64.44444	-146.9075	490	"AWI"	490	17599	21199	19205	17	0	0	3	0	57	0	1	0	42	4	17	0	0	0	0	0	2	89	0	12	0	0	0	0	0	1	39	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	503	"AWI"	503	17928	21629	19584	2	0	0	0	0	71	0	0	1	0	0	8	0	0	0	0	0	0	85	0	0	0	0	2	0	0	0	29	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	516	"AWI"	516	18219	22149	19976	2	0	2	3	0	47	0	0	1	93	0	12	0	0	0	0	0	1	80	0	29	0	0	0	1	0	0	33	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	532	"AWI"	532	18615	22751	20459	3	0	0	0	0	26	0	0	0	111	1	2	0	0	0	0	0	0	79	0	30	0	0	4	0	0	0	48	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	546	"AWI"	546	18942	23236	20878	10	0	0	2	0	75	0	1	1	78	5	8	0	1	0	0	0	0	59	0	27	0	0	7	0	0	0	40	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	560	"AWI"	560	19280	23729	21294	6	0	0	1	0	86	0	1	1	102	0	15	0	0	0	0	0	0	69	0	23	0	0	0	0	0	0	22	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	574	"AWI"	574	19659	24234	21723	18	0	0	2	0	78	0	0	4	105	2	16	0	0	0	0	0	0	59	0	16	0	0	0	0	0	0	8	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	588	"AWI"	588	19992	24688	22122	10	0	0	2	0	65	0	3	2	78	1	8	0	0	0	0	0	0	117	0	8	0	0	0	0	0	1	8	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	596	"AWI"	596	20201	24997	22353	16	0	0	2	0	117	0	0	2	58	3	29	0	0	0	0	0	2	74	0	12	0	0	3	1	0	0	15	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	627	"AWI"	627	20988	26039	23283	3	0	0	1	0	62	0	0	0	90	0	8	0	0	0	0	0	0	70	0	6	0	0	0	2	0	0	30	0	0
975	1006	"Harding Lake"	64.44444	-146.9075	655	"AWI"	655	21701	26955	24108	0	0	0	0	0	23	0	0	0	19	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	18	0	0
