"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Indeterminable"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"
262	268	"Banks Island 74MS12"	72.36667	-119.83333	60	"AWI"	60	4191	5829	4872	21	0	0	51	0	9	113	0	9	13	3	0	73	0	3	0	18	14
262	268	"Banks Island 74MS12"	72.36667	-119.83333	65	"AWI"	65	4504	6314	5295	22	0	0	54	9	7	111	0	5	15	15	0	71	0	0	0	20	7
262	268	"Banks Island 74MS12"	72.36667	-119.83333	70	"AWI"	70	4809	6790	5723	6	0	3	81	8	6	87	0	11	16	16	0	67	0	0	15	7	5
262	268	"Banks Island 74MS12"	72.36667	-119.83333	75	"AWI"	75	5137	7183	6150	36	7	0	84	3	0	90	0	8	36	36	3	48	0	0	0	6	12
262	268	"Banks Island 74MS12"	72.36667	-119.83333	80	"AWI"	80	5528	7575	6575	20	0	5	65	5	0	90	0	11	25	25	1	61	0	0	0	5	6
262	268	"Banks Island 74MS12"	72.36667	-119.83333	85	"AWI"	85	5951	7914	6993	15	0	0	45	0	0	101	0	7	21	21	0	70	0	0	0	6	10
262	268	"Banks Island 74MS12"	72.36667	-119.83333	90	"AWI"	90	6348	8211	7415	15	0	0	50	16	3	95	0	9	20	20	0	65	0	0	0	7	11
262	268	"Banks Island 74MS12"	72.36667	-119.83333	95	"AWI"	95	6853	8492	7833	24	3	0	48	10	9	116	0	8	18	18	0	96	0	0	0	6	15
262	268	"Banks Island 74MS12"	72.36667	-119.83333	100	"AWI"	100	7503	8747	8250	13	0	0	43	0	3	121	0	9	13	13	0	49	0	2	0	11	16
262	268	"Banks Island 74MS12"	72.36667	-119.83333	105	"AWI"	105	8169	9038	8592	24	0	0	48	7	0	104	0	11	27	27	0	68	12	5	0	23	11
262	268	"Banks Island 74MS12"	72.36667	-119.83333	110	"AWI"	110	8368	9452	8851	15	0	0	73	7	5	144	7	13	15	15	0	63	12	0	0	13	11
262	268	"Banks Island 74MS12"	72.36667	-119.83333	115	"AWI"	115	8577	9780	9118	11	0	0	75	0	0	137	4	8	7	7	0	67	0	0	0	15	0
262	268	"Banks Island 74MS12"	72.36667	-119.83333	120	"AWI"	120	8773	10066	9389	13	0	0	64	0	0	120	0	13	9	9	0	81	0	0	0	25	0
262	268	"Banks Island 74MS12"	72.36667	-119.83333	125	"AWI"	125	9036	10355	9671	15	0	0	67	7	0	118	0	5	5	5	0	77	0	0	0	28	13
262	268	"Banks Island 74MS12"	72.36667	-119.83333	130	"AWI"	130	9325	10628	9940	11	7	0	77	5	0	91	7	9	16	16	0	66	0	0	0	21	11
262	268	"Banks Island 74MS12"	72.36667	-119.83333	135	"AWI"	135	9625	10881	10205	15	9	0	51	0	0	67	6	9	7	7	0	118	0	0	0	22	15
262	268	"Banks Island 74MS12"	72.36667	-119.83333	140	"AWI"	140	9915	11232	10488	17	7	0	46	0	0	58	0	11	9	9	0	116	0	0	0	21	17
262	268	"Banks Island 74MS12"	72.36667	-119.83333	145	"AWI"	145	10131	11861	10812	15	8	0	41	0	0	71	0	3	16	16	0	115	0	0	0	33	11
262	268	"Banks Island 74MS12"	72.36667	-119.83333	150	"AWI"	150	10373	12384	11144	3	9	0	31	0	0	89	0	8	9	9	0	155	0	1	0	21	13
262	268	"Banks Island 74MS12"	72.36667	-119.83333	155	"AWI"	155	10587	12831	11495	5	11	0	35	0	0	83	0	11	7	7	0	141	0	0	0	19	0
262	268	"Banks Island 74MS12"	72.36667	-119.83333	160	"AWI"	160	10813	13328	11846	17	9	0	37	0	0	85	0	8	5	5	0	135	0	0	0	17	0
262	268	"Banks Island 74MS12"	72.36667	-119.83333	165	"AWI"	165	11064	13795	12196	7	0	0	38	7	0	67	0	7	6	6	0	167	0	0	0	0	7
