"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Celastraceae"	"Corylus"	"Crassulaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ericales"	"Fabaceae"	"Fraxinus"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Larix"	"Menispermaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Saxifragaceae"	"Solanaceae"	"Thalictrum"	"Ulmus"	"Urticaceae"
810	834	"Beaverhouse Lake"	54.74222	-101.68167	100	"AWI"	100	1302	2872	2150	0	2	313	1	1	23	0	262	0	0	0	0	0	0	3	0	8	50	0	0	0	0	1	1	0	0	14	0	6	0	1	215	549	0	50	18	1	2	0	1	0	38	2	0	0	1	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	110	"AWI"	110	1542	3047	2363	0	0	105	3	1	8	0	94	0	0	0	1	0	0	1	0	1	12	0	0	0	0	1	0	0	0	0	0	0	0	0	142	328	0	12	4	1	0	0	0	0	16	0	0	0	1	1	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	125	"AWI"	125	1909	3256	2680	4	0	297	4	0	43	0	159	0	0	0	0	0	0	7	0	1	48	0	0	0	0	2	0	0	0	9	0	3	0	0	272	665	0	46	8	1	0	0	0	0	27	2	0	0	0	1	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	140	"AWI"	140	2413	3445	2999	1	1	370	4	1	33	0	261	0	0	0	0	0	0	4	0	6	33	0	0	0	0	0	0	0	0	21	0	0	0	0	311	829	0	45	5	1	0	0	0	0	59	0	0	0	1	3	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	150	"AWI"	150	2795	3570	3198	1	0	762	7	3	52	0	473	1	0	0	0	0	0	8	0	13	80	0	0	0	0	5	1	0	0	22	0	5	0	0	260	964	0	68	19	2	1	0	3	0	112	3	2	0	0	3	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	165	"AWI"	165	3066	3980	3494	0	0	208	5	0	23	0	164	0	0	0	0	0	0	4	0	3	22	0	0	0	0	1	0	0	0	2	0	0	0	0	102	356	0	19	8	1	0	0	1	0	16	0	1	0	0	1	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	175	"AWI"	175	3174	4413	3680	2	1	460	16	5	97	21	387	0	0	0	0	0	0	5	0	2	38	0	1	0	0	0	0	0	0	15	0	4	0	1	279	1333	0	55	24	1	1	0	2	0	90	0	0	0	1	4	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	185	"AWI"	185	3309	4663	3876	1	0	124	2	0	17	0	151	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0	0	1	0	0	0	0	0	1	118	316	0	9	10	1	0	0	0	0	7	0	0	0	0	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	195	"AWI"	195	3414	4958	4071	3	2	294	11	1	38	0	189	0	0	0	0	0	0	2	0	4	30	0	0	1	0	0	0	0	0	15	0	2	0	0	283	712	0	44	14	1	0	0	1	0	28	0	1	0	0	1	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	210	"AWI"	210	3637	5279	4383	1	0	221	5	3	24	0	251	0	0	0	0	0	0	1	0	4	19	0	0	0	0	3	0	0	0	3	0	1	1	0	128	664	0	24	14	4	0	0	0	0	33	1	2	0	1	3	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	220	"AWI"	220	3837	5490	4585	1	4	530	12	5	62	0	196	0	0	0	0	0	0	3	0	3	55	0	0	0	0	2	0	0	0	6	0	2	0	0	138	651	0	68	10	7	1	0	0	0	52	0	2	0	1	4	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	230	"AWI"	230	3960	5692	4791	4	0	202	15	1	49	0	211	0	0	0	0	0	0	6	0	7	31	0	0	0	0	0	0	0	0	3	0	4	0	0	172	743	0	45	4	0	0	0	1	0	32	0	1	0	2	1	1
810	834	"Beaverhouse Lake"	54.74222	-101.68167	240	"AWI"	240	4170	5847	4990	0	0	155	8	0	28	0	198	0	0	0	0	0	0	1	0	8	23	0	0	1	0	0	0	0	0	5	0	2	0	0	114	443	0	24	9	0	0	0	0	0	20	1	1	0	1	2	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	250	"AWI"	250	4340	6058	5190	4	0	235	6	1	49	0	266	0	0	0	0	0	0	5	0	19	52	0	0	1	0	2	0	0	1	8	0	17	0	0	164	598	0	55	1	7	2	0	1	0	40	1	1	0	3	1	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	260	"AWI"	260	4532	6213	5395	2	0	116	7	2	44	0	173	0	0	0	0	0	0	3	0	6	24	0	0	0	0	0	0	0	0	0	0	5	0	0	113	477	0	22	3	1	0	0	0	0	15	0	0	0	1	2	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	270	"AWI"	270	4736	6371	5601	1	1	143	18	1	43	0	457	0	0	0	0	0	0	8	0	31	49	0	0	0	0	2	1	0	0	11	0	12	0	0	135	452	0	39	21	6	0	0	0	0	22	1	1	0	2	1	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	285	"AWI"	285	5036	6618	5902	1	0	53	10	0	19	0	123	0	0	0	0	0	0	2	0	17	22	0	0	0	0	0	0	0	0	4	0	0	0	0	38	330	0	12	3	0	0	0	0	0	6	0	0	0	0	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	290	"AWI"	290	5185	6668	6002	1	1	323	25	1	100	0	538	0	1	0	0	0	0	3	0	34	68	0	0	1	2	1	0	0	0	8	0	27	0	0	173	949	0	46	44	3	1	0	1	1	67	0	2	0	2	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	300	"AWI"	300	5363	6840	6209	1	0	75	7	2	7	0	104	0	0	0	0	0	0	1	0	5	25	0	0	1	0	0	0	0	0	2	0	2	0	0	74	156	0	18	2	1	0	0	0	0	13	0	0	0	0	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	310	"AWI"	310	5717	6935	6398	1	0	507	10	1	34	0	214	0	0	0	0	0	0	3	0	11	46	0	0	0	3	4	0	0	0	3	0	17	0	0	186	701	0	48	9	2	0	0	2	0	45	1	0	0	1	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	320	"AWI"	320	5979	7090	6596	0	0	120	16	0	30	0	185	0	0	0	0	0	0	2	0	39	23	0	0	0	0	0	0	0	0	12	0	13	0	0	41	244	0	18	11	2	0	0	0	0	25	0	0	0	0	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	325	"AWI"	325	6210	7134	6685	0	1	92	12	0	26	0	169	0	1	0	0	0	0	6	0	12	31	0	0	0	0	0	0	0	0	5	0	17	0	0	130	613	0	33	2	2	0	0	0	0	29	1	0	0	0	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	335	"AWI"	335	6493	7316	6891	2	0	315	23	0	171	0	422	0	0	0	0	1	1	8	0	43	48	0	0	0	0	7	0	0	0	6	0	32	0	0	399	489	0	68	53	3	0	0	1	1	91	3	2	0	2	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	350	"AWI"	350	6745	7762	7237	0	1	135	23	0	68	0	163	0	0	0	0	0	0	1	0	26	27	0	0	0	0	0	0	0	0	6	0	23	0	0	97	24	0	42	3	1	4	0	0	0	31	2	2	0	0	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	360	"AWI"	360	6953	7988	7469	1	0	37	13	0	15	0	214	0	0	0	0	0	0	1	0	44	10	0	0	0	0	0	0	0	0	4	0	4	0	0	105	18	0	17	8	0	0	0	0	0	17	1	0	0	0	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	370	"AWI"	370	7108	8202	7723	0	0	49	24	0	27	0	375	0	0	0	1	0	0	5	0	21	40	3	1	0	0	0	0	0	0	9	0	5	0	0	162	30	0	35	35	1	3	0	0	0	56	0	0	0	3	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	380	"AWI"	380	7531	8315	7940	0	0	29	16	1	59	0	175	0	0	0	0	0	0	2	0	15	52	0	0	0	0	0	0	0	0	0	0	1	0	0	109	16	0	45	16	1	0	0	0	0	35	3	2	0	1	1	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	390	"AWI"	390	7784	8505	8169	0	0	58	18	4	20	0	265	0	0	0	0	0	0	2	0	24	37	0	0	0	0	3	0	0	0	5	0	9	1	0	97	15	0	38	17	1	1	0	0	0	38	3	0	0	0	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	400	"AWI"	400	7924	8727	8319	2	0	10	9	0	35	0	34	0	0	0	0	0	0	0	0	44	32	0	0	0	0	0	0	0	0	7	0	1	0	0	269	23	0	29	7	0	0	0	1	0	30	1	0	0	1	1	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	410	"AWI"	410	8041	9015	8458	0	0	11	22	1	52	0	71	0	0	0	0	0	1	0	0	26	44	0	6	0	0	1	0	0	0	6	1	1	0	0	195	17	0	37	0	0	4	0	0	0	46	1	0	0	1	2	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	425	"AWI"	425	8155	9355	8658	0	0	6	28	0	43	0	33	0	0	0	0	0	0	3	0	30	43	0	3	0	0	0	0	1	2	0	0	1	0	0	204	44	0	29	3	4	0	0	0	0	55	1	1	0	0	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	435	"AWI"	435	8259	9522	8805	0	0	2	19	0	35	0	27	0	0	0	0	0	0	4	0	28	46	0	0	0	0	0	0	0	0	0	0	1	0	0	148	11	0	25	21	1	0	0	0	0	19	0	1	0	0	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	450	"AWI"	450	8417	9811	9012	0	0	9	53	0	70	0	39	0	0	0	0	0	0	2	0	46	35	0	0	1	2	0	0	0	0	0	1	0	0	0	162	18	0	30	0	3	1	0	0	0	56	4	0	0	0	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	455	"AWI"	455	8459	9919	9084	1	0	4	16	3	25	0	40	0	0	0	0	0	0	2	0	9	11	0	1	0	0	1	0	0	0	1	0	1	0	0	101	25	1	18	1	6	3	0	0	0	18	1	1	1	0	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	465	"AWI"	465	8569	10106	9226	1	0	6	29	1	35	0	30	0	0	0	0	0	0	2	0	8	31	0	0	0	0	0	0	0	0	0	1	0	0	0	140	23	0	34	0	3	1	0	1	0	25	0	0	0	0	1	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	470	"AWI"	470	8624	10191	9301	0	0	6	18	1	58	0	20	0	0	0	0	0	0	0	0	10	12	0	0	0	0	1	0	0	0	2	0	0	0	0	88	16	1	13	0	0	0	0	0	0	20	1	0	0	0	1	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	480	"AWI"	480	8737	10391	9448	0	0	5	13	0	23	0	16	0	0	0	0	0	0	0	0	8	11	0	0	0	0	0	0	0	0	0	0	0	1	0	84	15	0	11	2	0	0	8	0	0	12	1	0	0	0	1	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	490	"AWI"	490	8854	10534	9586	0	0	5	28	0	41	0	34	0	0	0	0	0	0	0	0	5	22	0	0	0	0	0	0	0	0	0	0	0	0	0	184	14	0	14	9	0	0	0	0	0	16	3	0	0	0	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	500	"AWI"	500	8986	10702	9728	0	0	4	16	0	39	0	15	0	0	0	0	0	0	1	0	20	27	0	0	0	0	1	0	0	0	0	0	1	0	0	272	8	0	21	24	0	0	0	0	2	25	1	0	0	0	3	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	505	"AWI"	505	9046	10786	9799	0	0	5	31	0	50	0	18	0	0	0	0	0	0	0	0	9	38	0	0	0	0	0	0	0	0	0	0	0	1	0	47	8	0	33	23	0	0	0	0	1	22	0	0	0	0	1	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	510	"AWI"	510	9095	10881	9869	0	0	5	19	0	53	0	17	0	0	0	0	0	0	0	0	8	41	9	0	0	0	0	0	0	0	0	0	1	0	0	31	4	0	27	14	1	0	0	0	0	17	0	0	0	0	0	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	520	"AWI"	520	9233	11021	10008	0	0	4	11	0	28	0	15	0	0	0	0	1	0	1	0	3	52	0	0	0	0	0	0	0	0	0	0	1	0	0	25	1	0	31	6	0	0	3	0	0	12	0	0	0	0	5	0
810	834	"Beaverhouse Lake"	54.74222	-101.68167	530	"AWI"	530	9339	11178	10156	0	0	5	10	0	14	0	24	0	0	1	0	0	0	3	0	12	18	0	0	0	0	0	0	0	0	0	0	1	0	0	28	1	0	19	13	5	0	0	0	0	17	0	0	0	0	9	0
