"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Anacardiaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Larix"	"Liquidambar"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
510	523	"Crider's Pond"	39.96667	-77.55	620	"AWI"	620	16942	18280	17689	1	0	6	0	0	0	1	0	4	0	0	0	1	1	0	0	0	0	30	0	0	0	1	0	430	0	0	0	0	1	0	0	1	163	59	0	0	14	0	0	4	0	0	0	0	0	1	2	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	640	"AWI"	640	17125	18410	17864	0	0	4	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	276	0	0	0	0	0	0	0	0	183	68	0	0	16	0	0	0	1	0	0	0	0	0	2	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	660	"AWI"	660	17377	18519	18025	2	0	0	0	0	0	3	0	5	1	0	0	1	0	0	0	0	0	10	0	0	0	0	0	148	0	0	0	0	0	0	0	0	204	57	0	0	4	0	0	3	0	0	5	0	0	0	1	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	680	"AWI"	680	17595	18649	18193	0	0	2	0	0	0	1	0	8	0	1	0	0	0	0	0	0	0	18	0	0	0	0	0	99	0	0	1	0	0	0	0	0	168	61	0	0	11	0	0	8	0	0	0	0	0	1	1	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	700	"AWI"	700	17859	18754	18351	0	0	5	0	0	0	4	0	8	0	0	0	0	1	0	0	0	0	17	0	0	0	0	0	30	0	0	1	0	0	0	0	0	177	53	0	0	13	0	0	7	0	0	0	0	0	1	4	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	710	"AWI"	710	17963	18818	18435	0	0	1	1	0	0	3	0	7	0	0	0	0	1	1	0	0	1	16	0	0	1	0	0	7	0	0	0	0	0	0	0	2	164	77	0	0	7	0	0	7	0	0	0	0	0	3	3	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	720	"AWI"	720	18037	18924	18525	0	0	0	0	0	0	7	0	28	0	0	0	0	1	0	0	0	0	31	1	0	0	0	0	1	0	0	0	0	0	0	0	0	90	115	0	0	13	0	0	0	0	0	0	0	0	2	2	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	740	"AWI"	740	18159	19253	18697	5	0	2	0	0	0	4	0	99	0	0	0	0	1	0	0	0	0	33	0	0	0	1	0	2	0	0	0	0	0	0	0	0	46	84	0	0	12	0	0	1	0	0	0	0	0	5	3	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	760	"AWI"	760	18303	19548	18856	3	0	0	0	0	0	2	0	15	0	0	0	1	1	0	0	0	0	13	0	1	0	0	0	1	0	0	0	0	0	0	0	1	100	141	0	0	10	0	1	3	0	0	0	0	0	1	2	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	780	"AWI"	780	18425	19813	19023	5	0	0	0	0	0	2	0	25	0	0	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	80	0	0	8	0	0	3	0	0	0	0	0	1	2	0	0	0
510	523	"Crider's Pond"	39.96667	-77.55	800	"AWI"	800	18519	20097	19192	4	0	2	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	161	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0
