"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acacia"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Banksia"	"Boraginaceae"	"Brassicaceae"	"Bursaria"	"Callitris"	"Campanulaceae"	"Caryophyllaceae"	"Casuarina"	"Casuarina (<25 µm)"	"Celastraceae"	"Codonocarpus"	"Connaraceae"	"Convolvulaceae"	"Cyperaceae"	"Dodonaea"	"Elaeocarpus"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Exocarpos"	"Fabaceae"	"Gentianaceae"	"Geraniaceae"	"Goodeniaceae"	"Hakea"	"Haloragaceae"	"Hypericaceae"	"Hypoxidaceae"	"Indeterminable"	"Kunzea"	"Lamiaceae"	"Leptospermum"	"Leucopogon"	"Liliaceae"	"Melaleuca"	"Myrtaceae"	"Onagraceae"	"Orobanchaceae"	"Phyllanthaceae"	"Pinus"	"Pittosporum"	"Plantaginaceae"	"Poaceae (<40 µm)"	"Poaceae (>40 µm)"	"Podocarpus"	"Polygalaceae"	"Polygonaceae"	"Polyscias"	"Pomaderris"	"Proteaceae"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Scrophulariaceae"	"Solanaceae"	"Stylidiaceae"	"Thymelaeaceae"	"Urticaceae"	"Violaceae"	"Vitaceae"	"Winteraceae"
247	252	"Bega Swamp"	-36.51667	149.5	9.55	"AWI"	9.55	-77.8	82.7	23.5	2	95	1	0	0	0	25	0	0	0	1	0	0	0	16	0	0	0	0	0	70	1	0	5	0	0	0	0	0	2	0	0	0	0	0	0	5	0	2	0	1	0	0	0	0	0	0	0	0	39	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	10.11	"AWI"	10.11	-73.47	89.22	28.99	3	125	5	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	68	0	0	3	0	0	0	0	0	0	0	0	0	3	0	10	0	0	0	0	0	6	0	0	0	0	2	0	0	53	2	0	0	0	0	2	1	1	0	0	4	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	10.63	"AWI"	10.63	-61.51	90.26	33.67	2	109	4	0	0	0	27	0	2	0	0	2	0	0	14	0	0	0	1	0	71	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	2	0	1	0	0	1	0	0	0	0	2	0	0	39	2	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	11.19	"AWI"	11.19	-48.82	91.38	38.71	0	125	5	0	0	0	0	0	2	0	0	2	0	0	15	0	0	0	0	0	78	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	6	0	1	0	0	0	0	0	0	0	0	0	0	47	2	0	0	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	11.8	"AWI"	11.8	-35.4	92.6	44.2	1	112	3	0	0	0	0	0	0	0	3	0	0	0	13	1	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	1	0	1	0	0	0	0	0	0	1	0	0	51	3	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	12.34	"AWI"	12.34	-23.18	93.34	49.06	1	194	8	0	0	0	38	0	0	0	1	0	0	0	18	0	0	0	2	0	81	0	0	4	0	0	0	0	0	0	0	0	0	0	0	21	0	1	1	0	1	1	0	0	0	1	1	4	0	71	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	12.85	"AWI"	12.85	-11.45	93.85	53.65	1	186	7	0	0	0	41	0	0	0	0	1	0	0	20	0	0	0	1	0	112	2	0	4	0	0	0	0	0	2	0	0	0	0	0	13	0	0	4	2	1	7	0	1	0	0	1	0	0	60	2	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	13.26	"AWI"	13.26	-2.54	94.26	57.34	2	173	1	0	0	0	30	0	0	0	0	0	0	0	11	0	0	0	1	0	83	1	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	4	0	1	0	0	3	0	0	3	0	0	37	0	0	0	0	0	1	0	2	0	0	3	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	13.74	"AWI"	13.74	7.54	94.74	61.66	2	191	4	0	0	0	0	0	0	0	2	0	0	0	25	0	0	0	3	0	107	4	0	2	0	0	0	0	0	0	0	0	0	3	0	13	2	0	5	0	1	0	0	0	0	0	2	0	0	56	2	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	14.3	"AWI"	14.3	19	95.6	66.7	1	218	11	0	0	0	56	0	0	0	2	0	0	0	37	0	0	0	3	0	132	1	0	2	0	0	0	0	0	1	0	0	0	3	0	9	0	2	10	0	0	8	0	2	0	1	0	0	0	98	0	0	0	0	0	5	0	5	0	0	4	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	14.88	"AWI"	14.88	30.6	96.76	71.92	0	182	6	0	0	0	0	0	1	0	0	1	0	0	27	0	0	0	0	0	123	1	0	2	0	0	0	0	0	0	0	0	0	2	0	3	0	0	7	0	0	1	1	0	0	1	0	1	0	84	1	0	0	1	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1
247	252	"Bega Swamp"	-36.51667	149.5	15.36	"AWI"	15.36	40.2	97.72	76.24	2	145	5	0	0	0	46	0	1	1	2	1	0	0	28	0	0	0	1	0	71	5	0	2	0	0	7	0	0	0	0	0	0	1	0	8	0	0	7	0	0	1	0	0	0	0	0	3	0	65	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	15.91	"AWI"	15.91	51.2	98.82	81.19	1	182	7	0	0	0	59	0	0	0	1	1	0	5	29	0	0	0	4	0	141	1	0	2	0	0	0	0	0	0	0	0	0	1	0	4	0	1	2	0	0	6	0	0	0	1	0	1	0	106	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	16.44	"AWI"	16.44	61.36	100.32	86.4	1	121	8	0	0	0	59	0	0	0	0	0	0	0	25	0	0	0	0	0	101	3	0	0	0	0	0	0	0	1	0	0	0	1	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	85	2	0	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	17.02	"AWI"	17.02	72.2	102.18	92.2	2	92	11	0	0	0	55	0	4	0	0	3	0	0	26	0	0	0	4	0	85	1	0	4	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	104	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	17.67	"AWI"	17.67	78.7	108.03	98.7	4	102	5	0	0	0	0	0	1	0	0	3	0	0	42	0	0	0	3	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	4	0	1	5	0	1	0	0	0	0	0	166	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	1
247	252	"Bega Swamp"	-36.51667	149.5	18.24	"AWI"	18.24	83.92	116.04	104.16	0	123	22	0	0	0	0	0	5	0	0	0	0	0	50	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	18.91	"AWI"	18.91	89.28	130.11	110.19	2	102	13	0	0	0	95	0	0	0	0	0	0	0	37	0	0	0	3	0	97	2	0	1	0	0	0	0	0	5	0	0	0	0	0	9	0	1	0	1	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	4	0	1	0	0	2	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	19.48	"AWI"	19.48	92.4	143.04	114.84	1	338	16	0	0	0	134	0	0	0	0	0	0	0	50	0	0	0	5	0	170	1	0	1	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	2	3	0	0	0	0	0	0	379	0	0	0	0	0	8	1	1	0	0	0	0	0	0	0	0	0	1	0	0
247	252	"Bega Swamp"	-36.51667	149.5	20.11	"AWI"	20.11	96.98	158.3	121.42	1	104	4	0	0	0	100	0	1	0	0	0	0	0	42	0	0	0	2	0	123	1	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	2	0	4	0	0	0	0	0	1	0	240	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0
247	252	"Bega Swamp"	-36.51667	149.5	20.6	"AWI"	20.6	105.8	173	132.2	1	81	9	0	0	0	65	0	1	0	0	0	0	0	29	0	0	0	1	0	80	2	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	21.07	"AWI"	21.07	113.49	188.29	142.47	2	86	12	0	0	0	95	2	0	0	0	0	0	0	34	0	0	0	3	0	103	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	2	0	0	0	0	0	1	0	235	0	0	0	0	0	7	0	2	0	0	1	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	21.62	"AWI"	21.62	117.34	214.14	154.02	0	92	10	0	0	0	94	0	1	1	0	0	0	0	22	0	0	0	3	0	129	1	0	1	0	0	0	0	0	1	1	0	0	0	0	7	0	0	0	0	1	3	0	0	0	0	0	0	0	247	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	22.21	"AWI"	22.21	120.84	243.76	166.2	3	91	6	0	0	0	0	0	1	0	0	1	0	0	20	0	0	0	2	0	110	2	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	1	2	1	0	2	0	0	0	1	0	177	0	0	0	0	1	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	22.82	"AWI"	22.82	123.28	277.92	178.4	3	96	11	0	0	0	109	0	0	0	0	0	0	2	38	0	0	0	9	0	115	2	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	1	1	0	4	0	0	0	0	0	0	0	250	0	0	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1
247	252	"Bega Swamp"	-36.51667	149.5	23.42	"AWI"	23.42	125.68	311.1	190.82	0	109	16	0	0	0	111	0	1	1	0	0	0	0	15	0	0	0	3	0	111	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	0	0	0	0	248	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	24.06	"AWI"	24.06	128.18	346.36	204.26	4	82	15	0	0	0	0	2	0	0	0	0	0	0	26	0	0	1	4	0	143	3	0	1	0	0	0	0	0	4	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	350	0	0	0	0	0	13	0	6	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	24.45	"AWI"	24.45	129.35	368.2	212.45	5	106	9	0	0	0	98	0	1	1	0	0	0	0	31	0	0	0	3	0	91	1	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	1	0	0	1	1	0	0	1	0	0	0	261	0	0	0	0	0	1	0	6	0	0	1	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	25.02	"AWI"	25.02	131.06	400.12	224.4	2	57	5	0	0	0	85	0	0	0	0	0	0	0	16	0	0	0	4	0	70	1	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	1	0	1	0	5	0	0	0	0	0	0	0	237	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	25.54	"AWI"	25.54	132.62	429.24	234.8	4	80	10	0	0	0	100	1	0	0	1	0	0	0	14	10	0	0	3	0	97	1	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	1	1	0	0	1	1	0	0	0	0	0	0	246	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	26.16	"AWI"	26.16	134.64	463.8	247.36	4	88	10	0	0	0	98	0	0	1	0	0	0	0	31	0	2	0	2	0	103	0	0	1	0	0	0	0	0	3	0	0	0	0	0	7	0	0	0	0	0	1	1	0	0	0	0	1	0	204	0	0	2	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	1
247	252	"Bega Swamp"	-36.51667	149.5	26.63	"AWI"	26.63	136.52	489.65	257.23	5	129	15	0	0	0	0	0	0	1	1	0	0	0	26	0	1	0	5	0	134	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2	1	0	2	0	0	0	0	0	0	0	290	2	0	0	0	0	3	0	9	0	0	1	0	0	0	0	0	0	0	0	1
247	252	"Bega Swamp"	-36.51667	149.5	27.13	"AWI"	27.13	138.26	516.89	267.6	2	124	15	0	0	0	106	0	0	0	0	2	0	0	14	0	0	0	2	0	129	0	0	2	0	0	0	0	0	3	0	0	0	0	0	9	0	1	0	0	1	1	0	0	0	0	0	0	0	233	1	0	0	0	0	5	0	2	0	0	0	0	0	1	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	27.7	"AWI"	27.7	139.4	547.1	279	0	117	10	0	0	0	89	0	2	0	0	2	0	3	16	0	0	0	5	0	157	4	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	1	1	0	4	0	1	0	0	0	2	0	304	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	28.28	"AWI"	28.28	140.84	578.4	290.88	1	93	6	0	0	0	0	0	0	1	0	1	0	0	20	0	0	0	5	0	116	1	0	4	0	0	0	0	0	3	0	0	0	1	0	3	0	0	0	1	0	0	1	1	0	0	0	0	0	253	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	28.8	"AWI"	28.8	142.4	607	301.8	1	98	4	0	0	0	70	0	0	2	0	2	0	0	12	0	0	0	4	0	113	0	0	2	0	0	0	0	0	1	0	0	0	0	0	7	0	0	1	1	0	0	1	0	0	0	0	1	0	265	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	29.39	"AWI"	29.39	144.17	640.23	314.19	5	101	10	0	0	0	82	0	0	0	0	2	0	0	7	1	0	0	5	0	115	0	0	1	0	0	0	0	0	1	0	0	0	0	0	9	2	0	2	0	0	0	0	0	0	0	0	0	0	276	1	0	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	29.74	"AWI"	29.74	145.22	660.18	321.54	3	94	8	0	0	0	0	1	0	0	1	0	0	0	7	0	0	0	0	0	88	0	0	0	0	0	0	0	0	5	0	0	0	1	0	9	0	0	3	1	2	2	0	0	0	0	0	0	0	125	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	30.26	"AWI"	30.26	152.76	679.16	332.72	5	116	18	0	0	0	94	0	1	1	1	2	0	0	9	0	0	0	7	0	127	2	0	1	0	0	0	0	0	1	1	0	0	1	0	11	0	0	3	0	0	6	0	0	0	0	0	3	0	225	1	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	30.78	"AWI"	30.78	166.28	687.48	344.16	4	154	15	0	0	0	112	0	1	0	1	1	0	0	5	0	0	0	3	0	134	4	0	1	0	0	0	0	0	4	0	0	0	1	0	14	1	0	5	0	0	1	2	0	0	0	0	0	0	290	0	0	0	0	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	31.3	"AWI"	31.3	178	696.7	356.5	3	135	7	0	0	0	0	0	0	1	0	2	0	0	12	0	0	0	8	0	135	1	0	0	0	0	0	0	0	3	0	0	0	0	0	7	0	0	8	0	1	1	0	0	0	0	0	0	0	253	1	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	31.79	"AWI"	31.79	187.8	706.01	368.75	4	138	8	0	0	0	0	0	0	0	0	2	0	0	12	0	0	0	1	0	111	1	0	3	0	0	0	0	0	3	0	0	0	0	0	15	0	0	2	0	0	2	0	0	0	3	0	0	0	216	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	32.36	"AWI"	32.36	198.12	716.84	383	1	89	13	0	0	0	0	0	0	0	0	2	0	0	11	0	0	0	1	0	78	2	0	0	0	0	0	0	0	2	0	0	0	0	0	3	2	0	0	0	0	0	3	0	0	0	0	0	0	166	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	1	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	32.92	"AWI"	32.92	207.64	727.48	397	0	126	6	0	0	0	70	0	1	0	0	1	0	0	17	0	0	1	0	0	118	2	0	0	0	0	1	0	0	1	0	0	0	0	0	3	1	0	0	0	0	4	3	0	0	0	0	0	0	223	0	0	0	0	0	4	1	5	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	33.4	"AWI"	33.4	214.6	734.6	410.6	2	123	14	0	0	0	91	0	0	0	1	0	0	2	9	8	0	0	1	0	125	1	0	0	0	0	0	0	0	4	0	0	0	0	0	11	0	1	4	0	1	4	2	1	0	0	0	0	0	239	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	33.79	"AWI"	33.79	220.06	740.06	421.91	4	131	9	0	0	0	75	0	0	1	0	2	0	3	16	0	0	0	2	0	138	0	0	2	0	0	0	0	0	6	0	0	0	0	0	13	5	0	0	0	1	0	3	0	0	0	1	0	0	266	0	0	0	0	0	6	1	4	0	0	0	1	0	0	0	1	0	0	0	0
247	252	"Bega Swamp"	-36.51667	149.5	34.41	"AWI"	34.41	227.1	748.74	438.66	0	84	8	0	0	0	0	0	0	0	0	2	0	0	9	0	0	0	2	0	102	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	195	0	0	0	0	1	4	0	2	0	0	0	0	0	0	0	0	0	1	0	0
247	252	"Bega Swamp"	-36.51667	149.5	34.86	"AWI"	34.86	231.6	755.04	450.36	0	117	12	0	0	0	88	0	0	1	0	0	0	0	13	0	0	0	5	0	118	0	0	2	0	0	0	0	0	3	0	0	0	0	0	2	0	1	1	0	0	0	5	1	0	0	0	0	0	254	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	1	0	1	0	0
247	252	"Bega Swamp"	-36.51667	149.5	35.43	"AWI"	35.43	236.87	765.6	465.18	1	102	6	0	0	0	0	0	0	0	0	1	0	0	11	0	0	0	0	0	144	2	0	1	0	0	0	0	0	5	1	0	0	0	0	4	12	0	1	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
247	252	"Bega Swamp"	-36.51667	149.5	35.91	"AWI"	35.91	241.19	775.2	477.66	1	99	4	5	0	0	0	0	1	0	0	6	0	0	7	0	0	0	6	0	102	2	0	1	0	0	1	0	0	4	1	0	0	0	0	3	1	0	1	0	0	14	2	0	0	0	0	1	0	215	0	0	0	0	0	8	0	5	0	0	0	0	1	0	0	0	0	1	0	0
247	252	"Bega Swamp"	-36.51667	149.5	36.39	"AWI"	36.39	245.12	785.19	489.75	2	127	6	0	0	0	0	1	0	0	0	2	0	0	15	0	0	0	0	0	102	0	0	0	0	0	1	0	0	3	0	0	0	0	0	3	1	0	1	1	0	2	0	0	0	1	0	0	0	232	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0
