"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ephedraceae"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Juniperus"	"Liliaceae"	"Nyctaginaceae"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	50	"AWI"	50	3177	5084	4165	4.93150684931507	0	3.83561643835616	0.547945205479452	7.12328767123288	2.46575342465753	0	0	0.821917808219178	0	12.6027397260274	0	0	0	0	0.821917808219178	0	0	31.2328767123288	26.5753424657534	3.83561643835616	0	0	0.273972602739726	0.273972602739726	1.91780821917808	0	0.821917808219178	0	1.0958904109589	0.273972602739726	0.547945205479452
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	55	"AWI"	55	3621	5456	4593	2.9925187032419	0	2.9925187032419	0.498753117206983	5.7356608478803	1.99501246882793	0	0	0	0.249376558603491	21.4463840399002	0	0	0	0	0.249376558603491	0	0	28.6783042394015	26.6832917705736	5.48628428927681	0	0	0.249376558603491	0.498753117206983	1.24688279301746	0	0	0	0.249376558603491	0.498753117206983	0.249376558603491
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	57	"AWI"	57	3806	5595	4758	2.63157894736842	0	3.68421052631579	0	7.10526315789474	2.89473684210526	0	0	0	0	7.89473684210526	0	0	0	1.57894736842105	2.63157894736842	0	0	28.4210526315789	34.4736842105263	3.42105263157895	0	0	0.263157894736842	0.263157894736842	1.84210526315789	0.789473684210526	0.526315789473684	0	0	0.526315789473684	1.05263157894737
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	60	"AWI"	60	4076	5811	5019	1.9774011299435	0.282485875706215	4.23728813559322	0.564971751412429	7.34463276836158	4.23728813559322	0	0	0	0	5.64971751412429	0	0.282485875706215	0	0	1.69491525423729	0	0	32.2033898305085	33.3333333333333	3.38983050847458	0	0	0.282485875706215	0.282485875706215	1.69491525423729	0	0.564971751412429	0	0.847457627118644	0.282485875706215	0.847457627118644
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	65	"AWI"	65	4554	6172	5445	1.97183098591549	0.28169014084507	4.50704225352113	1.12676056338028	7.88732394366197	7.04225352112676	0.28169014084507	0	0	0	8.16901408450704	0	0	0	0	3.09859154929577	0	0	26.1971830985915	29.0140845070423	3.09859154929577	0	0	0	0	3.66197183098592	0	0.28169014084507	0	1.40845070422535	0.563380281690141	1.40845070422535
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	70	"AWI"	70	4914	6568	5816	2.38726790450928	0.26525198938992	3.97877984084881	0	8.22281167108753	2.91777188328912	0	0	0	0	10.6100795755968	0	0.26525198938992	0	0	2.6525198938992	0	0	24.1379310344828	33.42175066313	5.30503978779841	0	0	0	0	3.18302387267904	0	1.3262599469496	0	0	0.26525198938992	1.06100795755968
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	75	"AWI"	75	5266	6969	6173	2.84090909090909	0.284090909090909	4.26136363636364	0.568181818181818	6.25	4.26136363636364	0.568181818181818	0	0	0	7.67045454545455	0	0	0	0	1.42045454545455	0.568181818181818	0	32.6704545454545	30.3977272727273	2.55681818181818	0	0	0	0.568181818181818	2.84090909090909	0	0	0	0.852272727272727	0.852272727272727	0.568181818181818
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	80	"AWI"	80	5637	7342	6536	3.17460317460317	0.529100529100529	5.82010582010582	0.529100529100529	7.67195767195767	4.4973544973545	0.264550264550265	0	0	0	5.29100529100529	0	0.264550264550265	0	0	1.58730158730159	0	0	34.1269841269841	26.1904761904762	4.23280423280423	0	0	0	0.264550264550265	2.38095238095238	0	0.793650793650794	0	0.264550264550265	1.05820105820106	1.05820105820106
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	85	"AWI"	85	5985	7733	6894	3.96600566572238	0	3.96600566572238	0.56657223796034	7.36543909348442	3.68271954674221	0	0	0	0	2.8328611898017	0	0	0	0	2.26628895184136	0	0	30.028328611898	36.5439093484419	2.8328611898017	0	0	0	0.28328611898017	2.8328611898017	1.41643059490085	0	0.28328611898017	0	0.28328611898017	0.84985835694051
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	90	"AWI"	90	6353	8100	7264	3.69230769230769	0.307692307692308	4.92307692307692	0.307692307692308	9.84615384615385	3.69230769230769	0	0	0	0	3.38461538461538	0	0	0	0.615384615384615	1.23076923076923	0.307692307692308	0	28	34.7692307692308	5.23076923076923	0	0	0	0.923076923076923	1.23076923076923	0	0.307692307692308	0	0	0.615384615384615	0.615384615384615
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	95	"AWI"	95	6747	8456	7619	3.38028169014084	0	3.94366197183099	0	5.63380281690141	3.94366197183099	0	0	0	0	4.7887323943662	0	0	0	0	1.69014084507042	0	0	33.2394366197183	35.2112676056338	2.53521126760563	0	0	0.28169014084507	0	3.94366197183099	0	0	0	0.28169014084507	0.563380281690141	0.563380281690141
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	100	"AWI"	100	7113	8806	7990	3.74064837905237	0.249376558603491	5.98503740648379	0	5.7356608478803	3.24189526184539	0	0	0	0	3.24189526184539	0	0	0	0.249376558603491	0.498753117206983	0.498753117206983	0.249376558603491	39.1521197007481	31.9201995012469	2.24438902743142	0	0	0	0.249376558603491	1.99501246882793	0	0	0	0	0	0.748129675810474
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	105	"AWI"	105	7505	9131	8360	4.91803278688525	0.273224043715847	2.45901639344262	0	6.01092896174863	3.27868852459016	0.273224043715847	0	0	0	2.73224043715847	0	0	0	0	0	0	0	44.2622950819672	30.0546448087432	1.91256830601093	0	0	0	0.273224043715847	2.45901639344262	0	0.819672131147541	0	0	0.273224043715847	0
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	110	"AWI"	110	7924	9440	8730	4.96083550913838	0.261096605744125	5.22193211488251	0	5.48302872062663	4.96083550913838	0	0	0	0.261096605744125	1.82767624020888	0	0.261096605744125	0	0.261096605744125	0.261096605744125	0	0	31.0704960835509	40.4699738903394	2.088772845953	0	0	0	0	2.34986945169713	0	0	0	0	0	0.261096605744125
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	115	"AWI"	115	8347	9748	9096	5.8641975308642	0.308641975308642	2.46913580246914	0.308641975308642	4.93827160493827	0	0	0	0	0	2.77777777777778	0	0	0	0	0.617283950617284	0	0	37.962962962963	40.7407407407407	0.617283950617284	0	0	0	0.925925925925926	0.925925925925926	0	0	0	0.308641975308642	0.308641975308642	0.925925925925926
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	120	"AWI"	120	8776	10017	9457	5.75757575757576	0	3.63636363636364	0	5.15151515151515	2.72727272727273	0.303030303030303	0	0	0	1.21212121212121	0	0	0	0	0.606060606060606	0	0	37.2727272727273	40	0.303030303030303	0	0	0	0.303030303030303	1.21212121212121	0	0.303030303030303	0	0.303030303030303	0.606060606060606	0.303030303030303
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	125	"AWI"	125	9305	10267	9815	5.37313432835821	0	2.6865671641791	0.298507462686567	9.55223880597015	2.98507462686567	0	0	0	0	2.38805970149254	0	0	0	0	1.19402985074627	0	0	32.8358208955224	37.3134328358209	2.38805970149254	0	0	0	0	1.7910447761194	0.895522388059702	0	0	0	0.298507462686567	0
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	130	"AWI"	130	9740	10606	10164	3.52941176470588	0	3.82352941176471	0	12.6470588235294	0	0	0	0	0	3.23529411764706	0	0	0	0.294117647058824	2.94117647058824	0.294117647058824	0	20	47.0588235294118	2.35294117647059	0	0	0	0.588235294117647	1.17647058823529	1.17647058823529	0	0	0	0.588235294117647	0.294117647058824
1706	1762	"Molas Pass Bog"	37.73778	-107.6975	140	"AWI"	140	10243	11598	10840	0.306748466257669	0	3.06748466257669	0	26.9938650306748	4.9079754601227	0	0	0	0	3.68098159509202	0	0	0	0	1.84049079754601	0	0	19.9386503067485	33.7423312883436	2.76073619631902	0	0.306748466257669	0	0	0.613496932515337	0	0.613496932515337	0	0	0.613496932515337	0.613496932515337
