"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tsuga"	"Ulmus"
1600	1651	"Little Lake"	44.66808	-63.936826	734	"AWI"	734	11730	12482	12178	1	0	0	0	0	7	8	192	0	0	0	0	0	1	49	0	7	0	0	30	84	0	0	37	0	2	18	56	15	0	1	0	1	27	0	1	0	0
1600	1651	"Little Lake"	44.66808	-63.936826	738	"AWI"	738	11865	12550	12276	0	0	0	0	0	1	6	97	0	0	0	0	0	1	23	0	4	0	0	15	23	0	0	23	0	1	0	21	8	0	2	0	1	16	0	1	0	2
1600	1651	"Little Lake"	44.66808	-63.936826	742	"AWI"	742	11999	12612	12379	0	0	0	0	0	1	7	158	0	0	1	0	0	0	52	0	6	0	0	12	76	0	0	54	1	1	0	35	15	0	0	0	3	14	0	1	1	0
1600	1651	"Little Lake"	44.66808	-63.936826	747	"AWI"	747	12203	12683	12505	1	0	0	0	0	1	8	112	0	2	0	0	0	3	16	1	3	0	0	21	74	0	1	49	1	0	33	33	13	0	0	0	1	5	0	0	2	0
1600	1651	"Little Lake"	44.66808	-63.936826	748	"AWI"	748	12267	12690	12529	0	0	0	0	0	0	0	50	0	0	0	0	0	1	16	0	7	0	0	7	33	0	0	54	0	0	14	21	11	0	0	0	0	10	0	0	0	1
1600	1651	"Little Lake"	44.66808	-63.936826	749	"AWI"	749	12309	12702	12555	1	0	0	1	0	1	0	67	0	0	0	0	0	1	19	0	7	0	0	10	37	0	0	39	1	1	26	22	12	0	1	0	1	9	0	0	0	0
1600	1651	"Little Lake"	44.66808	-63.936826	751	"AWI"	751	12377	12733	12605	0	0	0	1	0	2	11	53	0	0	0	0	0	1	24	0	4	0	0	9	72	0	0	61	0	2	34	28	29	1	0	0	0	10	0	0	0	1
1600	1651	"Little Lake"	44.66808	-63.936826	753	"AWI"	753	12464	12797	12667	0	0	0	0	0	2	5	61	0	0	0	0	0	2	10	0	6	0	0	3	31	0	0	50	0	1	57	27	22	0	3	0	0	8	0	0	0	0
1600	1651	"Little Lake"	44.66808	-63.936826	754	"AWI"	754	12495	12856	12694	0	0	0	0	0	1	0	55	1	0	0	1	0	2	9	0	4	1	0	7	52	0	0	47	0	4	73	32	16	0	5	0	0	6	0	1	0	0
1600	1651	"Little Lake"	44.66808	-63.936826	756	"AWI"	756	12531	13002	12747	0	0	0	0	0	1	0	77	2	1	0	0	0	2	12	0	2	1	0	13	61	0	0	52	1	10	106	0	14	7	7	0	0	2	0	0	1	0
1600	1651	"Little Lake"	44.66808	-63.936826	758	"AWI"	758	12614	13058	12822	0	0	0	0	0	1	7	53	1	0	0	0	0	12	7	0	2	1	3	11	54	0	0	60	0	5	111	13	15	3	11	0	0	7	0	1	0	1
1600	1651	"Little Lake"	44.66808	-63.936826	760	"AWI"	760	12663	13160	12892	0	0	0	0	0	4	0	46	0	0	0	1	0	4	8	0	2	1	2	14	30	0	0	57	0	6	79	18	9	8	11	0	0	6	0	0	0	0
1600	1651	"Little Lake"	44.66808	-63.936826	762	"AWI"	762	12727	13260	12964	0	0	0	0	0	0	0	77	1	0	0	0	0	2	6	1	4	0	0	12	17	0	0	69	0	6	147	0	22	2	12	0	0	6	0	0	0	0
1600	1651	"Little Lake"	44.66808	-63.936826	772	"AWI"	772	13031	13642	13344	0	0	0	0	0	4	4	95	0	0	0	0	0	29	8	0	4	1	0	6	13	0	0	54	0	2	43	21	10	5	4	0	0	11	0	0	0	0
1600	1651	"Little Lake"	44.66808	-63.936826	782	"AWI"	782	13445	13986	13700	0	0	0	0	0	2	0	73	0	0	0	0	0	40	14	1	9	0	0	3	10	0	0	121	0	5	0	25	17	11	6	0	0	2	0	0	0	0
1600	1651	"Little Lake"	44.66808	-63.936826	794	"AWI"	794	13684	14552	14039	0	0	0	0	1	2	4	201	0	0	0	0	0	15	21	0	11	0	0	14	9	0	5	67	0	1	13	0	3	9	10	0	0	11	0	0	0	0
1600	1651	"Little Lake"	44.66808	-63.936826	804	"AWI"	804	13885	14945	14335	0	0	0	0	1	2	0	86	0	0	0	0	0	2	25	0	12	0	0	11	0	0	0	25	0	5	13	23	10	7	5	0	1	10	0	0	1	0
1600	1651	"Little Lake"	44.66808	-63.936826	812	"AWI"	812	14063	15257	14571	0	0	0	0	0	8	0	116	0	0	0	0	0	2	29	2	14	0	0	6	0	0	0	29	0	5	0	28	5	7	9	0	0	33	0	0	0	1
1600	1651	"Little Lake"	44.66808	-63.936826	820	"AWI"	820	14246	15536	14811	0	0	0	1	0	3	0	95	0	0	0	0	0	3	61	0	15	0	0	11	0	0	0	33	0	11	0	0	7	6	4	0	0	54	0	0	0	0
1600	1651	"Little Lake"	44.66808	-63.936826	832	"AWI"	832	14522	15960	15168	0	0	0	0	2	5	4	39	0	0	0	0	0	0	46	1	19	0	0	14	0	0	0	19	1	15	6	21	7	1	22	0	0	68	0	0	0	1
1600	1651	"Little Lake"	44.66808	-63.936826	840	"AWI"	840	14713	16242	15406	1	0	0	0	3	4	0	15	0	1	0	0	0	0	56	4	14	0	0	10	0	0	0	7	0	6	13	0	5	0	12	0	0	81	1	0	0	3
1600	1651	"Little Lake"	44.66808	-63.936826	852	"AWI"	852	15010	16637	15771	0	0	0	0	1	6	0	10	0	0	0	0	0	0	47	6	5	0	0	9	0	0	0	0	0	5	0	15	8	1	3	0	2	57	0	0	0	1
1600	1651	"Little Lake"	44.66808	-63.936826	860	"AWI"	860	15222	16888	16009	0	0	0	0	0	3	8	9	0	1	0	0	0	0	80	0	16	0	0	7	0	0	0	4	2	1	0	0	4	0	8	0	3	36	0	3	0	0
1600	1651	"Little Lake"	44.66808	-63.936826	864	"AWI"	864	15335	17003	16126	0	0	0	0	1	7	7	16	0	11	0	0	0	1	73	0	9	0	0	24	2	0	0	3	0	2	0	60	8	1	11	0	32	43	0	2	0	0
1600	1651	"Little Lake"	44.66808	-63.936826	875	"AWI"	875	15618	17361	16454	0	0	29	0	0	11	17	17	0	46	0	0	0	2	71	0	2	0	0	28	0	0	0	2	0	0	0	0	12	1	1	0	30	10	2	2	0	2
1600	1651	"Little Lake"	44.66808	-63.936826	887	"AWI"	887	15936	17733	16817	0	0	28	0	0	11	9	18	0	36	0	0	0	1	54	0	2	0	0	22	1	0	0	3	0	2	27.5	0	20	1	2	0	7	53	0	2	0	1
1600	1651	"Little Lake"	44.66808	-63.936826	898	"AWI"	898	16231	18070	17154	0	0	22	0	0	16	30	13	1	11	0	0	0	0	21	0	1	0	0	13	10	0	0	5	0	0	13	0	16	0	4	0	1	9	0	2	0	1
