"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Isoëtes"	"Juniperus"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"
790	811	"Etivlik Lake"	68.13333	-156.03333	85	"AWI"	85	8253	9858	9049	1.61290322580645	0	0.806451612903226	0	51.0752688172043	0	0	0.268817204301075	0	30.3763440860215	0	5.10752688172043	0	0	0.268817204301075	0.806451612903226	0	0	4.83870967741935	0	0	3.2258064516129	0	0.268817204301075	0	0	0	1.34408602150538	0	0
790	811	"Etivlik Lake"	68.13333	-156.03333	90	"AWI"	90	8477	10248	9330	0.726392251815981	0	0	0.242130750605327	63.9225181598063	0	0	0	0.242130750605327	19.1283292978208	0	3.6319612590799	0	0	0.726392251815981	1.69491525423729	0	0	3.38983050847458	0	0	4.11622276029056	0	0.484261501210654	0	0	0.242130750605327	1.45278450363196	0	0
790	811	"Etivlik Lake"	68.13333	-156.03333	95	"AWI"	95	8699	10592	9593	0.535714285714286	0	0.535714285714286	0	58.0357142857143	0	0	0	0.178571428571429	20.7142857142857	0	2.14285714285714	0	0.178571428571429	9.46428571428571	0.535714285714286	0	0	0.714285714285714	0	0	3.03571428571429	0	0.714285714285714	0.178571428571429	0	0	3.03571428571429	0	0
790	811	"Etivlik Lake"	68.13333	-156.03333	100	"AWI"	100	8908	10956	9867	2.28013029315961	0	1.30293159609121	0	55.0488599348534	0	0	0	0	24.1042345276873	0	2.60586319218241	0	0.651465798045603	0	0.651465798045603	0	0	0.325732899022801	0	0	3.90879478827362	0	3.90879478827362	0	0	0	5.21172638436482	0	0
790	811	"Etivlik Lake"	68.13333	-156.03333	110	"AWI"	110	9341	11632	10418	2.8328611898017	0	1.69971671388102	0	54.3909348441926	0	0	0	0	28.328611898017	0	1.41643059490085	0	1.13314447592068	0	0	0	0	0	0	0	3.96600566572238	0.28328611898017	0	0	0	0.28328611898017	5.6657223796034	0	0
790	811	"Etivlik Lake"	68.13333	-156.03333	120	"AWI"	120	9822	12272	10973	0.864553314121038	0	0.288184438040346	0	55.6195965417867	0	0.288184438040346	0	0	31.700288184438	0	1.44092219020173	0	0	0	0	0	0	0	0	0	3.45821325648415	0	1.72910662824208	0	0	0	4.61095100864553	0	0
790	811	"Etivlik Lake"	68.13333	-156.03333	130	"AWI"	130	10284	12868	11527	0.3003003003003	0	1.2012012012012	0.3003003003003	51.6516516516517	0	0	0	0.600600600600601	31.5315315315315	0	0	0	0	0	0	0	0	0	0	0	5.10510510510511	0	0	0	0	0	9.30930930930931	0	0
790	811	"Etivlik Lake"	68.13333	-156.03333	140	"AWI"	140	10794	13439	12083	0	0	0.964630225080386	0	52.0900321543408	0	0	0	0.321543408360129	33.7620578778135	0	0	0	0	0	0	0	0	0	0	0.321543408360129	7.07395498392283	0	0	0.321543408360129	0	0	5.14469453376206	0	0
790	811	"Etivlik Lake"	68.13333	-156.03333	150	"AWI"	150	11325	14025	12642	0.303951367781155	0.303951367781155	1.21580547112462	0	49.8480243161094	0	0	0	0	35.8662613981763	0.911854103343465	0.60790273556231	0	0.303951367781155	0	0	0	0	0	0	0	4.25531914893617	0	0	0	0	0	5.77507598784195	0	0.60790273556231
790	811	"Etivlik Lake"	68.13333	-156.03333	190	"AWI"	190	13590	16181	14889	0	0	0.319488817891374	0.638977635782748	44.7284345047923	0.319488817891374	0.319488817891374	0	0.638977635782748	40.5750798722045	0	0.638977635782748	0	0.638977635782748	0	0	0	0	0	0	0	6.70926517571885	0	0	0	0	0	4.47284345047923	0	0
790	811	"Etivlik Lake"	68.13333	-156.03333	200	"AWI"	200	14198	16673	15445	0	0	0.735294117647059	0	44.3627450980392	0	0.245098039215686	0	0.245098039215686	41.9117647058824	0	0.490196078431373	0	0.245098039215686	0	0	0	0	0.245098039215686	0	0	7.1078431372549	0	0	0	0	0	4.41176470588235	0	0
790	811	"Etivlik Lake"	68.13333	-156.03333	220	"AWI"	220	15513	17670	16547	0	0.324675324675325	0.324675324675325	0	41.8831168831169	0	0	0	0	41.5584415584416	0	0	0	0	0	0	0	0	0.324675324675325	0	0	8.44155844155844	0	0	0	0	0	6.49350649350649	0	0.649350649350649
790	811	"Etivlik Lake"	68.13333	-156.03333	230	"AWI"	230	16103	18344	17115	0	0	0.29585798816568	0	32.5443786982249	0	0	0	0.29585798816568	53.8461538461538	0	0	0	0.29585798816568	0	0	0	0	0.29585798816568	0	0	5.91715976331361	0	0	0	0	0	6.50887573964497	0	0
