"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Anacardiaceae"	"Apiaceae"	"Arecaceae"	"Artemisia"	"Asteraceae"	"Avicennia"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Celtis"	"Citrus"	"Coccoloba"	"Conocarpus"	"Cupressaceae"	"Cyperaceae"	"Dodonaea"	"Ericales"	"Eugenia"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Forestiera"	"Fraxinus"	"Indeterminable"	"Iridaceae"	"Laguncularia"	"Lamiaceae"	"Liliaceae"	"Moraceae"	"Myrica"	"Oleaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Rhizophora"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rutaceae"	"Sabal"	"Salix"	"Sapindaceae"	"Taxus"	"Thalictrum"	"Trema"	"Ulmus"	"Urticaceae"	"Verbenaceae"
1642	1697	"Mangrove Lake"	32.3	-64.75	1360	"AWI"	1360	7038	7996	7518	0	0	0	0	0	0	0	0	0.353356890459364	0	0	4.24028268551237	0	0	0	86.9257950530035	0	0	0	0	1.06007067137809	0	0	0	0.353356890459364	0.706713780918728	0	0	0	0	0	6.00706713780919	0	0	0	0	0	0	0.353356890459364	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1380	"AWI"	1380	7193	8081	7649	0	0	0	0	0	0.212314225053079	0	0	0.212314225053079	0	0	1.69851380042463	0	0	0	89.171974522293	0.212314225053079	0	0	0	0.212314225053079	0	0	0	0	2.12314225053079	0	0	0	0	0	5.30785562632696	0	0	0	0	0	0	0	0	0	0	0	0	0.636942675159236	0	0	0	0	0	0	0.212314225053079	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1400	"AWI"	1400	7303	8150	7789	0	0	0	0	0	0.980392156862745	0	0	0	0	0	1.96078431372549	0	0	0	72.5490196078431	0.980392156862745	2.94117647058824	0	0	0	0	0	0	0	0.980392156862745	0	0	0	0	0.980392156862745	13.7254901960784	0	0	0	0	0	0	1.96078431372549	0	0.980392156862745	0	0	0	1.96078431372549	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1417	"AWI"	1417	7421	8252	7899	0	0	0	0.769230769230769	0	0.769230769230769	0	0	0	0	0	3.07692307692308	0	0	0	85	0	0	0	0	0.384615384615385	0	0	0	0	4.61538461538462	0	0	0	0	0	3.07692307692308	0	0	0	0	0.384615384615385	0	0.384615384615385	0	0	0	0	0	1.53846153846154	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1440	"AWI"	1440	7796	8303	8043	0	0	0	0	0	0	0	0	0	0	0	0.555555555555556	0	0	0	53.3333333333333	0	0	0	0	0	0	0	0	0	2.22222222222222	0	0	0	0	0	42.2222222222222	0	0	0	0	0	0	0	0	0	0	0	0	1.66666666666667	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1460	"AWI"	1460	7982	8431	8181	0	0	0	0.34965034965035	0	1.04895104895105	0	0	0	0	0	1.04895104895105	0	0	0	79.020979020979	1.3986013986014	0	0	0	0.34965034965035	0	0	0	0	0.34965034965035	0	0	0	0	0	13.6363636363636	0	0	0	0	0	0	1.04895104895105	0	0	0	0	0	1.74825174825175	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1480	"AWI"	1480	8126	8851	8454	0	0	0	0	0	0	0	0	0	0	0	3.2258064516129	0	0	0	87.0967741935484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.45161290322581	0	0	0	0	0	0	3.2258064516129	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1500	"AWI"	1500	8189	9470	8716	0	0	0	0.25706940874036	0	0.25706940874036	0	0	0	0	0	1.02827763496144	0	0	0	51.413881748072	0.25706940874036	0	0	0	0	0	0	0	0	2.82776349614396	0	0	0	0	0	41.9023136246787	0	0	0	0	0	0	0.25706940874036	0	0.25706940874036	0	0	0	1.54241645244216	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1516	"AWI"	1516	8289	9882	8936	0	0	1.61290322580645	0	0	0.806451612903226	0	0	0	0	0	3.2258064516129	0	0	0	66.9354838709677	0	0	0	0	0	0	0	0	0	14.5161290322581	0	0	0	0	0	6.45161290322581	0	0	0.806451612903226	0	1.61290322580645	0	1.61290322580645	0.806451612903226	0	0	0	0	1.61290322580645	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1540	"AWI"	1540	8525	10059	9331	0	0	0	0	0	2.08333333333333	0	0	0	0	0	0	0	0	0	87.5	0	0	0	0	2.08333333333333	0	0	0	0	8.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1560	"AWI"	1560	8642	10325	9652	0	0	0	10.0719424460432	0	0.479616306954436	0	0	0.239808153477218	0	0	1.67865707434053	0	0	0	31.6546762589928	1.67865707434053	0	0	0	0	0	0	0	0	5.99520383693046	0	0	0	0.239808153477218	0	12.9496402877698	0	0	0	0	29.9760191846523	0.239808153477218	0	0	0.479616306954436	0	0	0.239808153477218	3.83693045563549	0	0	0	0.239808153477218	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1580	"AWI"	1580	9265	10414	9921	0	0	0	0	0	0	0	0	0	0	0	2.12765957446809	0	0	0	47.6950354609929	0	0	0	0	0.531914893617021	0	0	0	0	7.26950354609929	0	0	0	0	0	1.59574468085106	0	0	0.177304964539007	0	22.6950354609929	0.354609929078014	0.177304964539007	0	0.177304964539007	0	0	0	17.1985815602837	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1600	"AWI"	1600	9679	10530	10200	0	0	0	0	0	0	0	0	0	0	0	2.94117647058824	0	0	0	33.5294117647059	0.588235294117647	0	0	0	0	0	0	0	0	5.29411764705882	0	0	0	0	0	0.588235294117647	0	0	0	0	30	0.588235294117647	0.588235294117647	1.17647058823529	0	0.588235294117647	0	0.588235294117647	23.5294117647059	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1640	"AWI"	1640	10013	11076	10551	0	0	0	0	0	11.1111111111111	0	0	0	0	0	0	0	0	0	11.1111111111111	0	0	0	0	0	0	0	0	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	5.55555555555556	0	0	0	0	0	38.8888888888889	0	0	0	0	0	0	0	0
1642	1697	"Mangrove Lake"	32.3	-64.75	1660	"AWI"	1660	10095	11519	10669	0	0	0	0	0.684931506849315	3.42465753424658	0	0	0	0	0	0	0	0	0	32.1917808219178	1.36986301369863	0	0	0	0	0	0	0	0	6.16438356164384	0	0	0	0	0	5.47945205479452	0	0	0	0	11.6438356164384	0	0.684931506849315	0	0	0	0	0	38.3561643835616	0	0	0	0	0	0	0	0
