"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Lamiaceae"	"Liquidambar"	"Liriodendron"	"Magnolia"	"Morus"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Rhamnaceae"	"Rhus"	"Rosaceae"	"Salix"	"Sambucus"	"Sarcobataceae"	"Saxifragaceae"	"Taxodium"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
321	328	"Cahaba Pond"	33.5	-86.53333	232	"AWI"	232	8493	9374	8999	0	1	1	0	0	2	0	0	0	9	0	3	1	7	0	0	2	2	0	1	0	0	13	0	0	0	15	0	0	0	129	0	1	0	41	0	0	5	1	0	16	73	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	240	"AWI"	240	8929	9467	9239	0	0	0	0	0	1	0	0	0	6	0	5	0	0	1	0	0	3	0	4	0	0	7	0	0	0	9	0	0	0	160	0	0	0	0	0	1	6	0	0	1	74	0	0	0	4	0	0	3	0	0	0	0	1	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	250	"AWI"	250	9096	9768	9530	0	0	1	0	0	0	0	0	0	17	0	2	0	8	5	1	0	1	12	0	6	0	12	2	0	0	2	0	0	0	7	0	2	0	0	0	0	18	2	0	0	225	0	0	67	1	2	0	0	0	0	0	0	8	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	260	"AWI"	260	9201	10139	9688	0	0	0	0	0	0	0	0	0	20	0	1	0	9	0	0	0	2	0	0	0	0	25	0	0	1	2	0	0	0	2	0	0	0	0	1	0	13	2	0	0	222	0	1	101	2	0	0	0	1	0	0	0	8	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	270	"AWI"	270	9297	10265	9804	0	0	0	0	0	0	0	0	0	20	0	2	2	17	0	0	0	13	0	3	8	0	12	0	0	1	2	0	0	0	4	0	3	0	0	0	0	8	0	1	0	234	3	0	45	1	0	0	0	0	0	0	0	10	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	280	"AWI"	280	9414	10378	9938	0	0	0	0	0	1	0	0	0	12	0	6	1	11	1	0	0	1	0	5	0	0	12	0	0	1	2	0	0	0	4	0	1	0	0	0	0	7	0	0	19	203	0	0	0	5	0	0	1	0	0	0	0	9	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	290	"AWI"	290	9547	10483	10061	0	0	0	0	0	0	0	0	0	32	0	0	0	28	5	0	2	9	0	11	14	0	17	0	0	2	3	0	0	0	11	0	3	0	0	0	0	4	0	1	0	184	0	0	28	0	0	0	0	0	0	0	1	7	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	300	"AWI"	300	9680	10588	10187	0	3	0	0	0	0	0	0	0	16	0	1	2	23	0	5	0	1	0	8	30	0	4	0	0	0	6	1	0	3	3	0	3	0	0	0	0	9	0	0	0	196	0	0	0	2	0	0	0	0	1	0	0	5	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	320	"AWI"	320	9943	10809	10434	0	1	0	0	0	3	0	0	0	19	0	3	1	24	0	0	2	4	0	8	0	0	16	0	0	0	7	0	0	0	22	0	3	0	0	0	2	6	0	0	1	174	5	0	19	2	0	0	0	0	0	0	2	6	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	330	"AWI"	330	10100	10889	10559	0	1	0	0	0	0	0	0	0	14	0	3	1	55	0	0	2	19	0	4	36	0	12	0	0	0	2	0	0	0	0	0	3	0	0	0	0	3	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	340	"AWI"	340	10265	10987	10682	0	1	0	0	6	2	0	0	0	24	0	0	0	25	0	1	3	1	0	3	17	0	4	0	0	0	2	0	0	0	2	0	4	0	0	0	0	2	0	0	0	218	0	0	1	2	0	0	0	0	0	0	0	7	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	350	"AWI"	350	10379	11072	10791	0	2	0	0	0	1	0	0	0	30	0	10	0	1	1	0	1	1	0	1	14	0	3	0	0	0	0	0	1	0	1	0	2	1	0	0	1	8	0	0	0	220	0	0	0	2	0	0	0	1	0	0	0	3	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	360	"AWI"	360	10464	11164	10865	0	0	0	0	0	1	0	0	0	35	0	1	0	7	0	0	0	8	0	1	10	0	16	0	0	0	1	0	0	0	0	0	4	0	22	0	0	8	0	0	0	215	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	370	"AWI"	370	10545	11247	10935	0	2	0	0	0	7	0	0	0	23	0	16	0	4	0	3	0	3	0	3	0	0	3	0	0	0	1	0	0	0	1	0	2	0	18	0	0	7	0	0	0	210	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	380	"AWI"	380	10632	11320	11007	0	6	0	0	0	1	0	0	0	20	0	14	2	3	0	1	0	6	0	2	0	0	4	0	0	0	2	0	1	0	0	0	1	3	0	2	0	6	0	0	0	213	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	390	"AWI"	390	10722	11394	11080	0	2	0	1	0	2	0	0	0	24	0	17	0	15	0	0	4	4	0	2	16	0	6	0	0	0	1	0	0	0	0	0	2	0	0	1	0	3	0	0	0	185	0	0	1	0	0	0	0	0	0	0	2	7	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	400	"AWI"	400	10804	11471	11152	0	0	0	0	0	1	0	0	0	19	0	9	2	1	0	0	1	3	0	4	0	0	6	0	0	0	2	0	0	0	4	0	4	0	0	0	3	6	0	0	0	212	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	410	"AWI"	410	10896	11547	11225	0	2	0	1	0	2	0	0	0	24	0	3	0	4	0	1	1	4	0	1	0	1	11	0	0	0	1	0	2	0	2	2	6	1	0	0	1	6	0	0	0	211	0	0	6	0	0	0	0	0	0	0	0	7	3	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	420	"AWI"	420	10988	11619	11299	0	4	0	0	0	6	0	0	0	30	0	24	0	5	0	0	0	2	0	2	0	0	2	0	0	0	0	0	1	0	1	0	5	0	0	0	0	4	0	0	0	198	0	0	0	4	0	0	0	0	0	0	2	5	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	430	"AWI"	430	11076	11678	11373	0	3	0	1	0	4	0	0	0	10	0	17	0	3	0	0	1	4	0	4	16	1	5	0	0	0	0	0	2	0	1	5	2	0	0	0	0	8	0	0	0	201	0	0	0	3	1	0	0	0	0	0	2	1	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	440	"AWI"	440	11176	11744	11448	0	2	0	0	0	9	0	0	0	11	0	16	1	0	0	1	2	4	0	3	21	0	6	0	0	0	0	0	2	0	0	0	4	0	28	0	0	6	0	0	0	166	0	0	0	2	0	0	0	0	0	0	1	5	0	1	0
321	328	"Cahaba Pond"	33.5	-86.53333	450	"AWI"	450	11270	11818	11527	0	4	0	0	0	4	0	0	0	21	0	22	0	5	0	0	3	8	0	1	11	0	5	0	0	0	0	0	4	0	0	0	4	0	0	0	1	11	0	1	0	175	0	0	1	1	0	0	0	0	0	0	1	3	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	460	"AWI"	460	11322	11939	11607	0	5	0	0	0	8	0	0	0	14	0	15	1	7	0	2	1	1	0	1	12	0	8	0	0	0	0	0	2	0	0	3	3	0	40	0	0	6	0	0	0	197	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	470	"AWI"	470	11383	12037	11686	0	5	0	0	0	6	0	0	0	17	0	26	0	2	0	0	1	3	0	4	16	0	4	0	0	0	0	0	12	0	0	0	5	0	68	0	1	15	0	1	0	120	0	0	0	2	1	1	0	0	0	0	5	7	0	1	0
321	328	"Cahaba Pond"	33.5	-86.53333	480	"AWI"	480	11453	12119	11764	0	5	1	0	0	12	0	0	0	30	0	21	1	3	0	1	3	18	0	3	6	0	3	0	0	0	0	0	5	0	0	0	4	0	73	0	0	9	0	0	0	129	1	0	0	3	0	0	0	4	0	0	2	6	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	520	"AWI"	520	11734	12472	12096	0	9	0	0	0	9	0	0	0	18	1	8	0	6	0	0	2	13	0	4	17	0	6	0	0	0	0	0	11	0	19	0	4	0	78	0	0	10	0	0	0	134	0	0	0	2	1	0	0	0	0	0	2	2	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	530	"AWI"	530	11816	12548	12182	0	5	0	0	0	12	1	0	0	25	0	4	0	7	0	1	4	10	0	7	6	3	7	0	0	0	0	0	9	0	0	0	4	0	61	0	1	17	0	1	0	147	0	0	1	2	0	0	0	0	0	0	5	10	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	540	"AWI"	540	11900	12634	12264	0	7	1	0	0	10	0	0	0	18	0	1	0	2	0	2	8	4	0	8	10	0	2	0	0	0	0	0	32	0	3	0	12	1	0	0	1	28	0	1	0	166	0	0	0	0	0	0	0	0	0	1	1	12	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	550	"AWI"	550	11975	12726	12350	0	3	0	0	0	3	0	0	0	24	0	0	1	0	0	3	7	4	0	28	8	0	11	0	0	0	0	0	32	0	0	0	15	0	0	0	1	10	0	1	0	172	0	1	0	1	0	0	0	0	0	0	2	11	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	560	"AWI"	560	12044	12805	12433	0	0	0	0	0	5	0	0	0	19	0	1	0	0	0	1	3	2	0	138	14	1	17	0	0	0	0	0	0	0	1	0	17	0	0	0	0	3	1	0	0	74	0	0	0	0	0	0	0	0	0	0	0	14	0	9	0
321	328	"Cahaba Pond"	33.5	-86.53333	570	"AWI"	570	12136	12872	12516	0	1	0	0	0	0	0	0	0	47	1	0	3	0	1	0	2	1	4	125	0	0	11	0	0	0	1	0	0	0	0	0	20	0	0	0	0	3	0	0	0	89	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	580	"AWI"	580	12218	12947	12600	0	1	0	0	0	3	0	0	0	40	0	1	6	0	0	0	9	0	0	126	11	0	11	0	0	0	1	0	0	0	0	0	17	1	0	0	1	1	0	1	0	100	0	0	1	1	0	0	0	0	0	0	1	14	0	1	0
321	328	"Cahaba Pond"	33.5	-86.53333	590	"AWI"	590	12304	13020	12685	0	1	0	0	0	1	0	0	0	44	0	0	2	0	0	1	12	0	0	117	22	0	11	0	0	0	0	0	0	0	0	0	25	0	0	0	0	1	0	0	0	81	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	600	"AWI"	600	12384	13095	12770	0	0	0	0	0	1	0	1	0	47	0	0	0	0	0	2	12	0	0	109	16	2	5	0	5	0	1	0	0	0	0	0	21	0	0	0	1	2	0	1	0	86	0	0	0	0	0	0	0	0	0	0	0	13	1	1	0
321	328	"Cahaba Pond"	33.5	-86.53333	610	"AWI"	610	12483	13156	12855	0	2	0	0	0	3	1	0	0	31	0	0	3	0	0	3	22	4	0	104	0	1	15	0	0	0	0	0	0	0	0	0	18	0	0	0	3	2	1	3	2	91	0	0	0	0	0	0	0	0	0	0	1	11	0	4	0
321	328	"Cahaba Pond"	33.5	-86.53333	620	"AWI"	620	12599	13217	12937	0	1	0	0	0	4	0	0	0	37	0	0	2	0	0	0	25	1	0	112	26	0	11	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	0	0	91	0	0	0	0	3	0	0	1	0	0	0	12	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	630	"AWI"	630	12700	13277	13020	0	0	0	0	0	1	0	0	0	36	0	0	2	0	0	3	19	1	0	99	0	0	12	0	0	0	1	0	0	0	0	0	21	0	0	0	0	2	0	0	0	92	0	0	0	0	0	0	0	0	0	3	0	12	0	2	0
321	328	"Cahaba Pond"	33.5	-86.53333	640	"AWI"	640	12799	13343	13101	0	0	0	0	0	0	0	2	0	35	0	0	3	0	0	0	13	0	0	120	0	4	12	0	0	0	3	0	0	0	1	0	19	0	0	0	0	2	0	0	0	89	0	0	0	0	0	0	0	1	0	0	0	15	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	650	"AWI"	650	12883	13421	13174	0	0	0	0	0	5	0	0	0	37	0	1	3	0	1	0	19	2	0	118	0	1	7	3	0	0	0	0	0	1	0	0	21	0	0	0	4	2	0	4	0	71	0	0	1	0	0	0	0	3	0	0	0	8	0	1	0
321	328	"Cahaba Pond"	33.5	-86.53333	660	"AWI"	660	12965	13499	13241	0	0	0	0	0	1	0	0	0	50	0	0	0	0	0	2	24	1	4	129	21	5	11	0	0	0	2	0	0	0	0	0	19	0	0	0	1	0	0	1	0	73	0	0	0	0	0	0	0	8	0	0	0	19	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	670	"AWI"	670	13032	13576	13311	0	0	1	0	0	1	0	0	0	52	0	0	3	1	0	3	19	1	0	125	0	0	15	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	2	0	0	77	0	0	0	0	0	0	0	0	0	0	0	17	0	1	0
321	328	"Cahaba Pond"	33.5	-86.53333	680	"AWI"	680	13110	13668	13382	0	0	0	0	0	0	0	0	0	35	0	0	2	0	0	1	16	2	0	151	9	2	13	0	0	0	0	0	0	0	0	0	14	0	0	0	0	2	0	0	0	77	0	0	0	0	0	0	0	4	1	0	0	12	1	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	690	"AWI"	690	13181	13760	13451	0	1	0	0	0	1	0	0	0	37	0	0	2	0	0	1	20	0	0	112	15	0	13	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	97	0	0	0	1	0	0	0	0	0	1	0	21	0	1	0
321	328	"Cahaba Pond"	33.5	-86.53333	700	"AWI"	700	13264	13838	13524	0	0	0	0	0	1	0	0	0	28	0	0	0	0	1	0	14	2	0	108	17	1	12	0	0	0	0	0	0	0	0	0	25	0	0	0	1	5	0	1	0	90	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	710	"AWI"	710	13355	13911	13593	0	1	0	0	0	1	0	0	0	34	0	0	7	0	0	2	14	1	0	123	16	1	14	0	0	0	1	0	0	0	2	0	14	0	0	0	1	3	0	1	0	67	0	0	0	1	0	0	0	1	1	0	0	14	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	720	"AWI"	720	13449	13982	13665	0	0	0	0	0	2	0	0	0	52	0	0	5	0	0	1	11	3	0	121	23	0	8	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	730	"AWI"	730	13534	14096	13739	0	0	0	0	0	6	3	0	0	40	0	0	2	0	0	3	32	1	0	57	11	0	11	0	0	0	2	0	0	0	0	0	15	0	0	0	0	2	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	740	"AWI"	740	13597	14303	13815	0	0	0	0	0	2	0	0	0	48	0	0	4	0	0	0	42	0	0	50	13	0	19	0	0	0	0	0	0	0	0	0	21	0	0	0	0	2	0	0	0	129	0	0	0	0	0	0	0	3	0	0	0	13	0	0	0
321	328	"Cahaba Pond"	33.5	-86.53333	750	"AWI"	750	13688	14521	13893	0	0	0	0	0	0	2	0	0	57	0	0	3	0	0	3	42	1	0	35	0	0	16	0	0	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	16	0	1	2
321	328	"Cahaba Pond"	33.5	-86.53333	760	"AWI"	760	13799	14759	14008	0	0	1	0	0	1	0	0	0	47	0	0	4	1	0	0	49	0	0	19	16	0	4	0	0	0	0	0	0	0	0	0	25	1	0	0	0	2	0	0	0	168	0	0	0	1	0	0	0	0	1	0	0	6	0	1	0
321	328	"Cahaba Pond"	33.5	-86.53333	766	"AWI"	766	13839	14867	14077	0	1	0	0	0	2	1	0	0	35	0	0	2	0	0	1	44	1	0	28	12	2	8	2	0	0	0	0	0	0	1	0	28	0	0	0	3	5	0	3	0	127	0	0	0	1	1	0	0	0	0	0	0	10	0	0	0
