"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araceae"	"Artemisia"	"Asteraceae"	"Betula"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ericales"	"Myrica"	"Picea"	"Pinus"	"Poaceae"	"Pseudotsuga"	"Rosaceae"	"Salix"	"Tsuga"
1649	1705	"Marion Lake"	49.30833	-122.54722	52.5	"AWI"	52.5	673.5	1059.5	832.5	7	0	156	1	0	17	0	2	3	1	319	1	1	12	11	50	1	38	4	0	190
1649	1705	"Marion Lake"	49.30833	-122.54722	57.5	"AWI"	57.5	699.5	1174	883.5	15	0	131	0	0	25	0	0	5	0	372	3	0	9	7	44	2	22	8	2	143
1649	1705	"Marion Lake"	49.30833	-122.54722	62.5	"AWI"	62.5	734.5	1242	933	19	0	218	1	0	13	2	1	7	1	477	7	2	10	8	50	2	36	5	2	207
1649	1705	"Marion Lake"	49.30833	-122.54722	67.5	"AWI"	67.5	763	1301.5	983.5	17	0	161	0	0	20	0	1	3	1	428	6	2	5	6	67	3	31	3	2	224
1649	1705	"Marion Lake"	49.30833	-122.54722	72.5	"AWI"	72.5	782.5	1379.5	1030.5	12	0	166	1	0	12	0	1	1	0	437	2	2	2	8	54	1	32	2	0	197
1649	1705	"Marion Lake"	49.30833	-122.54722	77.5	"AWI"	77.5	797	1466.5	1077.5	10	0	209	3	0	12	1	2	6	0	453	7	5	5	10	74	1	19	4	2	157
1649	1705	"Marion Lake"	49.30833	-122.54722	82.5	"AWI"	82.5	815.5	1571.5	1123.5	16	6	211	0	0	15	1	2	8	4	456	8	1	5	12	71	0	19	8	1	162
1649	1705	"Marion Lake"	49.30833	-122.54722	87.5	"AWI"	87.5	827.5	1677.5	1166.5	9	0	197	0	0	22	2	0	6	3	354	6	0	7	6	39	2	13	6	2	89
1649	1705	"Marion Lake"	49.30833	-122.54722	92.5	"AWI"	92.5	880	1735.5	1215.5	8	0	307	2	0	26	1	2	10	2	527	13	0	11	6	68	3	21	8	2	154
1649	1705	"Marion Lake"	49.30833	-122.54722	97.5	"AWI"	97.5	932	1778.5	1271.5	8	5	222	0	0	17	2	1	10	1	421	8	3	9	7	63	0	14	5	2	142
1649	1705	"Marion Lake"	49.30833	-122.54722	105	"AWI"	105	989	1855	1356	13	0	279	0	0	31	0	1	14	3	396	8	2	14	11	124	6	33	7	4	245
1649	1705	"Marion Lake"	49.30833	-122.54722	115	"AWI"	115	1036	1989	1460	16	0	226	1	0	12	1	0	7	1	379	5	0	6	10	91	1	29	7	1	157
1649	1705	"Marion Lake"	49.30833	-122.54722	125	"AWI"	125	1153	2082	1564	20	0	170	0	0	16	2	2	11	2	286	2	1	10	15	92	2	33	2	1	194
1649	1705	"Marion Lake"	49.30833	-122.54722	135	"AWI"	135	1247	2153	1670	16	0	129	0	0	15	1	0	1	1	135	0	0	10	4	66	1	15	5	0	86
1649	1705	"Marion Lake"	49.30833	-122.54722	145	"AWI"	145	1305	2268	1779	19	0	210	0	0	9	2	0	8	2	282	3	3	5	14	82	1	30	4	1	193
1649	1705	"Marion Lake"	49.30833	-122.54722	155	"AWI"	155	1454	2362	1875	27	0	172	0	0	11	2	0	5	1	264	0	2	7	12	60	0	29	2	1	163
1649	1705	"Marion Lake"	49.30833	-122.54722	165	"AWI"	165	1612	2435	1973	22	3	166	0	0	7	1	0	3	1	209	1	2	2	11	76	1	28	0	0	167
1649	1705	"Marion Lake"	49.30833	-122.54722	175	"AWI"	175	1712	2544	2077	23	0	198	0	0	13	1	1	4	6	415	4	2	7	15	78	1	44	2	1	241
1649	1705	"Marion Lake"	49.30833	-122.54722	185	"AWI"	185	1863	2671	2216	19	0	117	0	0	8	0	0	5	2	152	0	0	1	6	28	1	26	1	1	0
1649	1705	"Marion Lake"	49.30833	-122.54722	195	"AWI"	195	1953	2850	2357	7	0	108	0	0	4	0	0	2	2	153	0	1	0	5	38	2	15	1	1	70
1649	1705	"Marion Lake"	49.30833	-122.54722	205	"AWI"	205	2010	3174	2489	11	0	142	0	0	3	0	1	2	2	66	0	2	2	10	27	0	35	2	0	105
1649	1705	"Marion Lake"	49.30833	-122.54722	215	"AWI"	215	2136	3347	2648	17	0	129	0	0	2	1	0	4	1	119	0	0	3	9	40	0	36	1	2	168
1649	1705	"Marion Lake"	49.30833	-122.54722	225	"AWI"	225	2218	3505	2810	18	0	240	1	0	12	0	0	1	5	212	0	1	2	5	40	1	27	3	0	166
1649	1705	"Marion Lake"	49.30833	-122.54722	235	"AWI"	235	2285	3733	2967	29	3	355	0	0	10	3	3	3	3	113	0	0	1	13	44	1	42	5	0	255
1649	1705	"Marion Lake"	49.30833	-122.54722	245	"AWI"	245	2448	3858	3125	28	3	265	2	0	2	2	0	6	0	104	0	6	1	9	41	2	50	2	2	243
1649	1705	"Marion Lake"	49.30833	-122.54722	255	"AWI"	255	2570	3995	3297	23	0	370	0	0	10	1	2	4	4	248	0	1	0	15	55	2	46	4	1	323
1649	1705	"Marion Lake"	49.30833	-122.54722	265	"AWI"	265	2643	4171	3455	17	0	191	1	0	4	1	0	3	5	132	0	2	1	6	49	2	35	5	0	154
1649	1705	"Marion Lake"	49.30833	-122.54722	275	"AWI"	275	2875	4271	3617	28	3	343	0	0	9	2	1	4	6	147	0	4	4	8	57	1	51	4	2	305
1649	1705	"Marion Lake"	49.30833	-122.54722	285	"AWI"	285	3045	4357	3781	15	0	248	0	0	2	3	0	5	3	80	0	0	0	5	37	1	26	1	0	191
1649	1705	"Marion Lake"	49.30833	-122.54722	295	"AWI"	295	3149	4511	3942	11	0	151	0	0	2	0	1	2	1	60	0	1	0	4	41	1	23	2	0	106
1649	1705	"Marion Lake"	49.30833	-122.54722	305	"AWI"	305	3473	4572	4079	15	0	95	0	0	0	1	1	5	2	49	0	0	0	4	15	0	25	1	0	171
1649	1705	"Marion Lake"	49.30833	-122.54722	315	"AWI"	315	3751	4640	4222	18	0	145	0	0	1	0	1	2	1	72	1	0	0	8	41	0	23	1	1	212
1649	1705	"Marion Lake"	49.30833	-122.54722	325	"AWI"	325	3921	4744	4377	19	0	120	0	0	1	0	1	5	0	32	0	0	0	0	18	0	24	0	0	152
1649	1705	"Marion Lake"	49.30833	-122.54722	335	"AWI"	335	4060	4821	4482	25	0	141	1	0	0	1	0	3	1	40	0	0	1	3	31	0	42	3	1	259
1649	1705	"Marion Lake"	49.30833	-122.54722	345	"AWI"	345	4164	4947	4585	11	0	225	1	0	4	2	1	5	0	118	6	3	1	3	36	0	18	2	1	137
1649	1705	"Marion Lake"	49.30833	-122.54722	355	"AWI"	355	4219	5147	4682	17	0	142	1	0	0	1	0	4	0	45	0	1	0	1	19	0	13	5	1	113
1649	1705	"Marion Lake"	49.30833	-122.54722	365	"AWI"	365	4337	5206	4780	24	0	131	1	0	5	0	2	2	5	132	5	1	0	6	34	3	21	5	2	272
1649	1705	"Marion Lake"	49.30833	-122.54722	375	"AWI"	375	4412	5298	4877	28	0	144	0	0	5	2	0	2	0	140	4	2	0	6	34	0	20	2	0	221
1649	1705	"Marion Lake"	49.30833	-122.54722	385	"AWI"	385	4466	5447	4968	9	0	106	0	0	1	3	0	3	3	144	4	0	1	3	10	1	7	0	1	96
1649	1705	"Marion Lake"	49.30833	-122.54722	395	"AWI"	395	4616	5505	5064	21	0	264	1	0	2	1	1	5	5	70	1	0	0	4	29	3	28	2	0	287
1649	1705	"Marion Lake"	49.30833	-122.54722	405	"AWI"	405	4704	5583	5162	47	0	322	1	0	3	2	3	5	4	40	3	1	0	7	36	2	61	4	0	389
1649	1705	"Marion Lake"	49.30833	-122.54722	415	"AWI"	415	4778	5699	5255	39	0	291	0	0	7	1	2	4	9	57	1	1	0	2	32	1	30	1	0	381
1649	1705	"Marion Lake"	49.30833	-122.54722	425	"AWI"	425	4962	5747	5342	14	0	154	0	0	2	0	0	1	1	100	0	2	0	0	15	2	8	0	0	62
1649	1705	"Marion Lake"	49.30833	-122.54722	435	"AWI"	435	5096	5800	5436	7	2	108	0	0	4	0	0	3	1	134	2	0	0	4	9	0	12	0	2	133
1649	1705	"Marion Lake"	49.30833	-122.54722	445	"AWI"	445	5196	5880	5529	14	2	110	0	0	3	1	0	0	1	88	1	1	0	3	19	0	7	2	0	0
1649	1705	"Marion Lake"	49.30833	-122.54722	455	"AWI"	455	5364	5987	5659	17	0	147	1	0	2	1	0	2	1	26	1	0	0	5	22	0	10	1	0	225
1649	1705	"Marion Lake"	49.30833	-122.54722	465	"AWI"	465	5432	6236	5782	19	0	173	0	0	4	0	0	1	4	64	3	1	0	2	24	1	19	3	2	195
1649	1705	"Marion Lake"	49.30833	-122.54722	475	"AWI"	475	5498	6497	5903	18	3	212	0	0	3	1	0	6	10	36	1	0	0	3	16	0	18	2	1	203
1649	1705	"Marion Lake"	49.30833	-122.54722	485	"AWI"	485	5606	6620	6065	17	0	152	0	0	3	0	0	3	5	38	0	0	0	1	21	1	22	2	2	168
1649	1705	"Marion Lake"	49.30833	-122.54722	495	"AWI"	495	5685	6832	6213	36	2	213	0	0	3	0	2	3	4	48	1	0	0	4	27	0	14	0	1	266
1649	1705	"Marion Lake"	49.30833	-122.54722	505	"AWI"	505	5761	7079	6350	16	0	125	0	0	2	1	0	4	2	70	4	0	0	0	20	0	13	2	2	151
1649	1705	"Marion Lake"	49.30833	-122.54722	515	"AWI"	515	5891	7180	6500	29	0	155	2	2	0	1	0	2	3	30	0	1	0	4	24	0	20	0	1	233
1649	1705	"Marion Lake"	49.30833	-122.54722	525	"AWI"	525	5969	7302	6644	19	0	85	0	0	2	0	1	1	5	38	2	1	0	2	16	1	16	0	1	155
1649	1705	"Marion Lake"	49.30833	-122.54722	535	"AWI"	535	6078	7462	6785	28	0	193	0	0	2	2	0	4	10	38	2	2	0	0	30	1	36	1	1	303
1649	1705	"Marion Lake"	49.30833	-122.54722	545	"AWI"	545	6281	7531	6940	33	0	314	0	0	1	1	0	1	0	33	2	0	0	1	16	1	29	5	2	281
1649	1705	"Marion Lake"	49.30833	-122.54722	552.5	"AWI"	552.5	6362	7598	7063.5	25	0	166	0	0	2	0	0	3	1	24	0	0	0	0	12	0	20	3	2	200
1649	1705	"Marion Lake"	49.30833	-122.54722	557.5	"AWI"	557.5	6413	7665.5	7140	23	0	196	0	0	0	1	0	1	0	10	1	0	0	3	12	2	26	2	1	163
1649	1705	"Marion Lake"	49.30833	-122.54722	562.5	"AWI"	562.5	6464.5	7747.5	7217	22	0	216	0	0	3	0	0	2	3	11	1	0	0	0	35	0	36	1	3	245
1649	1705	"Marion Lake"	49.30833	-122.54722	567.5	"AWI"	567.5	6630	7769.5	7277.5	28	0	257	0	0	1	1	1	1	5	22	1	0	0	2	17	1	32	2	2	242
1649	1705	"Marion Lake"	49.30833	-122.54722	572.5	"AWI"	572.5	6784.5	7800.5	7338.5	26	2	174	1	0	0	1	1	1	0	28	0	0	0	1	25	0	21	0	2	183
1649	1705	"Marion Lake"	49.30833	-122.54722	577.5	"AWI"	577.5	6921	7821.5	7397.5	27	0	184	0	0	0	1	2	0	3	14	0	0	0	0	35	0	30	1	3	240
1649	1705	"Marion Lake"	49.30833	-122.54722	582.5	"AWI"	582.5	7033	7867	7459.5	28	0	242	0	0	4	2	2	3	3	17	1	0	0	1	28	1	23	2	3	232
1649	1705	"Marion Lake"	49.30833	-122.54722	587.5	"AWI"	587.5	7109.5	7922	7530.5	16	0	172	0	1	1	1	0	2	3	6	2	0	0	1	0	0	26	0	0	159
1649	1705	"Marion Lake"	49.30833	-122.54722	592.5	"AWI"	592.5	7187.5	7983	7597	6	0	250	1	0	0	1	2	1	2	8	1	0	0	0	17	0	23	1	1	190
1649	1705	"Marion Lake"	49.30833	-122.54722	597.5	"AWI"	597.5	7302.5	8022.5	7663	16	0	252	0	0	2	2	0	1	0	6	1	1	0	0	28	3	29	3	4	151
1649	1705	"Marion Lake"	49.30833	-122.54722	607.5	"AWI"	607.5	7439.5	8204	7803	9	0	210	0	0	1	0	0	1	2	4	2	0	0	0	0	1	32	2	1	152
1649	1705	"Marion Lake"	49.30833	-122.54722	612.5	"AWI"	612.5	7478	8342.5	7869.5	14	0	238	0	0	0	1	0	2	1	6	1	0	0	0	26	0	29	0	0	159
1649	1705	"Marion Lake"	49.30833	-122.54722	620	"AWI"	620	7522	8608	7961	19	0	170	1	0	0	1	0	0	0	1	0	0	0	0	24	0	27	0	0	133
1649	1705	"Marion Lake"	49.30833	-122.54722	630	"AWI"	630	7631	8786	8096	14	0	321	0	0	0	2	0	2	1	3	3	0	0	0	0	0	32	2	0	0
1649	1705	"Marion Lake"	49.30833	-122.54722	640	"AWI"	640	7703	9040	8220	11	0	232	1	0	0	1	0	0	0	1	0	0	0	0	23	0	25	1	1	124
1649	1705	"Marion Lake"	49.30833	-122.54722	650	"AWI"	650	7755	9356	8342	12	0	218	0	0	2	1	1	2	1	2	0	0	0	1	31	0	29	0	2	0
1649	1705	"Marion Lake"	49.30833	-122.54722	660	"AWI"	660	7897	9490	8480	5	0	329	0	0	0	0	1	1	1	4	1	0	0	1	48	2	42	4	2	175
1649	1705	"Marion Lake"	49.30833	-122.54722	670	"AWI"	670	8002	9690	8623	5	0	288	0	0	0	1	0	0	1	1	2	0	0	2	0	1	37	3	1	48
1649	1705	"Marion Lake"	49.30833	-122.54722	680	"AWI"	680	8068	9923	8754	4	0	426	1	0	0	1	1	0	1	3	2	0	0	2	0	2	73	4	3	121
1649	1705	"Marion Lake"	49.30833	-122.54722	690	"AWI"	690	8236	10088	8903	4	0	184	1	1	0	1	0	0	3	3	0	0	0	1	26	0	34	3	1	88
1649	1705	"Marion Lake"	49.30833	-122.54722	700	"AWI"	700	8367	10276	9065	4	0	139	0	1	0	0	1	0	2	2	0	0	0	3	0	0	39	2	1	33
1649	1705	"Marion Lake"	49.30833	-122.54722	710	"AWI"	710	8453	10574	9205	13	0	218	1	0	0	3	0	1	1	0	0	0	0	0	21	1	34	2	0	67
1649	1705	"Marion Lake"	49.30833	-122.54722	720	"AWI"	720	8685	10881	9558	2	0	298	0	0	0	3	0	0	0	2	0	0	0	1	0	1	58	4	0	0
1649	1705	"Marion Lake"	49.30833	-122.54722	730	"AWI"	730	8824	11352	9879	2	0	264	0	0	0	3	0	0	1	0	0	0	0	1	0	0	80	3	1	40
1649	1705	"Marion Lake"	49.30833	-122.54722	740	"AWI"	740	8933	12008	10195	1	0	216	1	1	0	0	0	0	0	0	1	0	0	0	42	0	42	3	1	13
1649	1705	"Marion Lake"	49.30833	-122.54722	750	"AWI"	750	9255	12249	10562	1	0	348	0	1	0	2	4	0	0	0	0	0	0	0	0	0	60	5	2	16
1649	1705	"Marion Lake"	49.30833	-122.54722	760	"AWI"	760	9466	12595	10898	5	0	383	0	0	1	2	0	0	0	0	0	0	0	3	86	0	88	4	0	0
1649	1705	"Marion Lake"	49.30833	-122.54722	770	"AWI"	770	9646	12998	11224	3	0	320	1	0	0	4	1	0	2	0	2	0	0	4	65	0	65	6	3	17
1649	1705	"Marion Lake"	49.30833	-122.54722	771.5	"AWI"	771.5	9714.5	13026.5	11274.5	3	0	291	0	1	0	5	1	0	0	0	0	0	0	5	0	0	73	8	0	13
1649	1705	"Marion Lake"	49.30833	-122.54722	782.5	"AWI"	782.5	10078.5	13221.5	11650	3	0	222	0	0	0	5	0	0	0	0	0	0	0	3	0	2	47	6	3	0
1649	1705	"Marion Lake"	49.30833	-122.54722	787.5	"AWI"	787.5	10197	13332.5	11823	4	0	360	1	0	0	4	0	0	0	0	0	0	0	6	114	1	88	7	2	38
1649	1705	"Marion Lake"	49.30833	-122.54722	792.5	"AWI"	792.5	10316.5	13499.5	11999	9	0	276	0	1	0	4	0	0	0	2	1	0	0	6	91	0	50	6	7	18
1649	1705	"Marion Lake"	49.30833	-122.54722	797.5	"AWI"	797.5	10413.5	13707.5	12167	6	0	171	0	0	0	3	1	1	0	0	1	0	0	19	0	0	38	1	8	13
1649	1705	"Marion Lake"	49.30833	-122.54722	802.5	"AWI"	802.5	10653.5	13817	12330	5	0	183	0	1	0	2	1	0	0	0	1	0	0	8	0	0	43	2	1	39
1649	1705	"Marion Lake"	49.30833	-122.54722	807.5	"AWI"	807.5	10874	13883	12509.5	8	0	177	0	0	0	0	0	2	0	0	0	0	0	5	0	1	36	2	1	96
1649	1705	"Marion Lake"	49.30833	-122.54722	812.5	"AWI"	812.5	11054.5	13957	12685.5	15	0	130	0	0	0	1	0	0	0	0	0	0	0	33	226	0	23	1	3	48
1649	1705	"Marion Lake"	49.30833	-122.54722	817.5	"AWI"	817.5	11223	14053.5	12877.5	13	0	242	0	0	0	0	3	1	0	0	0	1	0	45	0	0	3	4	4	52
1649	1705	"Marion Lake"	49.30833	-122.54722	822.5	"AWI"	822.5	11326.5	14198	13063.5	29	0	130	0	0	0	3	0	0	0	1	3	0	0	71	0	2	0	0	1	73
1649	1705	"Marion Lake"	49.30833	-122.54722	827.5	"AWI"	827.5	11440.5	14358	13245.5	45	0	214	0	2	0	0	1	0	0	0	0	0	0	55	0	1	0	0	1	20
1649	1705	"Marion Lake"	49.30833	-122.54722	832.5	"AWI"	832.5	11780	14441.5	13384.5	54	0	177	0	0	0	2	0	0	0	0	2	0	0	51	0	0	0	0	2	0
1649	1705	"Marion Lake"	49.30833	-122.54722	837.5	"AWI"	837.5	12173.5	14504	13520.5	72	0	100	0	0	0	2	2	0	0	0	0	0	0	73	0	0	0	0	0	7
1649	1705	"Marion Lake"	49.30833	-122.54722	842.5	"AWI"	842.5	12527	14574	13656	55	0	135	0	0	0	1	0	0	0	0	0	0	0	60	0	0	0	0	0	0
1649	1705	"Marion Lake"	49.30833	-122.54722	847.5	"AWI"	847.5	12886.5	14653.5	13798	35	0	313	1	0	0	4	0	0	0	0	2	0	0	61	0	0	0	0	4	4
1649	1705	"Marion Lake"	49.30833	-122.54722	852.5	"AWI"	852.5	13133.5	14763	13945	35	0	162	0	1	0	4	0	0	0	0	0	0	0	53	0	0	0	0	2	0
1649	1705	"Marion Lake"	49.30833	-122.54722	857.5	"AWI"	857.5	13308	14904.5	14104.5	48	0	169	0	0	0	2	0	0	0	0	0	0	0	19	0	0	0	0	0	0
1649	1705	"Marion Lake"	49.30833	-122.54722	862.5	"AWI"	862.5	13433.5	14996	14195.5	40	0	123	0	0	0	2	0	0	0	0	0	0	0	9	0	0	0	1	1	4
1649	1705	"Marion Lake"	49.30833	-122.54722	867.5	"AWI"	867.5	13505.5	15101	14288.5	2	0	35	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	1	0
1649	1705	"Marion Lake"	49.30833	-122.54722	872.5	"AWI"	872.5	13575.5	15226	14377.5	1	0	14	0	0	0	4	2	0	0	0	0	1	0	0	0	0	0	0	11	0
1649	1705	"Marion Lake"	49.30833	-122.54722	877.5	"AWI"	877.5	13623	15403	14462.5	0	0	9	1	0	0	3	0	0	0	0	1	0	0	1	0	2	0	0	22	0
1649	1705	"Marion Lake"	49.30833	-122.54722	882.5	"AWI"	882.5	13678	15617	14538	3	0	60	0	0	0	5	0	0	0	0	3	0	0	1	0	0	0	0	11	0
1649	1705	"Marion Lake"	49.30833	-122.54722	887.5	"AWI"	887.5	13715.5	15842.5	14619.5	2	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	16	0
