"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Elaeagnus"	"Ephedraceae"	"Ericales"	"Fraxinus"	"Juglans"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Rosaceae"	"Salix"	"Thalictrum"	"Ulmus"
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	420	"AWI"	420	4073	5395	4748	0	0	16	37	72	43	26	0	1	7	38	0	0	0	0	3	0	0	0	0	8	94	0	145	0	0	28	0	8	2	2
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	430	"AWI"	430	4166	5525	4866	0	0	17	67	77	48	21	0	2	5	27	0	0	0	0	3	0	0	1	0	6	65	0	145	2	0	25	0	5	4	6
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	440	"AWI"	440	4323	5629	4986	0	0	18	25	146	0	21	0	1	5	48	0	0	0	0	3	1	0	0	1	5	64	0	128	0	0	13	0	10	0	5
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	455	"AWI"	455	4503	5826	5173	0	0	19	32	97	0	21	0	1	2	26	0	0	0	0	9	0	0	0	0	3	85	0	133	0	0	41	0	2	1	5
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	470	"AWI"	470	4628	6088	5346	0	0	15	20	109	0	13	0	1	5	46	0	0	0	0	5	0	0	0	0	8	66	0	201	0	0	5	0	3	1	6
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	485	"AWI"	485	4785	6310	5526	0	0	19	25	103	38	15	0	0	6	54	0	0	0	0	2	0	0	0	2	5	77	0	192	2	0	8	0	1	0	2
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	505	"AWI"	505	4977	6680	5745	0	0	16	65	122	0	15	0	3	7	30	0	0	0	0	2	0	0	0	0	2	74	1	146	0	1	8	0	4	0	4
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	525	"AWI"	525	5167	6948	5980	0	0	20	40	124	0	7	0	4	5	43	0	0	0	0	2	0	0	0	0	3	67	0	165	0	1	8	0	7	0	2
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	550	"AWI"	550	5450	7301	6273	0	0	19	57	136	44	6	0	0	6	19	0	0	0	0	2	0	0	0	0	4	97	0	117	2	0	9	0	0	1	5
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	574	"AWI"	574	5693	7703	6596	0	0	16	36	113	0	1	0	0	7	47	0	0	0	0	3	0	0	0	1	12	112	0	126	0	2	13	0	6	1	4
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	594	"AWI"	594	5897	8229	6927	0	0	11	59	98	0	9	0	0	11	34	1	0	0	0	8	0	0	2	0	5	84	0	126	2	3	14	0	4	1	3
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	614	"AWI"	614	6136	8676	7271	0	0	16	50	93	0	12	0	0	11	43	0	0	0	0	6	0	0	0	1	6	72	1	149	0	1	16	0	4	0	9
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	634	"AWI"	634	6324	9208	7614	0	0	5	27	83	0	7	0	2	4	6	0	0	0	0	0	0	0	0	0	5	37	0	96	0	0	13	0	1	0	2
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	654	"AWI"	654	6629	9562	7961	0	0	9	33	123	0	6	0	1	6	10	0	0	0	0	4	0	0	0	0	4	53	2	189	0	0	12	0	1	1	6
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	674	"AWI"	674	6890	10027	8300	0	0	16	88	132	40	6	0	0	5	2	0	0	0	0	16	0	0	0	3	6	61	0	96	0	0	23	0	13	2	3
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	694	"AWI"	694	7125	10399	8661	0	0	18	54	112	0	10	0	1	7	29	0	0	0	0	6	0	0	0	0	10	68	0	116	0	2	18	0	0	0	6
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	715	"AWI"	715	7458	10809	9025	0	0	14	38	108	0	12	0	3	8	22	2	0	0	0	8	0	0	0	1	3	44	1	145	2	2	11	0	4	1	9
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	735	"AWI"	735	7709	11211	9370	0	0	8	51	130	48	9	0	0	7	21	0	0	0	0	3	0	0	0	0	5	63	0	143	0	1	11	0	8	0	8
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	755	"AWI"	755	8094	11485	9711	0	0	6	52	134	0	15	0	0	11	37	0	0	0	0	4	0	0	0	0	2	75	0	123	0	3	10	0	7	0	6
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	775	"AWI"	775	8393	11836	10052	0	0	12	66	185	0	6	0	2	5	26	0	0	0	0	3	0	0	0	1	4	69	3	78	0	3	7	0	2	0	6
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	795	"AWI"	795	8670	12183	10394	0	0	6	46	156	0	21	0	0	1	21	0	0	0	0	3	0	0	0	1	8	49	1	130	0	0	7	0	1	2	5
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	815	"AWI"	815	9063	12464	10753	0	0	10	77	142	0	6	0	1	5	36	0	0	0	0	0	0	1	0	0	6	77	0	136	0	0	2	0	1	0	4
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	835	"AWI"	835	9377	12819	11107	0	0	10	41	211	0	14	0	0	5	22	0	0	0	0	1	0	2	0	0	13	68	1	91	1	1	1	0	4	0	2
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	855	"AWI"	855	9741	13058	11450	0	0	5	56	152	0	5	0	1	0	8	1	0	0	0	3	0	0	0	0	9	61	0	48	0	2	1	0	4	0	3
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	865	"AWI"	865	9888	13225	11629	0	0	10	69	130	59	13	0	1	16	27	0	0	0	0	8	0	0	0	2	7	34	3	124	1	0	6	2	2	0	8
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	870	"AWI"	870	10011	13299	11715	0	0	8	104	106	80	6	0	0	6	20	2	0	0	0	3	0	0	0	0	10	36	0	126	0	0	3	1	3	0	0
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	875	"AWI"	875	10130	13356	11791	0	0	7	66	151	0	6	0	0	9	30	2	0	0	0	1	0	0	0	0	9	34	1	129	0	3	4	2	2	2	3
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	880	"AWI"	880	10257	13419	11878	0	0	8	46	111	0	3	0	1	2	29	0	0	0	0	0	0	0	0	0	7	44	0	165	0	0	1	2	3	0	1
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	885	"AWI"	885	10347	13490	11966	0	0	8	68	138	0	7	0	0	5	19	1	0	0	0	2	0	0	0	0	6	54	1	113	0	1	1	2	4	2	0
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	890	"AWI"	890	10430	13578	12055	0	0	6	45	125	0	7	1	0	10	34	4	0	0	0	1	0	0	0	1	6	30	0	164	0	4	2	0	13	3	0
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	895	"AWI"	895	10496	13667	12146	0	0	7	63	148	0	5	0	0	7	34	3	0	0	0	2	0	0	0	0	5	40	0	121	2	0	2	3	10	0	2
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	900	"AWI"	900	10563	13749	12238	0	0	1	56	161	0	6	0	1	8	30	3	0	0	0	1	0	0	0	2	5	34	0	113	0	0	1	3	2	2	3
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	905	"AWI"	905	10708	13800	12318	0	0	4	81	137	123	8	0	0	12	23	3	0	0	0	0	0	0	0	0	16	38	0	60	0	1	2	2	5	0	2
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	910	"AWI"	910	10836	13868	12397	0	0	3	72	115	59	5	0	0	4	29	2	0	0	0	1	0	0	0	0	10	37	0	170	0	0	2	3	11	2	1
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	915	"AWI"	915	10964	13926	12477	0	0	9	33	104	31	11	0	2	15	44	3	0	0	0	1	0	0	0	0	6	38	0	219	0	1	5	2	11	1	2
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	920	"AWI"	920	11057	13984	12567	0	0	3	56	134	0	9	0	0	5	36	7	0	0	0	0	0	0	0	1	16	40	0	161	0	1	5	0	13	1	3
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	925	"AWI"	925	11135	14065	12658	0	0	3	44	88	0	18	0	0	17	44	4	0	0	0	1	0	0	0	5	20	44	0	166	0	2	8	2	29	3	3
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	930	"AWI"	930	11215	14150	12747	0	0	11	31	93	39	22	0	3	27	75	5	0	0	0	2	1	3	0	0	67	73	0	126	0	5	8	5	34	3	30
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	935	"AWI"	935	11319	14214	12829	0	0	5	31	75	26	19	0	5	27	72	1	0	0	0	3	1	1	0	10	61	29	0	91	0	34	13	2	45	2	17
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	940	"AWI"	940	11486	14279	12902	0	0	1	14	53	0	27	0	2	46	61	1	0	0	0	5	0	0	0	0	143	28	0	72	0	40	10	1	22	1	9
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	945	"AWI"	945	11636	14341	12980	0	0	5	7	53	0	53	0	2	15	47	2	0	0	0	5	0	1	0	3	246	15	0	27	0	26	8	0	15	0	4
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	960	"AWI"	960	11967	14543	13223	0	2	4	49	183	71	4	0	1	13	34	2	0	0	0	1	0	0	0	0	13	43	0	93	1	3	5	0	7	0	3
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	965	"AWI"	965	12031	14635	13308	0	0	7	43	128	0	17	0	1	28	87	3	0	0	0	3	0	0	0	2	32	63	0	122	0	22	13	0	32	5	22
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	970	"AWI"	970	12155	14702	13386	2	0	3	3	54	0	36	0	0	7	60	0	0	0	0	0	0	1	0	0	315	7	0	40	0	8	4	0	10	0	0
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	975	"AWI"	975	12307	14762	13456	0	0	3	7	67	0	32	0	0	6	53	1	0	0	0	4	0	0	0	0	308	14	0	28	0	7	2	0	9	1	0
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	980	"AWI"	980	12388	14823	13534	0	0	2	6	66	0	42	0	2	7	52	1	0	0	0	4	0	1	0	0	314	9	0	19	0	5	3	1	11	1	2
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	985	"AWI"	985	12455	14904	13617	0	0	0	17	82	0	30	0	0	8	63	1	2	0	0	0	0	0	0	2	261	14	0	46	0	3	0	0	10	0	2
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	990	"AWI"	990	12514	15006	13702	0	0	1	8	76	0	19	0	2	0	41	1	0	0	0	2	0	0	0	0	359	1	0	13	0	0	0	0	7	0	1
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	995	"AWI"	995	12577	15110	13778	0	0	1	9	111	0	16	1	0	15	209	6	0	0	0	21	1	0	0	4	165	21	3	46	0	13	6	1	26	3	1
849	878	"Jones Lake [Glenboro site]"	49.44694	-99.29124	1000	"AWI"	1000	12654	15220	13855	0	0	3	14	84	0	7	0	0	1	106	14	1	0	0	10	0	0	0	2	241	22	0	50	0	3	1	0	19	0	0
