"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juglans"	"Juniperus"	"Larix"	"Morus"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
1072	1105	"High Lake"	44.51667	-76.6	835	"AWI"	835	1334	1601	1434	2	30	13	0	0	7	0	111	0	9	0	0	0	0	1	2	0	0	0	85	22	1	9	1	0	0	0	0	17	7	275	4	3	0	1	81	1	0	0	3	0	0	0	0	3	266	44	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	845	"AWI"	845	1384	1895	1562	0	39	0	0	0	0	0	124	0	15	0	0	0	0	7	2	0	0	0	92	0	0	8	4	0	1	0	0	16	0	242	11	2	0	0	97	0	0	0	9	0	0	0	0	3	203	76	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	855	"AWI"	855	1445	2084	1694	2	47	32	0	0	2	0	116	0	22	0	2	1	0	36	0	0	0	0	119	45	5	11	2	0	0	0	0	15	0	154	10	1	0	0	101	4	0	0	7	0	0	0	0	9	199	52	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	865	"AWI"	865	1529	2205	1840	2	50	0	2	0	2	0	93	0	25	0	0	0	0	19	1	0	0	0	136	27	5	3	3	0	2	0	0	24	0	158	4	1	0	0	126	0	0	0	4	3	0	0	1	7	212	58	0	1	1
1072	1105	"High Lake"	44.51667	-76.6	875	"AWI"	875	1627	2328	1973	3	49	36	0	0	0	0	127	0	18	0	0	0	0	40	4	0	0	0	128	49	4	18	5	0	0	0	0	23	0	118	3	3	0	1	86	2	0	0	6	0	0	0	0	7	201	65	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	885	"AWI"	885	1752	2459	2110	0	0	0	1	0	7	0	152	0	18	0	1	1	0	17	1	0	0	0	132	0	3	9	4	0	0	0	0	16	0	200	3	0	0	0	79	1	0	0	10	2	3	0	0	4	176	60	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	901	"AWI"	901	1945	2652	2334	0	0	0	0	0	0	0	136	0	13	0	2	0	0	14	1	0	0	0	119	41	2	17	1	0	0	0	0	27	0	187	3	1	0	0	74	4	0	0	7	1	0	0	0	9	194	70	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	905	"AWI"	905	2014	2680	2389	1	38	10	0	0	1	0	99	0	6	0	0	0	0	4	1	1	0	0	131	23	3	4	1	0	0	0	1	21	0	184	2	1	0	0	63	0	0	0	6	2	0	0	0	5	292	75	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	915	"AWI"	915	2146	2775	2521	3	44	14	0	0	1	0	134	0	14	0	2	0	0	18	0	0	0	0	131	45	3	4	2	0	0	0	0	30	0	193	9	1	0	1	94	4	0	0	9	0	0	0	0	6	172	60	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	925	"AWI"	925	2317	2866	2651	1	44	0	0	0	2	0	146	0	20	0	0	0	0	20	2	0	0	0	58	0	3	1	4	0	0	0	0	11	0	281	0	0	0	0	99	0	0	0	5	0	3	0	0	9	192	46	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	935	"AWI"	935	2619	2943	2764	1	20	0	1	0	1	0	64	0	9	0	0	0	0	5	1	0	0	0	59	19	1	8	1	0	3	0	0	10	0	143	2	0	0	0	42	0	0	0	2	0	1	0	0	7	195	31	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	945	"AWI"	945	2776	3120	2896	1	33	0	0	0	1	0	116	0	5	0	1	0	0	9	2	0	0	0	108	27	3	4	3	0	0	0	0	19	0	223	4	1	0	0	89	0	0	0	13	1	0	0	0	5	249	56	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	951	"AWI"	951	2815	3275	2978	0	0	17	1	0	3	0	141	2	13	0	0	0	0	10	7	0	0	0	98	46	4	29	3	0	2	0	0	47	0	209	3	0	0	0	128	0	0	0	8	0	0	0	0	4	135	63	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	953	"AWI"	953	2832	3306	3013	0	0	0	1	0	3	0	146	2	13	0	0	3	0	8	6	0	0	0	92	41	2	19	3	0	0	0	0	82	0	160	6	0	0	0	137	0	0	1	10	0	4	0	0	9	167	60	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	955	"AWI"	955	2846	3341	3043	0	0	0	1	0	4	0	160	0	11	0	0	0	0	24	1	0	1	0	141	52	3	14	4	0	0	0	0	22	0	120	8	2	0	0	120	1	0	0	8	1	1	0	0	5	133	64	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	957	"AWI"	957	2856	3401	3071	0	0	14	0	0	4	0	148	0	7	0	1	1	0	5	0	0	0	0	96	47	3	18	1	0	1	1	0	30	0	182	3	0	0	0	92	0	0	0	4	0	0	0	0	8	164	106	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	959	"AWI"	959	2865	3460	3097	0	57	0	0	0	1	0	134	1	6	0	0	0	0	2	2	0	0	0	153	50	1	19	1	0	2	0	0	32	0	208	4	1	0	0	105	0	0	0	9	0	0	0	0	7	121	65	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	961	"AWI"	961	2883	3504	3126	0	67	0	1	0	2	0	148	0	13	0	0	0	0	4	2	0	0	0	138	50	1	19	0	0	0	0	0	29	0	205	5	0	0	0	106	0	0	0	8	2	0	0	0	6	131	57	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	963	"AWI"	963	2910	3533	3160	0	0	18	0	0	2	0	105	0	14	0	0	2	0	7	3	0	0	0	129	46	0	23	2	0	0	0	0	33	0	210	3	1	0	0	87	2	0	0	7	1	0	0	0	11	173	50	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	965	"AWI"	965	2929	3560	3188	2	45	0	0	0	7	0	115	0	15	0	0	0	0	17	1	0	0	0	115	33	2	23	3	0	0	0	0	15	0	171	8	1	0	0	88	1	3	0	6	3	0	0	0	5	257	52	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	967	"AWI"	967	2945	3604	3218	1	47	0	1	0	5	0	103	0	18	0	0	0	0	4	2	0	0	0	113	45	4	20	2	0	0	0	0	31	0	177	8	1	0	0	138	1	0	0	9	0	0	0	0	6	189	55	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	969	"AWI"	969	2957	3645	3248	0	59	0	0	0	1	0	125	0	15	0	0	0	0	8	3	0	0	0	98	44	4	27	1	0	0	0	0	41	0	168	10	1	0	0	130	0	0	0	10	0	0	0	0	8	176	49	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	971	"AWI"	971	2967	3704	3276	2	50	31	0	0	6	0	139	1	15	1	0	0	0	1	2	0	0	0	88	51	1	21	2	0	1	0	0	39	0	159	3	1	0	0	144	0	0	0	15	2	1	0	0	6	173	58	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	973	"AWI"	973	2994	3735	3305	0	0	0	0	0	1	0	189	1	7	0	0	2	0	5	6	0	0	0	100	56	2	15	1	0	2	0	0	48	0	187	3	0	0	1	114	0	0	0	3	2	0	0	0	6	151	69	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	975	"AWI"	975	3023	3763	3339	0	54	0	1	0	1	0	176	0	9	0	0	0	0	7	0	0	0	0	116	57	3	43	1	0	2	0	0	27	0	220	7	1	0	3	113	0	0	0	5	0	0	0	0	8	201	44	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	977	"AWI"	977	3044	3799	3375	1	45	13	1	0	5	0	116	0	3	0	0	0	0	7	1	0	0	0	130	48	4	23	2	0	2	0	0	34	0	250	2	2	0	0	104	0	0	0	3	1	0	0	0	7	126	59	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	979	"AWI"	979	3063	3831	3408	2	44	15	1	0	3	0	111	0	9	0	1	1	0	8	3	0	0	0	81	55	1	36	1	0	0	0	0	12	0	262	3	1	0	0	98	2	0	0	10	2	0	0	0	6	175	54	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	981	"AWI"	981	3077	3870	3442	2	55	0	1	0	1	0	114	0	10	0	0	0	0	1	1	0	0	0	111	0	5	33	1	0	0	0	0	21	0	277	11	1	0	0	84	3	0	0	6	0	0	0	0	6	154	37	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	983	"AWI"	983	3086	3917	3472	1	42	17	0	0	1	0	128	1	5	0	1	0	0	16	0	0	0	0	86	40	1	23	4	0	2	0	0	23	0	280	5	1	0	0	96	0	0	0	6	2	0	0	0	11	161	42	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	985	"AWI"	985	3117	3941	3500	2	42	0	1	0	1	0	87	0	16	2	0	0	0	13	5	0	0	0	81	0	3	11	5	0	0	0	0	11	0	350	8	0	0	0	113	1	0	0	6	0	0	0	0	4	151	54	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	987	"AWI"	987	3150	3959	3530	1	0	0	0	0	1	0	139	0	12	1	1	1	0	14	1	0	0	0	81	59	7	38	3	0	1	0	0	24	0	308	6	0	0	0	133	2	0	0	24	3	0	0	0	10	129	60	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	989	"AWI"	989	3173	3980	3557	4	51	0	0	0	2	0	110	1	16	0	0	2	0	25	10	0	0	0	85	0	3	49	3	0	0	0	0	15	0	309	5	0	0	3	101	2	0	0	7	1	0	0	0	11	119	33	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	991	"AWI"	991	3192	4008	3586	2	49	16	1	0	2	0	119	1	13	0	0	0	0	28	5	0	0	0	68	57	6	63	1	0	1	0	0	21	0	249	2	3	0	0	111	0	2	0	11	1	0	0	0	14	104	43	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	993	"AWI"	993	3212	4042	3615	2	47	17	0	0	3	0	85	0	15	1	1	0	0	21	2	0	0	0	77	49	7	20	1	0	1	0	0	17	0	244	10	1	0	0	157	1	0	0	2	0	0	0	0	9	137	63	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	995	"AWI"	995	3227	4096	3643	1	29	0	0	0	1	0	66	0	16	0	1	0	0	5	2	0	0	0	53	26	2	3	0	0	1	0	0	17	0	147	2	1	0	0	66	0	0	0	6	0	0	0	0	3	107	44	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	997	"AWI"	997	3269	4112	3671	1	49	0	0	0	2	0	116	0	16	0	0	1	0	12	2	0	0	0	74	37	11	23	1	0	2	0	0	30	0	283	9	0	0	0	139	6	0	0	11	0	0	0	0	10	131	66	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	1003	"AWI"	1003	3364	4191	3765	1	0	0	0	0	6	0	87	0	11	0	0	0	0	17	0	0	0	0	93	51	9	16	3	0	1	0	0	23	0	285	3	2	0	0	151	4	0	1	6	0	0	0	0	4	129	53	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1005	"AWI"	1005	3379	4227	3795	1	30	0	0	0	0	0	97	0	12	0	0	0	0	3	1	0	0	0	90	27	5	11	2	0	0	1	0	17	0	391	5	0	0	1	103	4	0	0	11	1	0	0	0	3	112	46	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1007	"AWI"	1007	3403	4263	3826	2	0	28	0	0	1	0	86	0	12	0	0	0	0	15	1	0	0	0	82	43	5	15	2	0	0	0	0	20	0	318	7	0	0	5	127	1	0	0	14	1	1	0	0	7	99	54	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1009	"AWI"	1009	3436	4279	3853	0	41	0	0	0	2	0	87	2	18	0	0	0	0	19	3	0	0	0	75	48	12	30	2	0	2	0	0	19	0	300	8	1	0	0	150	3	0	1	8	3	0	0	0	6	77	52	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	1011	"AWI"	1011	3470	4297	3882	0	51	0	2	0	5	0	137	1	19	0	0	0	0	13	1	0	0	0	62	39	7	21	2	0	1	0	0	28	0	263	5	2	0	1	155	1	0	0	22	1	1	0	0	20	107	43	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1013	"AWI"	1013	3494	4328	3914	2	46	0	0	0	2	0	126	0	10	0	2	2	0	30	3	0	0	0	66	47	10	46	8	0	2	0	0	18	0	246	12	1	0	1	152	7	0	0	6	0	1	0	0	10	94	72	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1015	"AWI"	1015	3524	4353	3948	0	31	0	0	0	2	0	139	0	10	1	0	0	0	18	1	0	0	0	72	22	5	24	2	0	0	0	0	36	0	301	2	1	0	2	128	1	0	0	15	3	0	0	0	13	124	43	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	1017	"AWI"	1017	3544	4382	3978	0	44	0	1	0	1	0	142	2	12	0	2	0	0	17	0	1	0	0	97	46	7	26	0	0	1	0	0	33	0	223	4	1	0	2	140	0	0	0	11	0	0	0	0	7	89	59	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1019	"AWI"	1019	3577	4416	4007	2	0	31	0	0	2	0	103	0	14	0	0	0	0	36	2	0	0	0	82	0	5	47	2	0	2	0	0	26	0	245	6	0	0	4	136	1	0	0	9	3	0	0	0	7	95	70	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1021	"AWI"	1021	3619	4426	4036	3	39	0	0	0	1	0	99	0	5	0	1	1	0	36	2	1	0	0	74	48	9	46	4	0	0	0	0	24	0	245	6	2	0	2	155	3	0	0	10	3	0	0	0	12	87	74	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1023	"AWI"	1023	3652	4441	4066	0	50	0	2	0	2	0	98	0	10	0	0	0	0	19	4	0	0	0	85	51	8	31	0	0	0	0	0	30	0	241	5	2	0	1	118	1	0	0	3	1	0	0	1	10	140	58	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1025	"AWI"	1025	3681	4464	4096	0	24	0	0	0	3	0	62	0	12	0	0	0	0	1	2	0	0	0	46	11	0	1	2	0	1	0	0	25	0	181	0	2	0	0	56	0	0	0	2	2	0	0	0	3	112	17	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	1027	"AWI"	1027	3700	4488	4125	1	0	0	0	0	4	0	97	0	13	0	1	0	0	10	3	0	0	0	78	55	7	50	0	0	1	0	0	26	0	308	2	1	0	0	104	1	0	0	10	1	1	0	0	12	108	50	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1029	"AWI"	1029	3718	4517	4155	0	49	0	1	0	5	0	129	0	14	0	1	0	0	14	1	0	1	0	82	39	7	25	1	0	1	0	0	20	0	275	4	0	0	2	151	0	0	1	10	0	0	0	0	11	87	56	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1031	"AWI"	1031	3756	4544	4183	0	42	0	0	0	2	0	100	0	9	0	0	0	0	20	4	0	0	0	90	39	2	30	2	0	0	0	0	28	0	306	7	3	0	2	111	3	0	0	18	1	1	0	0	5	106	59	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1033	"AWI"	1033	3804	4558	4212	0	0	0	0	0	3	0	123	0	15	0	0	2	0	32	5	0	0	0	81	48	0	42	1	0	1	0	0	20	0	196	5	0	0	1	201	3	0	0	4	0	1	0	0	7	63	51	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1035	"AWI"	1035	3843	4571	4240	2	55	0	0	0	2	0	105	0	11	0	1	1	0	8	1	0	0	0	74	30	5	29	0	0	1	0	0	33	0	262	3	0	0	0	158	0	0	0	24	0	0	0	1	6	100	81	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1037	"AWI"	1037	3881	4592	4268	0	45	34	1	0	4	0	107	0	11	0	0	0	0	17	2	0	0	0	77	41	4	33	2	0	1	0	0	21	0	255	7	1	0	0	179	1	0	0	7	1	0	0	0	7	69	54	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1039	"AWI"	1039	3914	4616	4296	1	60	0	0	0	4	0	163	2	12	0	0	1	0	11	2	1	0	0	93	40	5	37	2	0	1	0	0	29	0	253	8	2	0	0	174	5	0	0	16	1	0	0	1	14	103	82	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1041	"AWI"	1041	3937	4647	4324	2	46	0	0	0	2	0	128	2	11	0	0	0	0	9	3	0	0	0	87	41	7	29	1	0	2	0	0	22	0	209	8	0	0	2	150	2	0	0	11	1	0	0	0	13	105	75	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1043	"AWI"	1043	3979	4666	4350	1	45	0	0	0	4	0	117	1	13	0	1	0	0	19	0	0	0	0	93	40	6	42	2	0	0	0	0	21	0	217	4	1	0	0	158	5	0	0	11	0	0	0	0	9	80	73	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1045	"AWI"	1045	4036	4679	4377	2	42	25	0	0	7	0	139	0	12	0	0	0	0	8	0	0	0	0	78	24	3	9	1	0	2	0	1	35	0	249	6	1	0	0	166	3	0	0	5	2	0	0	0	11	90	66	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1047	"AWI"	1047	4087	4692	4404	0	64	0	1	0	1	0	134	0	8	0	0	1	0	19	2	0	0	0	87	48	4	45	3	0	4	0	0	19	0	131	1	3	0	2	168	3	0	0	8	1	1	0	0	13	85	73	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1049	"AWI"	1049	4127	4707	4430	0	62	0	1	0	4	0	113	3	5	0	0	0	0	20	8	0	0	0	83	49	13	47	2	0	1	0	0	22	0	172	3	0	0	3	173	0	0	0	11	4	1	0	0	10	91	72	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1051	"AWI"	1051	4157	4724	4457	0	47	0	0	0	3	0	113	0	7	0	0	0	0	23	0	0	0	0	85	37	7	38	0	0	0	0	0	19	0	175	8	1	0	1	169	1	0	0	12	5	0	0	0	7	120	69	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1053	"AWI"	1053	4184	4750	4487	1	0	0	1	0	3	0	108	2	6	0	0	0	0	14	3	0	0	0	79	27	4	63	3	0	0	0	0	19	0	235	2	3	0	4	131	4	0	0	14	3	0	0	0	9	134	73	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1055	"AWI"	1055	4263	4764	4515	3	47	0	0	0	6	0	163	0	16	0	0	0	0	11	1	0	0	0	79	44	6	41	4	0	3	1	0	34	7	221	2	0	0	0	152	0	0	0	17	2	0	0	0	19	118	71	0	2	0
1072	1105	"High Lake"	44.51667	-76.6	1057	"AWI"	1057	4336	4774	4539	0	35	20	2	0	4	0	112	0	4	0	0	0	0	19	0	0	0	0	102	25	8	41	3	0	1	0	0	21	0	260	3	3	0	2	137	3	0	0	12	0	0	0	0	11	106	63	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	1059	"AWI"	1059	4403	4793	4566	1	47	20	1	1	3	0	121	0	7	0	0	1	0	24	6	0	0	0	105	44	11	38	0	0	1	0	0	10	0	209	7	0	0	2	151	0	0	0	6	1	0	0	0	17	94	83	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1061	"AWI"	1061	4435	4829	4601	2	0	0	1	0	1	0	106	0	19	0	0	0	0	20	0	0	0	0	85	34	7	20	0	0	1	0	0	9	0	234	5	0	0	0	136	1	0	0	16	0	0	0	1	7	70	62	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1063	"AWI"	1063	4450	4890	4635	1	0	19	2	0	1	0	104	1	17	0	0	0	0	25	3	0	0	0	76	44	5	24	0	0	1	0	0	17	0	289	4	0	0	0	129	5	0	0	18	1	1	0	0	7	95	70	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	1065	"AWI"	1065	4461	4965	4669	5	75	0	0	0	5	0	97	0	16	0	0	0	0	8	2	0	0	0	102	31	11	6	2	0	3	0	0	27	0	235	6	1	0	0	160	0	0	0	9	1	0	0	0	10	96	58	0	3	0
1072	1105	"High Lake"	44.51667	-76.6	1067	"AWI"	1067	4495	5001	4711	0	0	39	1	0	2	0	111	1	10	0	1	0	0	26	1	0	0	0	96	37	10	34	0	0	0	0	0	21	0	211	12	0	0	0	147	6	0	0	9	1	0	0	0	13	81	76	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1069	"AWI"	1069	4518	5047	4754	1	49	0	1	0	0	0	101	2	6	0	0	1	0	31	2	1	0	0	80	46	8	32	1	0	2	0	0	18	0	227	9	1	0	2	144	6	0	0	10	2	0	0	0	15	91	86	0	2	0
1072	1105	"High Lake"	44.51667	-76.6	1071	"AWI"	1071	4539	5112	4796	0	61	0	0	0	0	0	121	3	10	1	3	0	0	14	3	0	0	0	88	42	5	22	0	0	2	0	0	21	0	214	6	2	0	0	144	3	0	0	14	7	5	0	2	10	55	79	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1073	"AWI"	1073	4557	5198	4828	2	0	0	0	0	2	0	135	0	15	1	0	0	0	9	0	0	0	0	114	52	9	32	0	0	1	0	0	23	0	210	5	0	0	0	142	7	0	0	11	2	1	0	0	7	47	98	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1075	"AWI"	1075	4568	5294	4860	2	48	15	0	0	2	0	149	1	10	0	1	1	0	9	0	0	0	0	109	29	14	14	3	0	1	0	0	40	0	219	11	1	0	0	123	1	0	0	8	2	0	0	0	9	82	78	0	1	0
1072	1105	"High Lake"	44.51667	-76.6	1077	"AWI"	1077	4586	5387	4893	0	51	0	0	0	2	0	158	0	11	0	0	0	0	17	0	0	0	0	85	32	7	6	2	0	0	0	0	27	0	242	2	1	0	0	125	0	0	0	9	3	1	0	0	12	90	103	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1079	"AWI"	1079	4626	5412	4932	1	50	0	0	0	4	0	163	0	11	0	0	0	0	37	0	0	0	0	91	54	7	21	0	0	0	0	0	38	0	202	13	0	0	0	113	1	0	0	10	0	0	0	0	17	73	86	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1081	"AWI"	1081	4655	5433	4975	1	51	0	0	0	2	0	169	0	12	1	0	0	0	28	0	0	0	0	72	30	4	26	0	0	0	0	0	29	0	232	8	1	0	0	114	3	0	0	13	0	0	0	0	18	107	107	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1082	"AWI"	1082	4667	5451	4999	0	63	0	1	0	1	0	132	3	11	0	0	0	0	14	0	0	0	0	122	38	8	37	2	0	2	0	0	23	0	214	2	1	0	0	128	1	0	0	15	2	0	0	0	12	100	110	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1083	"AWI"	1083	4680	5468	5022	0	0	0	1	0	2	0	117	0	11	0	1	0	0	17	1	0	0	0	105	43	10	36	1	0	0	0	0	28	0	201	9	0	0	0	108	1	0	0	9	0	0	0	0	11	118	110	0	0	0
1072	1105	"High Lake"	44.51667	-76.6	1084	"AWI"	1084	4694	5489	5042	0	0	0	0	0	2	0	118	0	9	0	1	0	0	6	0	0	0	0	95	38	10	8	1	0	0	0	0	24	0	255	3	1	0	0	114	1	0	0	15	0	1	0	0	8	136	102	0	0	0
