"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Berberidaceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Ceanothus"	"Celtis"	"Chrysolepis"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Frangula"	"Fraxinus"	"Garryaceae"	"Indeterminable"	"Isoëtes"	"Juncaceae"	"Lamiaceae"	"Liliaceae"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Pseudotsuga"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sarcobataceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tsuga"	"Urticaceae"	"Viburnum"
236	239	"Battle Ground Lake"	45.8	-122.49167	530	"AWI"	530	8039	8756	8330	5	0	0	0	8	0	2	35	0	0	0	0	0	0	1	0	0	0	0	2	7	15	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	5	0	0	0	0	25	0	0	0	0	2	0	0	0	0	0	0	1	0
236	239	"Battle Ground Lake"	45.8	-122.49167	550	"AWI"	550	8637	9034	8819	16	5	80	0	13	0	2	1	0	0	1	1	0	0	0	0	0	2	0	72	4	1	0	0	0	0	0	0	5	0	0	0	0	2	0	2	16	0	31	0	0	0	0	44	27	0	0	0	9	0	0	0	1	0	0	0	1
236	239	"Battle Ground Lake"	45.8	-122.49167	570	"AWI"	570	9115	9472	9272	9	7	0	0	5	0	1	4	0	1	2	0	0	0	0	0	0	0	0	16	2	6	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	13	0	0	0	0	44	9	0	0	0	0	0	0	0	1	0	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	590	"AWI"	590	9383	9761	9564	7	0	0	1	461	0	1	11	0	0	2	0	0	0	0	0	0	2	0	2	2	14	0	0	0	2	0	0	1	4	0	0	0	1	0	0	3	0	13	0	0	0	0	38	5	0	0	4	3	0	0	0	0	0	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	610	"AWI"	610	9585	10197	9856	4	0	107	1	9	0	8	0	0	3	3	1	0	1	2	0	0	0	0	3	9	39	0	0	0	2	0	0	3	0	0	0	1	0	0	0	0	71	0	0	0	0	0	61	21	0	6	0	19	0	0	0	0	0	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	630	"AWI"	630	10306	10689	10508	26	0	0	2	8	0	3	2	0	4	3	0	0	0	0	0	0	0	1	3	9	7	0	0	2	2	0	0	8	0	0	0	0	0	0	3	15	55	70	0	0	0	0	44	21	0	0	0	19	0	0	0	0	0	3	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	650	"AWI"	650	11011	11658	11415	12	0	65	0	2	0	9	0	0	5	0	0	0	0	0	0	0	7	0	1	0	4	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	11	0	0	0	0	34	4	0	0	0	11	0	0	0	0	0	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	660	"AWI"	660	11263	12198	11872	4	3	57	1	37	0	6	35	0	1	0	0	0	0	1	1	0	0	0	1	1	26	0	0	0	0	1	0	1	0	1	0	0	0	0	4	17	0	25	0	0	0	0	43	2	0	0	1	3	4	0	20	0	0	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	670	"AWI"	670	11520	12726	12313	68	3	80	0	2	0	9	0	0	0	5	0	0	0	0	0	0	0	0	1	10	4	0	0	0	1	0	0	0	0	0	0	0	0	0	8	72	0	11	0	0	13	0	159	2	0	1	0	27	0	0	0	0	0	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	675	"AWI"	675	11785	12758	12440	70	0	88	0	3	0	9	0	0	0	1	0	0	0	1	1	0	1	0	0	3	1	0	0	0	0	0	0	5	0	0	0	0	0	0	10	0	0	6	0	0	0	0	73	1	0	0	0	6	1	0	4	0	0	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	685	"AWI"	685	12198	12908	12701	60	5	84	3	5	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	7	6	0	0	1	0	0	0	2	0	0	1	0	0	0	12	95	0	16	0	0	0	0	6	0	0	2	0	13	0	0	0	0	0	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	690	"AWI"	690	12320	13108	12811	68	0	127	0	1	0	11	1	0	0	0	1	0	0	0	0	0	0	0	0	5	6	1	0	0	0	0	0	4	0	0	0	0	0	0	10	75	0	19	0	0	0	0	3	1	0	1	0	29	1	0	0	0	1	9	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	695	"AWI"	695	12424	13391	12921	37	0	85	0	0	0	17	0	0	1	0	2	0	0	0	1	0	0	0	0	5	17	0	0	0	0	0	0	5	0	0	0	0	0	0	10	51	0	21	0	0	21	0	4	0	0	0	0	21	1	0	0	0	0	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	700	"AWI"	700	12507	13702	13039	23	0	115	2	2	0	13	0	0	1	4	0	0	0	1	0	0	0	0	1	0	12	1	0	0	0	0	0	8	0	0	0	0	0	0	14	42	0	31	0	0	32	0	4	2	0	0	0	16	1	0	0	0	0	3	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	720	"AWI"	720	12699	15017	13505	13	0	56	0	4	0	24	0	0	0	1	0	0	0	1	0	0	0	0	3	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	28	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	740	"AWI"	740	13033	15343	13933	26	0	11	0	7	0	78	0	0	2	6	0	0	0	2	0	0	0	0	0	1	19	0	0	1	0	0	0	4	2	0	0	0	0	0	31	0	0	94	0	0	2	0	1	3	0	1	0	10	0	0	0	0	3	4	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	760	"AWI"	760	13222	15720	14380	12	0	225	2	15	0	69	0	0	0	1	0	0	0	1	0	0	0	0	0	0	13	0	1	0	0	0	0	3	0	0	0	1	0	0	31	77	0	98	0	0	0	1	1	0	0	1	0	3	0	0	0	0	6	19	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	775	"AWI"	775	13425	16148	14695	10	0	0	0	8	0	50	2	0	0	2	0	0	0	1	0	1	0	0	0	2	5	1	0	0	0	0	0	2	0	0	0	1	0	0	25	69	0	54	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	10	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	785	"AWI"	785	13714	16262	14936	9	0	88	0	2	1	51	0	0	0	2	0	0	0	2	0	0	1	0	2	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	69	0	0	0	0	0	0	0	1	0	9	0	0	0	0	2	10	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	800	"AWI"	800	14032	16525	15329	10	0	0	1	10	0	48	0	0	0	4	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	5	0	0	3	0	0	0	64	110	0	74	0	0	0	0	0	0	0	3	0	2	0	0	0	0	5	10	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	820	"AWI"	820	14293	17029	15830	5	0	0	0	1	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	5	16	0	0	1	0	0	0	4	0	0	1	0	0	0	18	0	0	153	0	0	0	0	0	0	0	2	0	1	0	0	0	0	5	6	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	840	"AWI"	840	15146	17300	16308	9	0	0	0	12	0	83	0	0	0	6	0	0	0	4	0	0	0	0	0	0	9	0	0	0	0	0	0	13	0	0	0	0	0	0	19	97	0	116	0	0	0	0	0	0	0	1	0	8	0	0	0	0	6	5	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	860	"AWI"	860	16010	17522	16792	7	0	0	0	13	0	123	1	0	0	1	0	0	0	4	0	0	0	0	0	2	44	0	0	2	0	0	0	14	0	0	2	0	0	0	34	40	0	122	0	0	0	0	0	0	0	3	0	5	0	0	0	0	5	7	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	880	"AWI"	880	16543	17862	17242	22	0	0	1	11	0	93	0	0	0	4	1	0	0	5	0	0	0	0	0	4	38	0	0	0	0	0	0	17	1	0	2	0	0	0	38	39	0	111	0	0	0	0	0	0	0	2	0	5	0	0	0	0	6	5	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	900	"AWI"	900	16937	17989	17505	13	0	55	2	9	0	17	0	0	0	0	0	0	0	1	0	0	0	0	1	3	11	0	0	1	0	0	0	2	0	0	0	1	0	0	21	55	0	133	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	920	"AWI"	920	17186	18270	17795	14	0	3	0	11	0	93	0	0	0	0	2	0	0	3	0	0	0	0	2	0	22	0	2	1	0	0	0	10	1	0	1	0	0	0	42	51	0	155	0	0	3	0	1	1	0	0	0	3	0	0	0	0	5	23	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	940	"AWI"	940	17451	18503	18008	14	0	0	1	11	0	45	0	0	0	0	1	0	0	3	0	0	0	0	0	1	7	0	1	0	0	0	0	5	0	0	0	0	0	0	23	0	0	54	0	0	4	0	1	0	0	0	1	3	0	0	0	0	2	5	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	960	"AWI"	960	17620	18648	18175	15	0	2	0	9	0	74	0	0	0	0	2	0	0	3	0	0	0	0	0	0	36	0	1	0	0	0	0	5	0	0	2	0	0	0	22	25	0	145	0	0	0	1	1	0	0	0	1	7	0	0	0	0	1	8	1	0
236	239	"Battle Ground Lake"	45.8	-122.49167	980	"AWI"	980	17735	18901	18333	2	0	0	0	9	0	85	0	0	0	0	0	1	0	3	0	0	0	0	0	0	17	0	0	2	0	0	0	0	0	0	0	0	0	0	11	34	0	185	0	0	0	0	0	1	0	0	0	2	0	0	0	0	3	6	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1000	"AWI"	1000	17900	18977	18439	13	0	0	0	18	0	93	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	13	0	0	0	0	0	0	34	26	0	42	0	0	6	0	0	0	0	3	3	7	0	0	0	0	6	7	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1020	"AWI"	1020	18010	19106	18563	1	0	0	0	9	0	117	0	0	0	0	1	0	0	2	0	0	0	0	0	1	31	0	0	1	0	0	0	11	0	0	0	0	0	0	29	11	0	163	0	0	0	0	0	0	0	7	0	2	0	0	0	0	3	7	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1040	"AWI"	1040	18111	19212	18671	11	0	0	1	6	0	51	0	0	0	0	0	0	0	2	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	1	1	0	0	39	0	0	172	0	0	0	0	0	0	0	2	0	7	0	0	0	0	3	7	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1060	"AWI"	1060	18213	19287	18773	3	0	4	0	10	0	58	0	0	0	0	0	0	0	2	0	0	0	0	1	0	3	0	0	1	0	0	0	10	0	0	0	0	0	0	11	0	0	120	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	5	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1080	"AWI"	1080	18297	19406	18860	11	0	5	1	12	0	49	0	0	0	2	0	0	0	1	0	0	0	0	0	3	7	0	1	0	0	0	0	5	0	0	0	0	0	0	36	0	0	134	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	5	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1100	"AWI"	1100	18362	19519	18950	9	0	0	0	6	0	70	0	0	0	2	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	5	0	0	0	0	1	0	54	0	0	141	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	15	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1120	"AWI"	1120	18408	19705	19038	4	0	12	0	6	0	18	0	0	0	1	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	3	0	0	0	0	0	0	34	0	0	130	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	9	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1140	"AWI"	1140	18480	19887	19138	9	0	0	0	1	0	23	0	0	0	1	0	0	0	0	0	0	0	0	0	2	30	1	1	0	0	0	0	0	0	0	0	0	0	0	34	0	0	123	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	18	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1150	"AWI"	1150	18528	19962	19208	3	0	4	1	2	0	42	0	0	0	0	0	0	0	4	0	0	0	0	3	3	39	1	0	0	0	0	0	17	0	0	0	0	0	0	0	14	0	167	0	0	0	0	0	2	0	3	0	1	0	0	0	0	7	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1160	"AWI"	1160	18568	20070	19270	3	0	4	1	7	0	50	0	0	0	0	0	1	0	4	0	0	0	0	1	3	33	0	0	0	0	0	0	10	1	0	0	1	0	0	6	15	0	170	0	0	0	0	1	0	0	5	0	1	0	0	0	0	1	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1170	"AWI"	1170	18603	20191	19325	6	0	0	1	9	0	60	0	0	0	0	0	0	2	2	0	0	0	0	0	3	42	0	0	0	0	0	0	24	4	0	0	1	0	0	10	47	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1180	"AWI"	1180	18637	20321	19384	7	0	0	0	5	0	27	1	0	0	1	1	1	0	1	0	0	0	0	0	5	31	0	0	1	0	0	0	10	1	0	0	1	0	0	4	21	1	177	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1190	"AWI"	1190	18721	20429	19467	3	0	2	0	5	0	40	0	0	0	0	0	0	0	2	0	0	0	0	0	9	40	1	1	1	0	0	0	18	0	0	0	0	0	0	12	24	0	132	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1200	"AWI"	1200	18819	20526	19580	7	0	0	0	9	0	37	0	0	0	0	1	0	0	3	0	0	0	0	1	2	46	0	0	0	0	0	0	13	0	0	0	0	0	0	16	29	0	123	0	0	0	0	0	1	0	2	0	3	0	0	0	0	3	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1210	"AWI"	1210	18877	20632	19691	3	0	11	1	8	0	49	0	0	0	0	1	0	0	1	0	0	0	0	0	4	45	0	0	0	0	0	0	15	1	0	0	0	0	0	9	39	0	134	0	0	0	0	2	0	0	0	0	4	0	0	0	0	1	7	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1220	"AWI"	1220	18933	20761	19806	7	0	0	0	9	0	37	0	0	0	0	1	0	0	3	0	0	0	0	1	2	46	0	0	0	0	0	0	13	0	0	0	0	0	0	16	29	0	123	0	0	0	0	0	1	0	2	0	3	0	0	0	0	3	0	0	0
236	239	"Battle Ground Lake"	45.8	-122.49167	1230	"AWI"	1230	19000	20948	19915	4	0	0	0	2	0	48	0	0	0	0	1	0	0	0	0	0	0	0	0	1	18	0	0	0	0	0	0	14	0	0	0	1	0	0	9	26	1	72	0	0	0	0	2	0	0	1	8	2	0	0	0	0	1	0	0	0
