"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cephalanthus"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Larix"	"Liquidambar"	"Myrica"	"Nyssa"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"
1611	1663	"Loon Pond"	45.03333	-68.2	1050	"AWI"	1050	3209	4347	3836	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	1	0	25	0	3	0	0	0	1	0	0	0	0	7	0	0	0	0	0	1	10	0	0	0	0	1	0	0	0	41	1	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1060	"AWI"	1060	3964	4680	4392	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	41	0	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	24	1	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1070	"AWI"	1070	4190	5003	4619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	38	0	0	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	20	0	0	1
1611	1663	"Loon Pond"	45.03333	-68.2	1080	"AWI"	1080	4400	5224	4840	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	34	0	3	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	23	0	0	0	0	2	0	0	0	17	1	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1090	"AWI"	1090	4641	5400	5068	1	0	0	0	1	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	39	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	24	0	1	0	0	0	0	0	0	25	2	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1100	"AWI"	1100	4967	5533	5282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26	10	1	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	21	0	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1110	"AWI"	1110	5336	5721	5528	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0	0	1	0	16	0	2	2	0	0	0	0	0	0	1	13	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	60	3	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1120	"AWI"	1120	5478	6117	5770	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	1	0	0	0	7	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	15	0	0	0	0	1	0	0	0	89	3	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1130	"AWI"	1130	5639	6473	6028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	13	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	61	4	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1140	"AWI"	1140	5883	6733	6289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	1	9	0	0	0	0	0	0	0	0	81	3	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1150	"AWI"	1150	6208	6957	6547	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	14	0	1	1	0	0	2	0	0	0	1	20	0	0	0	0	0	3	20	0	0	0	0	1	0	0	0	72	2	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1160	"AWI"	1160	6442	7202	6804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	4	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	110	0	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1170	"AWI"	1170	6621	7506	7044	1	0	0	0	0	0	0	54	0	1	0	0	0	0	0	1	0	0	0	0	6	0	2	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	124	2	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1180	"AWI"	1180	6828	7761	7300	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	5	5	0	0	0	0	0	0	26	0	0	0	0	1	0	0	1	20	3	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1190	"AWI"	1190	7064	7968	7548	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	2	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	22	0	0	0	0	1	0	0	0	57	7	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1200	"AWI"	1200	7332	8161	7798	0	0	0	0	0	0	0	73	0	2	0	0	0	0	1	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	30	0	0	0	0	1	0	0	0	50	6	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1210	"AWI"	1210	7690	8319	8028	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	152	0	0	0	0	2	33	0	0	0	0	0	0	0	0	62	2	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1220	"AWI"	1220	7991	8536	8275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	40	6	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1230	"AWI"	1230	8174	8870	8506	0	0	13	1	0	0	0	125	0	0	0	0	0	0	1	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	2	3	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1240	"AWI"	1240	8366	9134	8749	0	0	0	0	1	0	0	121	0	0	0	0	0	0	3	7	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	45	0	0	0	0	2	0	1	0	8	4	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1250	"AWI"	1250	8647	9342	8993	0	0	0	0	0	0	0	76	1	0	0	1	0	0	0	6	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	10	1	1	0
1611	1663	"Loon Pond"	45.03333	-68.2	1260	"AWI"	1260	8951	9879	9396	0	0	17	0	1	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	4	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	45	0	0	0	0	1	0	0	0	6	7	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1270	"AWI"	1270	9322	10758	9997	0	0	10	1	2	0	0	98	0	0	0	0	0	0	1	2	2	0	0	0	0	0	1	0	0	0	2	0	0	0	3	16	0	0	0	0	0	0	63	0	0	0	0	2	0	0	0	5	5	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1280	"AWI"	1280	9783	11390	10639	3	0	0	0	1	0	0	113	0	0	0	0	0	0	2	3	0	0	0	0	1	0	4	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	2	4	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1290	"AWI"	1290	10626	11757	11214	0	0	0	0	0	0	0	134	0	1	0	0	1	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	15	0	0	0	0	0	3	21	0	0	0	0	1	0	0	0	4	2	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1300	"AWI"	1300	11264	12191	11707	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	17	2	0	0	0	1	0	0	0	3	1	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1310	"AWI"	1310	11539	12605	12116	0	0	0	0	1	0	1	138	0	0	0	0	0	0	4	5	3	0	0	0	0	0	0	0	1	0	1	0	0	0	2	23	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	2	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1320	"AWI"	1320	11894	12833	12528	0	0	55	0	1	0	0	158	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	5	0	0	0	0	0	1	20	0	0	0	0	4	0	0	0	0	1	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1330	"AWI"	1330	12151	13015	12798	11	0	12	0	1	0	0	63	0	0	0	0	0	0	5	28	2	0	1	0	0	0	0	0	1	0	5	0	1	0	1	49	0	0	0	0	0	1	8	0	0	0	0	2	0	0	0	1	1	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1340	"AWI"	1340	12365	13178	12886	9	0	0	0	1	0	0	145	0	0	0	0	0	0	4	21	7	1	0	0	0	0	0	0	1	0	0	0	1	0	0	39	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1350	"AWI"	1350	12615	13315	12973	0	0	13	0	1	0	0	100	0	0	0	0	0	0	1	3	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1360	"AWI"	1360	12890	13530	13137	9	0	0	0	2	0	0	207	0	0	0	0	0	0	4	17	11	0	1	0	0	0	0	0	0	0	0	0	9	0	0	61	0	0	0	0	0	1	6	0	0	0	0	7	0	2	0	0	0	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1370	"AWI"	1370	13119	13910	13459	34	0	0	0	2	0	0	10	0	0	0	0	0	0	2	19	24	0	0	0	0	0	0	0	2	0	0	0	2	0	0	200	0	0	0	0	0	2	2	0	0	0	0	3	0	0	0	0	0	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1375	"AWI"	1375	13193	14201	13649	0	0	0	0	4	0	0	33	0	1	0	0	0	0	1	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1380	"AWI"	1380	13479	14363	13803	10	0	0	0	18	0	0	78	0	0	0	0	0	0	7	58	9	0	1	0	0	0	0	0	0	0	0	0	2	0	3	34	0	1	0	0	0	72	11	0	0	0	0	7	0	0	0	0	0	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1385	"AWI"	1385	13636	14587	13977	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	21	18	0	1	0	0	0	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1390	"AWI"	1390	13747	14833	14148	0	0	0	0	45	0	0	0	0	0	0	0	0	0	2	12	27	3	1	0	0	0	0	0	0	0	0	0	1	0	1	21	0	0	0	0	0	23	3	0	0	0	0	8	0	0	0	0	1	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1395	"AWI"	1395	13823	15230	14293	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1611	1663	"Loon Pond"	45.03333	-68.2	1400	"AWI"	1400	13946	15460	14476	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
