"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Ceanothus"	"Cercocarpus"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Geraniaceae"	"Indeterminable"	"Isoëtes"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Violaceae"
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	40	"AWI"	40	1691	2831	2330	10	5	24	3	114	0	0	0	0	0	0	0	0	0	0	16	0	3	0	1	0	16	80	9	0	0	0	0	3	48	255	0	38	0	0	8	1	4	3	0	7	0	9	0	0	4	0
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	44	"AWI"	44	2154	3012	2543	23	1	15	0	67	0	1	0	0	0	1	0	0	0	0	9	0	2	0	0	0	4	82	29	0	0	0	0	0	88	299	0	34	0	0	2	6	4	6	0	12	0	4	0	0	0	0
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	48	"AWI"	48	2405	3561	2870	12	1	22	1	72	0	0	0	0	8	1	1	0	0	0	23	1	2	0	0	0	7	20	19	0	0	0	0	0	59	278	0	28	0	0	2	7	1	1	0	6	0	3	0	2	2	0
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	52	"AWI"	52	2632	4255	3250	15	2	12	3	81	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	9	99	11	0	1	0	0	0	79	260	0	37	0	0	7	2	5	0	0	4	0	7	0	0	1	0
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	56	"AWI"	56	2854	4756	3642	15	0	25	2	88	0	0	0	0	0	1	0	0	0	0	21	1	0	0	0	0	14	29	10	0	0	1	0	0	83	335	0	27	0	0	6	1	3	0	0	10	0	3	0	2	0	0
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	60	"AWI"	60	3086	5222	4056	10	0	20	1	81	0	0	0	0	0	2	0	1	0	0	20	0	0	0	0	0	14	114	28	0	0	0	0	0	101	274	0	48	0	0	17	9	5	2	0	5	0	1	0	0	2	1
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	64	"AWI"	64	3428	5558	4462	13	2	24	2	72	0	0	0	0	0	1	0	0	0	1	18	0	0	0	0	0	9	367	25	0	0	0	0	0	100	239	1	37	0	0	6	6	3	0	0	4	0	6	0	0	0	0
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	68	"AWI"	68	3792	5865	4865	22	1	24	2	79	0	0	0	0	0	0	0	0	0	0	21	0	3	0	0	0	11	2	15	0	0	0	0	0	151	253	0	32	0	0	1	4	17	0	0	3	0	5	0	0	2	0
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	72	"AWI"	72	4193	6156	5261	24	1	14	0	57	0	0	0	0	0	0	0	0	0	0	13	0	5	0	0	0	2	2	22	0	0	0	0	0	131	162	0	31	0	0	11	8	9	4	0	1	0	1	0	0	0	1
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	76	"AWI"	76	4616	6453	5666	20	2	39	1	65	0	0	0	1	0	0	0	0	0	0	37	0	0	0	0	0	6	13	24	1	0	0	0	0	157	141	0	32	0	0	7	4	10	0	0	2	0	7	0	2	2	1
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	80	"AWI"	80	5042	6737	6076	13	3	34	3	88	0	1	0	0	0	0	0	0	0	0	22	0	0	0	0	1	2	12	35	0	1	0	0	4	123	111	0	34	0	0	12	3	7	1	0	5	0	5	0	0	0	0
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	84	"AWI"	84	5844	6927	6424	18	4	31	2	69	0	2	1	0	0	0	1	1	0	1	25	0	0	0	0	0	5	0	27	0	0	0	0	0	153	131	0	23	0	0	8	2	10	1	0	4	0	4	0	1	1	0
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	88	"AWI"	88	6125	7305	6710	34	6	21	4	58	0	1	0	0	0	1	0	1	0	0	29	0	0	0	0	0	6	0	29	0	0	0	0	0	128	143	0	38	0	0	4	1	11	5	0	0	0	6	0	0	1	0
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	92	"AWI"	92	6332	7703	6961	21	2	31	6	68	0	0	0	0	0	0	0	0	0	0	27	0	2	0	0	0	11	0	31	0	0	0	0	0	153	148	0	40	0	0	11	10	5	2	0	6	0	3	0	0	2	2
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	96	"AWI"	96	6533	8041	7229	35	3	32	2	73	0	2	0	0	0	0	0	0	0	1	20	0	3	0	0	0	6	0	34	0	1	0	0	0	180	228	0	27	0	0	2	2	19	5	0	1	1	8	0	0	2	0
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	100	"AWI"	100	6736	8372	7501	24	1	8	3	61	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	7	0	23	0	0	0	0	0	140	130	0	26	0	0	2	1	12	0	0	3	0	4	0	0	1	0
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	104	"AWI"	104	6978	8606	7770	29	5	27	2	69	0	0	0	0	0	0	0	1	0	0	47	0	0	0	0	2	10	0	26	0	0	0	0	0	179	189	0	35	0	0	11	9	9	0	0	1	0	5	0	0	0	0
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	108	"AWI"	108	7237	8861	8047	26	7	29	4	57	0	0	0	0	0	0	4	1	0	0	47	0	0	0	0	0	6	1	34	0	0	0	0	0	144	198	1	27	0	0	2	4	10	1	0	7	0	6	0	0	1	0
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	112	"AWI"	112	7515	9103	8328	21	5	32	4	60	0	0	0	0	0	1	0	3	0	0	40	0	0	2	0	0	5	0	23	0	0	0	0	0	150	213	1	40	0	0	2	7	11	0	0	3	0	8	0	0	0	0
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	116	"AWI"	116	7797	9366	8600	14	1	26	5	53	0	0	0	0	0	0	0	1	0	0	27	0	0	0	0	0	10	1	18	0	0	0	0	0	137	169	0	15	0	0	6	5	5	1	0	1	0	6	0	0	2	0
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	120	"AWI"	120	8081	9613	8867	24	4	20	2	68	0	1	0	1	0	0	1	0	0	0	20	0	0	0	0	0	13	0	11	0	0	0	0	0	119	216	0	18	0	0	8	1	6	1	0	3	0	5	0	1	1	0
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	124	"AWI"	124	8522	9829	9132	32	8	28	5	70	0	1	0	0	0	1	0	0	0	0	14	0	0	0	0	0	14	0	18	0	0	2	0	0	118	185	0	24	0	0	0	2	7	6	0	1	0	8	0	0	0	0
501	514	"Cottonwood Pass Pond"	38.828692	-106.410914	128	"AWI"	128	8752	10253	9427	17	3	21	2	65	0	1	0	0	0	0	1	0	0	0	4	0	0	2	0	0	6	0	6	0	1	0	0	0	94	92	0	13	0	0	1	3	1	0	0	1	0	2	0	0	0	0
