"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Ceanothus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Sarcobataceae"	"Scrophulariaceae"	"Thalictrum"
997	1030	"Hedrick Pond"	43.75	-110.6	110	"AWI"	110	1057	1939	1530	2	0	1	22	0	86	0	4	0	1	0	9	0	1	0	0	9	3	0	0	0	0	10	194	28	0	0	0	0	0	0	0	0	0	3	0	0	5	0	1
997	1030	"Hedrick Pond"	43.75	-110.6	120	"AWI"	120	1233	2044	1685	4	1	0	11	0	50	0	0	0	0	0	5	0	0	0	0	3	1	0	0	0	0	0	275	25	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	130	"AWI"	130	1427	2148	1836	3	0	2	14	0	67	0	1	0	0	0	27	0	0	0	0	2	0	0	0	0	0	7	195	35	0	0	0	5	0	0	0	0	0	2	0	1	4	0	1
997	1030	"Hedrick Pond"	43.75	-110.6	150	"AWI"	150	1875	2315	2119	5	0	0	12	1	58	0	0	0	0	0	76	0	0	0	0	3	2	0	0	0	0	5	184	38	0	0	0	0	2	0	0	0	2	0	0	0	1	0	1
997	1030	"Hedrick Pond"	43.75	-110.6	160	"AWI"	160	2041	2490	2272	3	0	0	7	0	52	0	0	0	0	0	30	0	0	0	0	1	1	0	0	0	0	13	175	24	0	0	0	2	0	0	0	0	1	6	0	0	3	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	170	"AWI"	170	2129	2818	2406	7	0	1	12	0	82	0	0	0	0	0	10	0	0	0	0	3	1	0	0	0	0	8	256	38	0	0	0	0	0	0	0	0	0	5	0	0	5	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	180	"AWI"	180	2220	3061	2556	3	0	0	7	0	57	0	0	0	0	0	15	0	0	0	0	11	1	0	0	0	1	8	263	28	0	0	0	3	2	0	0	0	1	2	0	0	0	0	2
997	1030	"Hedrick Pond"	43.75	-110.6	190	"AWI"	190	2316	3272	2705	8	0	1	8	0	49	0	1	0	1	0	12	0	0	0	0	0	2	0	0	0	1	9	243	14	0	0	0	2	0	0	0	0	2	2	0	0	4	0	1
997	1030	"Hedrick Pond"	43.75	-110.6	200	"AWI"	200	2428	3458	2857	5	0	0	14	1	65	0	0	0	0	0	7	1	0	0	0	3	0	0	0	0	0	11	228	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
997	1030	"Hedrick Pond"	43.75	-110.6	210	"AWI"	210	2545	3606	3017	4	1	1	15	0	75	0	0	0	0	0	3	0	0	0	0	2	1	0	0	0	0	9	241	13	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	220	"AWI"	220	2669	3753	3166	7	1	1	4	0	77	0	1	0	0	0	10	0	0	0	0	3	1	1	0	0	0	7	217	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
997	1030	"Hedrick Pond"	43.75	-110.6	230	"AWI"	230	2802	3933	3319	4	0	1	13	0	79	0	1	0	0	1	13	0	0	0	0	4	9	0	0	0	0	16	218	16	0	0	0	1	1	0	0	0	0	3	0	2	2	0	1
997	1030	"Hedrick Pond"	43.75	-110.6	240	"AWI"	240	2937	4084	3469	6	0	1	8	0	49	0	0	0	0	1	5	0	0	0	0	0	3	0	0	0	0	13	236	10	0	1	0	4	1	0	0	0	0	0	0	0	0	0	1
997	1030	"Hedrick Pond"	43.75	-110.6	260	"AWI"	260	3216	4414	3776	3	0	0	3	0	45	0	0	0	0	0	21	0	0	0	0	0	1	0	0	0	0	8	265	5	0	0	0	6	0	1	0	0	0	0	0	0	1	0	1
997	1030	"Hedrick Pond"	43.75	-110.6	270	"AWI"	270	3369	4580	3934	5	0	0	12	1	55	0	0	0	0	0	11	0	0	0	0	1	3	0	0	0	0	14	235	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	280	"AWI"	280	3519	4731	4088	8	0	0	5	0	46	0	0	0	0	0	4	0	0	0	0	2	5	0	0	0	0	12	267	6	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	290	"AWI"	290	3664	4866	4243	8	0	0	9	0	77	0	0	0	0	0	8	0	1	0	0	2	4	0	0	0	0	10	299	14	0	0	0	7	0	0	0	0	0	1	0	3	3	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	300	"AWI"	300	3838	5010	4392	4	0	0	3	0	63	0	0	0	0	0	13	0	0	0	0	1	7	0	0	0	0	12	239	12	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	310	"AWI"	310	4015	5131	4532	10	0	0	3	0	83	0	0	0	0	1	9	0	0	0	0	3	4	0	0	0	0	4	230	10	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1
997	1030	"Hedrick Pond"	43.75	-110.6	320	"AWI"	320	4226	5260	4674	7	0	0	4	0	84	0	0	0	0	0	8	0	1	0	0	3	7	0	0	0	0	10	217	12	0	0	0	5	1	0	0	0	0	1	0	0	1	0	2
997	1030	"Hedrick Pond"	43.75	-110.6	330	"AWI"	330	4483	5398	4805	3	0	0	10	0	65	0	0	0	0	0	9	0	0	0	0	3	1	0	0	0	0	12	234	11	0	1	0	5	1	0	0	0	0	1	0	0	2	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	340	"AWI"	340	4704	5777	5092	4	0	1	9	0	46	0	0	0	0	0	17	0	0	0	0	1	1	0	0	0	0	8	265	12	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	350	"AWI"	350	4880	6540	5475	9	1	0	13	2	47	0	0	0	0	0	4	0	1	0	0	3	2	0	0	0	0	11	224	7	0	0	0	7	1	0	0	0	0	0	0	0	2	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	360	"AWI"	360	5085	7088	5859	0	0	0	4	0	51	0	0	0	0	0	6	0	0	0	0	4	3	0	0	0	0	18	249	6	0	0	0	4	1	0	0	0	0	0	0	0	4	0	1
997	1030	"Hedrick Pond"	43.75	-110.6	370	"AWI"	370	5297	7658	6250	7	0	0	17	0	67	0	0	0	0	0	9	0	0	0	0	6	3	0	0	0	0	15	209	17	0	0	0	3	0	0	0	0	0	1	0	0	3	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	380	"AWI"	380	5551	8103	6657	2	1	0	9	0	49	0	0	0	0	0	8	0	0	0	0	0	2	0	1	0	0	12	240	8	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	390	"AWI"	390	5859	8543	7077	4	0	0	6	0	67	0	0	0	0	0	10	0	0	0	0	0	6	0	0	0	0	9	223	4	0	1	0	4	1	0	0	0	0	0	0	0	3	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	400	"AWI"	400	6164	9007	7489	5	1	0	8	1	63	0	0	0	0	0	6	0	1	0	0	3	6	0	0	0	0	10	235	2	0	0	0	8	2	0	0	0	0	2	0	0	3	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	408	"AWI"	408	6428	9319	7813	3	1	1	9	0	49	0	0	1	0	0	7	0	1	0	0	3	6	0	0	0	0	10	245	10	0	0	0	1	3	0	0	0	0	1	0	1	1	0	2
997	1030	"Hedrick Pond"	43.75	-110.6	416	"AWI"	416	6679	9653	8123	6	0	0	6	0	41	0	1	0	0	0	6	0	1	0	0	3	7	0	0	0	0	8	263	4	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	424	"AWI"	424	6919	9977	8424	5	0	0	7	0	42	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	7	253	7	0	0	0	6	0	0	0	0	0	1	0	0	2	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	432	"AWI"	432	7223	10248	8732	2	0	0	10	1	53	0	0	0	0	0	1	0	0	0	0	4	3	0	0	0	0	6	258	4	0	0	0	9	1	0	0	0	0	0	0	0	1	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	440	"AWI"	440	7515	10552	9062	4	0	0	9	1	53	0	1	0	0	0	5	0	0	0	0	1	4	0	0	0	0	9	234	5	0	0	0	5	0	0	0	0	0	1	0	0	1	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	448	"AWI"	448	7783	10846	9399	2	0	0	7	0	31	0	1	0	0	0	9	0	0	0	0	1	2	0	0	0	0	6	288	5	0	0	0	4	1	0	0	0	0	0	0	0	1	0	1
997	1030	"Hedrick Pond"	43.75	-110.6	452	"AWI"	452	7944	10979	9564	4	0	0	11	0	40	0	0	0	0	0	2	0	0	0	0	1	3	0	0	0	0	5	292	4	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	468	"AWI"	468	8571	11565	10201	2	0	0	11	0	39	0	1	0	0	0	6	0	0	0	0	3	4	0	0	0	0	3	284	5	0	0	0	7	1	0	0	0	0	2	0	0	2	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	472	"AWI"	472	8755	11690	10357	3	0	1	15	0	30	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	6	296	4	0	1	0	3	1	0	0	0	0	0	0	0	1	0	1
997	1030	"Hedrick Pond"	43.75	-110.6	476	"AWI"	476	8931	11822	10501	2	0	0	5	0	10	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	5	278	4	0	0	0	10	0	0	0	0	0	0	0	0	1	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	484	"AWI"	484	9283	12080	10816	4	1	0	12	0	50	0	0	0	0	0	3	0	0	0	0	1	2	0	0	0	0	8	243	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	496	"AWI"	496	9843	12414	11303	5	0	0	13	0	41	0	0	0	0	0	3	1	0	0	0	1	1	0	0	0	0	4	251	7	0	0	0	4	4	0	0	0	0	1	0	0	0	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	500	"AWI"	500	10035	12523	11478	3	3	1	6	1	51	0	0	0	0	0	4	0	0	0	0	4	3	0	0	0	0	3	233	9	0	0	0	12	0	0	0	0	1	0	0	1	2	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	512	"AWI"	512	10587	12850	11968	6	0	0	10	0	59	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	8	254	11	0	0	0	6	2	0	0	0	0	0	0	0	4	0	1
997	1030	"Hedrick Pond"	43.75	-110.6	528	"AWI"	528	11582	13208	12602	4	0	0	8	0	100	0	2	0	0	0	8	2	1	0	0	4	0	0	0	0	0	14	198	17	0	0	0	0	0	0	0	0	0	5	0	0	3	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	532	"AWI"	532	11852	13288	12753	8	0	0	15	0	65	0	0	0	0	0	8	0	0	0	0	4	5	0	0	0	0	14	256	9	0	0	0	5	3	0	0	1	0	3	0	0	3	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	540	"AWI"	540	12513	13475	13064	18	2	0	8	0	44	0	0	0	0	0	7	0	0	0	0	4	1	0	0	0	0	16	236	5	0	0	0	2	0	0	0	0	0	1	0	0	4	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	548	"AWI"	548	13136	13875	13436	12	0	1	8	1	72	0	1	0	0	0	6	0	0	0	0	3	4	0	0	0	0	34	186	8	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	560	"AWI"	560	13531	16070	14444	17	3	0	18	0	179	0	3	0	0	0	5	0	0	0	0	6	1	0	0	0	0	54	160	26	0	0	0	1	1	0	0	0	0	3	0	0	5	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	564	"AWI"	564	13744	16335	14857	1	0	1	8	0	42	0	10	0	0	0	2	0	0	0	0	4	0	0	0	0	0	25	70	14	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	568	"AWI"	568	13879	16743	15251	10	1	2	18	1	118	0	15	0	0	0	8	1	0	0	0	8	5	0	0	0	0	67	164	19	0	0	0	0	1	0	0	0	0	6	0	0	4	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	572	"AWI"	572	14246	17040	15622	8	0	0	22	0	239	0	6	0	0	0	3	1	0	0	0	5	3	0	0	0	1	46	128	32	0	0	1	1	0	0	0	0	0	4	0	0	9	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	576	"AWI"	576	14583	17204	16020	11	1	2	11	0	190	0	10	0	0	0	4	0	0	0	0	4	2	0	0	0	0	52	148	26	0	0	0	1	1	0	3	1	0	3	0	0	7	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	580	"AWI"	580	14784	17507	16421	4	1	2	8	0	148	0	15	0	1	0	6	0	0	1	0	4	6	0	0	0	0	41	129	19	0	0	0	0	1	1	2	0	1	7	0	0	7	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	584	"AWI"	584	15507	17655	16751	8	0	0	17	0	143	0	4	0	2	0	5	0	0	0	0	7	0	0	0	0	0	65	147	11	0	0	0	0	2	0	0	0	0	2	0	0	3	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	592	"AWI"	592	16648	18028	17440	9	0	1	10	0	135	0	6	0	0	0	4	0	0	0	0	7	1	0	0	0	0	70	121	9	0	0	0	1	1	0	0	0	0	2	0	0	3	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	596	"AWI"	596	17040	18161	17644	2	1	0	2	0	36	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	35	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	600	"AWI"	600	17206	18498	17869	8	0	1	9	1	124	0	6	0	0	0	15	0	0	0	0	7	5	0	0	0	0	43	85	12	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	620	"AWI"	620	17884	19701	18748	2	0	2	17	0	205	0	11	0	0	0	10	0	1	0	0	7	10	1	0	0	0	18	106	14	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	628	"AWI"	628	18155	20060	19084	2	0	0	29	0	302	0	10	1	0	0	9	1	0	0	0	16	11	0	0	0	1	29	77	20	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	636	"AWI"	636	18422	20404	19458	0	1	0	17	1	233	0	9	0	0	0	21	0	0	0	0	21	22	0	0	0	0	26	96	23	0	0	0	0	0	0	2	0	0	4	0	0	11	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	640	"AWI"	640	18660	20514	19633	3	1	1	7	1	200	0	5	0	0	0	11	1	0	0	0	9	9	0	0	0	0	12	95	20	0	0	0	1	1	0	0	0	0	9	0	0	13	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	652	"AWI"	652	19325	20903	20154	0	0	2	9	0	166	0	4	0	1	0	10	0	0	0	0	1	15	0	0	0	0	12	60	20	0	0	1	0	0	0	0	0	0	11	0	0	4	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	658	"AWI"	658	19594	21106	20413	2	0	1	12	1	199	0	3	0	1	0	8	0	0	0	0	3	9	0	0	1	0	19	74	15	0	0	0	0	0	0	0	0	1	3	0	1	1	0	1
997	1030	"Hedrick Pond"	43.75	-110.6	662	"AWI"	662	19823	21250	20568	5	1	4	9	0	147	0	2	1	1	0	10	0	0	0	0	1	6	0	0	0	0	20	102	9	0	0	1	0	0	0	0	0	0	5	0	0	3	0	0
997	1030	"Hedrick Pond"	43.75	-110.6	666	"AWI"	666	19963	21454	20728	6	0	0	14	1	225	0	5	0	0	0	5	0	0	0	0	7	11	0	0	0	0	10	113	17	0	0	0	0	0	0	2	0	0	4	0	0	10	1	0
997	1030	"Hedrick Pond"	43.75	-110.6	670	"AWI"	670	20053	21756	20873	3	0	1	19	0	307	0	5	0	0	0	23	0	0	0	0	7	24	0	0	0	1	39	184	42	0	0	0	0	0	1	0	0	3	10	0	0	13	0	0
