"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Primulaceae"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"
939	968	"Goluboye Lake"	61.11667	152.26667	140	"AWI"	140	8072	8500	8253	262	1	0	3	0	185	0	1	0	0	2	4	0	0	0	1	2	0	0	0	176	0	11	0	0	17	1	0	0	0	5	0	0	2
939	968	"Goluboye Lake"	61.11667	152.26667	150	"AWI"	150	8178	8685	8379	258	0	0	4	0	282	0	2	0	0	4	7	0	0	0	0	0	1	1	0	435	0	16	0	0	7	2	0	0	0	3	0	0	0
939	968	"Goluboye Lake"	61.11667	152.26667	156	"AWI"	156	8270	8788	8450	414	0	0	1	0	225	0	4	0	2	21	0	0	0	0	0	0	1	0	0	570	0	20	0	0	4	2	0	0	0	14	0	0	3
939	968	"Goluboye Lake"	61.11667	152.26667	161	"AWI"	161	8344	8889	8529	336	0	0	2	0	351	1	1	0	0	1	8	0	0	0	0	2	1	0	0	580	0	32	0	0	3	1	0	0	0	2	0	0	0
939	968	"Goluboye Lake"	61.11667	152.26667	173	"AWI"	173	8498	9179	8801	845	0	0	4	0	591	0	1	0	0	5	5	0	0	0	0	1	1	0	0	3	0	20	0	0	2	2	0	0	0	19	0	1	0
939	968	"Goluboye Lake"	61.11667	152.26667	178	"AWI"	178	8657	9592	9070	466	0	1	5	0	303	0	4	0	0	81	9	0	0	0	0	1	0	0	0	4	0	38	0	0	6	2	0	0	0	57	0	1	0
939	968	"Goluboye Lake"	61.11667	152.26667	183	"AWI"	183	8946	10399	9583	95	0	0	7	3	72	0	10	0	0	92	20	1	0	0	0	0	1	0	0	10	0	35	0	0	0	2	0	0	0	13	0	0	0
939	968	"Goluboye Lake"	61.11667	152.26667	187	"AWI"	187	9077	11477	10079	135	0	1	7	3	198	0	14	0	2	85	23	0	0	0	0	0	0	0	0	5	0	45	0	0	5	2	0	0	0	24	1	0	1
939	968	"Goluboye Lake"	61.11667	152.26667	189	"AWI"	189	9346	11676	10337	79	1	2	10	0	134	0	8	0	10	30	23	0	0	0	0	0	0	0	0	15	0	66	1	0	3	8	0	0	0	18	1	2	1
939	968	"Goluboye Lake"	61.11667	152.26667	199	"AWI"	199	10480	12612	11712	177	0	0	4	0	393	0	8	0	2	66	24	0	0	0	0	0	0	0	0	6	0	87	0	0	8	2	0	0	0	53	1	0	2
939	968	"Goluboye Lake"	61.11667	152.26667	204	"AWI"	204	11389	13007	12360	251	0	2	5	0	399	0	4	0	6	78	11	0	0	0	0	0	0	0	0	2	1	43	0	0	15	4	0	0	0	50	0	2	0
939	968	"Goluboye Lake"	61.11667	152.26667	209	"AWI"	209	12286	13255	12957	166	0	1	9	0	349	0	8	0	8	106	17	0	0	0	0	0	0	0	0	18	0	82	0	0	9	4	0	0	0	55	1	1	5
939	968	"Goluboye Lake"	61.11667	152.26667	212	"AWI"	212	12886	13347	13151	104	0	0	18	0	325	0	19	0	3	100	13	1	0	0	0	0	0	0	0	10	0	114	0	0	13	4	0	0	0	44	0	1	2
939	968	"Goluboye Lake"	61.11667	152.26667	216	"AWI"	216	13096	14077	13424	114	0	0	25	0	477	0	14	0	20	100	18	0	0	0	0	0	0	1	0	8	0	125	0	0	18	8	0	0	0	71	1	3	2
