"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Gentianaceae"	"Geraniaceae"	"Lamiaceae"	"Larix"	"Liliaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Primulaceae"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Violaceae"
31	31	"Alut Lake"	60.13667	152.31278	1110	"AWI"	1110	32268	36177	33932	332	0	1	14	0	123	8	0	4	102	16	0	0	0	0	0	0	0	0	0	3	0	20	0	97	0	0	0	4	0	0	0	0	13	2	2	1	0
31	31	"Alut Lake"	60.13667	152.31278	950	"AWI"	950	29588	31877	30523	185	0	1	38	0	37	27	0	14	199	14	0	0	0	0	0	0	0	0	0	10	0	175	0	170	0	0	2	6	0	0	0	0	8	5	3	3	0
31	31	"Alut Lake"	60.13667	152.31278	1080	"AWI"	1080	31719	35207	33213	152	1	2	41	9	53	0	0	12	108	12	0	0	0	0	0	1	0	0	0	9	0	4	0	46	0	0	0	5	0	0	0	0	9	0	1	8	0
31	31	"Alut Lake"	60.13667	152.31278	847	"AWI"	847	28091	29319	28682	47	0	1	35	6	23	0	0	14	46	4	1	0	0	0	0	2	0	0	1	35	0	13	0	116	1	0	6	4	0	0	0	0	14	4	1	22	0
31	31	"Alut Lake"	60.13667	152.31278	827	"AWI"	827	27662	29013	28338	13	1	3	55	0	10	0	0	4	76	6	1	0	0	0	0	0	0	0	0	31	0	23	0	110	0	0	4	6	0	0	0	0	10	4	2	40	0
31	31	"Alut Lake"	60.13667	152.31278	1120	"AWI"	1120	32425	36454	34156	478	1	2	38	8	179	0	0	9	101	42	1	0	0	0	0	0	0	0	0	4	0	60	0	55	0	0	1	8	0	0	0	1	10	0	0	4	0
31	31	"Alut Lake"	60.13667	152.31278	1100	"AWI"	1100	32089	35858	33701	351	0	2	47	3	74	0	0	13	90	55	0	0	0	0	0	1	0	0	0	4	0	29	0	98	0	0	4	11	0	0	0	0	14	1	3	6	0
31	31	"Alut Lake"	60.13667	152.31278	930	"AWI"	930	29348	31413	30157	285	4	0	40	3	70	0	0	13	64	28	0	0	0	0	0	0	0	0	1	36	0	105	0	75	0	0	0	15	0	0	0	0	33	3	5	7	0
31	31	"Alut Lake"	60.13667	152.31278	910	"AWI"	910	29078	30843	29791	82	1	4	20	10	33	0	0	4	51	10	0	0	0	0	0	0	0	0	0	59	0	53	0	88	0	0	1	9	0	0	1	0	28	7	0	7	0
31	31	"Alut Lake"	60.13667	152.31278	807	"AWI"	807	27324	28726	27991	43	2	0	103	2	12	0	0	22	215	1	1	0	0	0	0	0	0	1	1	6	0	10	0	205	0	0	10	3	0	0	0	1	11	2	2	28	0
31	31	"Alut Lake"	60.13667	152.31278	714	"AWI"	714	25856	27319	26686	60	0	1	39	6	309	0	0	7	294	16	0	0	0	0	0	1	0	0	0	10	0	14	0	173	0	0	0	2	0	0	0	0	19	1	0	6	0
31	31	"Alut Lake"	60.13667	152.31278	1105	"AWI"	1105	32167	36058	33824	344	1	2	46	0	92	13	0	12	98	37	0	0	0	0	0	0	0	0	0	5	0	15	0	95	0	0	5	9	0	0	0	0	21	0	3	1	0
31	31	"Alut Lake"	60.13667	152.31278	1070	"AWI"	1070	31550	34911	32973	87	1	8	68	11	31	0	0	36	203	28	0	0	0	0	0	2	0	0	0	15	0	2	0	195	0	0	2	7	0	0	0	0	26	0	3	10	0
31	31	"Alut Lake"	60.13667	152.31278	1050	"AWI"	1050	31172	34314	32457	66	0	0	35	8	41	0	0	11	100	4	0	0	0	0	0	0	0	0	1	7	0	6	0	123	0	0	2	6	0	0	0	0	5	0	1	14	0
31	31	"Alut Lake"	60.13667	152.31278	1010	"AWI"	1010	30463	33054	31628	305	3	2	11	0	60	0	0	4	56	13	0	0	0	0	0	0	0	2	0	1	0	429	0	22	1	3	0	5	1	0	0	0	3	0	0	1	0
31	31	"Alut Lake"	60.13667	152.31278	774	"AWI"	774	26838	28058	27406	86	1	2	31	5	81	0	0	7	170	12	1	0	0	0	0	1	0	0	1	16	0	9	0	111	0	0	2	4	0	0	0	0	36	7	2	20	0
31	31	"Alut Lake"	60.13667	152.31278	794	"AWI"	794	27125	28458	27755	26	0	1	161	10	10	0	0	7	187	4	0	0	0	1	0	1	0	1	2	20	0	4	0	206	0	0	3	2	0	0	0	0	20	7	0	26	0
31	31	"Alut Lake"	60.13667	152.31278	804	"AWI"	804	27271	28663	27940	45	0	2	62	3	16	0	0	8	220	1	1	0	0	0	0	0	0	0	1	9	0	10	0	121	0	0	2	7	0	0	0	0	9	4	2	29	0
31	31	"Alut Lake"	60.13667	152.31278	1115	"AWI"	1115	32371	36307	34050	322	1	2	20	5	115	0	0	4	134	44	0	0	0	0	0	0	0	0	0	1	0	22	0	35	0	0	2	3	1	0	0	0	5	0	0	3	0
31	31	"Alut Lake"	60.13667	152.31278	940	"AWI"	940	29464	31672	30333	273	1	1	29	9	34	35	0	28	88	13	0	0	0	0	0	0	0	0	0	28	0	86	0	115	0	0	1	7	0	0	0	0	18	3	2	12	0
31	31	"Alut Lake"	60.13667	152.31278	1060	"AWI"	1060	31364	34606	32714	94	0	6	18	7	121	0	0	13	209	14	1	0	0	0	0	1	0	0	1	9	0	14	0	71	0	0	2	5	0	0	0	0	7	2	2	14	0
31	31	"Alut Lake"	60.13667	152.31278	744	"AWI"	744	26398	27587	26965	20	1	1	22	5	156	0	0	20	243	10	0	0	0	0	0	0	0	0	0	7	0	8	0	108	0	0	4	2	0	0	0	0	13	6	1	13	0
31	31	"Alut Lake"	60.13667	152.31278	664	"AWI"	664	25083	26805	26179	38	1	4	66	3	147	0	0	20	337	4	1	0	0	0	0	0	0	0	0	10	0	7	0	215	0	0	3	4	0	0	1	0	16	3	2	12	0
31	31	"Alut Lake"	60.13667	152.31278	970	"AWI"	970	29888	32295	30864	375	0	1	21	5	84	20	0	10	78	22	1	0	0	0	0	0	0	0	0	6	0	245	0	49	0	0	1	11	0	0	0	0	10	4	5	0	0
31	31	"Alut Lake"	60.13667	152.31278	1040	"AWI"	1040	31035	33907	32196	293	1	4	40	7	377	0	0	13	279	14	3	0	0	0	0	1	0	0	0	11	0	5	0	84	0	0	2	3	0	0	0	0	26	2	1	22	0
31	31	"Alut Lake"	60.13667	152.31278	754	"AWI"	754	26568	27683	27092	61	0	1	32	4	160	9	0	2	228	16	0	0	0	0	0	1	0	0	1	6	0	19	0	150	1	0	2	3	0	0	0	0	15	2	1	19	0
31	31	"Alut Lake"	60.13667	152.31278	734	"AWI"	734	26230	27499	26879	41	1	5	35	8	94	33	0	24	345	25	0	0	0	0	0	2	0	0	0	13	0	23	0	184	0	0	4	2	0	0	0	1	40	7	2	28	0
31	31	"Alut Lake"	60.13667	152.31278	704	"AWI"	704	25701	27202	26586	44	0	8	51	5	294	0	0	9	279	31	2	0	0	0	0	0	0	0	0	14	0	18	0	160	1	0	6	5	0	0	0	0	15	4	5	11	0
31	31	"Alut Lake"	60.13667	152.31278	694	"AWI"	694	25535	27121	26492	36	1	7	52	9	112	9	0	18	296	13	4	0	0	0	0	1	0	0	1	13	0	18	0	165	0	0	1	10	0	0	0	0	23	3	2	17	0
31	31	"Alut Lake"	60.13667	152.31278	674	"AWI"	674	25229	26926	26287	28	0	2	10	16	36	29	0	12	251	8	3	0	0	0	0	0	0	0	1	7	0	12	0	145	0	0	3	16	0	0	0	0	17	5	6	15	0
31	31	"Alut Lake"	60.13667	152.31278	0	"AWI"	0	-152	25	-67	330	1	0	12	0	126	0	0	1	9	22	0	0	0	0	11	1	0	0	0	3	0	423	0	8	0	0	15	3	0	0	0	0	9	0	0	1	0
31	31	"Alut Lake"	60.13667	152.31278	10	"AWI"	10	-47	800	214	294	0	0	7	0	218	0	0	1	5	11	0	0	0	0	30	0	0	0	4	1	0	591	0	20	0	0	17	2	1	0	0	0	1	0	1	1	0
31	31	"Alut Lake"	60.13667	152.31278	20	"AWI"	20	38	1546	504	315	0	0	10	0	200	0	0	0	2	10	0	0	0	0	25	0	0	1	3	0	0	577	0	7	0	0	16	2	1	0	0	0	1	0	0	1	0
31	31	"Alut Lake"	60.13667	152.31278	30	"AWI"	30	247	1839	950	302	0	2	3	0	114	0	0	1	5	6	0	0	0	0	21	0	0	0	0	2	0	371	0	8	0	0	9	4	3	0	0	0	1	0	0	1	0
31	31	"Alut Lake"	60.13667	152.31278	40	"AWI"	40	481	2317	1289	292	0	0	1	0	93	0	0	1	7	4	0	0	0	0	19	0	0	0	0	0	0	383	0	9	0	0	1	4	4	0	0	0	4	0	0	2	0
31	31	"Alut Lake"	60.13667	152.31278	50	"AWI"	50	845	2452	1670	230	0	1	6	0	153	0	0	0	2	11	0	0	0	0	28	0	0	1	1	1	1	521	0	10	3	0	14	2	0	0	0	0	1	0	0	1	0
31	31	"Alut Lake"	60.13667	152.31278	60	"AWI"	60	1327	2650	2070	392	0	0	6	0	176	0	0	1	4	14	1	0	0	0	24	0	0	1	0	1	2	518	0	7	0	0	18	2	2	0	0	0	3	0	0	1	0
31	31	"Alut Lake"	60.13667	152.31278	70	"AWI"	70	2107	2813	2439	456	0	0	2	0	165	0	0	0	4	4	0	0	0	0	5	0	0	1	0	0	1	485	0	5	0	0	7	1	1	0	0	0	2	0	0	1	0
31	31	"Alut Lake"	60.13667	152.31278	80	"AWI"	80	2533	3185	2830	299	0	0	8	0	160	0	0	0	8	7	0	0	1	0	11	0	0	2	0	1	1	665	0	3	0	0	9	0	1	0	0	0	1	0	0	0	0
31	31	"Alut Lake"	60.13667	152.31278	90	"AWI"	90	2780	3724	3204	456	0	1	3	0	222	0	0	0	7	6	0	0	0	0	9	0	0	1	1	1	1	663	0	17	0	0	32	2	1	0	0	0	2	0	2	2	0
31	31	"Alut Lake"	60.13667	152.31278	100	"AWI"	100	3478	4211	3792	218	0	0	3	0	120	0	0	1	6	1	0	0	0	0	12	0	0	0	0	0	0	354	0	9	0	0	12	5	3	0	0	0	3	0	2	1	0
31	31	"Alut Lake"	60.13667	152.31278	110	"AWI"	110	3845	5099	4527	374	0	1	5	0	123	0	0	1	6	11	0	0	0	0	14	0	0	1	0	0	0	412	0	6	0	0	3	2	3	0	0	0	3	0	2	4	0
31	31	"Alut Lake"	60.13667	152.31278	120	"AWI"	120	4550	5487	5045	461	0	0	3	0	162	0	0	0	9	14	1	0	0	0	2	0	0	0	1	0	0	878	0	14	0	0	4	1	1	0	0	0	4	0	0	0	0
31	31	"Alut Lake"	60.13667	152.31278	130	"AWI"	130	5235	5768	5498	466	0	1	6	0	236	0	0	0	9	8	0	0	0	0	14	1	0	1	0	1	1	722	0	23	0	0	19	2	1	0	0	0	1	0	3	1	0
31	31	"Alut Lake"	60.13667	152.31278	140	"AWI"	140	5790	6151	5977	429	1	1	8	0	268	0	0	0	12	10	0	0	0	0	7	0	0	0	0	1	0	791	0	15	0	0	22	5	1	0	0	0	2	0	2	3	0
31	31	"Alut Lake"	60.13667	152.31278	150	"AWI"	150	6204	6723	6460	277	0	0	3	0	121	0	0	1	2	2	0	0	0	0	3	0	0	1	0	1	0	351	0	5	0	0	8	4	1	0	0	0	4	1	0	1	0
31	31	"Alut Lake"	60.13667	152.31278	160	"AWI"	160	6482	7206	6839	335	0	1	6	0	244	0	0	0	4	7	0	0	0	0	15	0	0	0	0	1	0	797	0	7	0	0	11	2	2	0	0	0	3	0	0	2	0
31	31	"Alut Lake"	60.13667	152.31278	170	"AWI"	170	6720	7820	7220	193	0	0	5	0	125	0	0	1	3	2	0	0	0	0	3	0	0	0	2	0	0	371	0	7	0	0	1	6	1	0	0	0	6	1	0	0	0
31	31	"Alut Lake"	60.13667	152.31278	180	"AWI"	180	7649	7970	7818	225	0	0	2	0	269	0	0	1	6	2	1	0	0	0	5	0	0	0	1	0	0	692	0	7	0	0	14	3	0	0	0	0	2	0	0	2	0
31	31	"Alut Lake"	60.13667	152.31278	190	"AWI"	190	7978	8612	8300	297	0	1	3	0	329	0	0	0	4	2	0	0	0	0	5	0	0	1	1	0	1	586	0	21	0	0	25	2	0	0	0	0	4	0	2	5	0
31	31	"Alut Lake"	60.13667	152.31278	200	"AWI"	200	8426	8745	8566	303	0	1	3	0	363	0	0	0	8	4	0	0	0	0	2	0	0	2	1	0	0	761	0	15	0	0	16	3	0	0	0	0	2	0	0	0	0
31	31	"Alut Lake"	60.13667	152.31278	210	"AWI"	210	8666	8952	8767	212	0	0	2	0	353	0	0	0	3	2	0	1	0	0	1	0	0	1	0	0	0	693	0	10	0	0	7	2	0	0	0	0	7	0	0	1	1
31	31	"Alut Lake"	60.13667	152.31278	220	"AWI"	220	8734	9068	8885	225	0	0	2	0	385	0	2	1	3	1	0	0	0	0	5	0	0	1	0	0	0	465	0	9	0	0	17	3	0	0	0	0	4	0	1	3	0
31	31	"Alut Lake"	60.13667	152.31278	230	"AWI"	230	8821	9194	8994	186	0	0	1	0	389	0	0	1	3	2	0	0	0	0	4	0	0	0	2	0	0	715	0	8	0	0	10	1	0	0	0	0	3	0	0	0	0
31	31	"Alut Lake"	60.13667	152.31278	240	"AWI"	240	8876	9317	9108	198	0	1	3	0	667	0	0	0	3	9	0	0	0	0	5	0	0	0	0	0	0	608	0	11	0	0	27	0	2	0	0	0	1	0	0	3	0
31	31	"Alut Lake"	60.13667	152.31278	250	"AWI"	250	9019	9414	9226	312	0	4	2	0	607	0	0	1	4	2	1	0	0	0	3	0	0	0	4	0	0	222	0	23	0	0	14	3	0	0	0	0	5	0	3	6	0
31	31	"Alut Lake"	60.13667	152.31278	260	"AWI"	260	9112	9553	9361	250	0	0	2	0	522	0	0	0	8	1	0	0	0	0	1	0	0	0	0	0	0	182	0	10	0	0	0	4	1	0	0	0	8	0	1	2	0
31	31	"Alut Lake"	60.13667	152.31278	270	"AWI"	270	9226	9854	9537	266	0	0	1	0	640	0	0	2	3	4	1	0	0	0	1	0	0	0	0	1	0	251	0	16	0	0	11	1	0	0	0	0	5	0	0	1	0
31	31	"Alut Lake"	60.13667	152.31278	280	"AWI"	280	9291	10291	9718	390	0	0	7	0	773	0	0	0	4	3	1	0	0	0	1	0	0	0	3	4	0	137	0	16	0	0	12	5	0	0	0	0	6	0	1	3	0
31	31	"Alut Lake"	60.13667	152.31278	290	"AWI"	290	9493	10486	9977	340	1	0	5	2	834	0	0	1	2	5	1	0	0	0	0	0	0	0	6	4	0	55	0	17	0	0	15	5	0	0	0	0	6	0	2	3	0
31	31	"Alut Lake"	60.13667	152.31278	300	"AWI"	300	9614	10756	10228	406	1	1	3	0	673	0	0	1	5	5	0	0	0	0	0	0	0	1	3	3	0	27	1	29	0	0	20	5	0	0	0	0	7	2	2	4	0
31	31	"Alut Lake"	60.13667	152.31278	310	"AWI"	310	10013	10844	10447	430	1	1	4	0	543	0	0	2	12	7	1	0	0	0	1	0	0	2	0	7	0	7	0	35	0	0	11	3	1	0	0	0	8	0	0	1	0
31	31	"Alut Lake"	60.13667	152.31278	320	"AWI"	320	10303	11018	10706	368	0	0	3	0	502	0	0	0	7	2	0	0	0	0	0	0	0	1	0	0	0	2	0	31	0	0	1	3	1	0	0	0	5	1	0	2	0
31	31	"Alut Lake"	60.13667	152.31278	330	"AWI"	330	10759	11225	11034	414	1	1	1	0	519	0	0	1	13	2	1	0	0	1	0	0	0	0	1	0	0	3	0	40	0	0	12	2	0	0	0	0	8	0	0	2	0
31	31	"Alut Lake"	60.13667	152.31278	340	"AWI"	340	11062	11822	11440	667	0	2	1	0	270	0	0	3	3	1	0	0	0	0	0	0	0	0	0	1	0	1	0	8	0	0	9	2	0	0	0	0	3	0	0	3	0
31	31	"Alut Lake"	60.13667	152.31278	350	"AWI"	350	11543	12368	12231	659	0	0	2	0	94	0	0	0	19	2	1	0	0	0	0	0	0	0	0	0	0	1	0	23	0	0	1	9	1	0	0	0	5	1	1	0	0
31	31	"Alut Lake"	60.13667	152.31278	360	"AWI"	360	12778	13628	13512	26	1	1	27	5	578	0	0	11	120	6	1	0	0	0	0	0	0	0	0	4	0	4	0	112	0	0	2	3	0	0	0	0	25	1	2	10	0
31	31	"Alut Lake"	60.13667	152.31278	370	"AWI"	370	15165	15814	15513	7	0	2	70	20	14	25	0	11	231	3	1	0	0	0	0	0	0	0	4	14	0	6	0	299	0	0	3	5	0	0	0	1	16	0	7	28	0
31	31	"Alut Lake"	60.13667	152.31278	380	"AWI"	380	16564	17636	17161	7	0	2	121	6	4	0	0	11	217	3	0	0	0	0	0	0	0	0	0	14	0	1	0	302	1	0	1	8	0	0	0	1	9	2	7	49	0
31	31	"Alut Lake"	60.13667	152.31278	390	"AWI"	390	16854	19561	18472	13	2	3	85	10	5	0	0	13	270	1	1	0	0	0	0	1	0	0	0	31	0	1	0	261	0	0	7	13	0	0	0	0	24	4	8	44	0
31	31	"Alut Lake"	60.13667	152.31278	400	"AWI"	400	18211	20337	19460	5	0	3	96	11	2	50	0	16	172	0	1	0	0	0	0	1	0	0	0	53	0	1	0	276	0	0	7	27	0	0	0	2	8	6	9	41	0
31	31	"Alut Lake"	60.13667	152.31278	410	"AWI"	410	19838	20619	20313	16	1	7	52	0	8	54	0	34	120	0	1	0	0	0	0	1	0	0	0	36	0	6	0	162	0	0	3	12	0	0	0	0	33	7	10	32	0
31	31	"Alut Lake"	60.13667	152.31278	420	"AWI"	420	20161	21146	20675	2	0	4	43	9	4	0	0	20	48	0	0	0	0	0	0	0	0	0	0	13	0	1	0	190	0	0	1	6	0	0	0	0	4	3	10	26	0
31	31	"Alut Lake"	60.13667	152.31278	430	"AWI"	430	20284	21833	20869	17	1	5	80	26	5	67	0	7	103	4	0	0	0	0	0	1	0	0	2	47	0	5	0	270	0	0	0	17	0	0	0	0	23	6	9	35	0
31	31	"Alut Lake"	60.13667	152.31278	440	"AWI"	440	20476	22144	21118	13	4	0	57	12	5	49	0	22	88	1	1	0	0	0	0	2	0	0	1	39	0	4	0	202	0	0	2	7	0	0	0	0	26	5	3	66	0
31	31	"Alut Lake"	60.13667	152.31278	450	"AWI"	450	20581	22584	21373	23	3	1	64	0	34	32	0	7	49	5	0	0	0	0	0	0	0	1	0	2	0	6	0	136	0	0	0	4	0	0	0	0	27	8	5	33	0
31	31	"Alut Lake"	60.13667	152.31278	460	"AWI"	460	20772	22841	21620	17	1	2	34	15	20	34	0	15	97	1	1	0	0	0	0	2	0	0	1	30	0	5	0	213	1	0	2	15	0	0	0	0	24	5	12	23	0
31	31	"Alut Lake"	60.13667	152.31278	470	"AWI"	470	20907	23183	21874	6	1	2	47	7	3	12	0	11	59	0	0	0	0	0	0	0	0	0	0	31	0	2	0	186	0	0	2	9	0	0	0	0	16	1	3	16	0
31	31	"Alut Lake"	60.13667	152.31278	480	"AWI"	480	21130	23419	22126	21	1	0	91	11	12	56	0	14	133	1	2	0	0	0	0	2	0	0	0	50	0	5	0	215	1	0	3	14	0	0	0	0	17	4	14	46	0
31	31	"Alut Lake"	60.13667	152.31278	490	"AWI"	490	21290	23745	22379	25	0	1	64	14	7	52	0	28	143	0	1	0	0	0	0	0	0	0	1	58	0	2	0	218	0	0	1	16	0	0	0	0	32	11	7	70	0
31	31	"Alut Lake"	60.13667	152.31278	500	"AWI"	500	21466	24010	22622	13	1	2	52	0	8	47	0	8	90	1	1	0	0	0	0	0	0	0	3	39	0	1	0	167	0	0	3	14	0	0	0	0	36	5	3	40	0
31	31	"Alut Lake"	60.13667	152.31278	504	"AWI"	504	21524	24137	22712	15	1	0	47	19	8	0	0	20	87	0	0	0	0	0	0	0	0	0	0	12	0	1	0	172	0	0	1	8	0	0	1	2	12	0	3	27	0
31	31	"Alut Lake"	60.13667	152.31278	514	"AWI"	514	21764	24363	22961	20	2	5	81	24	21	28	0	14	208	3	1	0	0	0	0	2	0	0	4	40	0	3	0	209	0	0	4	13	0	0	0	0	40	6	9	44	0
31	31	"Alut Lake"	60.13667	152.31278	524	"AWI"	524	21935	24618	23218	8	0	6	100	13	9	0	0	17	116	1	1	0	0	0	0	0	0	0	4	15	0	9	0	169	0	0	4	8	0	0	0	0	21	2	4	52	0
31	31	"Alut Lake"	60.13667	152.31278	534	"AWI"	534	22216	24811	23467	15	0	2	90	0	11	20	0	10	234	4	0	0	0	0	0	0	0	0	0	3	0	12	0	240	0	0	2	9	0	0	0	1	21	0	5	57	0
31	31	"Alut Lake"	60.13667	152.31278	544	"AWI"	544	22376	25069	23734	10	0	0	71	13	11	0	0	12	194	3	0	0	0	0	0	0	0	0	1	7	0	7	0	157	1	9	3	6	0	0	0	0	16	4	1	29	0
31	31	"Alut Lake"	60.13667	152.31278	554	"AWI"	554	22673	25268	23973	8	0	2	89	0	38	0	0	5	250	4	2	0	0	0	0	0	0	0	1	13	0	4	0	183	0	0	3	10	0	0	0	1	12	4	2	38	0
31	31	"Alut Lake"	60.13667	152.31278	564	"AWI"	564	22890	25522	24210	16	0	9	64	15	51	0	0	13	304	2	1	0	0	0	0	0	0	0	0	16	0	13	0	169	0	0	2	10	0	0	0	0	28	9	5	37	0
31	31	"Alut Lake"	60.13667	152.31278	574	"AWI"	574	23115	25725	24451	36	0	4	54	0	53	20	0	15	399	1	1	0	0	0	0	1	0	0	1	10	0	5	0	199	0	0	3	13	0	0	0	0	24	0	4	26	0
31	31	"Alut Lake"	60.13667	152.31278	584	"AWI"	584	23339	25936	24691	24	0	2	63	14	46	0	0	20	475	14	4	0	0	0	0	0	0	0	1	18	0	7	0	206	0	0	2	13	0	0	0	1	14	3	5	24	0
31	31	"Alut Lake"	60.13667	152.31278	594	"AWI"	594	23558	26046	24910	61	1	4	71	10	67	24	0	25	416	7	3	0	0	0	0	1	0	0	6	13	0	28	0	300	0	0	2	16	0	0	1	0	48	7	4	20	0
31	31	"Alut Lake"	60.13667	152.31278	604	"AWI"	604	23787	26185	25135	34	0	4	45	9	45	0	0	10	184	4	1	0	0	0	0	0	0	0	0	4	0	19	0	122	0	0	4	4	0	0	0	0	15	1	0	20	0
