"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acacia"	"Amaranthaceae (<20 µm)"	"Amaranthaceae (>20 µm)"	"Angophora"	"Apiaceae"	"Asphodelaceae"	"Asteliaceae"	"Asteraceae"	"Atherosperma"	"Banksia"	"Bossiaea"	"Brassicaceae"	"Bursaria"	"Callitris"	"Campanulaceae"	"Caryophyllaceae"	"Casuarina"	"Connaraceae"	"Cyperaceae"	"Dodonaea"	"Elaeocarpaceae"	"Ericales"	"Eriostemon"	"Eucalyptus"	"Fabaceae"	"Gentianaceae"	"Grevillea"	"Gyrostemonaceae"	"Hakea"	"Hibbertia"	"Indeterminable"	"Kunzea"	"Lamiaceae"	"Leptospermum"	"Lomatia"	"Loranthaceae"	"Myoporaceae"	"Onagraceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Poaceae (<20 µm)"	"Poaceae (>35 µm)"	"Poaceae (>40 µm)"	"Poaceae (20-25 µm)"	"Poaceae (25-30 µm)"	"Poaceae (30-35 µm)"	"Podocarpus"	"Polyscias"	"Pomaderris"	"Ranunculaceae"	"Restionaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Stylidiaceae"	"Thymelaeaceae"	"Tsuga"	"Urticaceae"	"Winteraceae"	"Xyridaceae"
279	285	"Blue Lake"	-36.41667	148.31667	230	"AWI"	230	3162	3878	3475	0	8	1	0	6	0	0	0	0	1	0	0	0	0	0	0	6	0	7	1	0	0	0	37	0	0	0	0	0	0	4	0	1	6	0	0	0	0	0	0	0	7	7	2	0	18	13	5	3	0	0	1	1	1	0	0	0	0	1	25	1	0	0
279	285	"Blue Lake"	-36.41667	148.31667	249	"AWI"	249	3406	4397	3849	0	4	1	0	0	0	3	12	0	0	0	0	0	2	0	1	6	0	6	0	0	0	0	43	0	0	0	0	0	0	8	0	0	3	0	0	0	0	0	0	0	15	0	11	0	11	10	13	2	0	2	0	0	0	0	0	0	0	0	60	0	0	0
279	285	"Blue Lake"	-36.41667	148.31667	260	"AWI"	260	3524	4791	4060	0	5	2	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	5	1	0	0	1	36	0	1	0	0	0	0	4	1	0	5	0	0	1	0	1	0	0	6	0	2	0	20	13	5	0	0	6	1	3	0	0	0	0	0	0	20	0	1	0
279	285	"Blue Lake"	-36.41667	148.31667	268	"AWI"	268	3665	4877	4229	2	4	8	0	5	0	0	0	0	0	0	0	0	1	0	1	3	0	13	0	0	0	0	35	0	0	0	0	0	0	7	0	0	3	0	0	0	0	1	0	0	14	0	4	0	6	14	7	1	1	1	0	8	0	0	0	1	0	0	71	0	0	0
279	285	"Blue Lake"	-36.41667	148.31667	280	"AWI"	280	3783	5125	4479	1	5	5	0	0	0	6	16	0	0	0	0	0	1	0	0	8	0	13	0	0	0	0	42	0	0	0	0	0	0	4	1	0	3	0	0	0	0	0	0	0	6	1	10	0	15	20	14	0	0	11	0	0	0	0	1	0	0	0	26	0	1	0
279	285	"Blue Lake"	-36.41667	148.31667	287	"AWI"	287	4007	5192	4618	2	2	5	0	0	0	4	0	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	37	0	0	0	0	0	0	6	0	1	2	0	0	0	0	1	0	0	16	0	3	0	9	15	16	1	0	2	1	0	0	0	1	1	0	0	73	0	1	0
279	285	"Blue Lake"	-36.41667	148.31667	300	"AWI"	300	4231	5365	4896	0	2	3	0	0	0	5	0	1	0	0	0	0	0	0	0	5	0	9	0	0	0	0	34	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	9	1	3	0	6	19	12	2	0	6	0	1	0	0	0	0	0	0	28	0	1	0
279	285	"Blue Lake"	-36.41667	148.31667	306	"AWI"	306	4431	5452	5007	1	4	4	0	0	0	9	0	0	0	0	1	0	0	0	2	6	0	7	1	0	0	1	58	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0	5	2	5	0	13	23	13	2	0	4	0	0	0	2	0	0	0	1	123	1	1	0
279	285	"Blue Lake"	-36.41667	148.31667	320	"AWI"	320	4936	5606	5312	1	3	2	0	0	0	3	0	0	1	0	0	0	2	0	2	3	0	4	2	0	0	0	38	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	8	1	6	0	11	16	11	1	0	7	2	2	0	0	0	0	0	0	15	0	0	0
279	285	"Blue Lake"	-36.41667	148.31667	325	"AWI"	325	5012	5759	5420	0	1	3	0	0	0	4	0	0	0	0	0	0	1	1	0	7	0	7	0	0	0	0	40	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	9	0	3	0	5	11	11	4	0	6	1	0	0	0	0	0	0	0	81	0	0	0
279	285	"Blue Lake"	-36.41667	148.31667	340	"AWI"	340	5334	6655	6061	0	2	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	5	1	0	0	0	32	0	0	0	0	0	0	5	0	1	2	0	0	0	0	0	0	0	9	4	2	0	15	14	7	1	0	21	1	0	0	0	0	0	0	0	29	0	1	0
279	285	"Blue Lake"	-36.41667	148.31667	344	"AWI"	344	5387	6965	6234	0	5	6	0	0	0	2	0	0	0	0	0	0	1	0	1	4	0	7	11	0	0	0	67	0	0	0	0	0	0	9	0	1	6	0	0	0	0	0	0	0	11	0	4	0	20	25	13	2	0	10	1	0	0	0	0	0	0	0	137	0	1	0
279	285	"Blue Lake"	-36.41667	148.31667	360	"AWI"	360	6312	7343	6873	0	3	4	0	0	0	7	0	0	0	0	0	0	0	0	1	4	0	5	2	0	0	0	42	0	0	0	0	0	0	6	0	1	6	0	0	0	0	0	0	0	6	0	6	0	3	24	8	0	0	7	4	1	0	0	0	0	0	0	26	0	1	0
279	285	"Blue Lake"	-36.41667	148.31667	363	"AWI"	363	6450	7384	7001	0	3	7	0	8	0	1	0	0	0	0	1	0	1	0	0	6	0	8	1	0	0	1	44	0	1	0	0	0	0	7	2	0	2	0	0	0	0	0	0	0	12	0	4	0	13	17	9	1	0	8	1	1	0	0	1	0	0	0	56	0	0	0
279	285	"Blue Lake"	-36.41667	148.31667	378	"AWI"	378	6786	7609	7370	0	4	4	0	0	0	4	13	0	1	0	0	0	0	0	1	9	0	15	1	0	0	0	41	0	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	11	0	5	0	21	23	17	0	0	6	4	5	0	0	0	0	0	0	20	0	0	0
279	285	"Blue Lake"	-36.41667	148.31667	382	"AWI"	382	6820	7653	7394	1	6	3	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	8	1	0	0	1	40	0	0	0	1	0	0	4	0	0	9	0	0	0	0	0	0	0	6	8	1	0	27	23	10	1	0	9	2	0	0	0	0	0	0	0	52	7	1	0
279	285	"Blue Lake"	-36.41667	148.31667	400	"AWI"	400	6996	7835	7521	1	2	2	0	0	0	5	11	0	0	0	0	0	0	0	2	3	0	6	1	0	0	0	37	0	0	0	0	0	0	3	0	1	2	0	0	1	0	0	0	0	4	0	1	0	11	24	7	4	0	6	1	4	0	0	0	0	0	0	30	3	0	0
279	285	"Blue Lake"	-36.41667	148.31667	402	"AWI"	402	7011	7848	7536	0	3	3	0	0	0	6	0	0	0	0	0	0	0	0	1	4	1	12	3	0	0	0	40	0	0	0	0	0	0	6	1	0	5	0	0	0	0	0	1	0	13	0	2	0	5	10	5	1	0	16	1	0	0	0	0	0	0	0	48	0	1	0
279	285	"Blue Lake"	-36.41667	148.31667	420	"AWI"	420	7179	8007	7671	0	4	3	0	0	0	7	0	0	0	0	0	0	1	0	0	8	0	13	3	0	0	0	44	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	3	3	4	0	15	15	10	0	0	18	2	0	0	0	0	0	0	0	7	0	0	0
279	285	"Blue Lake"	-36.41667	148.31667	421	"AWI"	421	7191	8013	7680	1	7	4	0	0	0	3	0	0	0	1	0	0	0	1	0	8	0	13	4	1	0	1	54	0	1	0	1	0	0	25	0	0	7	0	0	0	0	1	0	0	14	0	3	0	7	18	14	2	0	39	2	4	0	0	0	0	0	0	114	0	0	0
279	285	"Blue Lake"	-36.41667	148.31667	440	"AWI"	440	7414	8160	7823	0	1	0	0	0	0	3	0	0	0	0	0	0	2	0	1	6	0	7	3	0	0	0	38	0	0	0	0	0	0	2	1	1	7	0	0	0	0	0	0	0	5	2	2	0	16	19	12	1	0	9	1	2	0	0	0	0	0	0	6	0	1	0
279	285	"Blue Lake"	-36.41667	148.31667	460	"AWI"	460	7659	8292	7981	0	3	2	1	0	0	5	8	0	0	1	0	0	3	0	1	8	0	15	1	0	0	0	46	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	4	2	6	0	10	10	7	0	0	24	1	0	0	0	0	0	0	0	8	0	2	0
279	285	"Blue Lake"	-36.41667	148.31667	480	"AWI"	480	7941	8545	8205	1	1	4	0	0	0	4	0	0	0	1	1	0	2	0	0	5	0	16	2	1	0	0	64	0	1	0	0	0	0	2	0	1	6	0	0	0	0	0	0	0	10	2	3	0	18	22	9	1	0	4	2	0	0	0	0	0	0	0	5	0	1	0
279	285	"Blue Lake"	-36.41667	148.31667	500	"AWI"	500	8318	8899	8538	2	1	2	0	0	0	6	21	0	0	0	2	0	1	0	2	8	0	7	0	0	0	0	55	0	0	0	0	0	0	3	0	0	3	0	0	0	0	1	0	0	6	1	6	0	17	27	14	2	0	0	1	1	0	0	0	0	0	0	21	1	0	0
279	285	"Blue Lake"	-36.41667	148.31667	520	"AWI"	520	8583	10103	9157	1	11	6	0	0	0	3	34	0	0	0	0	0	1	0	1	11	0	10	0	0	0	0	75	0	1	0	0	0	0	3	1	0	4	0	1	1	0	0	0	0	13	2	4	0	35	27	6	3	0	2	3	0	0	0	0	0	0	1	19	1	0	0
279	285	"Blue Lake"	-36.41667	148.31667	540	"AWI"	540	9834	11239	10682	0	17	3	0	0	0	0	30	0	2	0	2	0	3	0	0	9	0	12	0	0	0	0	50	0	0	0	1	0	0	3	0	0	4	0	0	0	0	0	0	0	10	5	1	0	25	28	7	0	0	2	0	1	0	0	1	0	0	0	12	0	0	0
279	285	"Blue Lake"	-36.41667	148.31667	560	"AWI"	560	10651	12788	11862	0	19	5	0	0	0	1	0	0	0	0	0	0	0	0	1	6	0	4	1	0	0	0	35	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	4	9	1	0	23	16	5	1	0	0	0	1	0	0	0	0	0	0	10	0	2	1
279	285	"Blue Lake"	-36.41667	148.31667	580	"AWI"	580	11355	13864	12613	1	16	5	0	0	0	0	43	1	0	0	5	0	7	0	1	18	0	5	1	0	0	0	91	0	0	0	3	0	0	10	0	0	6	0	0	3	0	2	0	0	3	10	5	0	42	34	8	5	0	0	0	1	0	0	0	0	0	1	22	0	2	0
279	285	"Blue Lake"	-36.41667	148.31667	600	"AWI"	600	12225	14614	13390	0	11	8	0	0	0	0	0	0	1	0	1	0	6	0	0	10	0	3	0	0	0	0	39	0	0	0	0	0	1	8	0	0	5	0	0	0	0	0	0	0	2	1	2	0	20	17	3	0	0	0	1	1	0	0	0	0	0	0	11	0	0	0
279	285	"Blue Lake"	-36.41667	148.31667	620	"AWI"	620	13120	15180	14153	0	10	9	0	0	0	0	0	0	0	0	3	0	1	0	2	13	1	6	0	0	0	0	71	0	0	0	0	0	1	6	0	0	7	0	0	0	0	1	0	0	2	7	1	0	31	23	9	1	0	0	0	1	0	0	0	0	0	0	14	1	0	0
279	285	"Blue Lake"	-36.41667	148.31667	640	"AWI"	640	13825	15898	14806	1	14	2	0	0	0	0	24	0	0	0	0	1	3	0	0	7	0	1	1	0	0	0	41	0	0	0	0	0	0	3	1	0	4	0	0	0	0	0	0	0	3	14	1	0	25	18	4	2	0	0	1	0	0	0	0	0	0	0	108	0	1	0
279	285	"Blue Lake"	-36.41667	148.31667	660	"AWI"	660	14136	16880	15273	0	26	3	0	0	0	0	0	0	0	0	0	0	1	0	2	28	0	0	0	0	0	0	24	0	0	0	0	0	0	7	0	0	2	0	0	0	0	0	0	0	11	8	0	0	24	3	1	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0
