"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juglans"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"
503	516	"Cranberry Lake"	44.1	-78.1	210	"AWI"	210	749	1126	898	1	13	5	0	1	0	26	0	0	1	0	0	0	0	12	0	0	0	36	5	0	3	0	0	7	1	23	0	0	0	2	27	0	0	0	0	1	1	23	11
503	516	"Cranberry Lake"	44.1	-78.1	220	"AWI"	220	789	1221	967	0	17	3	0	0	0	20	0	0	4	0	0	0	0	6	0	0	0	37	5	0	12	0	1	8	0	23	0	0	0	0	28	0	0	0	0	0	3	23	18
503	516	"Cranberry Lake"	44.1	-78.1	230	"AWI"	230	814	1357	1034	1	20	1	0	0	0	26	0	0	5	0	1	0	0	9	0	0	0	38	9	0	1	0	1	3	3	20	0	1	0	0	30	0	0	0	0	0	4	16	12
503	516	"Cranberry Lake"	44.1	-78.1	240	"AWI"	240	831	1519	1098	1	8	2	0	0	0	31	0	0	4	0	0	0	0	1	0	0	0	49	4	0	4	0	6	7	1	22	0	0	0	0	35	0	0	0	0	0	2	12	12
503	516	"Cranberry Lake"	44.1	-78.1	250	"AWI"	250	846	1686	1159	1	16	5	0	0	0	15	0	0	1	0	0	0	0	7	0	0	0	50	7	0	7	0	3	6	1	26	0	1	0	0	20	0	0	0	0	0	6	10	23
503	516	"Cranberry Lake"	44.1	-78.1	260	"AWI"	260	863	1854	1220	1	16	3	0	0	0	26	0	0	2	0	0	0	0	16	0	0	0	46	8	0	3	0	1	15	2	18	0	2	0	0	23	0	0	0	0	0	2	7	10
503	516	"Cranberry Lake"	44.1	-78.1	270	"AWI"	270	939	1913	1294	0	15	5	1	0	0	20	0	0	1	0	0	0	0	11	0	0	0	44	5	0	3	3	1	9	0	21	0	0	0	0	27	0	0	1	0	0	2	18	13
503	516	"Cranberry Lake"	44.1	-78.1	280	"AWI"	280	991	1957	1375	0	15	3	0	1	0	24	0	0	1	0	0	0	0	8	0	0	0	51	9	0	6	0	2	7	2	29	0	0	0	0	21	0	0	1	0	0	3	11	12
503	516	"Cranberry Lake"	44.1	-78.1	290	"AWI"	290	1028	2007	1462	0	11	3	0	1	0	29	0	0	1	0	0	0	0	5	0	0	0	36	9	0	6	0	4	6	0	25	0	0	0	1	31	0	0	0	0	0	4	16	16
503	516	"Cranberry Lake"	44.1	-78.1	297	"AWI"	297	1050	2045	1518	1	11	5	0	0	0	27	0	0	5	0	0	0	0	4	0	0	0	31	16	0	5	0	1	5	1	22	0	1	0	0	33	0	0	0	0	0	3	19	12
503	516	"Cranberry Lake"	44.1	-78.1	310	"AWI"	310	1088	2158	1621	0	11	4	0	0	0	35	0	1	1	0	0	0	0	21	1	0	0	22	13	0	4	0	3	6	2	23	0	0	0	2	30	0	0	0	0	0	0	10	12
503	516	"Cranberry Lake"	44.1	-78.1	320	"AWI"	320	1109	2255	1695	0	8	3	0	0	0	28	0	0	8	0	0	0	0	9	0	0	0	40	14	0	1	0	1	7	2	22	0	0	0	1	31	0	0	0	0	0	4	7	14
503	516	"Cranberry Lake"	44.1	-78.1	330	"AWI"	330	1176	2341	1767	0	13	2	1	0	0	29	0	0	7	0	0	0	0	13	1	0	0	34	7	0	1	0	4	8	2	17	0	2	0	1	26	0	0	0	0	0	5	15	12
503	516	"Cranberry Lake"	44.1	-78.1	340	"AWI"	340	1316	2371	1834	0	17	2	0	0	0	37	0	0	1	0	0	0	0	5	0	0	0	37	4	0	4	0	0	14	1	15	0	0	0	0	21	0	0	0	0	0	1	15	24
503	516	"Cranberry Lake"	44.1	-78.1	350	"AWI"	350	1438	2397	1908	0	23	5	0	0	0	26	0	0	4	0	0	0	0	12	0	0	0	34	6	0	6	0	0	15	1	15	0	1	0	1	20	0	0	0	0	0	3	15	15
503	516	"Cranberry Lake"	44.1	-78.1	360	"AWI"	360	1540	2423	1988	0	21	0	0	0	0	28	0	0	3	0	0	0	0	5	0	0	0	44	9	0	6	0	2	14	0	24	0	0	0	0	15	0	0	1	0	0	6	8	18
503	516	"Cranberry Lake"	44.1	-78.1	370	"AWI"	370	1628	2463	2067	0	16	2	0	0	0	22	0	0	1	0	0	0	0	7	1	0	0	48	12	0	6	0	3	9	3	14	0	0	0	0	20	0	0	0	0	0	4	19	14
503	516	"Cranberry Lake"	44.1	-78.1	380	"AWI"	380	1708	2514	2149	0	13	3	0	0	0	24	0	0	5	0	0	0	0	13	0	0	0	46	16	0	8	0	3	7	0	14	0	0	0	0	16	0	0	0	0	0	2	20	15
503	516	"Cranberry Lake"	44.1	-78.1	390	"AWI"	390	1767	2586	2228	0	14	2	0	0	0	19	0	0	3	0	0	0	0	9	0	0	0	60	8	0	5	0	1	8	2	13	0	0	0	0	20	0	0	0	0	1	4	18	14
503	516	"Cranberry Lake"	44.1	-78.1	400	"AWI"	400	1984	2633	2330	0	15	2	0	0	0	23	0	0	3	0	0	0	0	23	1	0	0	43	12	0	7	0	2	8	2	13	0	1	0	0	21	0	0	0	0	0	4	19	7
503	516	"Cranberry Lake"	44.1	-78.1	410	"AWI"	410	2164	2709	2448	0	21	2	0	1	0	22	0	0	1	0	0	0	0	14	0	0	0	49	10	0	6	0	3	11	1	18	0	0	0	1	12	0	0	0	0	0	2	11	21
503	516	"Cranberry Lake"	44.1	-78.1	420	"AWI"	420	2245	2926	2588	1	18	3	0	0	0	29	0	0	3	0	0	0	0	12	0	0	0	43	12	0	5	0	1	9	0	16	0	0	0	0	25	0	0	0	0	1	2	13	10
503	516	"Cranberry Lake"	44.1	-78.1	430	"AWI"	430	2299	3210	2704	0	26	3	0	0	0	24	0	0	2	0	0	0	0	1	0	0	0	46	8	0	7	0	1	8	1	28	0	0	0	0	15	0	0	0	0	0	3	19	15
503	516	"Cranberry Lake"	44.1	-78.1	440	"AWI"	440	2339	3526	2817	1	15	2	1	0	0	20	0	0	5	0	0	0	0	3	0	0	0	46	8	0	7	0	7	6	0	26	0	1	0	1	17	0	0	0	0	0	5	16	18
503	516	"Cranberry Lake"	44.1	-78.1	450	"AWI"	450	2373	3863	2926	0	16	4	0	1	0	23	0	0	2	0	0	0	0	13	0	0	0	57	9	0	0	0	2	7	1	19	0	0	0	1	22	0	0	0	0	0	5	8	10
503	516	"Cranberry Lake"	44.1	-78.1	460	"AWI"	460	2428	4125	3045	0	19	1	0	1	0	30	0	0	5	0	0	0	0	6	0	0	0	41	13	0	5	0	2	3	2	17	0	2	0	0	15	0	0	0	0	0	8	13	18
503	516	"Cranberry Lake"	44.1	-78.1	470	"AWI"	470	2546	4229	3192	0	19	2	0	0	0	21	0	0	4	0	0	0	0	8	0	0	0	46	17	0	8	0	2	5	2	23	0	2	0	1	19	0	0	0	0	0	1	10	17
503	516	"Cranberry Lake"	44.1	-78.1	480	"AWI"	480	2624	4335	3339	0	21	3	0	0	0	20	0	0	2	0	0	0	0	8	1	0	0	45	12	0	4	0	2	5	1	29	0	1	0	0	19	0	0	1	0	0	3	13	11
503	516	"Cranberry Lake"	44.1	-78.1	490	"AWI"	490	2673	4454	3488	0	17	0	0	0	0	24	0	0	4	0	0	0	0	6	0	0	0	51	5	0	4	0	0	7	1	27	0	0	0	0	31	0	0	0	0	0	4	10	10
503	516	"Cranberry Lake"	44.1	-78.1	500	"AWI"	500	2708	4618	3624	0	9	1	0	1	0	30	0	0	3	0	2	0	0	3	0	0	0	37	9	0	6	0	4	7	1	25	0	0	0	2	24	0	0	0	0	1	5	18	17
503	516	"Cranberry Lake"	44.1	-78.1	510	"AWI"	510	2751	4836	3759	0	21	0	1	0	0	29	0	0	3	0	0	0	0	18	0	0	0	37	8	0	5	0	1	6	2	24	0	0	0	0	16	0	0	0	0	0	3	17	11
503	516	"Cranberry Lake"	44.1	-78.1	520	"AWI"	520	2787	5065	3887	0	24	4	0	0	0	24	0	0	1	0	0	0	0	10	3	0	0	52	2	0	5	0	1	5	1	25	0	0	0	0	26	0	0	0	0	0	0	13	9
503	516	"Cranberry Lake"	44.1	-78.1	530	"AWI"	530	2961	5171	4014	0	20	3	0	1	0	21	0	0	0	0	0	0	0	12	1	0	0	47	7	0	2	0	1	4	3	34	0	0	0	1	17	0	0	1	0	0	3	11	12
503	516	"Cranberry Lake"	44.1	-78.1	540	"AWI"	540	3143	5221	4161	0	26	2	0	0	0	30	0	0	4	0	0	0	0	12	1	0	0	43	5	0	6	0	1	8	1	16	0	0	0	0	19	0	0	0	0	0	9	7	12
503	516	"Cranberry Lake"	44.1	-78.1	550	"AWI"	550	3257	5276	4313	0	18	4	0	1	0	25	0	0	0	0	0	0	0	18	0	0	0	35	7	0	3	0	1	8	2	33	0	1	0	0	20	0	0	0	0	0	4	5	10
503	516	"Cranberry Lake"	44.1	-78.1	560	"AWI"	560	3351	5356	4469	0	26	1	0	1	0	29	0	0	3	0	0	0	0	0	0	0	0	33	8	1	4	0	0	6	0	29	0	0	0	1	25	0	0	0	0	0	4	7	16
503	516	"Cranberry Lake"	44.1	-78.1	570	"AWI"	570	3437	5442	4606	0	12	3	0	0	0	29	0	0	1	0	0	0	0	1	1	0	0	47	5	1	4	0	1	7	0	39	0	0	0	0	14	0	0	0	0	0	2	13	17
503	516	"Cranberry Lake"	44.1	-78.1	580	"AWI"	580	3512	5561	4749	0	11	2	0	1	0	17	0	0	2	0	0	0	0	13	0	0	0	53	4	0	6	0	1	7	1	34	0	0	0	2	25	0	0	0	0	0	6	2	15
503	516	"Cranberry Lake"	44.1	-78.1	590	"AWI"	590	3612	5695	4885	0	18	2	0	0	0	17	0	0	2	0	0	0	0	10	1	0	0	34	11	0	5	0	0	16	1	34	0	1	0	2	29	0	0	0	0	0	4	6	10
503	516	"Cranberry Lake"	44.1	-78.1	598	"AWI"	598	3884	5723	4988	0	21	3	0	0	0	26	0	0	2	0	0	0	0	13	0	0	0	32	8	0	7	0	1	11	0	26	0	1	0	2	22	0	0	0	0	0	4	5	17
503	516	"Cranberry Lake"	44.1	-78.1	610	"AWI"	610	4272	5777	5141	1	16	3	0	0	0	18	0	0	1	0	0	0	0	13	0	0	1	19	10	0	4	0	1	10	2	34	0	3	0	0	23	0	0	0	0	0	3	1	32
503	516	"Cranberry Lake"	44.1	-78.1	620	"AWI"	620	4590	5813	5270	0	18	1	0	1	0	29	0	0	7	0	0	0	0	9	1	0	0	33	9	0	3	0	0	9	1	24	0	0	0	0	21	0	0	0	0	0	6	7	18
503	516	"Cranberry Lake"	44.1	-78.1	630	"AWI"	630	4890	5866	5398	0	23	1	0	0	0	29	0	0	3	0	0	0	0	7	1	0	0	30	11	0	6	0	1	3	2	21	0	0	0	2	24	0	0	0	0	0	4	8	20
503	516	"Cranberry Lake"	44.1	-78.1	640	"AWI"	640	5128	5959	5538	1	17	1	0	1	0	29	0	0	2	0	0	0	0	7	1	0	0	57	11	0	5	0	0	9	1	12	0	1	0	1	16	0	0	0	0	0	3	10	16
503	516	"Cranberry Lake"	44.1	-78.1	650	"AWI"	650	5318	6116	5681	0	17	2	0	1	0	19	0	0	5	0	0	0	0	5	0	0	0	41	0	0	7	0	0	7	0	26	0	0	0	0	10	0	0	0	0	0	6	40	18
503	516	"Cranberry Lake"	44.1	-78.1	660	"AWI"	660	5560	6291	5902	0	13	0	1	1	0	23	0	0	2	0	0	0	0	4	0	0	0	36	0	0	2	0	1	9	1	24	0	0	0	0	16	0	0	0	0	0	5	45	13
503	516	"Cranberry Lake"	44.1	-78.1	670	"AWI"	670	5866	6477	6163	0	13	1	0	1	0	15	0	0	0	0	0	0	0	25	0	0	0	27	5	0	0	0	0	7	0	28	0	0	0	0	17	0	0	0	0	1	2	39	17
503	516	"Cranberry Lake"	44.1	-78.1	680	"AWI"	680	6159	6673	6425	1	11	0	0	0	0	16	0	0	1	0	0	0	0	18	0	0	0	46	5	0	0	0	0	7	0	27	0	0	0	0	16	0	0	1	0	0	3	33	15
503	516	"Cranberry Lake"	44.1	-78.1	690	"AWI"	690	6426	6905	6692	0	6	3	0	0	0	12	0	0	2	0	0	0	0	14	1	0	0	39	9	0	3	0	0	3	0	30	0	0	0	0	18	0	0	1	0	0	1	41	18
503	516	"Cranberry Lake"	44.1	-78.1	700	"AWI"	700	6662	7169	6958	0	10	2	1	0	0	4	0	0	2	0	0	0	0	7	0	0	0	37	4	0	2	0	2	8	0	29	0	1	0	0	7	0	0	0	0	0	2	59	21
503	516	"Cranberry Lake"	44.1	-78.1	710	"AWI"	710	6875	7460	7216	0	24	1	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	41	4	0	1	0	1	12	0	34	0	2	0	0	28	0	0	0	0	0	2	27	15
503	516	"Cranberry Lake"	44.1	-78.1	720	"AWI"	720	7076	7769	7480	0	19	0	0	1	0	7	0	0	1	0	0	0	0	0	0	0	0	34	5	0	5	0	0	13	0	44	0	0	0	0	25	0	0	0	1	0	6	26	16
503	516	"Cranberry Lake"	44.1	-78.1	730	"AWI"	730	7265	8194	7739	0	9	0	1	0	0	9	0	0	3	0	0	0	0	0	2	0	0	9	6	0	5	0	2	10	0	67	0	0	0	1	21	0	0	0	0	0	3	42	12
503	516	"Cranberry Lake"	44.1	-78.1	740	"AWI"	740	7355	8728	7982	1	8	2	2	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1	20	1	99	0	2	0	0	21	0	0	1	0	0	2	9	20
503	516	"Cranberry Lake"	44.1	-78.1	750	"AWI"	750	7415	9307	8226	1	3	0	0	1	0	17	0	0	0	0	0	0	0	4	0	0	0	6	7	0	3	0	1	14	0	95	0	1	0	1	41	0	0	0	0	0	1	1	6
503	516	"Cranberry Lake"	44.1	-78.1	760	"AWI"	760	7477	9883	8474	0	9	0	0	0	0	17	0	0	0	0	0	0	1	0	1	0	0	0	5	0	0	0	1	12	0	120	0	0	0	0	25	0	0	0	0	0	0	1	7
503	516	"Cranberry Lake"	44.1	-78.1	770	"AWI"	770	7513	10468	8715	1	1	1	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	14	1	125	0	0	0	2	23	0	0	0	0	0	1	0	4
503	516	"Cranberry Lake"	44.1	-78.1	780	"AWI"	780	7550	11054	8964	2	4	0	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	1	8	0	104	0	0	0	0	45	0	0	0	0	0	0	1	8
503	516	"Cranberry Lake"	44.1	-78.1	790	"AWI"	790	8199	11411	9492	3	0	0	0	2	0	10	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	1	9	1	141	0	0	0	0	12	0	0	0	0	0	0	3	8
503	516	"Cranberry Lake"	44.1	-78.1	800	"AWI"	800	9193	11625	10205	1	0	0	0	0	0	20	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	149	0	0	0	4	12	0	0	0	0	0	0	2	5
503	516	"Cranberry Lake"	44.1	-78.1	805	"AWI"	805	9655	11766	10567	2	0	1	1	0	0	17	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	2	1	142	0	0	0	1	17	0	0	1	0	0	0	1	5
503	516	"Cranberry Lake"	44.1	-78.1	810	"AWI"	810	10098	11946	10918	3	0	0	0	0	0	23	0	0	0	0	0	0	0	3	1	0	0	0	0	0	3	0	1	3	3	122	0	0	0	5	20	0	0	0	0	0	1	1	13
503	516	"Cranberry Lake"	44.1	-78.1	815	"AWI"	815	10476	12162	11270	6	2	0	0	0	0	26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	6	7	117	0	0	0	1	20	0	0	0	0	0	0	1	6
503	516	"Cranberry Lake"	44.1	-78.1	820	"AWI"	820	10835	12407	11612	3	1	1	0	1	0	27	0	0	1	0	0	0	0	2	1	0	0	0	0	0	2	0	7	11	17	63	0	0	0	29	22	0	0	1	0	0	0	0	4
503	516	"Cranberry Lake"	44.1	-78.1	825	"AWI"	825	11119	12704	11958	4	2	0	0	2	0	6	0	0	1	0	0	0	0	0	7	1	0	0	0	0	3	0	9	8	25	72	0	0	0	23	21	0	0	0	0	0	0	2	10
503	516	"Cranberry Lake"	44.1	-78.1	830	"AWI"	830	11292	13121	12346	2	0	2	1	3	0	11	0	0	0	0	0	0	0	4	2	0	0	0	0	0	1	0	1	4	63	58	0	0	0	21	14	0	0	1	0	1	0	0	2
503	516	"Cranberry Lake"	44.1	-78.1	835	"AWI"	835	11432	13597	12722	4	0	0	0	0	0	10	0	0	0	0	0	0	0	1	12	0	1	0	0	0	1	0	1	1	123	39	0	0	0	1	4	0	0	1	0	0	0	0	0
503	516	"Cranberry Lake"	44.1	-78.1	840	"AWI"	840	11546	14087	13074	2	0	3	1	5	0	5	0	0	1	0	0	0	0	1	19	0	2	0	0	0	3	0	0	4	114	25	0	0	0	3	5	0	0	1	0	0	0	2	1
503	516	"Cranberry Lake"	44.1	-78.1	845	"AWI"	845	11644	14604	13449	2	0	1	0	4	0	13	0	0	0	0	0	0	0	2	49	0	0	0	5	0	7	0	0	11	48	33	0	0	0	4	12	0	0	6	0	0	0	0	3
503	516	"Cranberry Lake"	44.1	-78.1	850	"AWI"	850	11732	15073	13766	3	0	1	0	5	0	0	0	0	2	0	0	0	0	1	34	0	3	0	0	0	3	0	0	7	59	61	0	0	0	3	9	0	0	2	0	0	0	0	2
503	516	"Cranberry Lake"	44.1	-78.1	855	"AWI"	855	11854	15138	13837	2	0	1	0	11	0	2	0	0	2	0	0	0	0	0	22	0	2	0	0	0	3	0	0	17	53	58	0	0	0	1	21	0	0	1	0	2	0	0	0
503	516	"Cranberry Lake"	44.1	-78.1	860	"AWI"	860	11959	15197	13910	1	0	0	1	3	0	3	0	0	0	0	0	0	0	0	32	2	0	0	0	0	1	0	0	8	77	47	0	0	0	0	13	0	0	4	0	0	0	0	2
503	516	"Cranberry Lake"	44.1	-78.1	865	"AWI"	865	12063	15252	13982	2	0	0	0	6	0	2	0	0	0	1	0	0	0	0	41	0	0	0	0	0	1	0	0	3	75	48	0	0	0	1	5	0	0	1	0	0	0	0	2
503	516	"Cranberry Lake"	44.1	-78.1	870	"AWI"	870	12160	15329	14056	2	0	0	2	2	0	3	0	0	0	0	0	0	0	2	28	0	0	0	0	0	4	0	0	14	59	71	0	0	0	1	6	0	0	0	0	1	0	0	0
503	516	"Cranberry Lake"	44.1	-78.1	875	"AWI"	875	12236	15408	14121	1	1	2	1	3	0	4	0	0	2	0	0	0	0	5	14	0	0	0	0	0	14	0	0	1	78	55	0	0	0	3	3	0	0	2	0	0	0	0	8
503	516	"Cranberry Lake"	44.1	-78.1	880	"AWI"	880	12285	15480	14194	7	0	1	1	6	0	4	0	0	0	0	0	0	0	1	6	0	0	0	0	0	6	0	0	1	61	97	0	0	0	3	10	0	0	4	0	0	0	0	1
503	516	"Cranberry Lake"	44.1	-78.1	890	"AWI"	890	12398	15674	14338	0	0	3	0	3	0	5	0	0	1	1	0	0	0	0	17	0	0	0	0	0	19	0	0	2	46	101	0	0	0	0	3	0	0	5	0	0	0	0	1
503	516	"Cranberry Lake"	44.1	-78.1	900	"AWI"	900	12491	15885	14487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	1	0	0	0	6	0	0	1	31	125	0	0	0	0	9	0	0	0	0	0	0	0	1
503	516	"Cranberry Lake"	44.1	-78.1	910	"AWI"	910	12585	16159	14635	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	5	0	0	2	84	96	0	0	0	0	0	0	0	2	0	0	0	0	1
503	516	"Cranberry Lake"	44.1	-78.1	920	"AWI"	920	12798	16326	14772	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	13	0	0	0	0	0	2	0	0	1	50	121	0	0	0	0	5	0	0	0	0	0	0	0	1
503	516	"Cranberry Lake"	44.1	-78.1	930	"AWI"	930	13077	16418	14911	1	0	0	0	7	0	0	0	0	4	1	0	0	0	1	18	0	1	0	0	0	1	0	1	2	59	88	0	0	0	0	7	0	0	0	0	0	0	0	1
503	516	"Cranberry Lake"	44.1	-78.1	940	"AWI"	940	13333	16521	15047	0	2	0	0	3	0	1	0	0	0	1	0	0	0	1	17	0	0	0	0	0	1	0	1	7	82	64	0	0	0	1	7	0	0	0	0	0	0	0	2
503	516	"Cranberry Lake"	44.1	-78.1	950	"AWI"	950	13530	16634	15179	0	0	0	0	1	0	4	0	0	2	0	0	0	0	3	14	0	0	0	0	0	2	0	0	1	65	92	0	0	0	0	8	0	0	0	0	0	0	1	2
503	516	"Cranberry Lake"	44.1	-78.1	960	"AWI"	960	13723	16804	15328	0	0	0	0	1	0	5	0	0	0	0	0	0	0	1	12	0	1	0	0	0	8	0	0	6	44	117	0	0	0	0	5	0	0	0	0	1	0	0	1
503	516	"Cranberry Lake"	44.1	-78.1	970	"AWI"	970	13877	17007	15470	0	0	3	0	3	0	1	0	0	2	1	0	0	0	1	7	0	0	0	0	0	8	0	0	0	43	121	0	0	0	0	7	0	0	0	0	1	1	0	1
503	516	"Cranberry Lake"	44.1	-78.1	980	"AWI"	980	13984	17243	15608	0	0	0	0	2	0	5	0	0	1	0	0	0	0	0	7	0	0	0	0	0	7	0	0	5	48	111	0	0	0	0	12	0	0	1	0	0	0	0	4
