"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cephalanthus"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liquidambar"	"Magnolia"	"Myrica"	"Nyssa"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
971	1002	"Hams Lake"	43.23667	-80.41333	1026	"AWI"	1026	2844	3561	3203	0	56	0	2	0	5	0	0	46	2	37	0	1	0	0	0	0	13	0	0	0	199	50	0	1	0	3	0	0	0	0	0	0	44	2	43	0	17	5	0	230	0	0	0	4	0	0	1	23	14	78	0
971	1002	"Hams Lake"	43.23667	-80.41333	1034	"AWI"	1034	2961	3647	3321	0	86	0	0	0	3	0	0	44	0	36	0	1	1	0	0	2	8	0	0	0	223	70	0	0	0	6	0	8	0	0	0	0	49	1	64	0	7	1	1	205	0	0	0	1	0	1	1	14	18	103	0
971	1002	"Hams Lake"	43.23667	-80.41333	1042	"AWI"	1042	3096	3767	3438	0	97	0	0	0	3	0	0	47	0	50	0	0	0	0	0	0	8	1	0	0	181	44	0	7	0	20	0	6	1	0	0	0	56	0	51	0	14	4	2	185	2	0	0	2	0	1	2	22	19	119	0
971	1002	"Hams Lake"	43.23667	-80.41333	1049	"AWI"	1049	3322	3828	3547	0	106	0	0	0	2	0	0	56	0	31	0	0	0	0	0	1	8	0	0	0	206	101	0	1	0	8	0	12	0	0	0	0	42	1	26	0	14	0	3	198	0	0	0	2	1	0	0	15	8	139	0
971	1002	"Hams Lake"	43.23667	-80.41333	1058	"AWI"	1058	3455	4020	3694	0	103	0	0	0	0	0	0	58	0	23	0	0	0	0	0	3	10	0	0	0	243	69	0	0	0	9	0	7	0	0	0	0	32	0	48	0	9	2	1	200	0	0	0	5	0	0	0	13	8	113	0
971	1002	"Hams Lake"	43.23667	-80.41333	1066	"AWI"	1066	3574	4203	3844	0	90	0	0	0	3	0	0	25	0	21	0	0	1	0	0	0	8	0	0	0	189	65	0	1	0	7	0	2	1	0	0	0	63	0	61	0	13	1	2	218	0	0	0	2	1	0	0	26	6	110	0
971	1002	"Hams Lake"	43.23667	-80.41333	1074	"AWI"	1074	3649	4408	4010	0	99	0	0	0	2	0	0	47	0	45	0	0	0	0	0	2	8	0	0	0	292	82	0	3	13	7	0	3	0	0	0	0	48	0	48	0	20	1	0	353	0	0	0	9	0	0	0	19	2	173	0
971	1002	"Hams Lake"	43.23667	-80.41333	1082	"AWI"	1082	3699	4693	4167	0	64	0	1	0	3	0	0	37	1	35	0	1	0	1	0	1	4	0	0	0	172	38	0	2	0	3	0	3	0	0	0	0	46	0	88	0	11	0	0	364	0	0	0	3	0	0	0	12	2	92	0
971	1002	"Hams Lake"	43.23667	-80.41333	1090	"AWI"	1090	3931	4795	4330	0	79	0	0	0	4	0	0	36	0	54	0	1	0	0	0	1	4	0	0	0	142	65	0	0	0	9	0	4	0	0	0	0	56	2	45	1	17	0	1	328	1	0	0	1	0	4	1	15	12	136	0
971	1002	"Hams Lake"	43.23667	-80.41333	1106	"AWI"	1106	4258	5151	4683	0	105	0	0	0	3	0	0	52	0	47	0	0	0	0	0	0	4	0	0	0	190	78	0	6	0	4	1	6	0	0	0	0	31	2	50	0	12	4	1	267	0	0	0	9	0	2	1	21	15	120	0
971	1002	"Hams Lake"	43.23667	-80.41333	1116	"AWI"	1116	4640	5395	4977	0	81	0	1	0	2	0	0	41	1	34	0	0	0	0	0	1	5	0	0	0	248	78	0	0	0	5	0	10	0	0	0	0	51	0	27	0	27	3	2	164	0	0	0	0	0	2	2	15	14	147	0
971	1002	"Hams Lake"	43.23667	-80.41333	1124	"AWI"	1124	4716	5889	5201	0	77	0	2	0	3	0	0	33	0	39	0	0	0	1	0	0	10	0	0	0	261	73	0	0	12	7	0	8	1	0	0	0	36	0	29	0	40	2	1	165	0	0	0	1	0	1	2	29	39	149	0
971	1002	"Hams Lake"	43.23667	-80.41333	1132	"AWI"	1132	4975	6143	5486	0	87	0	1	0	4	0	0	25	0	30	0	0	0	0	0	0	2	0	0	0	246	47	0	1	0	6	0	7	0	0	0	0	25	0	34	0	36	2	1	175	0	0	1	2	0	1	1	25	42	151	0
971	1002	"Hams Lake"	43.23667	-80.41333	1140	"AWI"	1140	5127	6406	5794	0	75	0	0	0	0	0	0	22	0	71	0	0	0	0	0	3	1	0	0	0	273	81	0	0	0	5	0	7	0	0	1	0	33	0	31	1	27	3	0	202	0	0	0	2	0	0	0	17	47	138	0
971	1002	"Hams Lake"	43.23667	-80.41333	1148	"AWI"	1148	5291	6783	6071	0	62	0	2	0	1	0	0	23	0	60	0	0	0	0	0	0	0	0	0	0	212	71	0	0	0	2	0	4	0	0	0	0	37	1	26	0	29	3	0	204	0	0	0	6	0	0	0	34	53	160	0
971	1002	"Hams Lake"	43.23667	-80.41333	1156	"AWI"	1156	5789	6869	6319	0	98	0	2	0	2	0	0	11	0	24	0	0	0	0	0	1	4	0	0	0	390	49	0	0	0	2	0	2	0	0	0	0	40	0	26	0	17	2	0	162	0	0	0	2	0	0	0	8	63	135	0
971	1002	"Hams Lake"	43.23667	-80.41333	1164	"AWI"	1164	6154	7017	6581	0	95	0	0	0	3	0	0	15	0	17	0	0	0	0	0	1	8	0	0	0	232	27	0	1	0	5	0	1	1	0	0	0	62	0	38	0	24	2	0	241	0	0	0	2	0	0	1	20	73	168	0
971	1002	"Hams Lake"	43.23667	-80.41333	1173	"AWI"	1173	6459	7230	6840	0	75	0	1	0	2	0	0	7	0	27	0	0	0	0	0	1	7	0	0	0	311	33	0	0	0	8	0	0	0	0	0	0	100	0	45	0	30	2	1	170	0	0	0	2	0	4	0	21	45	129	0
971	1002	"Hams Lake"	43.23667	-80.41333	1180	"AWI"	1180	6596	7460	7020	0	64	0	0	0	1	0	0	7	0	10	0	0	0	1	0	0	2	0	0	0	373	34	0	8	5	20	0	0	0	0	0	0	85	1	36	0	12	1	4	156	0	0	0	5	0	0	0	9	49	156	0
971	1002	"Hams Lake"	43.23667	-80.41333	1188	"AWI"	1188	6669	7899	7210	0	80	0	3	0	3	0	0	12	0	16	0	0	1	0	0	0	2	0	0	0	291	48	0	0	0	11	0	0	0	0	0	0	78	0	67	0	25	0	0	187	0	0	1	2	0	1	0	13	46	155	0
971	1002	"Hams Lake"	43.23667	-80.41333	1196	"AWI"	1196	6859	8064	7416	0	70	0	5	0	3	0	0	12	0	18	0	0	1	0	0	0	2	0	0	0	357	40	0	0	0	8	0	2	0	0	0	0	108	0	61	0	27	2	1	176	0	0	0	2	0	0	0	5	50	123	0
971	1002	"Hams Lake"	43.23667	-80.41333	1204	"AWI"	1204	6992	8193	7639	0	94	0	1	0	1	0	0	13	0	13	0	1	1	0	0	3	3	0	0	0	294	39	0	0	0	4	0	1	0	0	0	0	100	1	106	0	33	3	0	226	0	0	0	0	0	0	0	11	45	156	0
971	1002	"Hams Lake"	43.23667	-80.41333	1208	"AWI"	1208	7042	8284	7751	0	56	0	0	0	3	0	0	9	1	16	0	0	0	0	0	2	8	0	0	0	203	39	0	0	0	6	0	0	0	0	0	0	114	0	95	0	18	2	1	198	0	0	0	2	0	0	0	10	51	103	0
971	1002	"Hams Lake"	43.23667	-80.41333	1212	"AWI"	1212	7138	8380	7850	0	58	0	1	0	1	0	0	10	0	17	0	0	0	0	0	1	2	0	0	0	199	26	0	6	0	2	0	2	1	0	0	0	85	0	86	0	14	3	0	314	0	0	0	3	0	0	0	15	49	107	0
971	1002	"Hams Lake"	43.23667	-80.41333	1216	"AWI"	1216	7371	8413	7943	0	37	0	2	0	2	0	0	1	0	8	0	0	1	0	0	1	4	0	0	0	150	45	0	1	0	8	0	1	0	0	0	0	84	1	124	0	24	4	1	200	0	0	0	1	0	0	0	15	48	119	0
971	1002	"Hams Lake"	43.23667	-80.41333	1220	"AWI"	1220	7593	8446	8036	1	83	0	5	0	3	0	0	14	0	17	0	0	0	0	0	1	3	0	0	0	220	49	0	1	0	8	0	0	0	0	0	0	102	1	125	0	27	4	1	238	0	0	0	0	0	0	0	22	67	133	0
971	1002	"Hams Lake"	43.23667	-80.41333	1224	"AWI"	1224	7794	8496	8139	1	35	0	5	0	0	0	0	20	1	16	0	1	1	0	0	3	2	0	0	0	114	22	0	0	0	4	0	2	0	0	0	0	123	1	160	0	20	0	0	266	1	0	0	0	0	0	0	19	61	132	0
971	1002	"Hams Lake"	43.23667	-80.41333	1226	"AWI"	1226	7872	8525	8188	1	60	0	3	0	0	0	0	8	0	13	0	0	3	0	0	1	4	0	0	0	66	45	0	0	3	5	0	1	0	0	0	0	100	1	183	0	26	0	1	297	0	0	0	1	0	4	0	12	68	135	0
971	1002	"Hams Lake"	43.23667	-80.41333	1228	"AWI"	1228	7933	8565	8240	0	0	0	3	0	2	0	0	8	0	12	0	0	0	0	0	3	2	1	0	0	31	39	0	0	0	5	0	4	0	0	0	0	93	1	189	0	23	2	1	343	0	0	0	0	1	1	1	19	74	112	0
971	1002	"Hams Lake"	43.23667	-80.41333	1230	"AWI"	1230	7983	8614	8292	0	77	0	1	0	3	0	0	18	0	8	0	0	0	0	0	4	4	0	0	0	37	62	0	0	0	9	0	1	0	0	0	0	112	0	179	0	14	3	2	288	0	0	0	3	1	0	0	40	60	137	0
971	1002	"Hams Lake"	43.23667	-80.41333	1234	"AWI"	1234	8066	8722	8391	0	46	0	2	1	3	0	0	14	0	15	0	1	0	0	0	1	4	0	0	0	21	28	0	1	0	9	0	4	0	0	0	0	173	1	277	0	10	0	2	250	1	0	0	0	0	0	0	22	41	108	0
971	1002	"Hams Lake"	43.23667	-80.41333	1236	"AWI"	1236	8099	8770	8433	0	42	0	0	0	0	0	0	24	0	7	0	0	0	0	0	6	7	0	0	0	17	41	0	0	0	7	0	3	0	0	0	0	192	1	304	0	11	2	0	248	0	0	0	3	1	1	0	17	34	111	0
971	1002	"Hams Lake"	43.23667	-80.41333	1240	"AWI"	1240	8158	8877	8521	0	42	0	0	0	1	0	0	24	0	9	0	0	0	0	0	2	8	0	0	0	19	44	0	0	0	4	0	3	0	0	0	0	136	0	208	0	13	1	1	307	0	0	0	4	0	0	0	18	36	94	0
971	1002	"Hams Lake"	43.23667	-80.41333	1244	"AWI"	1244	8202	9005	8604	2	55	0	2	0	0	0	0	24	0	12	0	0	0	0	0	2	6	0	0	0	18	31	0	5	0	12	0	0	0	0	0	0	168	0	202	0	9	1	1	390	0	0	0	2	0	1	2	18	24	102	0
971	1002	"Hams Lake"	43.23667	-80.41333	1248	"AWI"	1248	8246	9167	8684	2	51	0	3	0	1	0	0	20	0	8	0	0	0	0	0	6	3	0	0	0	22	20	0	1	0	1	0	1	0	0	0	0	156	2	244	0	11	0	1	276	0	0	0	4	1	1	0	20	33	88	0
971	1002	"Hams Lake"	43.23667	-80.41333	1252	"AWI"	1252	8281	9340	8762	2	46	0	1	1	1	0	0	18	0	12	0	0	0	0	0	0	6	1	0	0	9	43	0	0	0	4	0	4	0	0	0	0	159	1	303	0	10	0	2	310	0	0	0	1	1	1	0	24	15	100	0
971	1002	"Hams Lake"	43.23667	-80.41333	1256	"AWI"	1256	8368	9435	8846	0	0	0	0	0	1	0	0	13	0	4	0	0	2	0	0	2	7	0	0	0	5	25	0	0	0	3	0	2	0	0	0	0	137	1	281	0	8	2	1	297	0	0	0	1	0	2	0	11	17	90	0
971	1002	"Hams Lake"	43.23667	-80.41333	1260	"AWI"	1260	8481	9476	8937	0	0	0	2	0	0	0	0	26	1	4	0	0	0	0	1	0	3	1	1	0	5	40	0	0	0	0	0	0	0	0	0	0	156	0	364	0	20	1	0	319	0	0	0	1	0	1	0	14	12	48	0
971	1002	"Hams Lake"	43.23667	-80.41333	1264	"AWI"	1264	8556	9526	9034	0	21	0	3	0	1	0	0	34	0	13	0	0	1	0	0	4	5	0	0	0	7	37	0	1	0	1	0	0	0	0	0	0	139	1	395	0	16	0	1	241	0	0	0	7	0	4	0	9	7	56	0
971	1002	"Hams Lake"	43.23667	-80.41333	1268	"AWI"	1268	8616	9590	9130	0	27	0	0	0	0	0	0	45	0	12	0	1	0	0	0	1	4	1	0	0	6	35	0	1	0	0	0	1	0	0	0	0	144	3	405	0	16	4	0	241	0	0	0	2	1	1	0	3	4	50	0
971	1002	"Hams Lake"	43.23667	-80.41333	1272	"AWI"	1272	8665	9687	9225	2	21	0	0	0	3	0	0	35	0	9	0	0	0	0	0	2	7	1	0	0	4	29	0	0	0	2	0	3	0	0	0	0	109	0	334	0	15	0	2	301	0	0	0	2	0	2	0	7	12	50	0
971	1002	"Hams Lake"	43.23667	-80.41333	1276	"AWI"	1276	8740	9782	9313	1	10	0	5	0	0	0	0	36	0	8	0	1	0	0	0	0	6	0	0	0	2	33	0	8	0	3	1	0	0	0	0	0	131	1	318	0	9	3	3	271	0	0	0	2	0	1	2	4	5	55	0
971	1002	"Hams Lake"	43.23667	-80.41333	1284	"AWI"	1284	9017	9856	9462	0	0	0	2	2	1	0	0	32	0	13	1	0	0	0	1	6	5	0	0	0	5	25	0	0	0	1	0	3	0	0	0	0	93	0	455	0	13	0	3	322	0	0	0	5	0	1	0	5	15	58	0
971	1002	"Hams Lake"	43.23667	-80.41333	1291	"AWI"	1291	9148	9965	9599	2	0	0	2	0	3	0	0	58	0	6	0	0	0	0	0	6	10	2	0	0	1	39	0	0	0	3	0	4	0	0	0	0	96	1	412	0	6	3	2	265	0	0	0	3	0	0	0	2	3	47	0
971	1002	"Hams Lake"	43.23667	-80.41333	1300	"AWI"	1300	9271	10169	9748	5	0	0	1	0	3	0	0	53	0	1	0	0	0	0	0	5	7	1	0	0	4	39	0	0	0	1	0	6	0	0	0	0	79	2	618	0	5	0	2	217	0	0	0	0	0	1	0	2	14	48	0
971	1002	"Hams Lake"	43.23667	-80.41333	1308	"AWI"	1308	9384	10292	9850	4	10	0	0	0	2	0	0	60	0	5	0	0	0	0	0	0	1	0	0	0	0	38	0	7	0	1	0	1	0	0	0	0	65	2	541	0	10	5	5	195	1	0	0	1	1	2	0	1	5	52	0
971	1002	"Hams Lake"	43.23667	-80.41333	1316	"AWI"	1316	9461	10477	9954	4	0	0	1	0	0	0	0	48	0	4	0	0	0	0	0	6	5	0	0	0	5	41	0	0	0	1	0	5	0	0	0	0	53	3	566	0	14	2	2	145	0	0	0	4	0	0	0	0	7	42	0
971	1002	"Hams Lake"	43.23667	-80.41333	1324	"AWI"	1324	9612	10578	10055	6	0	0	1	0	3	0	0	51	0	4	0	0	0	0	0	4	10	0	0	0	2	30	0	0	0	1	0	2	0	0	1	0	26	3	578	0	7	5	10	159	0	0	0	6	0	1	0	0	8	69	0
971	1002	"Hams Lake"	43.23667	-80.41333	1332	"AWI"	1332	9735	10703	10161	5	0	0	1	0	3	0	0	54	1	4	0	0	0	0	0	10	2	1	0	0	2	25	0	0	0	2	0	5	0	0	0	0	42	5	615	0	10	2	4	126	0	0	0	2	0	1	0	0	6	41	0
971	1002	"Hams Lake"	43.23667	-80.41333	1340	"AWI"	1340	9837	10871	10270	12	0	0	0	0	5	0	0	95	0	9	0	0	0	0	0	1	5	0	0	0	1	42	0	6	0	2	0	0	0	0	0	0	41	5	665	0	0	1	3	151	1	0	0	4	0	1	0	1	13	64	0
971	1002	"Hams Lake"	43.23667	-80.41333	1348	"AWI"	1348	10047	11022	10440	7	0	0	0	0	1	0	0	71	0	4	0	0	0	0	0	4	5	0	0	0	1	32	0	0	0	3	0	2	0	0	0	0	24	2	665	0	2	4	8	121	0	0	0	4	0	2	0	0	6	75	0
971	1002	"Hams Lake"	43.23667	-80.41333	1352	"AWI"	1352	10123	11130	10522	17	0	0	1	0	1	0	1	90	0	4	0	0	1	0	0	5	3	0	0	0	1	25	0	0	0	1	0	17	0	0	1	0	34	8	683	0	4	3	24	105	0	0	0	6	0	0	0	0	6	72	0
971	1002	"Hams Lake"	43.23667	-80.41333	1356	"AWI"	1356	10169	11249	10602	10	7	0	0	0	4	0	0	231	0	4	0	0	2	0	0	11	6	0	0	0	1	33	0	0	0	2	0	3	0	0	0	0	40	1	503	0	2	3	11	114	0	0	0	4	0	1	0	0	4	72	0
971	1002	"Hams Lake"	43.23667	-80.41333	1360	"AWI"	1360	10210	11407	10679	10	8	0	3	0	5	0	0	117	0	10	0	0	0	0	0	5	6	2	0	0	1	38	0	0	0	2	0	22	0	0	0	0	62	16	415	0	4	2	29	118	0	0	0	3	0	0	0	0	4	94	0
971	1002	"Hams Lake"	43.23667	-80.41333	1364	"AWI"	1364	10328	11491	10796	26	0	0	1	0	5	0	0	95	0	11	0	0	1	0	0	10	5	1	0	0	1	40	0	1	0	4	0	25	0	0	0	0	89	29	454	0	3	8	18	144	1	0	0	6	0	0	0	0	3	101	0
971	1002	"Hams Lake"	43.23667	-80.41333	1372	"AWI"	1372	10492	11713	11062	33	9	0	3	0	1	0	0	78	0	5	0	0	0	0	0	2	11	0	0	0	3	41	0	3	0	1	1	0	0	0	0	0	86	26	365	0	0	9	28	168	0	0	3	11	0	2	0	0	2	61	0
971	1002	"Hams Lake"	43.23667	-80.41333	1380	"AWI"	1380	10587	12077	11309	30	0	0	0	0	6	0	0	32	0	4	0	0	0	0	0	18	18	0	0	0	4	57	0	0	0	8	0	21	0	0	0	0	90	42	406	0	7	3	25	133	1	0	0	3	0	1	0	0	3	35	0
971	1002	"Hams Lake"	43.23667	-80.41333	1388	"AWI"	1388	10909	12268	11557	3	0	0	0	0	6	0	0	15	0	3	0	0	0	0	0	7	8	0	0	0	1	29	0	0	0	11	0	26	0	0	1	0	30	107	517	0	3	6	22	88	0	0	0	8	0	0	0	0	6	33	0
971	1002	"Hams Lake"	43.23667	-80.41333	1396	"AWI"	1396	11179	12392	11814	6	0	0	0	0	13	0	0	38	1	2	0	0	0	0	1	3	16	0	0	0	0	38	0	0	0	19	0	44	0	0	0	0	34	202	322	0	2	9	50	105	2	0	0	13	0	0	0	0	4	34	0
971	1002	"Hams Lake"	43.23667	-80.41333	1406	"AWI"	1406	11375	12679	12099	5	0	0	1	1	14	0	0	61	0	4	0	0	0	0	0	0	25	1	0	0	2	0	0	4	0	26	1	31	0	0	0	0	28	232	217	0	0	34	129	106	0	0	0	23	0	0	0	0	10	51	0
971	1002	"Hams Lake"	43.23667	-80.41333	1414	"AWI"	1414	11487	12983	12273	2	0	0	0	0	12	0	0	38	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2	0	35	0	0	0	0	9	218	141	0	0	9	31	35	0	3	0	4	0	0	0	1	8	4	0
971	1002	"Hams Lake"	43.23667	-80.41333	1446	"AWI"	1446	11873	14374	12918	1	0	0	0	0	24	0	0	6	0	3	0	0	0	0	0	0	35	0	0	0	0	12	0	2	0	25	0	1	0	0	0	0	6	360	21	0	0	15	7	30	2	0	0	6	0	0	1	0	0	6	0
