"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"
1647	1703	"Lac Marcotte"	47.07778	-71.42278	200	"AWI"	200	7663	8524	7981	10	0	5	0	0	0	0	0	143	0	0	0	0	0	0	1	6	0	0	0	2	0	0	0	14	0	0	0	0	0	0	2	0	127	0	0	3	0	0	0	13	0	0	0	0	0	0	0	0	8	0	0	5	2	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	220	"AWI"	220	7991	9201	8532	14	0	32	0	0	0	0	0	326	0	0	0	1	0	0	2	11	0	0	0	0	4	0	2	54	1	0	0	2	4	0	0	0	0	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0	7	0	1	2	5	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	230	"AWI"	230	8213	9448	8806	15	0	17	1	0	2	0	0	314	0	0	0	0	0	0	0	3	0	0	0	2	9	0	0	15	0	0	0	5	4	0	1	0	0	0	0	2	0	0	0	16	0	0	0	0	0	0	0	0	8	0	1	2	3	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	240	"AWI"	240	8457	9680	9090	25	0	21	2	0	5	0	0	331	0	0	0	0	0	0	2	6	0	0	0	0	9	0	0	47	0	0	0	0	5	0	1	0	0	0	0	5	0	0	0	25	0	0	0	0	0	0	0	0	4	0	1	1	5	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	250	"AWI"	250	8732	9881	9362	20	0	42	0	0	0	0	0	234	0	0	0	0	0	0	2	5	0	0	0	2	5	0	0	28	0	0	0	0	6	0	0	0	0	0	0	1	0	10	0	24	0	0	0	0	0	0	0	0	3	0	0	0	8	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	260	"AWI"	260	9056	10069	9629	27	0	30	0	0	1	0	0	261	0	0	0	1	0	0	2	2	0	0	0	2	0	0	0	18	0	0	0	1	6	0	2	0	0	0	0	3	0	0	0	17	0	0	0	0	0	0	0	0	4	0	0	2	2	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	265	"AWI"	265	9301	10128	9758	13	0	26	1	0	0	0	0	212	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	20	0	5	0	1	1	0	4	0	0	0	0	0	0	8	0	10	0	0	0	0	0	0	0	0	0	0	0	1	5	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	270	"AWI"	270	9454	10215	9896	8	0	91	0	0	2	0	0	210	0	0	1	1	0	0	1	5	0	0	0	2	3	0	0	31	0	3	0	2	3	0	3	0	0	0	0	5	0	16	0	23	0	0	0	0	0	0	0	0	0	0	0	0	3	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	290	"AWI"	290	9998	10981	10418	0	0	9	0	0	3	0	0	127	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	44	0	22	0	0	3	0	4	0	0	0	0	5	0	95	0	32	0	0	0	0	0	0	0	0	0	1	0	2	4	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	285	"AWI"	285	9922	10719	10296	0	0	15	1	0	2	0	0	91	0	0	0	0	0	0	4	14	0	0	0	0	7	0	0	40	0	0	0	1	1	1	6	0	0	0	0	5	0	38	0	44	0	1	0	0	0	0	0	0	1	0	0	3	12	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	280	"AWI"	280	9794	10564	10166	0	0	161	0	0	1	0	0	103	0	0	1	0	0	0	0	5	0	0	0	0	4	0	0	19	1	0	0	3	0	0	1	59	0	0	0	3	0	0	0	26	0	0	0	0	0	0	0	0	1	0	0	2	4	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	275	"AWI"	275	9693	10319	10031	5	0	139	1	0	2	0	0	194	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	37	0	2	0	1	1	0	1	0	0	0	0	4	0	33	0	14	0	0	0	0	0	0	0	0	1	0	0	2	8	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	295	"AWI"	295	10186	11139	10613	1	0	6	2	0	2	0	0	113	0	0	0	2	0	0	0	22	0	0	0	0	5	0	1	31	0	67	0	1	4	2	2	10	39	0	0	6	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	300	"AWI"	300	10280	11428	10796	2	0	10	0	0	5	0	0	204	0	0	0	2	0	0	0	1	1	0	0	2	5	0	1	46	0	61	0	0	1	1	1	0	0	0	0	10	0	127	0	22	0	0	0	0	0	0	0	0	0	0	0	1	7	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	305	"AWI"	305	10398	11587	10940	0	0	0	0	0	16	0	0	174	0	0	0	0	0	5	0	64	1	2	0	0	0	0	0	6	0	20	0	2	1	0	0	0	0	0	0	21	0	208	0	24	1	0	0	0	1	0	0	0	2	0	0	1	11	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	310	"AWI"	310	10471	11873	11079	2	0	16	0	0	19	0	0	45	0	0	0	3	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	57	0	11	0	9	17	0	5	0	0	0	0	0	0	1	0	2	6	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	315	"AWI"	315	10601	12021	11219	2	0	11	0	0	12	0	0	35	0	0	1	4	0	0	0	209	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	21	0	0	0	113	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	320	"AWI"	320	10677	12246	11355	0	0	20	0	0	16	0	0	25	0	1	0	2	0	0	1	137	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	103	0	0	0	5	1	0	0	0	0	0	0	0	0	1	0	0	2	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	325	"AWI"	325	10803	12390	11508	0	0	22	0	1	28	0	0	21	0	0	0	8	0	0	0	195	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	183	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	330	"AWI"	330	10887	12602	11651	1	0	19	0	0	28	0	0	28	0	0	0	4	0	0	0	263	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	24	0	0	0	169	0	3	0	5	1	0	0	0	0	73	0	0	0	0	0	1	6	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	335	"AWI"	335	11031	12725	11805	0	0	17	1	0	15	0	0	25	0	0	0	6	1	0	1	191	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	93	0	0	0	7	1	0	0	0	0	0	0	0	0	2	0	2	1	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	340	"AWI"	340	11128	12905	11950	2	0	5	0	0	16	0	0	40	0	0	0	4	0	0	3	141	1	0	9	0	7	0	1	1	0	0	0	0	0	0	6	14	0	0	0	95	0	0	0	10	0	0	18	0	0	0	0	0	0	0	0	0	11	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	345	"AWI"	345	11268	13030	12093	2	0	5	0	0	10	0	0	24	0	0	0	3	0	0	2	51	0	0	5	1	0	1	0	0	0	0	0	0	0	0	1	26	0	0	0	97	6	0	0	9	0	0	0	0	0	0	0	0	0	1	0	2	2	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	350	"AWI"	350	11360	13193	12235	0	0	8	0	0	3	0	0	31	0	0	1	0	0	0	2	25	0	0	8	1	7	0	3	0	0	7	0	0	2	0	1	0	0	0	0	33	0	2	0	21	0	0	0	0	0	0	0	0	0	0	0	0	3	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	355	"AWI"	355	11491	13341	12386	2	0	6	0	0	2	0	0	24	0	0	1	0	0	0	3	22	0	0	0	0	9	0	0	1	0	6	0	0	0	1	1	46	0	0	0	49	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	2	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	360	"AWI"	360	11590	13507	12528	0	0	13	0	0	0	0	1	20	0	0	0	1	0	0	0	13	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	365	"AWI"	365	11729	13622	12670	1	0	38	0	0	11	0	0	104	1	0	0	1	0	0	3	13	0	0	0	1	18	0	3	8	1	11	0	0	0	0	0	0	0	0	0	31	0	12	0	21	2	0	0	0	0	0	0	0	0	0	1	0	12	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	370	"AWI"	370	11842	13804	12814	2	0	13	0	0	9	0	6	60	0	0	0	1	0	0	1	20	0	0	0	0	0	0	0	2	0	6	0	0	1	0	0	0	0	0	0	22	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	16	0
1647	1703	"Lac Marcotte"	47.07778	-71.42278	372	"AWI"	372	11901	13861	12875	0	0	7	0	0	2	0	5	42	1	0	1	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	10	1	0	0	0	0	0	0	0	1	0	0	0	8	0
