"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Fabaceae"	"Fraxinus"	"Gentianaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Salix"	"Santalaceae"	"Sarcobataceae"	"Thalictrum"	"Tsuga"	"Urticaceae"
771	790	"Eldora Fen"	39.93667	-105.58	50	"AWI"	50	1135	1798	1383	1	0	2	6	0	17	3	0	0	0	0	0	31	0	0	0	0	0	5	0	5	0	0	14	275	9	0	1	0	1	4	0	1	0	5	0	1	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	52	"AWI"	52	1288	1882	1507	4	0	2	10	0	17	6	1	0	1	0	2	41	0	0	0	0	0	7	0	2	0	0	20	233	10	0	0	0	2	2	0	0	0	7	1	0	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	54	"AWI"	54	1352	2017	1627	3	0	3	6	0	7	4	0	0	0	0	0	35	0	0	0	0	0	6	0	1	0	0	17	362	13	0	0	0	1	2	0	0	0	3	1	1	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	58	"AWI"	58	1700	2228	1958	12	0	3	20	0	21	9	1	0	0	0	2	53	0	0	0	0	0	12	0	7	0	0	76	636	9	0	0	0	3	2	0	1	0	11	0	5	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	59.5	"AWI"	59.5	1794.5	2352.5	2095	9	0	5	18	0	52	23	0	0	0	0	0	56	0	0	0	0	0	5	0	13	0	0	44	528	21	0	0	0	1	7	1	1	0	14	0	8	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	61	"AWI"	61	1891	2460	2198	4	0	3	7	0	13	4	0	0	0	0	0	3	0	0	0	0	0	2	0	4	0	0	28	290	6	0	0	0	1	0	0	1	0	4	0	4	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	65	"AWI"	65	2034	2946	2407	13	2	7	19	0	40	17	0	0	0	0	0	176	0	0	0	1	2	13	0	21	0	0	52	625	28	0	0	0	0	3	0	0	0	21	1	7	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	70	"AWI"	70	2216	3283	2685	7	0	1	14	0	32	0	0	0	0	0	2	27	0	0	0	0	0	10	0	8	0	0	48	362	8	0	0	1	1	5	0	1	0	9	0	3	1	0	0
771	790	"Eldora Fen"	39.93667	-105.58	75	"AWI"	75	2421	3551	2954	4	0	6	3	0	21	0	0	0	0	0	1	14	0	0	0	0	1	11	0	7	0	0	36	293	5	0	0	0	1	3	0	0	0	32	0	0	1	0	0
771	790	"Eldora Fen"	39.93667	-105.58	79	"AWI"	79	2626	3737	3181	11	1	5	29	3	25	24	1	0	0	0	0	12	1	0	0	0	2	33	0	25	0	0	76	0	12	0	0	0	1	3	1	0	0	296	1	4	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	84	"AWI"	84	2895	3984	3449	7	0	5	18	2	24	10	0	0	0	0	0	46	0	0	0	0	0	8	0	31	0	0	43	480	19	0	0	0	2	9	0	0	0	7	2	1	1	0	0
771	790	"Eldora Fen"	39.93667	-105.58	90	"AWI"	90	3241	4258	3771	10	0	4	14	0	20	2	1	0	0	0	0	285	0	0	1	0	0	8	0	0	0	0	45	210	6	0	0	0	0	3	0	0	0	4	1	0	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	92	"AWI"	92	3471	4318	3867	5	0	8	16	0	18	7	0	0	0	0	0	313	0	0	0	0	0	1	0	10	0	1	36	225	8	0	0	0	0	4	1	1	0	9	2	1	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	94	"AWI"	94	3646	4406	3973	3	0	13	11	1	25	8	1	0	0	0	0	211	0	0	2	0	0	4	0	12	0	0	45	249	8	0	1	0	0	3	0	2	0	21	0	1	1	0	0
771	790	"Eldora Fen"	39.93667	-105.58	96	"AWI"	96	3808	4565	4135	3	0	3	14	0	24	6	0	0	0	0	2	117	0	0	0	0	0	7	0	2	0	0	29	241	41	0	0	0	0	3	1	1	0	6	0	4	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	98	"AWI"	98	3924	4899	4345	7	0	6	6	0	21	0	0	0	0	0	3	6	0	0	0	0	0	2	0	0	0	0	29	0	3	0	1	0	0	0	0	0	0	0	0	3	1	0	0
771	790	"Eldora Fen"	39.93667	-105.58	99.5	"AWI"	99.5	3978	5217.5	4491	7	1	4	5	1	17	5	0	0	0	0	9	73	0	0	0	0	8	12	0	4	0	0	42	361	11	0	0	0	2	3	0	1	0	6	0	2	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	104	"AWI"	104	4328	5673	5027	6	0	1	11	1	58	7	0	0	0	0	0	10	0	0	0	0	5	4	0	3	0	1	60	283	4	0	0	0	1	3	0	1	0	3	0	9	1	0	0
771	790	"Eldora Fen"	39.93667	-105.58	110	"AWI"	110	5061	6126	5709	5	0	48	10	3	14	11	2	0	0	0	0	14	0	0	0	0	0	2	0	9	0	0	47	257	6	0	0	0	2	4	0	0	0	6	0	1	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	112	"AWI"	112	5446	6192	5870	9	1	88	25	2	39	23	1	2	0	0	0	18	0	5	0	0	0	18	0	21	0	0	164	573	21	0	2	0	0	5	1	1	0	10	1	6	1	0	0
771	790	"Eldora Fen"	39.93667	-105.58	114	"AWI"	114	5654	6334	6044	5	0	8	10	0	27	10	0	0	0	0	1	99	0	0	0	0	0	2	0	3	0	0	48	0	19	0	0	0	1	6	0	2	0	4	0	1	1	0	0
771	790	"Eldora Fen"	39.93667	-105.58	116	"AWI"	116	5762	6565	6186	5	0	13	18	3	22	5	0	0	0	0	0	113	0	0	0	0	0	8	0	7	0	0	42	265	11	0	0	0	1	5	0	1	0	7	0	2	1	0	0
771	790	"Eldora Fen"	39.93667	-105.58	119.5	"AWI"	119.5	5885	6944.5	6378.5	10	0	4	11	1	21	2	0	0	0	0	0	158	0	0	0	0	0	5	0	9	0	0	60	273	18	0	1	0	2	8	0	0	0	6	0	5	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	124	"AWI"	124	6087	7282	6639	13	0	16	30	0	40	14	1	0	0	0	1	228	0	0	1	0	0	7	0	14	0	0	87	451	47	0	0	0	1	6	6	1	0	15	0	3	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	130	"AWI"	130	6359	7698	7002	12	0	30	31	4	41	18	0	0	0	0	2	313	0	0	0	0	0	22	0	17	0	0	107	424	36	0	1	0	2	10	0	4	0	24	0	6	2	0	0
771	790	"Eldora Fen"	39.93667	-105.58	134	"AWI"	134	6586	7878	7250	6	0	16	5	0	15	8	0	0	0	0	0	121	0	0	0	0	0	7	0	6	1	0	39	205	16	0	0	0	1	8	0	0	0	10	0	2	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	139.5	"AWI"	139.5	6898.5	8159	7584.5	7	0	7	8	0	12	6	0	0	0	0	0	98	0	0	0	0	0	6	0	4	1	0	44	204	16	0	0	0	0	10	1	0	0	7	0	2	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	144	"AWI"	144	7194	8324	7850	7	0	18	18	0	22	9	0	0	0	0	0	110	0	0	0	0	0	7	0	4	0	0	51	220	16	0	0	0	0	4	1	1	0	21	0	1	0	0	0
771	790	"Eldora Fen"	39.93667	-105.58	150	"AWI"	150	7632	8575	8197	6	0	22	12	4	28	6	1	0	0	0	0	23	0	0	0	0	0	5	0	4	0	0	63	234	5	0	3	0	1	4	0	0	0	12	0	1	1	0	0
771	790	"Eldora Fen"	39.93667	-105.58	154	"AWI"	154	8108	8719	8400	10	0	37	12	0	34	4	0	0	0	0	0	13	1	2	0	0	0	6	0	2	0	0	43	185	3	0	0	0	0	0	1	0	0	3	0	4	1	0	0
771	790	"Eldora Fen"	39.93667	-105.58	156	"AWI"	156	8235	8812	8502	4	1	19	15	4	58	29	10	0	0	0	0	48	0	0	0	0	0	16	0	3	0	0	78	127	31	0	0	0	1	5	6	2	0	10	0	3	1	0	0
771	790	"Eldora Fen"	39.93667	-105.58	158	"AWI"	158	8338	8895	8588	6	4	4	8	0	40	24	14	0	0	0	0	54	0	0	0	0	0	17	1	2	0	0	78	140	16	0	0	0	0	0	4	0	0	4	0	4	2	0	0
771	790	"Eldora Fen"	39.93667	-105.58	159.5	"AWI"	159.5	8389.5	8990.5	8650.5	3	0	11	7	0	56	18	3	0	0	0	0	34	2	0	0	0	0	13	0	4	0	0	62	123	24	0	0	0	1	3	0	1	0	9	0	2	1	0	2
771	790	"Eldora Fen"	39.93667	-105.58	161.5	"AWI"	161.5	8488	9158	8773	5	0	30	15	4	88	30	51	0	0	0	6	55	1	0	0	0	1	23	0	5	0	0	51	111	50	1	3	0	2	5	3	1	0	6	0	10	2	0	6
