"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Carya"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tsuga"	"Ulmus"	"Viburnum"
533	549	"Daumont"	54.88333	-69.4	20	"AWI"	20	459	1138	768	8	0	0	0	6	2	54	0	0	0	0	53	2	0	0	0	0	3	0	0	2	0	0	0	232	20	11	0	0	3	0	0	1	0	0	0	1	1	0
533	549	"Daumont"	54.88333	-69.4	30	"AWI"	30	749	1716	1181	2	0	126	0	0	3	63	0	0	0	1	61	5	0	0	0	1	10	0	0	3	0	0	0	250	26	13	0	0	1	0	2	1	0	0	1	0	1	0
533	549	"Daumont"	54.88333	-69.4	40	"AWI"	40	1102	2148	1604	6	0	70	0	3	0	53	0	0	0	0	24	0	0	1	0	0	1	0	0	2	1	0	0	249	22	11	0	0	1	0	0	0	0	0	0	0	0	0
533	549	"Daumont"	54.88333	-69.4	50	"AWI"	50	1496	2515	2029	12	0	76	1	1	0	62	0	0	0	0	34	2	0	1	0	0	3	0	0	2	0	0	0	237	18	6	0	0	0	0	0	0	1	0	0	1	0	0
533	549	"Daumont"	54.88333	-69.4	60	"AWI"	60	2002	2863	2445	3	0	104	0	3	3	74	0	0	0	0	23	2	0	0	0	0	0	0	0	2	2	0	0	284	28	4	0	0	1	0	0	0	0	0	0	0	0	0
533	549	"Daumont"	54.88333	-69.4	70	"AWI"	70	2397	3434	2879	9	0	198	1	1	7	85	0	0	0	0	28	0	0	0	0	0	1	0	0	5	2	0	0	209	36	11	0	0	0	0	0	1	0	0	0	0	0	0
533	549	"Daumont"	54.88333	-69.4	80	"AWI"	80	2751	3952	3331	4	0	208	1	2	0	110	0	0	0	0	29	4	0	0	1	0	1	0	0	0	0	0	0	233	0	14	0	0	0	0	1	4	0	0	0	0	0	0
533	549	"Daumont"	54.88333	-69.4	90	"AWI"	90	3171	4412	3798	7	0	170	0	1	0	101	0	0	0	2	37	4	0	0	0	0	6	0	0	5	1	0	1	248	20	5	0	0	1	0	0	0	0	1	0	0	1	0
533	549	"Daumont"	54.88333	-69.4	100	"AWI"	100	3639	4794	4265	4	0	134	0	2	0	95	0	0	0	0	23	1	0	0	0	0	6	0	0	3	2	0	0	116	0	5	0	0	0	0	0	1	0	1	0	0	0	0
533	549	"Daumont"	54.88333	-69.4	110	"AWI"	110	4176	5121	4710	2	0	216	0	2	0	98	0	0	0	0	21	1	0	0	0	0	1	0	0	0	0	0	0	139	0	5	0	0	0	0	2	3	0	0	0	0	0	0
533	549	"Daumont"	54.88333	-69.4	120	"AWI"	120	4692	5427	5096	0	0	265	0	2	5	173	0	0	0	0	21	1	0	0	0	0	3	0	0	1	1	0	0	81	11	11	0	0	0	0	0	1	0	0	0	0	0	0
533	549	"Daumont"	54.88333	-69.4	130	"AWI"	130	4984	5770	5387	2	0	264	0	1	0	152	0	0	0	0	7	0	0	0	0	0	5	0	0	0	1	0	0	73	4	13	0	0	0	0	0	1	0	0	0	0	0	0
533	549	"Daumont"	54.88333	-69.4	140	"AWI"	140	5275	6036	5677	0	0	304	0	0	0	161	0	0	0	0	16	0	0	1	0	0	0	1	0	1	0	0	0	85	0	2	0	0	0	0	0	0	0	0	0	0	0	0
533	549	"Daumont"	54.88333	-69.4	150	"AWI"	150	5610	6272	5971	0	0	363	0	1	0	102	0	1	0	0	15	0	0	0	0	0	0	0	0	6	1	0	0	65	0	3	0	0	1	0	0	0	0	0	0	0	0	0
