"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Ceanothus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Pseudotsuga"	"Quercus"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Sarcobataceae"	"Thalictrum"	"Tsuga"
1614	1666	"Lost Lake"	47.634738	-110.487016	1080	"AWI"	1080	8285	9151	8687	2	7	296	2	67	0	0	0	0	0	13	0	0	0	0	21	2	0	0	0	0	1	1	149	0	0	0	0	6	3	0	0	0	0	0	1	0	1	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	1098	"AWI"	1098	8326	9226	8745	0	0	231	1	39	0	1	2	0	1	5	1	0	4	0	54	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	1180	"AWI"	1180	8545	9491	9012	0	2	41	2	21	0	0	0	0	0	4	0	0	0	0	66	3	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	1240	"AWI"	1240	8718	9687	9214	2	3	30	0	35	0	0	0	0	0	11	0	0	0	0	47	1	0	0	0	0	0	1	37	0	0	0	0	4	1	0	0	0	0	2	0	0	3	1	0
1614	1666	"Lost Lake"	47.634738	-110.487016	1280	"AWI"	1280	8850	9821	9346	2	2	51	1	15	0	2	0	0	0	3	0	0	0	0	108	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	1320	"AWI"	1320	8985	9934	9476	0	0	35	0	15	0	1	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	1340	"AWI"	1340	9052	9978	9543	0	0	30	0	16	0	0	0	1	0	0	0	0	0	0	118	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	1380	"AWI"	1380	9190	10087	9671	0	0	28	0	12	0	0	0	0	0	3	0	0	0	0	91	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	1420	"AWI"	1420	9319	10207	9806	1	1	110	2	46	0	0	0	0	0	6	0	0	0	0	56	1	0	0	0	0	0	0	55	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	1464	"AWI"	1464	9525	10315	9953	0	0	64	0	7	0	2	0	0	0	0	0	0	0	0	115	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	1500	"AWI"	1500	9695	10402	10074	0	0	76	0	15	0	0	0	0	0	1	1	0	0	0	94	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	1520	"AWI"	1520	9770	10466	10146	2	0	117	0	21	0	3	0	0	0	0	0	0	0	0	54	0	0	0	0	0	1	0	97	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	1540	"AWI"	1540	9853	10532	10211	0	0	49	0	7	0	0	1	0	0	5	0	1	0	0	117	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	1580	"AWI"	1580	9972	10706	10346	0	1	63	0	15	0	0	0	0	0	0	0	0	0	0	39	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	1600	"AWI"	1600	10038	10797	10419	0	2	102	0	20	0	1	1	0	0	1	0	1	0	0	48	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0
1614	1666	"Lost Lake"	47.634738	-110.487016	1640	"AWI"	1640	10135	11138	10559	0	0	80	0	21	0	0	0	0	0	2	0	2	0	1	92	2	0	0	0	0	1	2	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
