"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Carya"	"Caryophyllaceae"	"Celtis"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Fagus"	"Fraxinus"	"Indeterminable"	"Juglans"	"Larix"	"Myrica"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Vitaceae"
1104	1137	"Humber Pond 7"	43.65	-79.5	100	"AWI"	100	439	863	638	1	0	3	4	0	1	0	0	18	2	0	0	0	0	1	12	0	7	0	6	0	0	0	7	6	84	0	0	0	1	25	0	0	1	1	0	0	5	22	14	0
1104	1137	"Humber Pond 7"	43.65	-79.5	110	"AWI"	110	496	930	706	0	0	2	2	0	0	0	0	3	0	2	0	0	0	1	3	0	6	0	7	0	0	0	0	1	120	0	0	0	0	9	0	0	0	0	0	0	3	32	18	1
1104	1137	"Humber Pond 7"	43.65	-79.5	120	"AWI"	120	555	1005	772	0	0	1	0	0	0	0	0	8	0	3	0	0	0	0	11	0	1	0	3	0	0	0	1	1	155	0	0	0	0	8	0	0	0	0	0	0	1	14	3	0
1104	1137	"Humber Pond 7"	43.65	-79.5	130	"AWI"	130	617	1077	839	2	0	0	0	0	0	0	0	14	0	1	0	0	0	0	8	0	1	0	3	0	0	0	0	0	143	0	0	0	0	20	0	0	0	0	0	0	1	9	6	0
1104	1137	"Humber Pond 7"	43.65	-79.5	140	"AWI"	140	678	1146	906	0	0	3	0	0	1	0	0	14	0	1	0	0	0	0	7	0	3	0	7	0	0	1	2	1	114	0	0	0	0	36	0	0	0	0	0	0	2	20	2	0
1104	1137	"Humber Pond 7"	43.65	-79.5	150	"AWI"	150	744	1211	971	0	0	3	0	0	0	0	0	12	0	0	0	0	0	0	29	0	3	0	8	0	0	0	3	0	113	0	0	0	0	35	0	0	0	1	0	0	1	17	3	0
1104	1137	"Humber Pond 7"	43.65	-79.5	160	"AWI"	160	805	1280	1040	1	0	1	0	0	0	0	0	14	0	5	0	0	0	0	27	0	6	0	4	0	0	0	6	1	79	0	0	0	0	46	0	0	0	0	0	0	3	25	4	0
1104	1137	"Humber Pond 7"	43.65	-79.5	170	"AWI"	170	865	1350	1106	1	0	1	0	0	0	0	0	8	0	3	0	0	0	0	43	0	5	0	5	0	0	0	6	1	99	0	1	0	0	33	0	0	0	0	0	0	2	21	14	0
1104	1137	"Humber Pond 7"	43.65	-79.5	180	"AWI"	180	932	1415	1172	0	0	1	0	0	1	0	0	12	0	0	0	0	0	2	16	0	2	0	17	0	0	0	4	2	86	0	1	0	0	31	0	1	0	0	0	0	4	35	7	0
1104	1137	"Humber Pond 7"	43.65	-79.5	190	"AWI"	190	997	1478	1239	0	0	2	1	0	1	0	0	10	0	3	0	0	0	0	49	0	8	6	9	0	0	0	0	0	90	0	1	0	2	32	0	0	0	0	0	0	1	35	5	0
1104	1137	"Humber Pond 7"	43.65	-79.5	200	"AWI"	200	1066	1549	1305	0	0	1	0	0	0	0	0	13	0	6	0	0	0	0	11	1	15	0	9	0	1	0	3	0	100	0	1	0	0	32	0	0	0	0	1	1	1	12	9	0
1104	1137	"Humber Pond 7"	43.65	-79.5	210	"AWI"	210	1131	1611	1372	0	0	0	0	0	0	0	0	10	0	5	0	0	0	0	42	0	8	0	10	0	0	0	7	1	105	0	0	0	1	30	0	0	0	0	0	1	5	13	8	1
1104	1137	"Humber Pond 7"	43.65	-79.5	220	"AWI"	220	1196	1676	1440	1	0	2	0	0	3	0	0	20	0	6	0	0	0	1	24	0	15	8	2	0	0	0	5	1	90	0	0	0	0	31	0	0	1	1	0	0	1	11	6	0
1104	1137	"Humber Pond 7"	43.65	-79.5	230	"AWI"	230	1265	1738	1506	0	0	6	0	0	1	0	0	8	0	5	0	0	0	0	32	0	20	0	6	0	0	0	2	1	75	0	1	0	0	16	0	0	0	0	0	1	16	15	10	0
1104	1137	"Humber Pond 7"	43.65	-79.5	240	"AWI"	240	1336	1805	1573	0	0	4	1	0	0	0	1	9	0	4	0	0	0	0	75	0	24	0	7	0	0	0	9	0	80	0	2	0	0	28	0	0	0	0	0	0	0	11	10	1
1104	1137	"Humber Pond 7"	43.65	-79.5	250	"AWI"	250	1402	1865	1639	0	0	1	0	0	0	0	0	10	0	5	0	0	0	0	42	0	17	0	9	0	0	0	4	1	93	0	0	0	0	24	0	0	0	0	0	0	1	17	10	0
1104	1137	"Humber Pond 7"	43.65	-79.5	260	"AWI"	260	1474	1927	1705	0	0	2	0	0	0	0	0	8	0	3	0	0	0	0	30	0	24	6	3	0	0	0	3	1	93	0	3	0	0	30	0	0	0	0	0	0	2	17	5	0
1104	1137	"Humber Pond 7"	43.65	-79.5	270	"AWI"	270	1540	1985	1770	0	0	4	0	0	0	0	0	20	0	5	0	0	0	0	54	0	21	8	1	0	0	0	1	1	49	0	1	0	0	45	0	0	0	0	0	0	4	18	13	0
1104	1137	"Humber Pond 7"	43.65	-79.5	280	"AWI"	280	1610	2049	1838	0	0	0	0	0	1	0	0	17	0	8	0	1	0	1	54	0	17	6	7	0	0	0	5	0	73	0	0	0	0	37	0	0	0	0	0	0	1	13	14	0
1104	1137	"Humber Pond 7"	43.65	-79.5	290	"AWI"	290	1679	2109	1905	2	0	0	0	0	0	0	0	4	0	4	0	0	0	0	6	0	5	4	12	0	0	0	2	0	124	0	3	0	0	17	0	0	0	0	0	0	2	18	7	0
1104	1137	"Humber Pond 7"	43.65	-79.5	300	"AWI"	300	1752	2173	1971	0	0	0	9	0	0	0	0	3	0	4	0	0	0	0	27	0	6	0	6	0	0	0	2	2	119	0	1	0	0	20	0	0	0	0	0	1	1	18	7	0
1104	1137	"Humber Pond 7"	43.65	-79.5	310	"AWI"	310	1817	2246	2034	0	0	0	2	0	0	0	0	4	0	1	0	0	0	0	5	0	3	0	23	0	0	0	0	2	83	0	0	0	0	14	0	0	0	0	0	0	6	51	9	0
1104	1137	"Humber Pond 7"	43.65	-79.5	320	"AWI"	320	1873	2314	2094	0	0	2	1	0	0	0	0	9	0	0	1	0	0	0	2	0	0	4	27	0	0	0	1	4	81	0	0	0	0	13	0	0	0	0	0	0	24	10	9	0
1104	1137	"Humber Pond 7"	43.65	-79.5	340	"AWI"	340	1980	2451	2215	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	11	0	0	0	2	1	25	0	0	0	0	9	0	0	0	0	0	0	13	2	13	2
1104	1137	"Humber Pond 7"	43.65	-79.5	360	"AWI"	360	2094	2588	2337	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	50	0	0	0	0	5	0	0	0	0	0	0	16	3	5	0
1104	1137	"Humber Pond 7"	43.65	-79.5	420	"AWI"	420	2437	2984	2702	0	0	0	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	2	47	0	0	0	0	6	0	0	0	0	0	0	13	5	3	0
1104	1137	"Humber Pond 7"	43.65	-79.5	440	"AWI"	440	2551	3111	2825	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	2	40	0	0	0	0	6	0	0	0	0	0	0	16	6	2	0
1104	1137	"Humber Pond 7"	43.65	-79.5	460	"AWI"	460	2664	3241	2946	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	5	44	0	0	0	0	4	0	0	0	0	0	0	11	3	3	0
1104	1137	"Humber Pond 7"	43.65	-79.5	480	"AWI"	480	2782	3370	3067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	5	49	0	0	0	0	5	0	0	0	0	0	0	11	3	4	0
1104	1137	"Humber Pond 7"	43.65	-79.5	490	"AWI"	490	2842	3435	3130	0	0	1	0	0	0	0	0	4	0	4	0	0	0	0	3	0	2	0	4	0	1	0	1	3	128	0	0	0	0	7	0	0	0	0	0	0	10	14	6	0
1104	1137	"Humber Pond 7"	43.65	-79.5	500	"AWI"	500	2898	3499	3192	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	3	0	2	0	9	0	0	0	0	7	126	0	0	0	0	8	0	0	0	0	0	0	13	17	4	0
1104	1137	"Humber Pond 7"	43.65	-79.5	510	"AWI"	510	2964	3563	3251	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	3	0	3	4	12	0	1	0	0	5	116	0	0	0	0	6	0	1	0	1	0	0	12	21	3	0
1104	1137	"Humber Pond 7"	43.65	-79.5	520	"AWI"	520	3020	3624	3311	0	0	0	1	0	0	0	0	4	0	3	0	0	0	0	6	0	5	0	11	0	0	0	1	2	93	0	1	0	0	8	0	0	0	0	0	0	12	26	17	0
1104	1137	"Humber Pond 7"	43.65	-79.5	530	"AWI"	530	3078	3684	3371	1	0	0	2	0	0	0	0	4	0	1	0	0	0	0	2	0	32	0	13	0	0	0	2	3	31	0	1	0	0	12	0	0	0	0	0	1	5	26	61	0
1104	1137	"Humber Pond 7"	43.65	-79.5	540	"AWI"	540	3139	3752	3433	0	0	3	1	0	0	0	0	7	0	4	0	0	0	1	6	0	46	4	3	0	0	0	6	5	36	0	0	0	0	23	0	0	0	0	0	0	18	16	13	0
1104	1137	"Humber Pond 7"	43.65	-79.5	550	"AWI"	550	3202	3811	3494	0	0	0	0	0	0	0	0	7	1	2	0	0	0	0	0	0	25	0	6	0	1	0	3	1	72	0	2	0	0	24	0	0	0	0	0	0	16	21	14	0
1104	1137	"Humber Pond 7"	43.65	-79.5	560	"AWI"	560	3266	3875	3555	1	0	2	0	0	0	0	0	19	0	6	0	0	0	1	1	0	15	0	3	0	0	0	4	0	29	0	1	0	0	27	0	0	0	0	0	0	5	23	48	2
1104	1137	"Humber Pond 7"	43.65	-79.5	570	"AWI"	570	3326	3940	3615	1	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	20	0	3	0	0	0	4	1	51	0	1	0	0	27	1	0	0	0	0	1	12	21	22	0
1104	1137	"Humber Pond 7"	43.65	-79.5	590	"AWI"	590	3433	4077	3737	0	0	1	0	0	0	0	0	4	0	3	0	0	0	0	0	0	29	0	5	0	2	0	16	2	12	0	1	0	0	41	0	0	0	0	0	1	5	33	16	1
