"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Betulaceae"	"Campanulaceae"	"Cannabaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Isoëtes"	"Juglans"	"Juniperus"	"Larix"	"Liquidambar"	"Morus"	"Myrica"	"Nyssa"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinaceae"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sarcobataceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
1615	1667	"Lost P."	44.24694	-71.25139	380	"AWI"	380	9211	10154	9665	6	0	0	0	2	0	136	4	0	0	0	0	0	0	1	1	0	0	0	3	0	3	2	0	0	0	0	1	7	0	0	5	4	2.5	122	0	0	1	4	35	0	1	1	0	0	1	0	0	2	0	0	1	1	0	1	0
1615	1667	"Lost P."	44.24694	-71.25139	390	"AWI"	390	9439	10430	9895	5.5	0	0	0	0	0	160	4	0	0	0	0	0	0	2	0	0	0	0	4	0	3	1	0	0	1	0	0	3	0	0	5	3.5	1	91.5	0	1	0	4	25	0	0	1	0	0	0	0	0	1	0	0	1	2	0	2	0
1615	1667	"Lost P."	44.24694	-71.25139	400	"AWI"	400	9710	10652	10129	8	0	0	0	0	0	164	6	0	0	0	0	2	1	5	0	0	0	0	13	0	3	1	1	0	1	0	0	2	0	0	10	5.5	2	115	0	0	2	6	23	0	0	1	0	0	0	0	0	0	0	0	5	2	0	0	0
1615	1667	"Lost P."	44.24694	-71.25139	420	"AWI"	420	10197	11637	10840	9.5	0	0	0	1	0	125	6	0	0	0	0	0	1	2	0	0	0	0	4	0	4	8	0	2	1	0	0	7	0	0	5	7	1	80.5	0	1	4	11	23	0	0	1	0	0	3	0	0	1	0	0	3	1	0	0	1
1615	1667	"Lost P."	44.24694	-71.25139	440	"AWI"	440	10844	12279	11602	16.5	0	0	0	0	0	147	2	0	0	0	0	0	0	0	0	0	1	2	4	0	2	7	0	0	1	0	0	3	0	0	3	12.5	2	40	0	0	0	19	15	0	0	1	0	0	3	0	0	0	0	0	2	1	0	0	0
1615	1667	"Lost P."	44.24694	-71.25139	450	"AWI"	450	11271	12522	11971	12.5	0	0	0	0	0	137	3	1	0	0	0	0	0	2	0	0	0	0	2	0	6	3	1	1	2	0	0	6	0	0	7	17	2	34.5	0	1	4	16	16	0	0	0	0	0	3	0	0	0	0	0	0	2	0	1	0
1615	1667	"Lost P."	44.24694	-71.25139	458	"AWI"	458	11689	12949	12360	1	0	0	0	1	0	91	9	0	0	0	0	0	0	0	15	0	0	0	0	0	8	0	0	1	0	0	0	1	0	0	5	53	1.5	26.5	0	0	7	0	9	0	0	2	0	0	3	0	0	0	1	0	2	1	0	0	0
1615	1667	"Lost P."	44.24694	-71.25139	465	"AWI"	465	11988	13580	12748	1.5	0	0	2	12	0	83	3	0	0	0	0	0	0	0	22	0	9	0	2	0	5	0	0	2	0	0	0	1	0	0	4	176.5	0	75.5	0	0	13	5	20	1	0	0	0	1	5	0	0	0	0	0	0	1	1	0	0
1615	1667	"Lost P."	44.24694	-71.25139	470	"AWI"	470	12121	14242	13022	3.5	0	0	0	5	0	40	2	0	1	1	0	0	0	0	16	0	1	0	4	0	3	0	0	7	0	0	0	0	0	0	5	91	5	30.5	0	1	8	4	3	0	0	0	0	1	8	0	0	0	0	0	0	2	0	0	0
1615	1667	"Lost P."	44.24694	-71.25139	475	"AWI"	475	12412	14494	13339	0	0	0	0	5	0	22	1	0	0	0	0	0	0	0	52	3	0	0	0	0	0	0	0	16	0	0	0	0	0	0	2	82	0	26	0	0	5	10	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1615	1667	"Lost P."	44.24694	-71.25139	480	"AWI"	480	12578	14980	13644	0	0	0	0	5	0	22	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	16	0	0	0	0	0	0	2	82	0	26	0	0	52	10	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
1615	1667	"Lost P."	44.24694	-71.25139	484	"AWI"	484	12884	15155	13903	0	0	0	0	20	0	27	8	0	0	0	1	0	0	0	92	1	1	0	1	0	9	0	0	5	0	0	0	0	0	0	17	72.5	0	65.5	0	0	7	6	16	0	0	0	0	0	15	0	0	0	1	0	0	1	2	0	0
1615	1667	"Lost P."	44.24694	-71.25139	488	"AWI"	488	13078	15416	14160	2.5	0	0	0	17	0	16	3	0	0	0	3	0	0	0	126	3	8	0	2	0	12	0	1	0	0	0	0	1	0	0	16	150.5	0	124	0	0	8	6	19	0	0	0	0	2	14	0	0	0	0	0	0	2	1	0	0
1615	1667	"Lost P."	44.24694	-71.25139	498	"AWI"	498	13662	16038	14772	0.5	0	0	0	8	0	7	3	0	0	0	1	0	0	1	30	0	0	0	4	0	11	1	0	0	0	0	0	0	0	0	6	17	0	32	0	0	4	4	5	0	0	3	0	2	14	0	1	0	0	0	0	0	0	0	0
1615	1667	"Lost P."	44.24694	-71.25139	508	"AWI"	508	13997	16806	15305	1.5	0	0	0	7	0	31	1	0	0	0	5	0	0	0	31	0	0	0	5	0	29	0	1	1	0	0	0	1	0	0	5	64	0	109.5	0	0	9	2	15	0	0	0	0	0	24	0	0	0	0	0	0	1	1	0	0
